state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/14,484725,484294,485156,70.29,70.12,70.46,689607,689157,690057,
CW,2021/06/15,509539,509106,509973,73.46,73.29,73.64,693602,693179,694025,
CW,2021/06/16,516705,516392,517019,74.29,74.16,74.43,695518,695151,695885,
CW,2021/06/17,514324,513874,514774,74.11,73.91,74.31,694000,693438,694562,
CW,2021/06/18,509387,509001,509772,73.71,73.5,73.92,691080,690420,691740,
CW,2021/06/19,489387,488710,490064,71.12,70.83,71.41,688146,687449,688844,
CW,2021/06/20,474599,474253,474945,69.37,69.22,69.51,684199,683851,684547,
CW,2021/06/21,480064,479696,480432,70.11,69.89,70.34,684707,683926,685488,
CW,2021/06/22,507644,507361,507927,73.63,73.5,73.76,689478,689135,689821,
CW,2021/06/23,516731,516405,517057,74.6,74.46,74.75,692653,692251,693055,
CW,2021/06/24,515074,514862,515285,74.31,74.22,74.4,693172,692912,693432,
CW,2021/06/25,507672,507034,508310,73.43,73.15,73.71,691375,690633,692117,
CW,2021/06/26,487279,486445,488113,70.94,70.57,71.31,686885,685916,687853,
CW,2021/06/27,475034,474105,475963,69.41,69,69.82,684413,683378,685448,
CW,2021/06/28,481832,481012,482652,70.37,70.05,70.68,684760,684223,685297,
CW,2021/06/29,506860,506514,507205,73.38,73.18,73.59,690694,690028,691361,
CW,2021/06/30,515856,515580,516131,74.44,74.33,74.54,692993,692785,693202,
CW,2021/07/01,512874,512607,513141,74.04,73.92,74.16,692712,692407,693017,
CW,2021/07/02,504702,504334,505070,73.05,72.89,73.22,690883,690449,691317,
CW,2021/07/03,481688,481201,482176,70.2,70,70.4,686170,685701,686639,
CW,2021/07/04,465833,465369,466298,68.15,67.94,68.35,683582,683081,684082,
CW,2021/07/05,463702,463225,464180,67.97,67.75,68.19,682230,681658,682802,
CW,2021/07/06,480552,479929,481176,70.18,69.91,70.46,684695,684008,685382,
CW,2021/07/07,508041,507663,508418,73.52,73.36,73.68,691038,690628,691449,
CW,2021/07/08,515927,515560,516295,74.54,74.43,74.65,692191,691790,692593,
CW,2021/07/09,514636,514194,515077,74.42,74.27,74.57,691495,691020,691969,
CW,2021/07/10,496870,496392,497348,72.26,72.08,72.44,687585,687023,688147,
CW,2021/07/11,484858,484051,485666,70.81,70.49,71.13,684696,683912,685481,
CW,2021/07/12,491054,489923,492185,71.52,70.99,72.04,686630,685113,688147,
CW,2021/07/13,513351,511442,515261,74,73.13,74.88,693685,691213,696156,
CW,2021/07/14,521595,518116,525074,75.05,73.47,76.63,694986,690653,699319,
AL,2021/06/14,9750,9750,9750,70.25,70.25,70.25,13879,13879,13879,POINT (-86.844516 32.756889)
AR,2021/06/14,5320,5320,5320,68.68,68.68,68.68,7746,7732,7760,POINT (-92.439162 34.899825)
CT,2021/06/14,5878,5878,5878,75.71,75.71,75.71,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/06/14,2118,2118,2118,77.16,77.16,77.16,2745,2745,2745,POINT (-77.016275 38.904785)
HI,2021/06/14,1718,1718,1718,69.27,69.27,69.27,2480,2480,2480,POINT (-157.854309 21.361013)
ME,2021/06/14,1925,1925,1925,67.03,67.03,67.03,2872,2872,2872,POINT (-69.06137 45.117911)
AL,2021/06/15,10312,10311,10312,74.15,74.11,74.2,13906,13903,13909,POINT (-86.844516 32.756889)
AR,2021/06/15,5614,5614,5614,71.94,71.94,71.94,7804,7804,7804,POINT (-92.439162 34.899825)
CT,2021/06/15,6218,6218,6218,79.98,79.98,79.98,7774,7774,7774,POINT (-72.738288 41.575155)
DC,2021/06/15,2240,2240,2240,81.16,81.16,81.16,2760,2760,2760,POINT (-77.016275 38.904785)
HI,2021/06/15,1745,1745,1745,70.56,70.56,70.56,2473,2473,2473,POINT (-157.854309 21.361013)
ME,2021/06/15,2054,2054,2054,71.27,71.27,71.27,2882,2882,2882,POINT (-69.06137 45.117911)
AL,2021/06/16,10574,10574,10574,75.87,75.87,75.87,13937,13937,13937,POINT (-86.844516 32.756889)
AR,2021/06/16,5696,5696,5696,72.64,72.64,72.64,7841,7841,7841,POINT (-92.439162 34.899825)
CT,2021/06/16,6274,6274,6274,80.66,80.66,80.66,7778,7778,7778,POINT (-72.738288 41.575155)
DC,2021/06/16,2254,2254,2254,81.84,81.84,81.84,2754,2754,2754,POINT (-77.016275 38.904785)
HI,2021/06/16,1791,1791,1791,72.36,72.36,72.36,2475,2475,2475,POINT (-157.854309 21.361013)
ME,2021/06/16,2107,2107,2107,73.08,73.08,73.08,2883,2883,2883,POINT (-69.06137 45.117911)
AL,2021/06/17,10591,10591,10591,76.54,76.54,76.54,13837,13837,13837,POINT (-86.844516 32.756889)
AR,2021/06/17,5721,5721,5721,72.95,72.95,72.95,7842,7842,7842,POINT (-92.439162 34.899825)
CT,2021/06/17,6235,6235,6235,79.96,79.96,79.96,7798,7798,7798,POINT (-72.738288 41.575155)
DC,2021/06/17,2221,2221,2221,80.79,80.79,80.79,2749,2749,2749,POINT (-77.016275 38.904785)
HI,2021/06/17,1769,1769,1769,71.24,71.24,71.24,2483,2483,2483,POINT (-157.854309 21.361013)
ME,2021/06/17,2030,2030,2030,70.63,70.63,70.63,2874,2874,2874,POINT (-69.06137 45.117911)
AL,2021/06/18,10267,10266,10268,74.45,74.45,74.45,13791,13791,13791,POINT (-86.844516 32.756889)
AR,2021/06/18,5641,5641,5641,72.4,72.4,72.4,7791,7791,7791,POINT (-92.439162 34.899825)
CT,2021/06/18,6281,6281,6281,80.55,80.55,80.55,7798,7798,7798,POINT (-72.738288 41.575155)
