state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
NC,132,121,22752,122,16682,122,1238,122,1788,116,352,117,290,116,1214,120,789,118,23,120,6,118,2327,116,0.7332102672292545,122,16682,22752,0.07434542397309632,121,1238,16652,0.054484640436581286,121,1238,22722,0.1512677266867211,116,352,2327,0.7683712935109583,116,1788,2327,2020-09-25
ND,1,47,2185,47,1458,47,187,47,42,45,22,47,21,47,184,47,156,47,3,47,1,47,78,45,0.6672768878718536,47,1458,2185,0.12825788751714678,47,187,1458,0.08558352402745996,47,187,2185,0.1282051282051282,45,10,78,0.5384615384615384,45,42,78,2020-09-25
NE,1,78,4843,82,3340,83,254,83,373,68,83,66,78,66,246,79,208,74,2,79,2,74,567,69,0.5961181086103655,82,2887,4843,0.07604790419161676,83,254,3340,0.041916167664670656,82,203,4843,0.14690265486725665,65,83,565,0.6578483245149912,67,373,567,2020-09-25
NH,3,30,3249,30,2138,30,42,30,145,30,12,30,6,30,42,30,15,30,0,30,0,30,282,30,0.6580486303477994,30,2138,3249,0.019644527595884004,30,42,2138,0.012927054478301015,30,42,3249,0.0425531914893617,30,12,282,0.5141843971631206,30,145,282,2020-09-25
NJ,37,78,19145,76,13671,78,625,78,1115,75,86,74,57,74,585,76,283,76,9,76,7,76,1931,73,0.6866022460172369,76,13145,19145,0.045717211615829124,78,625,13671,0.03102637764429355,76,594,19145,0.044536509580528225,73,86,1931,0.571206628689798,73,1103,1931,2020-09-25
NM,1,48,3513,49,2201,48,114,49,260,46,35,46,35,46,108,47,74,47,5,47,0,47,387,45,0.6310206422018348,48,2201,3488,0.051794638800545204,48,114,2201,0.032450896669513236,49,114,3513,0.09210526315789473,44,35,380,0.6692913385826772,44,255,381,2020-09-25
NV,21,58,8397,59,5741,60,490,60,588,57,128,56,113,56,488,58,372,57,2,58,3,57,838,57,0.683696558294629,59,5741,8397,0.08535098414910294,60,490,5741,0.05835417410980112,59,490,8397,0.15274463007159905,56,128,838,0.7016706443914081,57,588,838,2020-09-25
NY,29,145,46145,156,35824,158,1655,166,2899,135,290,138,185,131,1532,152,694,143,80,152,22,143,4873,127,0.6891903643795113,155,31700,45996,0.04349039749888343,158,1558,35824,0.031140968685664752,156,1437,46145,0.04717391304347826,120,217,4600,0.5961868037703514,123,2783,4668,2020-09-25
OH,7,112,30175,208,20332,208,1225,208,2529,192,289,190,198,189,1075,197,671,195,63,197,29,195,3822,193,0.6738028169014084,208,20332,30175,0.06047889410022217,207,1225,20255,0.04074234210263744,207,1225,30067,0.07657657657657657,188,289,3774,0.6616954474097331,192,2529,3822,2020-09-25
OK,6,137,9395,135,5619,135,632,139,758,133,219,137,208,137,628,139,543,139,4,139,3,139,1114,133,0.5980840872804684,135,5619,9395,0.0991279587115145,135,557,5619,0.059286854709952104,135,557,9395,0.19120287253141832,133,213,1114,0.6822682268226823,130,758,1111,2020-09-25
OR,0,51,6139,58,4149,59,209,60,410,50,47,50,32,50,190,53,120,53,9,53,3,53,637,46,0.6748656132920671,58,4143,6139,0.050373583996143646,59,209,4149,0.03404463267633165,58,209,6139,0.0706436420722135,45,45,637,0.6141732283464567,45,390,635,2020-09-25
ID,1,47,3904,47,1943,48,146,49,185,45,40,48,40,48,146,48,128,48,0,48,0,48,306,46,0.46274409044193215,46,1801,3892,0.07514153371075656,48,146,1943,0.03739754098360656,47,146,3904,0.13071895424836602,46,40,306,0.6085526315789473,44,185,304,2020-09-25
IL,13,175,29611,181,18689,187,1687,190,1846,146,370,151,266,149,1547,175,940,170,48,175,16,170,3339,137,0.6127452635844788,181,18144,29611,0.08903633153191717,187,1664,18689,0.054574313599675794,181,1616,29611,0.10689551339957844,133,355,3321,0.5329087048832272,133,1757,3297,2020-09-25
IN,1,148,17471,148,10685,148,965,148,1358,138,199,139,198,139,952,142,574,141,13,142,1,141,2318,137,0.6115849121401179,148,10685,17471,0.09031352363125877,148,965,10685,0.05523438841508786,148,965,17471,0.08584987057808456,137,199,2318,0.5858498705780846,137,1358,2318,2020-09-25
KS,2,132,7743,130,4510,137,377,137,490,97,102,103,84,101,362,120,273,114,6,120,5,114,684,90,0.5668345602479659,130,4389,7743,0.08118989040483113,136,363,4471,0.04685877466251298,129,361,7704,0.1323529411764706,84,90,680,0.7215568862275449,88,482,668,2020-09-25
KY,2,112,13385,112,8629,113,633,112,998,103,589,106,129,105,615,109,428,108,18,109,0,108,1547,109,0.6406425102726934,112,8575,13385,0.07348502437891805,112,633,8614,0.04734834318198818,111,633,13369,0.38271604938271603,106,589,1539,0.6451195862960569,103,998,1547,2020-09-25
LA,16,187,13903,174,9077,177,652,211,1139,93,209,198,194,198,633,204,607,204,12,204,5,204,1796,84,0.632237646551104,174,8790,13903,0.07173792337590228,175,646,9005,0.04457026713124274,172,614,13776,0.09966216216216216,80,177,1776,0.576837416481069,84,1036,1796,2020-09-25
MA,6,101,19528,101,15103,101,354,101,961,101,99,101,62,101,347,101,195,101,7,101,5,101,1841,101,0.7734022941417452,101,15103,19528,0.023439051844004504,101,354,15103,0.018127816468660386,101,354,19528,0.053775122216186855,101,99,1841,0.5219989136338946,101,961,1841,2020-09-25
MD,3,54,9983,55,7489,55,663,54,738,51,111,50,75,50,641,52,337,52,11,52,6,52,1178,50,0.7501752980066112,55,7489,9983,0.08900523560209424,53,663,7449,0.06676064847447387,53,663,9931,0.09422750424448217,49,111,1178,0.6213921901528013,50,732,1178,2020-09-25
ME,0,33,3006,34,2032,35,18,35,182,32,9,31,4,30,17,32,8,31,1,32,0,31,277,30,0.6743180306054558,34,2027,3006,0.008858267716535433,35,18,2032,0.005655355954757153,34,17,3006,0.02564102564102564,28,7,273,0.6570397111913358,30,182,277,2020-09-25
MI,2,127,23324,148,17454,150,693,150,1625,129,139,146,122,146,683,147,436,147,9,147,1,147,2245,127,0.7349511233064654,148,17142,23324,0.03970436576143004,150,693,17454,0.02971188475390156,148,693,23324,0.04899777282850779,127,110,2245,0.7238307349665924,127,1625,2245,2020-09-25
MN,1,129,11001,129,7488,129,542,129,699,129,145,129,130,129,531,129,429,129,11,129,4,129,975,129,0.6806653940550859,129,7488,11001,0.07238247863247864,129,542,7488,0.0492682483410599,129,542,11001,0.14871794871794872,129,145,975,0.7169230769230769,129,699,975,2020-09-25
MO,5,134,19796,126,12487,128,1155,135,1496,132,405,132,369,131,1121,135,928,134,34,135,16,134,2288,132,0.6183572438876541,126,12241,19796,0.08512853367502202,128,1063,12487,0.05324307940998181,126,1054,19796,0.1770104895104895,131,405,2288,0.6538461538461539,131,1496,2288,2020-09-25
WV,7,60,6361,60,4375,60,258,60,470,60,65,60,53,60,254,60,184,60,4,60,0,60,684,60,0.6877849394749254,60,4375,6361,0.05897142857142857,60,258,4375,0.040559660430749885,60,258,6361,0.09502923976608187,60,65,684,0.6871345029239766,60,470,684,2020-09-25
WY,2,28,1662,28,585,28,34,28,41,28,7,28,6,28,33,28,21,28,1,28,0,28,116,28,0.351985559566787,28,585,1662,0.05811965811965812,28,34,585,0.02045728038507822,28,34,1662,0.0603448275862069,28,7,116,0.35344827586206895,28,41,116,2020-09-25
