state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,8,191,29449,190,25602,212,1068,215,2837,180,204,185,143,177,973,195,489,187,84,195,74,187,3356,168,0.7717070189140548,190,22726,29449,0.0417154909772674,212,1068,25602,0.029712384121701924,190,875,29449,0.057210965435041714,160,192,3356,0.7993440667859273,162,2681,3354,2020-09-21
PR,3,68,9643,68,5516,68,382,68,488,68,64,67,51,67,352,67,254,67,30,67,5,67,690,68,0.5720211552421446,68,5516,9643,0.06925308194343727,68,382,5516,0.03961422793736389,68,382,9643,0.0927536231884058,67,64,690,0.7072463768115942,68,488,690,2020-09-21
RI,3,14,2222,14,1972,14,96,14,137,14,7,14,6,14,96,14,92,14,0,14,0,14,158,14,0.8874887488748875,14,1972,2222,0.0486815415821501,14,96,1972,0.043204320432043204,14,96,2222,0.04430379746835443,14,7,158,0.8670886075949367,14,137,158,2020-09-21
SC,5,76,10278,82,8430,82,775,82,958,78,191,78,171,78,774,80,613,80,1,80,0,80,1322,77,0.8201984821949796,82,8430,10278,0.09193357058125741,82,775,8430,0.07540377505351235,82,775,10278,0.14447806354009077,76,191,1322,0.7223903177004538,77,955,1322,2020-09-21
SD,1,58,2383,57,1559,60,187,60,83,50,25,47,24,46,151,56,136,56,33,56,32,56,95,44,0.6420478388585816,57,1530,2383,0.11994868505452214,60,187,1559,0.07763323541754091,57,185,2383,0.12631578947368421,38,12,95,0.5411764705882353,42,46,85,2020-09-21
TN,9,112,17786,116,12693,116,1060,114,1633,118,265,109,236,109,981,112,805,112,77,112,72,112,2071,119,0.7324899901352057,113,12623,17233,0.08063337393422655,105,993,12315,0.06015539638217798,102,991,16474,0.13397860417727966,105,263,1963,0.8068520357497517,116,1625,2014,2020-09-21
TX,117,556,66742,569,48316,571,3921,574,5418,534,1113,530,1020,530,3861,555,3170,550,44,555,29,550,6683,508,0.7260931015817647,568,48291,66508,0.08082504145936982,570,3899,48240,0.058515585155851556,568,3901,66666,0.15761689291101055,499,1045,6630,0.7794095609171288,507,5201,6673,2020-09-21
UT,5,55,5409,54,3374,55,208,55,350,45,71,44,71,44,190,52,181,51,5,52,5,51,558,42,0.6132371972638195,54,3317,5409,0.06164789567279194,55,208,3374,0.03845442780550934,54,208,5409,0.11827956989247312,41,66,558,0.600358422939068,41,335,558,2020-09-21
VA,23,96,17335,90,11812,92,1066,97,1185,94,253,92,168,92,1056,94,602,94,8,94,3,94,1800,91,0.6755119700028843,90,11710,17335,0.0896692806000682,91,1052,11732,0.05863570391872279,89,1010,17225,0.13919821826280623,90,250,1796,0.6472222222222223,91,1165,1800,2020-09-21
VI,0,2,188,2,101,2,4,2,11,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.5372340425531915,2,101,188,0.039603960396039604,2,4,101,0.02127659574468085,2,4,188,0.05,2,1,20,0.55,2,11,20,2020-09-21
VT,0,16,1256,16,767,16,2,16,69,16,0,16,0,16,2,16,2,16,0,16,0,16,105,16,0.6106687898089171,16,767,1256,0.002607561929595828,16,2,767,0.0015923566878980893,16,2,1256,0.0,16,0,105,0.6571428571428571,16,69,105,2020-09-21
WA,7,93,10335,82,10414,98,450,99,1005,79,104,80,79,75,438,89,276,86,9,89,8,86,936,64,0.642573778422835,82,6641,10335,0.04321106203188016,98,450,10414,0.02883405902273827,82,298,10335,0.060897435897435896,59,57,936,0.7136752136752137,61,668,936,2020-09-21
