state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PR,1,11,54,1,11,54,9,65,9524,66,5960,66,382,65,27,66,27,65,3,65,4,65,476,66,82,65,63,66,342,65,300,66,40,65,20,65,650,66,0.625787484250315,66,5960,9524,0.065455791638108,65,382,5836,0.040903737016811,65,382,9339,0.132471728594507,65,82,619,0.732307692307692,66,476,650,2021/08/09,,0,66,2,66,5,66,3,66,5,66,3,66,8,66,1,66,0,66,0,65,2,65,3,65,3,65,4,65,4,65,6,65,5,65,0,65,5,65
RI,4,8,3,4,8,3,0,14,2307,14,2204,15,96,14,13,15,5,14,1,14,2,14,132,15,12,14,12,15,91,14,71,15,5,14,2,14,155,15,0.885999133073255,14,2044,2307,0.044713553795994,14,96,2147,0.042818911685995,13,96,2242,0.085106382978723,14,12,141,0.851612903225806,15,132,155,2021/08/09,,0,15,2,15,1,15,0,15,5,15,3,15,1,15,1,15,0,15,0,14,0,14,0,14,1,14,2,14,1,14,1,14,0,14,0,14,3,14
SC,20,63,5,20,63,5,2,86,11641,88,9487,88,1450,86,209,88,54,86,4,86,1,86,1051,88,372,86,373,88,1429,86,1406,88,21,86,18,86,1287,88,0.81496435014174,88,9487,11641,0.154897980984938,86,1450,9361,0.12636165577342,86,1450,11475,0.298555377207063,86,372,1246,0.816627816627817,88,1051,1287,2021/08/09,,2,88,13,88,25,88,31,88,31,88,46,88,34,88,27,88,0,83,0,86,5,86,4,86,4,86,4,86,14,86,9,86,13,86,1,81,20,86
SD,0,62,3,0,62,3,13,62,2818,65,1719,65,73,62,12,65,8,62,2,62,3,62,128,65,21,62,22,65,72,62,63,65,1,62,1,62,239,65,0.61000709723208,65,1719,2818,0.043169722057954,62,73,1691,0.026535805161759,62,73,2751,0.092105263157895,62,21,228,0.535564853556485,65,128,239,2021/08/09,,0,65,1,65,1,65,1,65,2,65,6,65,0,65,1,65,0,65,1,62,0,62,1,62,0,62,1,62,4,62,0,62,1,62,0,62,0,62
TN,10,95,39,33,72,39,18,106,20320,144,13358,131,2190,106,294,106,58,106,2,106,4,106,1732,140,615,106,603,106,2141,106,2035,106,49,106,43,106,2412,144,0.695511819223159,131,13358,19206,0.174710809732748,106,2190,12535,0.122668459082507,106,2190,17853,0.266349068860979,106,615,2309,0.736707783921735,140,1732,2351,2021/08/09,,0,105,10,105,26,105,37,105,52,105,61,105,42,105,27,105,39,106,1,105,8,105,4,105,2,105,8,105,7,105,12,105,12,105,4,106,31,106
TX,21,109,466,24,106,466,63,591,69406,596,54461,596,11958,591,1739,596,637,591,54,591,127,591,6494,596,2939,591,2949,596,11651,591,11067,596,307,591,244,591,7125,596,0.784672794859234,596,54461,69406,0.22224700306663,591,11958,53805,0.174243748907152,591,11958,68628,0.424220554272517,591,2939,6928,0.911438596491228,596,6494,7125,2021/08/09,,9,596,102,595,195,595,235,595,324,595,318,595,228,595,231,595,97,596,4,591,39,590,76,590,92,590,78,590,106,590,97,590,70,590,75,591,131,591
UT,0,50,9,1,49,9,0,58,6220,59,3961,59,381,58,57,59,2,58,2,58,0,58,432,59,142,58,142,59,374,58,365,59,7,58,1,58,628,59,0.636816720257235,59,3961,6220,0.097442455242967,58,381,3910,0.06201171875,58,381,6144,0.232786885245902,58,142,610,0.687898089171974,59,432,628,2021/08/09,,1,59,7,59,10,59,9,59,6,59,11,59,8,59,5,59,0,59,0,58,1,58,0,58,0,58,1,58,0,58,0,58,0,58,0,58,1,58
VA,16,69,20,18,67,20,32,102,18090,105,13598,105,1040,102,137,105,178,102,7,102,17,102,1345,105,247,102,247,105,1018,102,886,105,22,102,16,102,1914,105,0.751686014372582,105,13598,18090,0.077519379844961,102,1040,13416,0.05833520305138,102,1040,17828,0.133297355639504,102,247,1853,0.702716823406479,105,1345,1914,2021/08/09,,1,105,12,105,22,105,12,105,30,105,27,105,24,105,8,105,1,105,1,102,13,102,22,102,18,102,36,102,19,102,36,102,33,102,0,102,8,102
VI,2,0,0,2,0,0,11,2,168,2,114,2,39,2,5,2,0,2,0,2,0,2,10,2,5,2,5,2,38,2,38,2,1,2,1,2,20,2,0.678571428571429,2,114,168,0.342105263157895,2,39,114,0.232142857142857,2,39,168,0.25,2,5,20,0.5,2,10,20,2021/08/09,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,1,3,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
VT,1,15,1,1,15,1,0,16,1263,17,907,17,26,16,1,17,5,16,0,16,0,16,71,17,7,16,8,17,26,16,26,17,0,16,0,16,103,17,0.718131433095804,17,907,1263,0.029646522234892,16,26,877,0.02118989405053,16,26,1227,0.072164948453608,16,7,97,0.689320388349515,17,71,103,2021/08/09,,0,17,0,17,0,17,0,17,0,17,0,17,1,17,0,17,0,17,0,16,0,16,0,16,0,16,0,16,0,16,4,16,1,16,0,16,0,16
