state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,33,190,6,34,189,6,82,223,34263,229,29371,229,5741,223,565,229,585,223,4,222,17,222,3181,229,1113,223,1098,229,5691,223,5120,229,50,222,31,222,4086,229,0.8572220762922103,229,29371,34263,0.19706851572154332,223,5741,29132,0.16952605935331463,223,5741,33865,0.2807061790668348,223,1113,3965,0.7785119921683799,229,3181,4086,2021-01-10
PR,6,62,1,7,61,1,8,68,8885,69,4992,69,390,68,243,69,833,68,4,68,7,68,437,69,55,68,54,69,361,68,300,69,29,68,12,68,687,69,0.561845807540799,69,4992,8885,0.08026342868903066,68,390,4859,0.04482758620689655,68,390,8700,0.08384146341463415,68,55,656,0.636098981077147,69,437,687,2021-01-10
RI,6,8,1,6,8,1,18,14,2621,15,2330,15,439,14,36,15,1,14,1,14,0,14,145,15,55,14,57,15,437,14,400,15,2,14,2,14,171,15,0.888973674170164,15,2330,2621,0.19296703296703296,14,439,2275,0.17215686274509803,14,439,2550,0.3416149068322981,14,55,161,0.847953216374269,15,145,171,2021-01-10
SC,27,58,2,23,62,2,14,85,11508,87,9710,87,2416,85,315,87,151,85,1,85,2,85,1155,87,474,85,461,87,2402,85,2267,87,14,85,9,85,1347,87,0.8437608620090372,87,9710,11508,0.25221839440442634,85,2416,9579,0.2131639315334392,85,2416,11334,0.36266258607498086,85,474,1307,0.8574610244988864,87,1155,1347,2021-01-10
SD,2,60,3,2,60,3,36,62,2843,65,1715,65,227,62,21,65,15,62,0,62,1,62,157,65,53,62,47,65,225,62,194,65,2,62,0,62,248,65,0.6032360182905382,65,1715,2843,0.13503866745984533,62,227,1681,0.08233587232499093,62,227,2757,0.22362869198312235,62,53,237,0.6330645161290323,65,157,248,2021-01-10
TN,25,80,38,49,56,38,65,105,19473,143,13097,129,2807,105,309,105,90,105,2,105,4,105,1750,140,689,105,663,105,2777,105,2654,105,30,105,25,105,2022,143,0.7208828709819463,129,13097,18168,0.231352509684332,105,2807,12133,0.17045178528054408,105,2807,16468,0.3746601413811854,105,689,1839,0.8905852417302799,140,1750,1965,2021-01-10
TX,154,375,66,183,346,66,278,590,69044,595,53061,595,14620,590,1943,595,676,590,22,590,84,590,7389,594,3655,590,3635,595,14455,590,13979,595,165,590,131,590,8508,594,0.7685099356931812,595,53061,69044,0.27884266941313346,590,14620,52431,0.21435064363838957,590,14620,68206,0.4396728016359918,589,3655,8313,0.8684767277856136,594,7389,8508,2021-01-10
UT,1,57,1,1,57,1,2,58,6244,59,3925,59,632,58,82,59,24,58,0,58,1,58,461,59,201,58,192,59,617,58,560,59,15,58,0,58,645,59,0.6286034593209481,59,3925,6244,0.16322314049586778,58,632,3872,0.10273081924577374,58,632,6152,0.32057416267942584,58,201,627,0.7147286821705426,59,461,645,2021-01-10
VA,28,77,3,36,69,3,63,105,19042,108,14541,108,3141,105,322,108,284,105,10,105,13,105,1660,108,551,105,534,108,3107,105,2727,108,34,105,18,105,2119,108,0.7636277701922067,108,14541,19042,0.21829175064285217,105,3141,14389,0.16726130251877097,105,3141,18779,0.26878048780487807,105,551,2050,0.7833883907503539,108,1660,2119,2021-01-10
VI,0,2,0,1,1,0,0,2,168,2,110,2,0,2,0,2,0,2,0,2,0,2,11,2,0,2,0,2,0,2,0,2,0,2,0,2,20,2,0.6547619047619048,2,110,168,0.0,2,0,110,0.0,2,0,168,0.0,2,0,20,0.55,2,11,20,2021-01-10
VT,1,15,1,1,15,1,0,16,1301,17,856,17,46,16,7,17,1,16,0,16,0,16,69,17,8,16,9,17,46,16,49,17,0,16,0,16,111,17,0.6579554189085319,17,856,1301,0.05542168674698795,16,46,830,0.03645007923930269,16,46,1262,0.07692307692307693,16,8,104,0.6216216216216216,17,69,111,2021-01-10
WA,12,90,2,12,90,2,25,102,13703,104,9956,104,1062,102,101,104,103,102,0,102,16,102,1012,104,229,102,205,104,1047,102,918,104,15,102,11,102,1359,104,0.7265562285630883,104,9956,13703,0.10780631407978886,102,1062,9851,0.07829548805662047,102,1062,13564,0.1712789827973074,102,229,1337,0.7446651949963208,104,1012,1359,2021-01-10
WI,37,105,6,44,98,6,15,145,13940,148,8740,147,1152,144,256,148,75,145,0,145,5,145,954,147,256,144,254,147,1141,144,1086,147,11,144,4,144,1601,148,0.6398243045387995,147,8740,13660,0.13432835820895522,144,1152,8576,0.08602150537634409,144,1152,13392,0.16526791478373143,144,256,1549,0.5958775765146783,147,954,1601,2021-01-10
AK,1,23,0,1,23,0,3,24,1708,24,956,24,77,24,6,24,1,24,0,24,0,24,79,24,16,24,14,24,70,24,65,24,7,24,7,24,126,24,0.5597189695550351,24,956,1708,0.08054393305439331,24,77,956,0.045081967213114756,24,77,1708,0.12698412698412698,24,16,126,0.626984126984127,24,79,126,2021-01-10
AL,38,71,8,40,68,9,25,111,15632,117,12546,117,3216,111,396,113,150,111,3,111,2,111,1626,117,826,111,821,113,3191,111,2979,113,25,111,18,111,1689,117,0.8025844421699079,117,12546,15632,0.2678214523650899,111,3216,12008,0.2148153095985572,111,3216,14971,0.5092478421701603,111,826,1622,0.9626998223801065,117,1626,1689,2021-01-10
AR,16,91,2,17,90,2,9,107,9354,109,6752,109,1288,107,174,109,231,107,2,107,11,107,829,109,377,107,353,109,1265,107,1179,109,23,107,9,107,1082,109,0.7218302330553774,109,6752,9354,0.19115464529533988,107,1288,6738,0.1382716049382716,107,1288,9315,0.3539906103286385,107,377,1065,0.7661737523105361,109,829,1082,2021-01-10
AZ,32,91,3,33,90,3,93,123,17879,126,13849,126,5090,123,588,126,298,123,4,123,3,123,1846,126,1095,123,1046,126,5045,123,4574,126,45,123,27,123,2422,126,0.774595894624979,126,13849,17879,0.37498158243701196,123,5090,13574,0.2907076360728768,123,5090,17509,0.46794871794871795,123,1095,2340,0.7621800165152767,126,1846,2422,2021-01-10
CA,183,217,15,197,203,15,163,407,69540,415,57092,415,30358,406,2150,415,625,407,26,406,14,406,8283,414,4843,406,4842,414,30158,406,29578,414,200,406,169,406,9266,414,0.8209951107276388,415,57092,69540,0.5379762537657274,406,30358,56430,0.4429755442712893,406,30358,68532,0.5378720568636162,406,4843,9004,0.8939132311677099,414,8283,9266,2021-01-10
CO,7,84,13,7,84,13,11,102,11888,104,8042,104,998,102,144,104,111,102,4,102,10,102,896,104,254,102,245,104,968,102,863,104,30,102,21,102,1374,104,0.6764804845222072,104,8042,11888,0.1251724570425185,102,998,7973,0.08474144518977668,102,998,11777,0.1894108873974646,102,254,1341,0.6521106259097526,104,896,1374,2021-01-10
CT,4,34,1,4,34,1,29,38,8194,39,6583,39,1238,38,188,39,63,38,3,38,1,38,664,39,230,38,226,39,1227,38,1110,39,11,38,6,38,1078,39,0.8033927263851599,39,6583,8194,0.18981907390371053,38,1238,6522,0.1528583775774787,38,1238,8099,0.2178030303030303,38,230,1056,0.6159554730983302,39,664,1078,2021-01-10
DC,0,12,2,0,12,2,8,13,3467,14,2747,14,362,13,36,14,71,13,2,13,13,13,292,14,79,13,72,14,335,13,310,14,27,13,12,13,349,14,0.792327660801846,14,2747,3467,0.1361926260346125,13,362,2658,0.1083507931756959,13,362,3341,0.23867069486404835,13,79,331,0.836676217765043,14,292,349,2021-01-10
DE,2,13,1,3,12,1,11,15,3320,16,2419,16,509,15,54,16,25,15,3,15,0,15,172,16,61,15,58,16,500,15,477,16,9,15,9,15,198,16,0.7286144578313253,16,2419,3320,0.2122602168473728,15,509,2398,0.1547582851930678,15,509,3289,0.3177083333333333,15,61,192,0.8686868686868687,16,172,198,2021-01-10
FL,9,244,15,36,217,15,108,262,58646,268,47717,268,8299,262,1108,268,307,262,19,262,8,262,5485,268,1601,262,1572,268,8239,262,7757,268,60,262,47,262,6466,268,0.8136445793404494,268,47717,58646,0.17657822506861848,262,8299,46999,0.14392743795633098,262,8299,57661,0.25591432225063937,262,1601,6256,0.8482833281781627,268,5485,6466,2021-01-10
GA,40,110,16,47,103,16,86,163,22146,166,18427,166,6158,163,750,166,132,163,18,163,44,163,2616,166,1378,163,1366,166,6080,163,5792,166,78,163,23,163,2805,166,0.8320689966585388,166,18427,22146,0.3384632296361438,163,6158,18194,0.28220521515970853,163,6158,21821,0.5025528811086798,163,1378,2742,0.932620320855615,166,2616,2805,2021-01-10
HI,2,24,0,2,24,0,3,26,2646,26,1906,26,132,26,8,26,23,26,0,26,0,26,160,26,33,26,27,26,131,26,111,26,1,26,0,26,227,26,0.7203325774754347,26,1906,2646,0.06925498426023086,26,132,1906,0.049886621315192746,26,132,2646,0.14537444933920704,26,33,227,0.7048458149779736,26,160,227,2021-01-10
IA,10,62,54,11,59,56,10,124,8109,126,5217,126,590,124,87,126,33,124,1,124,2,124,453,126,100,124,92,126,583,124,516,126,7,124,3,124,684,126,0.6433592304846467,126,5217,8109,0.11460761460761461,124,590,5148,0.07370393504059962,124,590,8005,0.15037593984962405,124,100,665,0.6622807017543859,126,453,684,2021-01-10
MS,11,96,2,15,92,2,16,107,8765,109,5797,109,1370,107,127,109,34,107,3,107,5,107,742,109,361,107,282,109,1353,107,1171,109,17,107,11,107,893,109,0.6613804905875642,109,5797,8765,0.23900907187718073,107,1370,5732,0.1578886711997234,107,1370,8677,0.41734104046242776,107,361,865,0.8309070548712206,109,742,893,2021-01-10
MT,13,53,1,13,53,1,17,66,3215,67,2190,67,202,66,55,67,26,66,2,66,10,66,145,67,35,66,36,67,199,66,189,67,3,66,2,66,221,67,0.6811819595645412,67,2190,3215,0.09317343173431734,66,202,2168,0.06354199433784209,66,202,3179,0.16279069767441862,66,35,215,0.6561085972850679,67,145,221,2021-01-10
NC,7,120,4,9,118,4,57,127,23276,131,18513,131,4143,127,411,131,272,127,11,127,14,127,2133,131,893,127,888,131,4095,127,3842,131,48,127,29,127,2501,131,0.7953686200378072,131,18513,23276,0.22650483844513694,127,4143,18291,0.18047569262937793,127,4143,22956,0.36628383921246926,127,893,2438,0.852858856457417,131,2133,2501,2021-01-10
ND,18,31,1,17,32,1,37,49,2435,50,1678,50,166,49,15,50,10,49,1,49,3,49,139,50,31,49,30,50,163,49,128,50,3,49,1,49,213,50,0.6891170431211499,50,1678,2435,0.10024154589371981,49,166,1656,0.06890826068908261,49,166,2409,0.14832535885167464,49,31,209,0.6525821596244131,50,139,213,2021-01-10
NE,10,90,1,16,84,1,27,100,5113,101,3379,101,476,100,62,101,29,100,6,100,1,100,384,101,129,100,119,101,460,100,436,101,16,100,16,100,570,101,0.6608644631331899,101,3379,5113,0.14264309259814204,100,476,3337,0.09457579972183588,100,476,5033,0.2328519855595668,100,129,554,0.6736842105263158,101,384,570,2021-01-10
NH,6,23,1,8,21,1,4,30,3117,30,2282,30,289,30,27,30,17,30,0,30,0,30,167,30,54,30,47,30,288,30,260,30,1,30,0,30,282,30,0.7321142123837022,30,2282,3117,0.1266432953549518,30,289,2282,0.09271735643246712,30,289,3117,0.19148936170212766,30,54,282,0.5921985815602837,30,167,282,2021-01-10
NJ,10,83,3,10,83,3,225,95,23430,96,17093,96,3739,95,427,96,217,95,2,95,1,95,1636,96,622,95,614,96,3708,95,3429,96,31,95,10,95,2628,96,0.7295347844643619,96,17093,23430,0.21941200633765623,95,3739,17041,0.1600873437232403,95,3739,23356,0.23813169984686064,95,622,2612,0.6225266362252664,96,1636,2628,2021-01-10
NM,19,33,1,20,32,1,1,51,4310,53,3214,52,752,51,100,53,46,52,0,51,0,52,398,52,191,51,190,52,738,51,683,52,14,51,4,51,499,53,0.7479636956015825,52,3214,4297,0.23987240829346093,51,752,3135,0.17986127720640996,51,752,4181,0.40210526315789474,51,191,475,0.8008048289738431,52,398,497,2021-01-10
NV,0,3,60,0,3,60,39,63,8692,63,6948,63,1766,63,145,63,96,63,1,63,5,63,771,63,422,63,409,63,1760,63,1691,63,6,63,10,63,903,63,0.7993557294063507,63,6948,8692,0.25417386298215316,63,1766,6948,0.20317533364012885,63,1766,8692,0.4673311184939092,63,422,903,0.8538205980066446,63,771,903,2021-01-10
NY,8,188,9,8,188,9,296,196,53839,205,41011,205,9887,196,1158,205,255,196,11,196,24,196,3984,205,1642,196,1560,205,9762,196,9035,205,125,196,44,196,5576,205,0.7617340589535467,205,41011,53839,0.2432944534671982,196,9887,40638,0.18587032128287556,196,9887,53193,0.30128440366972475,196,1642,5450,0.7144906743185079,205,3984,5576,2021-01-10
OH,32,197,3,52,177,3,79,229,33090,232,24174,232,4296,229,539,232,338,229,7,229,68,229,3221,232,971,229,940,232,4221,229,3926,232,75,229,40,229,4253,232,0.7305530371713509,232,24174,33090,0.17905222356520653,229,4296,23993,0.130851938716457,229,4296,32831,0.23135573028353587,229,971,4197,0.7573477545262168,232,3221,4253,2021-01-10
OK,44,98,12,49,93,12,34,152,10988,154,8239,154,1984,152,374,154,80,152,2,152,10,152,1003,154,501,152,517,154,1911,152,1903,154,73,152,71,152,1138,154,0.7498179832544594,154,8239,10988,0.2460622597048245,152,1984,8063,0.18430097538318624,152,1984,10765,0.4647495361781076,152,501,1078,0.8813708260105448,154,1003,1138,2021-01-10
OR,2,56,7,2,56,7,16,63,6884,65,5027,65,466,63,51,65,42,63,1,63,33,63,556,65,104,63,92,65,462,63,399,65,4,63,1,63,796,65,0.7302440441603719,65,5027,6884,0.09473470217523887,63,466,4919,0.06919079435783222,63,466,6735,0.13333333333333333,63,104,780,0.6984924623115578,65,556,796,2021-01-10
ID,4,41,7,5,40,7,4,51,3709,52,2216,52,338,51,30,52,0,51,0,51,0,51,204,52,82,51,86,52,332,51,329,52,6,51,5,51,306,52,0.5974656241574549,52,2216,3709,0.15504587155963304,51,338,2180,0.09219858156028368,51,338,3666,0.2733333333333333,51,82,300,0.6666666666666666,52,204,306,2021-01-10
IL,19,171,17,20,170,17,70,202,32328,207,22769,207,3578,202,399,207,419,202,7,202,23,202,2343,207,714,202,653,207,3541,202,2998,207,37,202,18,202,3570,207,0.7043120514724078,207,22769,32328,0.15892333659056587,202,3578,22514,0.11201552814476239,202,3578,31942,0.20394173093401885,202,714,3501,0.6563025210084034,207,2343,3570,2021-01-10
IN,18,146,2,24,140,2,24,164,18837,166,12651,166,2432,164,303,166,204,164,7,164,7,164,1641,166,584,164,570,166,2406,164,2143,166,26,164,10,164,2205,166,0.6716037585602803,166,12651,18837,0.19414065618264548,164,2432,12527,0.1300952177169145,164,2432,18694,0.2707464070468243,164,584,2157,0.7442176870748299,166,1641,2205,2021-01-10
KS,12,131,4,21,123,3,25,144,8720,147,5410,147,974,144,143,147,66,144,0,144,1,144,634,147,220,144,212,147,972,144,891,147,2,144,1,144,851,147,0.6204128440366973,147,5410,8720,0.18209011030099084,144,974,5349,0.11282288891462991,144,974,8633,0.26537997587454765,144,220,829,0.745005875440658,147,634,851,2021-01-10
KY,1,116,2,3,114,2,20,117,14444,119,9060,119,1758,117,483,119,99,117,1,117,8,117,1231,119,411,117,394,119,1741,117,1615,119,17,117,3,117,1839,119,0.6272500692328995,119,9060,14444,0.19730639730639732,117,1758,8910,0.12327326274454807,117,1758,14261,0.22948073701842547,117,411,1791,0.6693855356171833,119,1231,1839,2021-01-10
LA,41,174,6,45,170,6,16,215,14172,221,10119,221,1781,221,266,216,31,216,4,216,0,216,1500,221,497,221,487,221,1768,221,1939,221,13,221,13,221,1886,221,0.7140135478408128,221,10119,14172,0.17600553414369008,221,1781,10119,0.12567033587355347,221,1781,14172,0.2635206786850477,221,497,1886,0.7953340402969247,221,1500,1886,2021-01-10
