state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-08,"534,773","534,396","535,150",75.53,75.36,75.71,"707,985","707,493","708,477"
CW,2021-01-09,"521,718","521,266","522,169",73.94,73.75,74.13,"705,632","705,149","706,114"
CW,2021-01-10,"509,861","509,481","510,242",72.45,72.29,72.62,"703,710","703,265","704,155"
CW,2021-01-11,"513,959","513,664","514,253",72.96,72.83,73.10,"704,398","704,012","704,785"
CW,2021-01-12,"531,126","530,888","531,365",75.06,74.95,75.17,"707,602","707,292","707,912"
CW,2021-01-13,"537,759","537,643","537,876",75.73,75.68,75.78,"710,107","709,979","710,236"
CW,2021-01-14,"536,816","536,677","536,955",75.65,75.59,75.71,"709,598","709,447","709,749"
CW,2021-01-15,"535,120","535,033","535,207",75.44,75.41,75.47,"709,331","709,291","709,371"
CW,2021-01-16,"518,744","518,455","519,033",73.43,73.29,73.56,"706,458","706,059","706,857"
CW,2021-01-17,"507,511","507,358","507,665",72.12,72.05,72.19,"703,706","703,483","703,930"
CW,2021-01-18,"510,889","510,682","511,096",72.57,72.48,72.66,"703,975","703,749","704,201"
CW,2021-01-19,"527,516","527,350","527,682",74.60,74.52,74.68,"707,144","706,906","707,382"
CW,2021-01-20,"536,082","535,743","536,421",75.55,75.41,75.69,"709,578","709,230","709,926"
CW,2021-01-21,"533,891","533,692","534,090",75.35,75.25,75.44,"708,572","708,281","708,863"
CW,2021-01-22,"532,277","532,146","532,407",75.18,75.11,75.26,"707,984","707,733","708,234"
CW,2021-01-23,"516,439","516,231","516,647",73.30,73.21,73.39,"704,572","704,319","704,824"
CW,2021-01-24,"504,601","504,448","504,754",71.91,71.88,71.94,"701,326","701,095","701,558"
CW,2021-01-25,"508,563","508,470","508,656",72.34,72.30,72.38,"702,598","702,341","702,856"
CW,2021-01-26,"527,742","527,689","527,794",74.69,74.67,74.71,"706,182","705,931","706,433"
CW,2021-01-27,"532,580","532,214","532,946",75.15,74.99,75.31,"708,381","707,888","708,874"
CW,2021-01-28,"529,838","529,744","529,933",74.91,74.87,74.94,"707,040","706,773","707,307"
CW,2021-01-29,"523,680","523,613","523,747",74.19,74.16,74.21,"705,492","705,242","705,743"
CW,2021-01-30,"504,174","504,019","504,329",71.69,71.62,71.75,"702,861","702,548","703,175"
CW,2021-01-31,"490,429","490,224","490,635",70.15,70.06,70.25,"698,648","698,254","699,043"
CW,2021-02-01,"493,897","493,785","494,010",70.58,70.53,70.63,"699,372","699,072","699,671"
CW,2021-02-02,"514,836","514,730","514,943",73.21,73.17,73.26,"702,799","702,507","703,091"
CW,2021-02-03,"521,734","521,557","521,911",73.98,73.82,74.15,"704,800","704,114","705,486"
CW,2021-02-04,"520,970","520,252","521,687",74.03,73.71,74.36,"703,287","702,346","704,228"
CW,2021-02-05,"517,281","515,511","519,051",73.86,73.07,74.65,"699,948","697,794","702,102"
CW,2021-02-06,"504,620","501,399","507,841",72.34,70.87,73.81,"697,112","693,044","701,181"
CW,2021-02-07,"493,560","489,672","497,448",71.07,69.28,72.86,"694,035","689,098","698,972"
AL,2021-01-08,"11,004","11,003","11,005",78.38,78.26,78.50,"14,040","14,031","14,049"
AZ,2021-01-08,"11,468","11,468","11,468",79.28,79.28,79.28,"14,465","14,465","14,465"
CA,2021-01-08,"53,175","53,138","53,212",83.13,82.98,83.28,"63,963","63,934","63,992"
CT,2021-01-08,"6,364","6,364","6,364",81.80,81.80,81.80,"7,780","7,780","7,780"
DC,2021-01-08,"2,468","2,468","2,468",84.00,84.00,84.00,"2,938","2,938","2,938"
DE,2021-01-08,"1,878","1,878","1,878",73.42,73.42,73.42,"2,558","2,558","2,558"
GA,2021-01-08,"16,558","16,558","16,558",86.04,86.04,86.04,"19,244","19,244","19,244"
ID,2021-01-08,"1,764","1,755","1,773",57.38,56.40,58.37,"3,074","3,061","3,087"
IN,2021-01-08,"10,938","10,938","10,938",67.26,67.26,67.26,"16,262","16,262","16,262"
KS,2021-01-08,"4,902","4,902","4,902",62.75,62.75,62.75,"7,812","7,812","7,812"
LA,2021-01-08,"9,268","9,268","9,268",72.50,72.50,72.50,"12,784","12,784","12,784"
MD,2021-01-08,"8,274","8,274","8,274",85.62,85.62,85.62,"9,664","9,664","9,664"
MI,2021-01-08,"15,634","15,634","15,634",75.41,75.41,75.41,"20,732","20,732","20,732"
AL,2021-01-09,"10,874","10,874","10,874",77.83,77.83,77.83,"13,971","13,971","13,971"
AZ,2021-01-09,"11,347","11,342","11,353",78.13,77.94,78.31,"14,524","14,511","14,537"
CA,2021-01-09,"52,328","52,250","52,405",81.81,81.44,82.18,"63,961","63,871","64,051"
CT,2021-01-09,"6,193","6,193","6,193",79.79,79.79,79.79,"7,762","7,762","7,762"
DC,2021-01-09,"2,466","2,466","2,466",83.85,83.85,83.85,"2,941","2,941","2,941"
DE,2021-01-09,"1,819","1,819","1,819",70.72,70.72,70.72,"2,572","2,572","2,572"
GA,2021-01-09,"16,373","16,373","16,373",85.15,85.15,85.15,"19,229","19,229","19,229"
