state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,30,191,6,34,187,6,24,220,32669,227,26050,227,1939,221,182,227,314,221,5,219,33,219,2827,227,446,221,396,227,1880,221,1578,227,59,220,46,220,3675,227,0.797392023018764,227,26050,32669,0.075125920185974,221,1939,25810,0.060049550944565,221,1939,32290,0.124825076966135,221,446,3573,0.769251700680272,227,2827,3675,2021/05/09,POINT (-77.838886 40.896694),0,224,15,223,19,224,21,223,26,222,40,223,38,222,16,223,7,211,3,216,28,216,27,216,25,216,40,216,71,216,62,216,56,215,2,204
PR,0,17,49,0,17,49,10,65,9222,66,5609,66,313,65,30,66,27,65,2,65,6,65,496,66,80,65,59,66,293,65,230,66,20,65,7,65,665,66,0.608219475168076,66,5609,9222,0.057137641474991,65,313,5478,0.034616235346162,65,313,9042,0.126182965299685,65,80,634,0.745864661654135,66,496,665,2021/05/09,POINT (-66.414655 18.215692),0,66,3,66,2,66,6,66,5,66,8,66,5,66,1,66,0,66,0,65,0,65,2,65,1,65,4,65,5,65,8,65,7,65,0,65
RI,4,8,3,4,8,3,5,14,2578,15,2369,15,138,14,4,15,0,14,1,14,0,14,142,15,21,14,23,15,138,14,101,15,0,14,0,14,172,15,0.918929402637704,15,2369,2578,0.059585492227979,14,138,2316,0.055133839392729,14,138,2503,0.137254901960784,14,21,153,0.825581395348837,15,142,172,2021/05/09,POINT (-71.534637 41.572574),0,15,0,15,0,15,0,15,1,15,2,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,66,2,19,66,2,4,85,10749,87,8280,87,336,85,30,87,40,85,0,85,1,85,821,87,91,85,79,87,329,85,278,87,7,85,7,85,1189,87,0.77030421434552,87,8280,10749,0.041080816725761,85,336,8179,0.03173403853419,85,336,10588,0.079268292682927,85,91,1148,0.690496215306981,87,821,1189,2021/05/09,POINT (-80.864614 33.878572),0,86,0,86,2,86,5,86,6,86,7,86,7,87,3,86,0,82,0,85,1,84,4,84,3,84,6,84,4,84,7,84,6,84,9,80
SD,0,62,3,1,61,3,10,62,2831,65,1706,65,69,62,2,65,13,62,2,62,0,62,135,65,20,62,15,65,67,62,54,65,2,62,2,62,236,65,0.602613917343695,65,1706,2831,0.041169451073986,62,69,1676,0.024963820549928,62,69,2764,0.088888888888889,62,20,225,0.572033898305085,65,135,236,2021/05/09,POINT (-100.230491 44.43614),0,65,0,65,0,65,0,65,1,65,0,65,1,65,0,65,0,65,0,62,5,62,1,62,0,62,2,62,2,62,2,62,1,62,0,62
TN,10,90,41,31,69,41,15,100,20377,141,13532,127,717,100,70,100,52,100,0,100,2,100,1689,137,255,100,231,100,706,100,630,100,11,100,7,100,2386,141,0.702888011635155,127,13532,19252,0.057090532685723,100,717,12559,0.040614025150108,100,717,17654,0.113232682060391,100,255,2252,0.726451612903226,137,1689,2325,2021/05/09,POINT (-86.343226 35.842998),0,100,2,100,7,100,6,100,13,100,17,100,10,100,7,100,8,100,1,100,4,100,4,100,6,100,4,100,7,100,4,100,3,100,19,100
TX,99,483,13,126,456,13,49,590,68004,595,49366,595,2851,590,277,595,435,590,14,590,50,590,5377,595,820,590,750,595,2764,590,2298,595,87,590,54,590,7120,595,0.725927886594906,595,49366,68004,0.058500051297835,590,2851,48735,0.042403510076597,590,2851,67235,0.118087557603687,590,820,6944,0.755196629213483,595,5377,7120,2021/05/09,POINT (-99.317341 31.447238),3,595,33,595,36,595,41,595,53,595,50,595,31,595,16,595,14,595,6,589,46,589,45,589,51,589,58,590,78,589,70,589,59,590,22,590
UT,1,58,1,1,58,1,0,59,6246,60,3763,60,144,59,26,60,0,59,1,59,0,59,378,60,46,59,44,60,137,59,129,60,7,59,0,59,627,60,0.602465577969901,60,3763,6246,0.038782655534608,59,144,3713,0.023327393487769,59,144,6173,0.075409836065574,59,46,610,0.602870813397129,60,378,627,2021/05/09,POINT (-111.678222 39.323779),0,60,2,60,2,60,2,60,9,60,6,60,2,60,3,60,0,60,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59
VA,15,78,9,22,71,9,29,99,17713,102,13045,102,707,99,68,102,190,99,2,99,10,99,1353,102,184,99,168,102,697,99,577,102,10,99,4,99,1962,102,0.736464743408796,102,13045,17713,0.054951033732318,99,707,12866,0.040504153537668,99,707,17455,0.096537250786988,99,184,1906,0.68960244648318,102,1353,1962,2021/05/09,POINT (-78.666382 37.510861),2,102,4,102,10,102,7,102,17,102,12,102,11,102,4,102,1,102,1,99,10,99,14,99,25,99,24,99,40,99,39,99,37,99,0,99
VI,2,0,0,2,0,0,0,2,168,2,96,2,2,2,0,2,0,2,0,2,0,2,10,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.571428571428571,2,96,168,0.020833333333333,2,2,96,0.011904761904762,2,2,168,0,2,0,20,0.5,2,10,20,2021/05/09,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
VT,1,15,1,1,15,1,0,16,1307,17,851,17,14,16,6,17,4,16,0,16,1,16,61,17,2,16,2,17,13,16,10,17,1,16,0,16,104,17,0.651109410864575,17,851,1307,0.016928657799274,16,14,827,0.011032308904649,16,14,1269,0.020833333333333,16,2,96,0.586538461538462,17,61,104,2021/05/09,POINT (-72.662695 44.075252),0,17,1,17,0,17,0,17,0,17,2,17,2,17,1,17,0,17,0,16,0,16,0,16,1,16,1,16,0,16,2,16,0,16,0,16
WA,8,94,2,10,92,2,9,102,13396,104,10107,104,794,102,68,104,163,102,0,102,10,102,981,104,193,102,170,104,778,102,577,104,16,102,3,102,1292,104,0.754478948939982,104,10107,13396,0.079273162939297,102,794,10016,0.059870306137837,102,794,13262,0.152088258471237,102,193,1269,0.759287925696594,104,981,1292,2021/05/09,POINT (-120.592492 47.411715),0,104,7,104,9,104,6,104,19,104,13,104,7,104,7,104,0,104,2,102,11,102,20,102,16,102,15,102,29,102,25,102,25,102,20,102
WI,12,113,23,11,114,23,1,145,13372,148,8900,148,384,145,86,148,46,145,0,145,8,145,925,148,117,145,106,148,377,145,352,148,7,145,3,145,1611,148,0.665569847442417,148,8900,13372,0.044046799724708,145,384,8718,0.029283916723862,145,384,13113,0.075048107761386,145,117,1559,0.574177529484792,148,925,1611,2021/05/09,POINT (-89.732969 44.639954),1,148,4,148,11,148,5,148,13,148,12,148,14,148,4,148,22,148,0,145,3,145,3,145,6,145,5,145,11,145,7,145,11,145,0,145
ID,4,48,1,4,48,1,5,52,3770,53,2346,53,104,52,13,53,0,52,0,52,0,52,212,53,35,52,34,53,100,52,92,53,4,52,4,52,305,53,0.622281167108753,53,2346,3770,0.044846916774472,52,104,2319,0.027882037533512,52,104,3730,0.11864406779661,52,35,295,0.695081967213115,53,212,305,2021/05/09,POINT (-114.659366 44.389073),0,52,1,52,1,52,3,52,2,52,2,52,2,52,2,52,0,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,52
IL,11,167,22,12,166,22,7,195,31365,200,22240,200,1778,195,150,200,267,195,1,195,27,195,2186,200,432,195,410,200,1741,195,1515,200,37,195,20,195,3456,200,0.709070620117966,200,22240,31365,0.080836553762219,195,1778,21995,0.057349288778505,195,1778,31003,0.127283441367118,195,432,3394,0.632523148148148,200,2186,3456,2021/05/09,POINT (-89.148632 40.124144),1,200,17,200,14,200,15,200,30,200,36,200,24,200,12,200,1,191,8,195,32,195,28,195,25,195,40,195,53,195,45,195,34,195,2,186
IN,11,151,2,11,151,2,2,162,19022,164,12549,164,826,162,75,164,112,162,2,162,1,162,1512,164,230,162,197,164,817,162,623,164,9,162,6,162,2283,164,0.659709809694038,164,12549,19022,0.066286814862371,162,826,12461,0.043747682855781,162,826,18881,0.102908277404922,162,230,2235,0.662286465177398,164,1512,2283,2021/05/09,POINT (-86.2818 39.919991),0,164,2,164,6,164,14,164,14,164,12,164,13,164,14,164,0,164,1,162,13,162,4,162,11,162,19,162,15,162,23,162,22,162,4,162
