state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,8,60,0,8,60,1,67,9378,68,5622,68,174,67,9,68,27,67,1,67,8,67,464,68,30,67,28,68,150,67,110,68,24,67,2,67,697,68,0.599488163787588,68,5622,9378,0.03161911684535708,67,174,5503,0.018931563486018932,67,174,9191,0.04504504504504504,67,30,666,0.6657101865136298,68,464,697,2021-02-23
RI,4,10,1,4,10,1,5,14,2104,15,2109,15,175,14,5,15,0,14,0,14,0,14,134,15,23,14,23,15,175,14,142,15,0,14,0,14,164,15,1.0023764258555132,15,2109,2104,0.0847457627118644,14,175,2065,0.0863770977295163,14,175,2026,0.1564625850340136,14,23,147,0.8170731707317073,15,134,164,2021-02-23
SC,22,63,2,23,62,2,5,85,11498,87,8787,87,764,85,90,87,73,85,0,85,1,85,971,87,205,85,201,87,757,85,693,87,7,85,5,85,1348,87,0.7642198643242303,87,8787,11498,0.08808947307736655,85,764,8673,0.0674852044872361,85,764,11321,0.15672782874617738,85,205,1308,0.7203264094955489,87,971,1348,2021-02-23
SD,1,61,3,1,61,3,19,62,2845,65,1504,65,89,62,6,65,8,62,0,62,0,62,116,65,15,62,13,65,88,62,72,65,1,62,1,62,240,65,0.5286467486818981,65,1504,2845,0.06042090970807875,62,89,1473,0.03208363374188897,62,89,2774,0.06550218340611354,62,15,229,0.48333333333333334,65,116,240,2021-02-23
TN,10,81,52,31,60,52,22,91,20267,143,12414,126,777,91,76,91,50,91,1,91,1,91,1655,140,206,91,199,91,758,91,680,91,19,91,15,91,2401,143,0.6584628441096908,126,12414,18853,0.07508697332817936,91,777,10348,0.050210016155088855,91,777,15475,0.09800190294957184,91,206,2102,0.7060580204778157,140,1655,2344,2021-02-23
TX,102,488,5,141,449,5,92,590,69053,595,52666,595,6563,590,600,595,669,590,11,590,79,590,6557,595,1849,590,1779,595,6434,590,5838,595,129,590,97,590,8017,595,0.7626895283333092,595,52666,69053,0.12616786496981813,590,6563,52018,0.09612736913026922,590,6563,68274,0.2358719224390866,590,1849,7839,0.8178869901459399,595,6557,8017,2021-02-23
UT,0,58,1,0,58,1,0,58,6188,59,3530,59,224,58,29,59,7,58,5,58,1,58,386,59,85,58,89,59,217,58,197,59,7,58,0,58,624,59,0.570458952811894,59,3530,6188,0.06431237438989378,58,224,3483,0.036613272311212815,58,224,6118,0.14026402640264027,58,85,606,0.6185897435897436,59,386,624,2021-02-23
VA,17,80,9,21,76,9,49,103,18183,106,12893,106,1430,103,135,106,200,103,44,103,10,103,1369,106,275,103,263,106,1408,103,1190,106,22,103,16,103,1990,106,0.7090689105208161,106,12893,18183,0.11233307148468186,103,1430,12730,0.07980801428730885,103,1430,17918,0.14330380406461699,103,275,1919,0.6879396984924623,106,1369,1990,2021-02-23
VI,2,0,0,2,0,0,0,2,168,2,107,2,5,2,1,2,0,2,0,2,0,2,11,2,0,2,0,2,5,2,5,2,0,2,0,2,20,2,0.6369047619047619,2,107,168,0.04672897196261682,2,5,107,0.02976190476190476,2,5,168,0.0,2,0,20,0.55,2,11,20,2021-02-23
VT,2,14,1,2,14,1,0,16,1299,17,858,17,23,16,5,17,10,16,0,16,0,16,76,17,7,16,7,17,22,16,23,17,1,16,0,16,105,17,0.6605080831408776,17,858,1299,0.027479091995221028,16,23,837,0.018210609659540775,16,23,1263,0.0707070707070707,16,7,99,0.7238095238095238,17,76,105,2021-02-23
