state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-11-25,"511,133","510,632","511,634",72.59,72.47,72.71,"704,418","704,026","704,810"
CW,2020-11-26,"483,010","482,582","483,439",68.86,68.76,68.95,"701,780","701,374","702,186"
CW,2020-11-27,"469,423","468,990","469,857",67.32,67.21,67.43,"697,582","697,155","698,009"
CW,2020-11-28,"472,439","471,828","473,050",67.79,67.58,68.01,"697,197","696,589","697,806"
CW,2020-11-29,"477,509","477,006","478,012",68.49,68.31,68.66,"697,521","696,914","698,129"
CW,2020-11-30,"492,297","491,762","492,831",70.33,70.14,70.52,"700,262","699,703","700,820"
CW,2020-12-01,"520,014","519,605","520,423",73.65,73.51,73.79,"706,312","705,838","706,785"
CW,2020-12-02,"531,176","530,722","531,630",75.06,74.90,75.22,"707,958","707,468","708,449"
CW,2020-12-03,"532,600","532,246","532,955",75.11,75.01,75.21,"709,278","708,923","709,633"
CW,2020-12-04,"529,332","528,979","529,684",74.68,74.59,74.78,"708,939","708,610","709,269"
CW,2020-12-05,"512,683","512,253","513,114",72.78,72.63,72.92,"704,639","704,185","705,094"
CW,2020-12-06,"499,427","499,059","499,794",71.29,71.18,71.40,"700,712","700,351","701,074"
CW,2020-12-07,"505,204","504,894","505,514",72.08,71.99,72.17,"701,028","700,665","701,390"
CW,2020-12-08,"526,642","526,283","527,002",74.69,74.58,74.80,"705,239","704,868","705,610"
CW,2020-12-09,"534,828","534,328","535,328",75.73,75.56,75.91,"706,363","705,890","706,836"
CW,2020-12-10,"534,652","534,275","535,028",75.56,75.45,75.67,"707,696","707,371","708,020"
CW,2020-12-11,"530,413","530,010","530,816",74.98,74.83,75.14,"707,374","707,032","707,717"
CW,2020-12-12,"514,465","513,953","514,976",72.98,72.78,73.19,"704,909","704,445","705,372"
CW,2020-12-13,"501,834","501,304","502,363",71.60,71.40,71.80,"700,892","700,469","701,315"
CW,2020-12-14,"506,763","506,250","507,277",72.14,71.95,72.32,"702,491","702,108","702,875"
CW,2020-12-15,"527,787","527,410","528,164",74.65,74.51,74.78,"707,051","706,703","707,399"
CW,2020-12-16,"533,786","533,309","534,264",75.25,75.07,75.43,"709,350","708,916","709,783"
CW,2020-12-17,"532,479","532,110","532,849",74.83,74.68,74.98,"711,583","711,150","712,016"
CW,2020-12-18,"529,966","529,720","530,211",74.61,74.54,74.68,"710,342","710,122","710,563"
CW,2020-12-19,"511,502","511,202","511,803",72.33,72.23,72.44,"707,152","706,863","707,442"
CW,2020-12-20,"498,437","498,151","498,724",70.79,70.68,70.91,"704,058","703,684","704,432"
CW,2020-12-21,"503,124","502,891","503,356",71.30,71.22,71.39,"705,602","705,298","705,907"
