state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,68,9197,69,5134,69,539,68,457,69,60,68,66,66,496,68,349,66,43,68,8,65,677,69,0.5582255083179297,69,5134,9197,0.10895492217505559,67,539,4947,0.0603921568627451,67,539,8925,0.096,67,60,625,0.6750369276218612,69,457,677,2020-10-31
RI,7,14,2236,15,1917,14,199,14,139,15,23,14,22,15,198,14,194,15,1,14,1,14,171,15,0.8573345259391771,14,1917,2236,0.10613333333333333,13,199,1875,0.09251510925151092,14,199,2151,0.14743589743589744,14,23,156,0.8128654970760234,15,139,171,2020-10-31
SC,6,84,10632,87,8619,87,775,85,1004,87,219,85,206,87,769,85,672,87,6,85,3,85,1305,87,0.8106659142212189,87,8619,10632,0.09099448162498533,85,775,8517,0.0740139432718938,85,775,10471,0.17394757744241462,85,219,1259,0.7693486590038314,87,1004,1305,2020-10-31
SD,66,61,2839,64,1929,64,474,61,179,64,92,61,94,64,471,61,461,64,3,61,1,61,216,64,0.679464600211342,64,1929,2839,0.2536115569823435,61,474,1869,0.17286652078774617,61,474,2742,0.46,61,92,200,0.8287037037037037,64,179,216,2020-10-31
TN,28,127,20121,138,14129,135,1744,127,1745,134,474,126,445,126,1733,127,1512,127,11,127,7,127,2152,137,0.7220461978740801,135,14129,19568,0.12482107071285428,127,1744,13972,0.09108000835596407,127,1744,19148,0.22843373493975905,126,474,2075,0.8329355608591885,134,1745,2095,2020-10-31
TX,99,584,69258,590,50427,592,6594,585,5995,590,1846,584,1756,589,6485,585,5815,590,110,586,43,586,7614,587,0.7281036125790522,590,50427,69258,0.13273481219050687,585,6594,49678,0.09661680024615746,583,6594,68249,0.24905558553696708,581,1846,7412,0.7873653795639611,587,5995,7614,2020-10-31
UT,26,57,6176,58,3730,58,423,57,431,58,149,57,143,58,418,57,388,58,5,57,1,57,640,58,0.6039507772020726,58,3730,6176,0.114603088593877,57,423,3691,0.0695152013147083,57,423,6085,0.2365079365079365,57,149,630,0.6734375,58,431,640,2020-10-31
VA,47,104,18760,107,12462,107,1074,104,1344,107,235,104,183,107,1057,104,744,107,17,104,10,104,2054,107,0.6642857142857143,107,12462,18760,0.08725322934438216,104,1074,12309,0.058066608996539794,104,1074,18496,0.11820925553319919,104,235,1988,0.6543330087633885,107,1344,2054,2020-10-31
VI,0,2,168,2,98,2,0,2,10,2,0,2,0,2,0,2,0,2,0,2,0,2,20,2,0.5833333333333334,2,98,168,0.0,2,0,98,0.0,2,0,168,0.0,2,0,20,0.5,2,10,20,2020-10-31
VT,0,15,762,16,409,16,8,15,30,16,6,15,4,16,8,15,4,16,0,15,0,15,67,16,0.536745406824147,16,409,762,0.02077922077922078,15,8,385,0.011034482758620689,15,8,725,0.1,15,6,60,0.44776119402985076,16,30,67,2020-10-31
WA,5,94,11484,95,9541,103,489,101,931,103,132,101,118,103,486,101,376,103,3,101,1,101,1149,97,0.6461163357715082,95,7420,11484,0.05173508252221752,101,489,9452,0.02967332922426697,93,337,11357,0.08606921029281278,95,97,1127,0.6518711923411662,97,749,1149,2020-10-31
WI,29,145,13503,148,9372,147,2042,145,1108,147,385,145,394,148,2030,145,1895,148,12,145,2,145,1625,148,0.6940679848922462,147,9372,13503,0.22311768602340473,144,2021,9058,0.15542700563251635,145,2042,13138,0.24822695035460993,145,385,1551,0.6818461538461539,147,1108,1625,2020-10-31
WV,14,59,6346,63,4717,63,367,59,509,63,95,59,93,63,364,59,336,63,3,59,2,59,660,63,0.7433028679483139,63,4717,6346,0.0790948275862069,59,367,4640,0.05971363488447771,59,367,6146,0.15599343185550082,59,95,609,0.7712121212121212,63,509,660,2020-10-31
AK,6,24,1619,24,1014,24,109,24,95,24,25,24,25,24,103,24,89,24,6,24,5,24,126,24,0.6263125386040765,24,1014,1619,0.10749506903353057,24,109,1014,0.06732550957381099,24,109,1619,0.1984126984126984,24,25,126,0.753968253968254,24,95,126,2020-10-31
AL,7,111,15413,113,11487,113,1217,111,1292,113,321,111,305,113,1202,111,1049,113,15,110,10,111,1536,113,0.7452799584766107,113,11487,15413,0.1066467381747846,109,1213,11374,0.07964543663821405,109,1213,15230,0.21428571428571427,109,321,1498,0.8411458333333334,113,1292,1536,2020-10-31
AR,13,105,10157,106,6761,107,825,105,806,107,228,105,198,107,815,105,601,107,10,105,0,105,1080,107,0.6656493058974107,106,6761,10157,0.12437810945273632,105,825,6633,0.08289790996784566,104,825,9952,0.22135922330097088,105,228,1030,0.7462962962962963,107,806,1080,2020-10-31
AZ,10,116,15997,119,11490,119,1076,116,1138,119,273,116,227,119,1057,116,800,119,19,116,12,116,1994,119,0.7182596736888166,119,11490,15997,0.09531402249977855,116,1076,11289,0.06843477707816574,116,1076,15723,0.14152410575427682,116,273,1929,0.5707121364092277,119,1138,1994,2020-10-31
CA,17,396,66032,404,47456,404,3495,393,5247,401,905,392,811,400,3437,393,2722,400,58,392,26,391,7547,401,0.7186818512236491,404,47456,66032,0.074682678746955,393,3495,46798,0.05382636953073262,393,3495,64931,0.12462131644175159,392,905,7262,0.6952431429707169,401,5247,7547,2020-10-31
CO,8,100,11602,102,8176,102,975,100,973,100,299,99,280,101,951,100,826,102,24,100,12,100,1327,101,0.7047060851577315,102,8176,11602,0.12059369202226346,100,975,8085,0.08501918381583537,100,975,11468,0.23017705927636645,98,299,1299,0.7332328560663149,100,973,1327,2020-10-31
CT,9,31,8290,32,5966,32,545,31,544,32,82,31,68,32,539,31,383,32,6,31,2,31,1076,32,0.7196622436670688,32,5966,8290,0.09213863060016907,31,545,5915,0.06639863547758285,31,545,8208,0.0777988614800759,31,82,1054,0.5055762081784386,32,544,1076,2020-10-31
DC,2,13,3641,14,2913,14,166,13,289,14,39,13,21,14,149,13,101,14,17,13,3,13,398,14,0.8000549299642955,14,2913,3641,0.05876106194690266,13,166,2825,0.04733390362132877,13,166,3507,0.10344827586206896,13,39,377,0.7261306532663316,14,289,398,2020-10-31
DE,2,13,2963,14,2055,14,157,13,134,14,30,13,29,14,155,13,140,14,2,13,1,13,178,14,0.6935538305771178,14,2055,2963,0.07699852869053457,13,157,2039,0.05356533606277721,13,157,2931,0.1744186046511628,13,30,172,0.7528089887640449,14,134,178,2020-10-31
FL,46,253,55953,259,41512,259,3584,253,4541,259,681,249,636,255,3544,253,2667,259,36,253,22,253,6214,259,0.741908387396565,259,41512,55953,0.08788190868520426,253,3584,40782,0.0652217430074066,253,3584,54951,0.11528694768918232,249,681,5907,0.7307692307692307,259,4541,6214,2020-10-31
GA,8,167,22229,170,16699,170,1828,167,2218,170,488,167,438,170,1781,167,1452,170,47,167,10,167,2733,169,0.7512258761077871,170,16699,22229,0.11079459361173405,167,1828,16499,0.0833409318865688,167,1828,21934,0.18222554144884243,166,488,2678,0.8115623856567874,169,2218,2733,2020-10-31
HI,0,25,2629,24,1816,25,80,25,169,25,16,25,11,25,80,25,62,25,0,25,0,25,243,25,0.6869532141498669,24,1806,2629,0.04405286343612335,25,80,1816,0.030429821224800303,24,80,2629,0.06584362139917696,25,16,243,0.6954732510288066,25,169,243,2020-10-31
IA,1,124,8324,126,5506,126,868,124,557,126,194,124,192,126,859,124,834,126,9,124,6,124,695,126,0.6614608361364729,126,5506,8324,0.1600885282183696,124,868,5422,0.10550625987601799,124,868,8227,0.2869822485207101,124,194,676,0.8014388489208633,126,557,695,2020-10-31
MT,26,65,2757,65,2068,66,450,65,164,66,82,65,82,66,444,65,418,66,7,65,6,65,196,65,0.6974972796517954,65,1923,2757,0.2197265625,65,450,2048,0.15438210487715437,64,421,2727,0.39473684210526316,64,75,190,0.7448979591836735,65,146,196,2020-10-31
NC,10,126,23188,130,17422,130,1661,126,1914,129,377,126,349,129,1625,126,1143,130,36,125,10,125,2477,129,0.7513368983957219,130,17422,23188,0.09636247606892151,126,1661,17237,0.07255809889917875,126,1661,22892,0.15591397849462366,125,377,2418,0.7727089220831651,129,1914,2477,2020-10-31
ND,5,49,2382,50,1840,50,384,49,73,48,65,49,64,50,384,49,370,50,0,49,0,49,85,48,0.7724601175482787,50,1840,2382,0.21087314662273476,49,384,1821,0.16298811544991512,49,384,2356,0.4444444444444444,47,36,81,0.8588235294117647,48,73,85,2020-10-31
NE,5,96,5334,97,3712,96,711,96,463,97,179,96,169,97,707,96,672,97,4,96,2,96,649,97,0.6968274826356298,96,3712,5327,0.19383860414394766,95,711,3668,0.13532546631138181,96,711,5254,0.28278041074249605,96,179,633,0.7134052388289677,97,463,649,2020-10-31
NH,3,30,3258,30,2254,30,80,30,168,30,18,30,8,30,80,30,41,30,0,30,0,30,283,30,0.6918354818907305,30,2254,3258,0.0354924578527063,30,80,2254,0.024554941682013505,30,80,3258,0.0636042402826855,30,18,283,0.5936395759717314,30,168,283,2020-10-31
NJ,37,81,20261,82,14676,82,1247,81,1289,82,220,81,199,82,1242,81,1042,82,5,81,3,81,2104,82,0.7243472681506342,82,14676,20261,0.08535249828884325,81,1247,14610,0.061999701685477054,81,1247,20113,0.10617760617760617,81,220,2072,0.6126425855513308,82,1289,2104,2020-10-31
NM,13,49,3845,51,2616,51,543,50,329,51,160,50,152,51,534,50,474,51,9,50,3,50,408,50,0.6803641092327698,51,2616,3845,0.21177847113884554,50,543,2564,0.14522599625568333,50,543,3739,0.41450777202072536,49,160,386,0.8063725490196079,50,329,408,2020-10-31
NV,16,61,8491,61,6406,61,778,61,642,61,170,61,165,61,773,61,653,61,5,61,3,61,855,61,0.7544458838770463,61,6406,8491,0.12144864189822042,61,778,6406,0.09162642798256979,61,778,8491,0.19883040935672514,61,170,855,0.7508771929824561,61,642,855,2020-10-31
