state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-10-10,"484,246","482,394","486,098",67.68,67.13,68.22,"710,129","707,144","713,114"
CW,2020-10-11,"470,433","468,490","472,377",65.94,65.31,66.56,"707,936","704,864","711,008"
CW,2020-10-12,"474,939","473,306","476,573",66.37,65.90,66.85,"710,988","708,374","713,602"
CW,2020-10-13,"505,478","503,903","507,053",69.60,68.88,70.33,"722,322","719,774","724,871"
CW,2020-10-14,"515,206","513,653","516,759",70.74,70.03,71.45,"724,412","721,930","726,894"
CW,2020-10-15,"514,169","512,637","515,700",70.64,69.94,71.33,"723,854","721,428","726,281"
CW,2020-10-16,"510,323","508,898","511,747",70.16,69.51,70.81,"723,364","721,122","725,605"
CW,2020-10-17,"492,295","490,692","493,898",67.90,67.18,68.62,"720,958","718,616","723,300"
CW,2020-10-18,"476,468","475,055","477,880",65.87,65.24,66.50,"719,136","717,075","721,196"
CW,2020-10-19,"481,941","480,765","483,117",66.45,65.93,66.97,"721,123","719,355","722,891"
CW,2020-10-20,"507,757","507,216","508,298",68.89,68.56,69.22,"732,960","731,456","734,465"
CW,2020-10-21,"517,656","517,099","518,214",70.01,69.64,70.38,"735,286","733,611","736,962"
CW,2020-10-22,"518,334","517,783","518,885",69.98,69.59,70.37,"736,973","735,248","738,697"
CW,2020-10-23,"514,545","513,939","515,152",69.53,69.13,69.92,"736,375","734,633","738,117"
CW,2020-10-24,"495,569","494,684","496,455",67.05,66.56,67.55,"735,619","733,657","737,581"
CW,2020-10-25,"480,031","479,293","480,769",65.14,64.68,65.59,"733,487","731,568","735,405"
CW,2020-10-26,"482,458","482,025","482,890",65.47,65.09,65.86,"733,617","731,813","735,422"
CW,2020-10-27,"508,090","507,387","508,793",68.76,68.32,69.19,"735,783","733,965","737,601"
CW,2020-10-28,"518,427","517,173","519,682",70.79,70.19,71.40,"729,125","727,058","731,192"
CW,2020-10-29,"516,929","515,608","518,250",71.09,70.11,72.06,"724,139","720,322","727,956"
CW,2020-10-30,"511,483","510,177","512,789",71.53,70.95,72.12,"713,543","711,821","715,265"
CW,2020-10-31,"491,270","489,459","493,081",69.09,68.25,69.93,"710,030","707,581","712,478"
CW,2020-11-01,"475,753","474,432","477,074",67.10,66.45,67.75,"708,031","706,024","710,039"
