state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
MS,9,92,2,9,92,2,0,101,8040,103,5094,103,233,101,21,103,16,101,0,101,10,101,626,103,58,101,55,103,222,101,190,103,11,101,1,101,790,103,0.633582089552239,103,5094,8040,0.046102097348635,101,233,5054,0.029216300940439,101,233,7975,0.075324675324675,101,58,770,0.792405063291139,103,626,790,2021/11/26,,0,103,2,103,1,103,1,103,5,103,7,103,4,103,1,103,0,103,0,101,3,101,3,101,1,101,2,101,3,101,4,101,0,101,0,101,6,101,6908,857,1193,1851,0,190,4,101,6,101,0,101,0,101,19,3,101,101
MT,9,51,4,13,47,4,0,63,2707,64,1910,64,224,63,44,64,18,63,0,63,4,63,166,64,61,63,63,64,220,63,223,64,4,63,3,63,224,64,0.705578130772072,64,1910,2707,0.118330692023244,63,224,1893,0.083644510828977,63,224,2678,0.279816513761468,63,61,218,0.741071428571429,64,166,224,2021/11/26,,1,64,0,64,4,64,5,64,9,64,8,64,13,64,3,64,1,64,2,63,2,63,3,63,3,63,1,63,5,63,2,63,0,63,0,63,6,63,1394,649,551,311,0,42,0,60,0,60,0,60,0,60,0,0,60,60
NC,9,100,12,10,99,12,24,117,21945,121,16835,121,1239,117,124,121,148,117,2,117,7,117,1785,121,310,117,302,121,1211,117,1105,121,28,117,23,117,2235,121,0.767145135566188,121,16835,21945,0.074472561158863,117,1239,16637,0.057165267140352,117,1239,21674,0.142659917165209,117,310,2173,0.798657718120805,121,1785,2235,2021/11/26,,1,121,3,121,8,121,12,121,29,121,34,121,29,121,8,121,0,121,1,117,10,117,12,117,17,117,21,117,27,117,39,117,21,117,0,117,16,117,280,97,142,53,0,31,0,117,5,117,0,117,0,117,18,1,117,117
ND,12,35,1,12,35,1,83,47,2130,48,1773,48,278,47,29,48,9,47,2,47,2,47,155,48,68,47,69,48,270,47,254,48,8,47,5,47,209,48,0.832394366197183,48,1773,2130,0.158675799086758,47,278,1752,0.13212927756654,47,278,2104,0.331707317073171,47,68,205,0.741626794258373,48,155,209,2021/11/26,,0,48,1,48,2,48,3,48,6,48,10,48,4,48,5,48,0,48,2,47,1,47,1,47,2,47,0,47,3,47,1,47,0,47,0,47,1,47,755,199,605,257,9,233,0,47,1,47,0,47,0,47,1,1,47,47
NE,19,73,2,26,66,2,3,93,4124,94,3299,94,579,93,75,94,32,93,2,93,3,93,424,94,173,93,173,94,568,93,548,94,11,93,7,93,490,94,0.799951503394762,94,3299,4124,0.178044280442804,93,579,3252,0.142330383480826,93,579,4068,0.361924686192469,93,173,478,0.86530612244898,94,424,490,2021/11/26,,2,94,2,94,10,94,5,94,14,94,10,94,18,94,14,94,0,94,3,93,2,93,0,93,5,93,7,93,7,93,2,93,6,93,0,93,10,93,1641,108,1044,593,0,328,0,93,1,93,0,93,0,93,2,0,93,93
NH,6,19,4,8,17,4,8,29,2828,29,2339,29,408,29,56,29,20,29,1,29,4,29,193,29,91,29,90,29,406,29,388,29,2,29,1,29,230,29,0.827086280056577,29,2339,2828,0.174433518597691,29,408,2339,0.144271570014144,29,408,2828,0.395652173913043,29,91,230,0.839130434782609,29,193,230,2021/11/26,,0,29,4,29,3,29,2,29,4,29,19,29,14,29,10,29,0,29,1,29,0,29,0,29,1,29,1,29,6,29,6,29,5,29,0,29,5,29,198,75,272,162,0,1,1,27,0,27,0,27,0,27,3,0,27,27
NJ,6,63,11,9,59,12,67,79,21749,80,15034,80,1105,79,159,80,89,79,3,79,0,79,1375,80,192,79,185,80,1086,79,1005,80,19,79,4,79,2926,80,0.69125017242172,80,15034,21749,0.073500066515897,79,1105,15034,0.050806933652122,79,1105,21749,0.065618591934381,79,192,2926,0.469924812030075,80,1375,2926,2021/11/26,,0,80,7,80,15,80,8,80,28,80,38,80,24,80,35,80,4,80,0,79,0,79,5,79,5,79,7,79,10,79,13,79,7,79,42,79,16,79,1044,256,1216,405,3,237,9,64,3,64,0,64,0,64,84,7,64,64
NM,24,24,1,24,24,1,1,48,4103,49,3271,49,701,48,79,49,14,48,0,48,0,48,433,49,209,48,210,49,686,48,671,49,15,48,14,48,471,49,0.797221545210821,49,3271,4103,0.2190625,48,701,3200,0.175381536152114,48,701,3997,0.464444444444444,48,209,450,0.91932059447983,49,433,471,2021/11/26,,0,49,4,49,9,49,10,49,10,49,22,49,10,49,12,49,2,49,0,48,0,48,1,48,1,48,4,48,5,48,2,48,1,48,0,48,12,48,148,0,44,58,0,14,0,14,0,14,0,14,0,14,2,0,14,14
NV,2,13,45,2,13,45,42,58,8429,60,6639,60,673,58,77,60,59,58,1,58,8,58,661,60,143,58,155,60,668,58,634,60,5,58,2,58,824,60,0.787637916716099,60,6639,8429,0.103315934909426,58,673,6514,0.08115277945255,58,673,8293,0.180100755667506,58,143,794,0.802184466019418,60,661,824,2021/11/26,,0,60,2,60,4,60,12,60,19,60,14,60,14,60,12,60,0,60,0,58,6,58,3,58,5,58,9,58,13,58,10,58,13,58,0,58,10,58,1054,557,557,77,0,10,0,58,0,58,0,58,0,58,4,0,58,58
NY,12,155,10,12,155,10,154,168,43897,177,35224,177,3272,168,402,177,111,168,12,168,27,168,3440,177,586,168,554,177,3194,168,2831,177,78,168,36,168,4838,177,0.802423855844363,177,35224,43897,0.093807339449541,168,3272,34880,0.075585021599021,168,3272,43289,0.123994921709691,168,586,4726,0.711037618850765,177,3440,4838,2021/11/26,,3,177,18,177,28,177,47,177,52,177,93,177,68,177,81,177,12,177,0,168,7,168,9,168,6,168,18,168,29,168,20,168,17,168,5,168,38,168,6403,3519,7175,1582,69,1291,4,161,4,161,0,161,0,161,18,2,161,161
