state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PR,0,7,59,0,7,59,2,65,9237,66,5808,66,107,65,1,66,14,65,1,65,7,65,473,66,19,65,12,66,79,65,52,66,28,65,14,65,662,66,0.628775576485872,66,5808,9237,0.018834712198557,65,107,5681,0.01180624517268,65,107,9063,0.030110935023772,65,19,631,0.714501510574018,66,473,662,2021/06/06,,0,66,0,66,0,66,1,66,0,66,0,66,0,66,0,66,0,66,0,65,0,65,1,65,1,65,4,65,2,65,2,65,3,65,1,65
RI,4,10,1,5,9,1,6,14,2543,15,2320,15,82,14,4,15,0,14,0,14,0,14,136,15,5,14,5,15,82,14,44,15,0,14,0,14,166,15,0.912308297286669,15,2320,2543,0.036012296881862,14,82,2277,0.032984714400644,14,82,2486,0.033783783783784,14,5,148,0.819277108433735,15,136,166,2021/06/06,,0,15,0,15,0,15,1,15,0,15,3,15,0,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,18,67,2,18,67,2,0,85,10718,87,8322,87,157,85,11,87,28,85,0,85,0,85,814,87,50,85,50,87,155,85,132,87,2,85,1,85,1174,87,0.776450830378802,87,8322,10718,0.019113708302897,85,157,8214,0.014874467077215,85,157,10555,0.044130626654898,85,50,1133,0.69335604770017,87,814,1174,2021/06/06,,0,87,0,87,0,87,2,87,1,87,5,87,2,87,0,87,1,82,0,85,3,85,1,85,4,85,5,85,3,85,6,85,4,85,2,80
SD,1,61,3,1,61,3,1,62,2831,65,1661,65,34,62,3,65,8,62,0,62,0,62,130,65,4,62,3,65,32,62,18,65,2,62,0,62,239,65,0.586718474037443,65,1661,2831,0.020820575627679,62,34,1633,0.012301013024602,62,34,2764,0.017543859649123,62,4,228,0.543933054393305,65,130,239,2021/06/06,,0,65,1,65,0,65,0,65,0,65,1,65,0,65,1,65,0,65,0,62,1,62,0,62,3,62,0,62,1,62,2,62,1,62,0,62
TN,8,83,52,17,74,52,4,91,20423,143,13294,129,312,91,28,91,17,91,2,91,0,91,1614,139,103,91,98,91,307,91,261,91,5,91,5,91,2378,143,0.698287635255804,129,13294,19038,0.02946273830156,90,306,10386,0.020358890701468,91,312,15325,0.051706827309237,91,103,1992,0.703267973856209,139,1614,2295,2021/06/06,,0,91,2,91,2,91,1,91,6,91,8,91,2,91,4,91,3,91,0,91,5,91,2,91,0,91,3,91,2,91,1,91,0,91,4,91
TX,89,493,13,116,466,13,62,590,67190,595,50319,595,2076,590,196,595,497,590,6,590,54,590,5404,595,553,590,507,595,2022,590,1497,595,54,590,33,590,7036,595,0.74890608721536,595,50319,67190,0.041794169753584,590,2076,49672,0.031246237206502,590,2076,66440,0.080553532410779,590,553,6865,0.768050028425242,595,5404,7036,2021/06/06,,2,595,15,595,24,595,30,595,38,595,31,595,29,595,20,595,7,595,3,589,47,588,41,589,60,588,78,589,107,589,87,589,58,589,16,590
UT,1,58,1,1,58,1,0,59,6248,60,3810,60,153,59,29,60,3,59,0,59,0,59,400,60,55,59,55,60,150,59,145,60,3,59,0,59,656,60,0.609795134443022,60,3810,6248,0.040605095541401,59,153,3768,0.024809469758391,59,153,6167,0.086206896551724,59,55,638,0.609756097560976,60,400,656,2021/06/06,,1,60,2,60,5,60,5,60,6,60,3,60,5,60,1,60,1,60,0,59,1,59,0,59,0,59,0,59,1,59,0,59,1,59,0,59
VA,16,79,9,25,70,9,22,101,18055,104,13142,104,386,101,33,104,147,101,0,101,22,101,1352,104,91,101,80,104,371,101,247,104,15,101,8,101,1942,104,0.727887011908059,104,13142,18055,0.029765576804442,101,386,12968,0.021681739032747,101,386,17803,0.048071843634443,101,91,1893,0.696189495365602,104,1352,1942,2021/06/06,,0,104,2,104,5,104,7,104,8,104,3,104,5,104,2,104,1,104,0,101,15,101,12,101,11,101,20,101,34,101,33,101,21,101,1,101
VI,2,0,0,2,0,0,0,2,168,2,107,2,9,2,1,2,0,2,0,2,0,2,8,2,3,2,3,2,9,2,9,2,0,2,0,2,20,2,0.636904761904762,2,107,168,0.08411214953271,2,9,107,0.053571428571429,2,9,168,0.15,2,3,20,0.4,2,8,20,2021/06/06,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
VT,1,15,1,1,15,1,0,16,1292,17,897,17,2,16,1,17,1,16,0,16,0,16,60,17,1,16,1,17,2,16,2,17,0,16,0,16,107,17,0.694272445820434,17,897,1292,0.002285714285714,16,2,875,0.001594896331738,16,2,1254,0.01010101010101,16,1,99,0.560747663551402,17,60,107,2021/06/06,,0,17,0,17,0,17,0,17,0,17,1,17,0,17,0,17,0,17,0,16,0,16,0,16,0,16,1,16,0,16,0,16,0,16,0,16
