state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,11,197,30184,201,25308,216,1263,211,2749,197,269,193,239,191,1229,203,882,201,29,203,15,195,3317,182,0.775974025974026,201,23422,30184,0.050366884670601374,210,1263,25076,0.037453057939914165,195,1117,29824,0.08104738154613467,171,260,3208,0.8013386066321874,179,2634,3287,2020-10-12
PR,1,68,9746,69,5535,69,399,68,469,69,60,67,49,68,347,67,217,68,52,67,11,67,672,69,0.5679253026882823,69,5535,9746,0.07364341085271318,68,399,5418,0.041723308585172016,68,399,9563,0.093603744149766,67,60,641,0.6979166666666666,69,469,672,2020-10-12
RI,4,14,2357,15,2053,15,133,14,146,15,14,14,14,15,133,14,131,15,0,14,0,14,182,15,0.8710224862112855,15,2053,2357,0.06597222222222222,14,133,2016,0.058538732394366196,14,133,2272,0.08383233532934131,14,14,167,0.8021978021978022,15,146,182,2020-10-12
SC,2,78,10318,85,8796,85,757,83,990,83,206,81,182,83,754,81,617,83,3,81,2,81,1361,82,0.8524907927893003,85,8796,10318,0.08699149620776833,83,757,8702,0.07454455933037912,83,757,10155,0.155893536121673,79,205,1315,0.7244673034533431,82,986,1361,2020-10-12
SD,2,59,2232,61,1655,64,298,61,136,57,50,53,56,55,279,57,280,59,0,57,0,56,162,58,0.6303763440860215,61,1407,2232,0.1845201238390093,61,298,1615,0.10037348272642391,58,215,2142,0.21621621621621623,52,32,148,0.6645161290322581,56,103,155,2020-10-12
TN,15,122,18395,125,13463,125,1255,123,1683,128,339,118,318,118,1246,121,1095,120,9,121,5,120,2192,130,0.7540073982737361,122,13453,17842,0.08913563112036395,115,1156,12969,0.06807608503621695,112,1156,16981,0.16496350364963502,117,339,2055,0.7882903981264637,127,1683,2135,2020-10-12
TX,110,573,70137,579,51378,584,4894,580,5679,559,1376,557,1281,562,4826,569,4210,570,66,569,45,565,7357,551,0.7344909956945259,578,51349,69911,0.0958950069074403,578,4859,50670,0.07068414738150648,573,4890,69181,0.19144144144144143,543,1360,7104,0.7681120021747995,550,5651,7357,2020-10-12
UT,3,54,5677,55,3633,57,304,56,396,46,85,45,84,46,294,51,284,51,10,51,10,50,547,44,0.629557865069579,55,3574,5677,0.08477412158393753,56,304,3586,0.054519368723098996,54,304,5576,0.14933837429111532,42,79,529,0.6928702010968921,43,379,547,2020-10-12
VA,24,102,18144,101,12378,101,1000,102,1384,101,245,99,183,102,989,100,625,101,11,100,4,98,1921,101,0.6822089947089947,101,12378,18144,0.080936729663106,97,985,12170,0.055427381689269035,97,985,17771,0.1320754716981132,98,245,1855,0.7204580947423217,101,1384,1921,2020-10-12
VI,0,2,188,2,99,2,4,2,9,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.526595744680851,2,99,188,0.04040404040404041,2,4,99,0.02127659574468085,2,4,188,0.05,2,1,20,0.45,2,9,20,2020-10-12
VT,0,16,1301,17,876,17,6,16,70,17,2,16,0,17,3,16,0,17,3,16,0,16,110,17,0.6733282090699462,17,876,1301,0.0070921985815602835,16,6,846,0.004780876494023904,16,6,1255,0.0196078431372549,16,2,102,0.6363636363636364,17,70,110,2020-10-12
WA,8,97,11628,93,9565,102,388,101,928,88,70,89,62,88,383,97,270,95,4,97,1,93,1064,77,0.6585827313381493,93,7658,11628,0.040967162918382434,100,388,9471,0.026686369958275384,91,307,11504,0.05684007707129094,73,59,1038,0.6879699248120301,74,732,1064,2020-10-12
WI,14,140,13041,143,8767,143,1435,140,1046,141,295,138,281,141,1418,139,1125,141,17,139,6,138,1624,136,0.6722643969020781,143,8767,13041,0.1683087027914614,140,1435,8526,0.1132060586935942,140,1435,12676,0.19032258064516128,133,295,1550,0.6440886699507389,136,1046,1624,2020-10-12
