state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,4,68,9220,70,5223,70,555,68,431,70,70,68,64,67,518,68,360,67,37,68,11,66,684,70,0.5664859002169197,70,5223,9220,0.11053574985062736,68,555,5021,0.062073593557767585,68,555,8941,0.1111111111111111,68,70,630,0.6301169590643275,70,431,684,2020-11-05
RI,4,13,2229,14,1875,14,243,13,145,14,26,13,30,14,242,13,237,14,1,13,1,13,169,14,0.8411843876177658,14,1875,2229,0.13228089275993468,13,243,1837,0.1122920517560074,13,243,2164,0.16774193548387098,13,26,155,0.8579881656804734,14,145,169,2020-11-05
SC,7,72,10142,75,7781,75,741,73,962,75,196,73,177,75,734,73,649,75,7,73,3,73,1308,75,0.7672056793531847,75,7781,10142,0.0965220789370848,73,741,7677,0.07426337943475646,73,741,9978,0.15530903328050713,73,196,1262,0.735474006116208,75,962,1308,2020-11-05
SD,102,59,2596,62,1611,62,603,59,178,62,99,59,101,62,541,59,533,62,62,59,3,59,213,62,0.6205701078582434,62,1611,2596,0.38828074694140374,59,603,1553,0.24129651860744297,59,603,2499,0.5025380710659898,59,99,197,0.8356807511737089,62,178,213,2020-11-05
TN,25,114,18649,124,12985,121,1764,114,1699,120,487,113,458,113,1743,114,1576,114,21,114,9,114,2077,123,0.7175618921308576,121,12985,18096,0.1391715976331361,114,1764,12675,0.10059306569343066,114,1764,17536,0.24521651560926486,113,487,1986,0.8410891089108911,120,1699,2020,2020-11-05
TX,137,586,68453,584,49865,586,6874,586,5881,586,1907,586,1810,586,6802,586,6089,586,72,586,42,586,7528,584,0.728456020919463,584,49865,68453,0.13785220094254488,586,6874,49865,0.10041926577359649,584,6874,68453,0.2533209351753454,584,1907,7528,0.7812167906482466,584,5881,7528,2020-11-05
UT,1,52,5505,53,2939,53,453,52,418,53,177,52,168,53,443,52,425,53,10,52,0,52,644,53,0.5338782924613987,53,2939,5505,0.15626077957916523,52,453,2899,0.08367196158108607,52,453,5414,0.27917981072555204,52,177,634,0.6490683229813664,53,418,644,2020-11-05
VA,22,96,18089,99,11920,99,1103,96,1335,99,234,96,183,99,1076,96,809,99,27,96,8,96,2049,99,0.658964011277572,99,11920,18089,0.09362532891944657,96,1103,11781,0.061893271982492566,96,1103,17821,0.11800302571860817,96,234,1983,0.6515373352855052,99,1335,2049,2020-11-05
VI,0,2,168,2,97,2,1,2,11,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.5773809523809523,2,97,168,0.010309278350515464,2,1,97,0.005952380952380952,2,1,168,0.05,2,1,20,0.55,2,11,20,2020-11-05
VT,0,15,790,16,410,16,10,15,29,16,4,15,4,16,10,15,8,16,0,15,0,15,66,16,0.5189873417721519,16,410,790,0.02610966057441253,15,10,383,0.013315579227696404,15,10,751,0.06779661016949153,15,4,59,0.4393939393939394,16,29,66,2020-11-05
WA,4,87,12085,93,8505,96,570,94,930,96,128,94,116,96,566,94,470,96,4,94,2,94,1281,93,0.6506412908564336,93,7863,12085,0.06779257849666984,94,570,8408,0.04255852842809364,91,509,11960,0.09365079365079365,91,118,1260,0.6807181889149102,93,872,1281,2020-11-05
WI,23,143,13688,146,9125,144,2286,141,1063,144,429,141,444,144,2266,141,2156,144,20,141,7,141,1634,146,0.6822429906542056,144,9125,13375,0.2581883894285069,141,2286,8854,0.17571099154496542,141,2286,13010,0.2751763951250802,141,429,1559,0.6505507955936353,144,1063,1634,2020-11-05
WV,5,55,6057,59,4233,59,335,55,495,59,100,55,93,59,332,55,300,59,3,55,1,55,658,59,0.6988608221892025,59,4233,6057,0.08066457982181556,55,335,4153,0.05718675315807443,55,335,5858,0.16474464579901152,55,100,607,0.7522796352583586,59,495,658,2020-11-05
AK,7,22,1394,22,834,22,122,22,85,22,21,22,19,22,119,22,103,22,3,22,2,22,133,22,0.5982783357245337,22,834,1394,0.14628297362110312,22,122,834,0.08751793400286945,22,122,1394,0.15789473684210525,22,21,133,0.6390977443609023,22,85,133,2020-11-05
AL,7,104,14920,106,10918,106,1307,104,1314,106,364,104,341,106,1284,104,1168,106,23,104,14,104,1553,106,0.731769436997319,106,10918,14920,0.12064343163538874,102,1305,10817,0.0885526226504716,102,1305,14737,0.24026402640264027,102,364,1515,0.8461043142305216,106,1314,1553,2020-11-05
AR,7,90,8721,91,5517,92,812,90,773,92,241,90,231,92,807,90,705,92,5,90,1,90,1049,92,0.6326109391124871,91,5517,8721,0.15076123282584478,90,812,5386,0.09534992954438704,89,812,8516,0.24124124124124124,90,241,999,0.7368922783603432,92,773,1049,2020-11-05
AZ,13,97,14060,100,9667,100,1265,97,1127,100,320,97,259,100,1249,97,972,100,16,97,10,97,1994,100,0.6875533428165007,100,9667,14060,0.13348105940698532,97,1265,9477,0.0917730702263494,97,1265,13784,0.16597510373443983,97,320,1928,0.5651955867602808,100,1127,1994,2020-11-05
CA,23,376,63718,384,43606,384,3857,373,5102,381,973,372,862,380,3807,373,3104,380,50,372,29,371,7473,381,0.6843592077591889,384,43606,63718,0.08965388996071685,373,3857,43021,0.06158390547660866,373,3857,62630,0.1351013607331297,372,973,7202,0.6827244747758597,381,5102,7473,2020-11-05
