state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/22,507615,507001,508229,73.63,73.51,73.75,689419,688663,690175,
CW,2021/06/23,516716,516097,517335,74.61,74.47,74.74,692596,691811,693382,
CW,2021/06/24,515066,514494,515638,74.31,74.23,74.39,693162,692431,693894,
CW,2021/06/25,507668,506883,508452,73.43,73.18,73.68,691385,690434,692335,
CW,2021/06/26,487274,486311,488237,70.94,70.58,71.29,686910,685767,688054,
CW,2021/06/27,475030,474049,476011,69.41,69.04,69.77,684436,683308,685565,
CW,2021/06/28,481832,480930,482734,70.36,70.08,70.64,684789,683968,685611,
CW,2021/06/29,506854,506240,507468,73.38,73.2,73.56,690722,689831,691612,
CW,2021/06/30,515865,515287,516443,74.44,74.34,74.54,693021,692331,693712,
CW,2021/07/01,512873,512302,513445,74.04,73.92,74.15,692737,692026,693449,
CW,2021/07/02,504720,504103,505337,73.05,72.9,73.21,690908,690145,691671,
CW,2021/07/03,481708,481027,482390,70.2,70.01,70.39,686205,685427,686983,
CW,2021/07/04,465848,465195,466502,68.14,67.97,68.32,683628,682850,684406,
CW,2021/07/05,463736,463066,464406,67.97,67.77,68.17,682292,681466,683118,
CW,2021/07/06,480604,479853,481354,70.19,69.94,70.43,684762,683891,685634,
CW,2021/07/07,508098,507494,508703,73.52,73.37,73.67,691099,690367,691832,
CW,2021/07/08,516756,516180,517331,74.55,74.31,74.79,693185,692487,693884,
CW,2021/07/09,515485,514940,516030,74.44,74.21,74.66,692507,691845,693168,
CW,2021/07/10,497655,497074,498235,72.27,72.03,72.52,688574,687864,689283,
CW,2021/07/11,485630,484869,486392,70.82,70.52,71.12,685698,684979,686418,
CW,2021/07/12,492213,491684,492742,71.54,71.27,71.82,687979,687151,688807,
CW,2021/07/13,514915,514404,515426,74.16,73.89,74.43,694341,693511,695171,
CW,2021/07/14,524488,524094,524883,75.52,75.33,75.71,694493,693919,695066,
CW,2021/07/15,524364,524072,524655,75.44,75.31,75.56,695102,694765,695440,
CW,2021/07/16,519987,519731,520243,74.88,74.77,74.99,694421,694134,694707,
CW,2021/07/17,502597,502082,503111,72.7,72.47,72.93,691353,690735,691971,
CW,2021/07/18,489376,488892,489860,71.05,70.81,71.28,688798,688109,689486,
CW,2021/07/19,495795,495386,496204,71.98,71.77,72.19,688815,688160,689470,
CW,2021/07/20,518296,517198,519395,74.93,74.41,75.44,691735,690291,693179,
CW,2021/07/21,527825,526261,529389,75.77,75.05,76.49,696619,694594,698643,
CW,2021/07/22,526888,523844,529932,75.76,74.37,77.15,695471,691626,699316,
AK,2021/06/22,932,932,932,64.45,64.45,64.45,1446,1446,1446,POINT (-151.631889 63.631126)
