state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/04/02,58151,58086,58216,69.51,69.31,69.7,83658,83598,83718,
CW,2021/04/03,56595,56567,56623,67.89,67.78,68.01,83359,83293,83425,
CW,2021/04/04,55270,55249,55291,66.49,66.35,66.63,83124,83041,83207,
CW,2021/04/05,55913,55878,55949,67.17,67.04,67.3,83245,83181,83309,
CW,2021/04/06,58549,58506,58592,70.06,69.88,70.23,83574,83493,83655,
CW,2021/04/07,59786,59709,59864,71.51,71.24,71.78,83610,83517,83703,
CW,2021/04/08,59966,59960,59972,71.74,71.72,71.76,83592,83542,83642,
CW,2021/04/09,59860,59843,59877,71.51,71.4,71.63,83704,83652,83757,
CW,2021/04/10,58566,58528,58604,70.15,69.99,70.3,83489,83434,83544,
CW,2021/04/11,57189,57110,57267,68.62,68.31,68.92,83345,83240,83449,
CW,2021/04/12,57417,57365,57469,68.99,68.77,69.21,83226,83146,83305,
CW,2021/04/13,59843,59777,59909,71.55,71.29,71.82,83635,83541,83729,
CW,2021/04/14,60652,60577,60726,72.36,72.06,72.65,83822,83720,83923,
CW,2021/04/15,60537,60457,60617,72.32,72.01,72.64,83703,83597,83809,
CW,2021/04/16,60466,60385,60548,72.18,71.87,72.49,83772,83668,83877,
CW,2021/04/17,59365,59266,59465,70.99,70.62,71.36,83628,83510,83747,
CW,2021/04/18,57403,57304,57502,69.01,68.64,69.37,83186,83072,83300,
CW,2021/04/19,57396,57308,57485,69.04,68.96,69.13,83132,83013,83250,
CW,2021/04/20,60216,60125,60306,72.07,71.97,72.18,83546,83425,83668,
CW,2021/04/21,60583,60491,60676,72.55,72.43,72.68,83504,83375,83633,
CW,2021/04/22,60540,60448,60633,72.6,72.49,72.71,83393,83267,83518,
CW,2021/04/23,60144,60052,60235,72.11,72.02,72.2,83405,83282,83528,
CW,2021/04/24,58676,58575,58777,70.48,70.23,70.73,83257,83099,83414,
CW,2021/04/25,57400,57307,57492,69.07,69,69.13,83108,82990,83227,
CW,2021/04/26,57494,57392,57595,69.31,69.14,69.48,82953,82827,83079,
CW,2021/04/27,59839,59737,59941,71.77,71.61,71.93,83376,83250,83501,
CW,2021/04/28,60752,60642,60863,72.49,72.24,72.74,83808,83662,83953,
CW,2021/04/29,60205,60103,60307,72.18,71.99,72.38,83408,83269,83548,
CW,2021/04/30,60103,59873,60332,71.55,70.75,72.35,84003,83712,84294,
CW,2021/05/01,58855,58440,59270,70.32,68.78,71.86,83695,83170,84220,
CW,2021/05/02,57500,56944,58056,68.79,66.7,70.89,83582,82875,84289,
AL,2021/04/02,1249,1249,1249,78.95,78.95,78.95,1582,1582,1582,POINT (-86.844516 32.756889)
AR,2021/04/02,647,647,647,64.7,64.7,64.7,1000,1000,1000,POINT (-92.439162 34.899825)
CA,2021/04/02,4915,4909,4921,71.43,71.05,71.82,6879,6863,6895,POINT (-119.662127 37.211164)
CT,2021/04/02,598,598,598,57.72,57.72,57.72,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/02,267,267,267,79.7,79.7,79.7,335,335,335,POINT (-77.016275 38.904785)
GA,2021/04/02,2175,2175,2175,77.76,77.76,77.76,2797,2797,2797,POINT (-83.426574 32.638481)
ID,2021/04/02,205,205,205,69.02,69.02,69.02,297,297,297,POINT (-114.659366 44.389073)
IN,2021/04/02,1432,1432,1432,65.9,65.9,65.9,2173,2173,2173,POINT (-86.2818 39.919991)
KS,2021/04/02,542,482,602,66.83,66.83,66.83,811,811,811,POINT (-98.38018 38.484729)
LA,2021/04/02,1085,1085,1085,62.04,62.04,62.04,1749,1749,1749,POINT (-91.840238 30.921314)
MD,2021/04/02,955,955,955,72.51,72.51,72.51,1317,1317,1317,POINT (-76.687282 38.946466)
MI,2021/04/02,1941,1918,1964,78.11,75.26,80.96,2485,2457,2513,POINT (-85.730977 44.874798)
AL,2021/04/03,1197,1197,1197,76.44,76.44,76.44,1566,1566,1566,POINT (-86.844516 32.756889)
AR,2021/04/03,618,615,621,59.69,58.83,60.55,1035,1032,1038,POINT (-92.439162 34.899825)
CA,2021/04/03,4857,4842,4871,70.5,69.81,71.19,6889,6869,6909,POINT (-119.662127 37.211164)
CT,2021/04/03,608,608,608,58.69,58.69,58.69,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/03,262,262,262,81.37,81.37,81.37,322,322,322,POINT (-77.016275 38.904785)
GA,2021/04/03,2128,2127,2128,76.67,76.67,76.67,2775,2775,2775,POINT (-83.426574 32.638481)
ID,2021/04/03,197,197,197,65.89,65.89,65.89,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/03,1358,1355,1361,62.58,62.58,62.58,2170,2170,2170,POINT (-86.2818 39.919991)
KS,2021/04/03,552,552,553,69.85,69.85,69.85,791,791,791,POINT (-98.38018 38.484729)
LA,2021/04/03,1041,1041,1041,59.72,59.72,59.72,1743,1743,1743,POINT (-91.840238 30.921314)
MD,2021/04/03,962,962,962,73.04,73.04,73.04,1317,1317,1317,POINT (-76.687282 38.946466)
MI,2021/04/03,1952,1952,1952,76.64,76.64,76.64,2547,2547,2547,POINT (-85.730977 44.874798)
AL,2021/04/04,1179,1179,1179,74.86,74.86,74.86,1575,1575,1575,POINT (-86.844516 32.756889)
AR,2021/04/04,596,585,606,59.8,56.9,62.69,996,992,1000,POINT (-92.439162 34.899825)
CA,2021/04/04,4682,4674,4689,68.17,67.71,68.62,6868,6853,6883,POINT (-119.662127 37.211164)
CT,2021/04/04,584,584,584,56.37,56.37,56.37,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/04,242,242,242,77.56,77.56,77.56,312,312,312,POINT (-77.016275 38.904785)
GA,2021/04/04,2102,2102,2102,75.69,75.69,75.69,2777,2777,2777,POINT (-83.426574 32.638481)
ID,2021/04/04,192,192,192,64.21,64.21,64.21,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/04,1296,1295,1296,59.78,55.78,63.79,2167,2111,2223,POINT (-86.2818 39.919991)
KS,2021/04/04,526,526,526,67.18,67.18,67.18,783,783,783,POINT (-98.38018 38.484729)
LA,2021/04/04,1041,1041,1041,59.76,59.76,59.76,1742,1742,1742,POINT (-91.840238 30.921314)
MD,2021/04/04,957,957,957,73.62,73.62,73.62,1300,1300,1300,POINT (-76.687282 38.946466)
MI,2021/04/04,1972,1972,1972,78.57,78.57,78.57,2510,2510,2510,POINT (-85.730977 44.874798)
AL,2021/04/05,1220,1220,1220,77.22,77.22,77.22,1580,1580,1580,POINT (-86.844516 32.756889)
AR,2021/04/05,624,621,628,61.46,60.34,62.57,1016,1012,1020,POINT (-92.439162 34.899825)
CA,2021/04/05,4684,4649,4719,68.32,66.8,69.85,6856,6818,6893,POINT (-119.662127 37.211164)
CT,2021/04/05,574,574,574,55.41,55.41,55.41,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/05,243,243,243,78.64,78.64,78.64,309,309,309,POINT (-77.016275 38.904785)
GA,2021/04/05,2084,2082,2085,75.19,75.19,75.19,2771,2771,2771,POINT (-83.426574 32.638481)
ID,2021/04/05,198,198,199,66.39,66.39,66.39,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/05,1315,1315,1315,60.52,60.52,60.52,2173,2173,2173,POINT (-86.2818 39.919991)
KS,2021/04/05,523,521,525,66.71,66.01,67.41,784,783,785,POINT (-98.38018 38.484729)
LA,2021/04/05,1050,1050,1050,60.17,60.17,60.17,1745,1745,1745,POINT (-91.840238 30.921314)
MD,2021/04/05,979,979,979,75.83,75.83,75.83,1291,1291,1291,POINT (-76.687282 38.946466)
MI,2021/04/05,1989,1989,1989,79.15,79.15,79.15,2513,2513,2513,POINT (-85.730977 44.874798)
AL,2021/04/06,1290,1288,1292,81.29,81.29,81.29,1587,1587,1587,POINT (-86.844516 32.756889)
AR,2021/04/06,675,672,678,66.59,65.72,67.45,1014,1011,1017,POINT (-92.439162 34.899825)
CA,2021/04/06,4778,4777,4779,69.17,68.93,69.4,6908,6898,6918,POINT (-119.662127 37.211164)
CT,2021/04/06,604,604,604,58.3,58.3,58.3,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/06,258,258,258,82.43,82.43,82.43,313,313,313,POINT (-77.016275 38.904785)
GA,2021/04/06,2140,2098,2181,77.35,72.14,82.56,2766,2705,2827,POINT (-83.426574 32.638481)
ID,2021/04/06,206,206,206,68.9,68.9,68.9,299,299,299,POINT (-114.659366 44.389073)
IN,2021/04/06,1413,1412,1414,65.12,65.12,65.12,2170,2170,2170,POINT (-86.2818 39.919991)
KS,2021/04/06,542,542,542,68.43,68.43,68.43,792,792,792,POINT (-98.38018 38.484729)
LA,2021/04/06,1104,1104,1104,63.34,63.34,63.34,1743,1743,1743,POINT (-91.840238 30.921314)
MD,2021/04/06,1017,1017,1017,76.99,76.99,76.99,1321,1321,1321,POINT (-76.687282 38.946466)
MI,2021/04/06,2073,2073,2073,81.58,81.58,81.58,2541,2541,2541,POINT (-85.730977 44.874798)
AL,2021/04/07,1333,1332,1334,84.15,84.15,84.15,1584,1584,1584,POINT (-86.844516 32.756889)
AR,2021/04/07,692,692,693,68.43,68.43,68.43,1012,1012,1012,POINT (-92.439162 34.899825)
CA,2021/04/07,4800,4799,4801,69.9,69.72,70.07,6867,6860,6874,POINT (-119.662127 37.211164)
CT,2021/04/07,605,605,605,58.4,58.4,58.4,1036,1036,1036,POINT (-72.738288 41.575155)
DC,2021/04/07,263,263,263,85.67,85.67,85.67,307,307,307,POINT (-77.016275 38.904785)
GA,2021/04/07,2163,2161,2165,78.14,77.94,78.35,2768,2766,2770,POINT (-83.426574 32.638481)
ID,2021/04/07,210,210,210,70.71,70.71,70.71,297,297,297,POINT (-114.659366 44.389073)
IN,2021/04/07,1500,1500,1501,68.77,68.77,68.77,2182,2182,2182,POINT (-86.2818 39.919991)
