state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,1,53,9,5,53,5,16,61,7017,63,5335,63,408,61,35,63,61,61,1,61,7,61,545,63,67,61,49,63,384,61,299,63,24,61,11,61,757,63,0.76029642297278,63,5335,7017,0.078026391279403,61,408,5229,0.059501239609159,61,408,6857,0.091530054644809,61,67,732,0.71994715984148,63,545,757,2022/03/09,,0,63,5,57,2,57,0,57,5,57,5,57,6,57,12,57,0,63,1,60,2,55,2,56,5,55,9,55,13,55,20,56,9,55,0,61,7,47,748,147,820,65,0,97,1,61,1,61,0,41,0,41,2,0,41,61
PA,8,86,129,42,175,6,11,217,30541,223,23777,223,955,217,72,223,272,217,3,216,12,216,2487,223,133,217,119,223,904,217,690,223,51,217,26,217,3514,223,0.778527225696605,223,23777,30541,0.040560628583563,217,955,23545,0.031631943294359,217,955,30191,0.0389914980944,217,133,3411,0.70774046670461,223,2487,3514,2022/03/09,,0,221,2,212,2,213,3,212,9,212,17,212,16,213,19,212,4,220,0,211,15,206,22,205,23,208,41,208,57,207,59,208,50,206,5,213,9,193,5066,9,3394,19,0,18,6,214,6,214,0,59,0,58,59,3,59,214
PR,0,12,54,12,49,5,1,65,9045,66,5691,66,46,65,5,66,5,65,2,65,1,65,457,66,9,65,6,66,41,65,33,66,5,65,2,65,644,66,0.629187396351576,66,5691,9045,0.008252601363473,65,46,5574,0.005190701873166,65,46,8862,0.014634146341463,65,9,615,0.709627329192547,66,457,644,2022/03/09,,0,66,1,66,0,66,1,66,0,66,1,66,1,66,0,66,1,66,0,65,1,65,0,65,0,65,1,65,0,65,1,65,2,65,0,65,0,7,299,10,103,2,0,0,1,65,6,65,0,7,0,7,10,0,7,65
RI,1,1,13,6,8,1,4,14,2371,15,2009,15,51,14,2,15,6,14,0,14,0,14,112,15,8,14,5,15,50,14,42,15,1,14,0,14,133,15,0.847321805145508,15,2009,2371,0.025385764061722,14,51,2009,0.021509911429776,14,51,2371,0.06015037593985,14,8,133,0.842105263157895,15,112,133,2022/03/09,,0,15,1,15,0,15,0,15,0,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,1,14,1,14,0,14,2,14,2,14,0,14,0,2,41,0,20,0,0,0,0,14,0,14,0,2,0,2,1,0,2,14
SC,20,62,5,23,59,5,12,85,11618,87,8255,87,268,85,28,87,12,85,0,84,2,84,851,87,54,85,53,87,262,85,239,87,6,85,3,85,1315,87,0.710535376140472,87,8255,11618,0.032770848618244,85,268,8178,0.023424525828162,85,268,11441,0.042386185243328,85,54,1274,0.647148288973384,87,851,1315,2022/03/09,,0,85,3,82,0,82,2,82,3,82,3,82,8,82,8,83,1,82,0,84,0,81,1,80,1,80,4,80,1,80,3,78,2,80,0,80,3,60,1605,1595,1719,0,0,0,1,85,3,85,0,53,0,53,34,0,53,85
SD,0,53,10,3,50,10,14,60,2392,63,1369,63,78,60,7,63,8,60,0,60,0,60,124,63,15,60,16,63,76,60,64,63,2,60,2,60,245,63,0.572324414715719,63,1369,2392,0.058122205663189,60,78,1342,0.033490768570202,60,78,2329,0.063559322033898,60,15,236,0.506122448979592,63,124,245,2022/03/09,,1,62,0,49,1,48,1,48,0,48,1,48,0,48,3,49,0,63,0,59,0,44,1,44,1,45,0,45,1,45,3,45,2,45,0,60,1,7,442,2,1106,33,0,73,1,60,2,60,0,6,0,6,9,0,6,60
TN,3,55,82,23,44,73,19,137,19829,140,14273,140,679,137,42,140,35,137,1,137,1,137,1549,140,143,137,135,140,651,137,584,140,28,137,26,137,2186,140,0.719804326995814,140,14273,19829,0.048251847640705,137,679,14072,0.034815156642568,137,679,19503,0.068192656175489,137,143,2097,0.708600182982617,140,1549,2186,2022/03/09,,0,140,0,139,5,139,1,138,7,139,7,138,9,139,8,139,5,140,0,137,2,136,2,135,4,136,6,136,8,136,6,136,3,136,4,137,5,57,8,0,94,18,0,0,3,137,3,137,0,57,0,57,33,3,57,137
TX,4,72,518,4,72,518,109,594,62987,594,45666,594,2181,594,174,594,244,594,19,594,53,594,4879,594,486,594,440,594,2073,594,1707,594,108,594,71,594,5701,594,0.725006747424072,594,45666,62987,0.04775982131126,594,2181,45666,0.034626192706431,594,2181,62987,0.085248202069812,594,486,5701,0.855814769338712,594,4879,5701,2022/03/09,,2,592,13,589,17,589,19,589,29,589,34,588,25,588,28,588,7,594,0,592,19,589,27,589,30,590,33,590,58,589,35,589,30,589,12,594,20,588,63,0,108,0,0,0,27,594,69,594,0,87,0,87,252,2,87,594
UT,0,47,9,2,45,9,0,55,6054,56,4020,56,191,55,16,56,2,55,3,55,0,55,295,56,36,55,34,56,167,55,159,56,24,55,0,55,413,56,0.66402378592666,56,4020,6054,0.048074502894538,55,191,3973,0.031923784054822,55,191,5983,0.089330024813896,55,36,403,0.714285714285714,56,295,413,2022/03/09,,0,56,8,54,1,54,1,54,1,54,1,54,1,54,3,54,0,56,0,55,0,53,1,53,0,53,0,53,1,53,0,53,0,53,0,55,0,43,436,30,193,0,0,0,0,55,1,55,0,41,0,41,47,1,41,55
VA,11,71,22,18,67,19,40,101,17454,104,12466,104,524,101,46,104,105,101,0,101,7,101,1221,104,111,101,110,104,506,101,439,104,18,101,12,101,1895,104,0.714220236049043,104,12466,17454,0.042532467532468,101,524,12320,0.030385619020006,101,524,17245,0.060195227765727,101,111,1844,0.644327176781003,104,1221,1895,2022/03/09,,0,102,4,100,0,99,4,100,9,100,12,99,8,99,9,101,0,104,0,98,7,96,5,97,13,97,12,96,23,96,21,98,24,98,0,101,12,71,995,1428,732,96,0,133,2,101,7,101,0,71,0,71,38,3,71,101
VI,0,2,0,2,0,0,0,2,168,2,110,2,3,2,0,2,0,2,0,2,0,2,10,2,3,2,3,2,3,2,3,2,0,2,0,2,20,2,0.654761904761905,2,110,168,0.027272727272727,2,3,110,0.017857142857143,2,3,168,0.15,2,3,20,0.5,2,10,20,2022/03/09,,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,126,0,,30,0,2,0,2,,0,,0,0,,0,2
VT,9,7,1,9,7,1,0,16,1240,17,870,17,24,16,6,17,5,16,0,16,0,16,56,17,3,16,3,17,21,16,26,17,3,16,1,16,99,17,0.701612903225806,17,870,1240,0.028070175438596,16,24,855,0.019753086419753,16,24,1215,0.031914893617021,16,3,94,0.565656565656566,17,56,99,2022/03/09,,0,17,0,17,1,17,1,17,0,17,1,17,1,17,1,17,0,17,0,16,0,16,0,16,1,16,0,16,0,16,3,16,1,16,0,16,0,1,,,,,,,0,16,0,16,0,1,0,1,0,0,1,16
