state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-01-30,"66,155","66,125","66,185",75.88,75.77,75.98,"87,116","86,900","87,332"
CW,2021-01-31,"65,002","64,967","65,037",74.92,74.80,75.05,"86,684","86,471","86,898"
CW,2021-02-01,"64,691","64,663","64,720",74.52,74.44,74.60,"86,743","86,541","86,945"
CW,2021-02-02,"66,161","66,154","66,168",76.01,75.99,76.03,"86,976","86,781","87,171"
CW,2021-02-03,"66,232","66,178","66,287",76.23,76.05,76.41,"86,816","86,614","87,018"
CW,2021-02-04,"65,966","65,943","65,990",75.91,75.83,75.98,"86,826","86,634","87,018"
CW,2021-02-05,"65,760","65,749","65,770",75.76,75.73,75.79,"86,716","86,529","86,902"
CW,2021-02-06,"64,614","64,605","64,623",74.87,74.85,74.90,"86,226","86,047","86,405"
CW,2021-02-07,"63,048","63,041","63,054",73.11,72.76,73.46,"86,174","85,998","86,351"
CW,2021-02-08,"62,814","62,797","62,831",72.84,72.50,73.18,"86,175","86,006","86,344"
CW,2021-02-09,"64,686","64,675","64,696",74.59,74.25,74.92,"86,657","86,490","86,824"
CW,2021-02-10,"65,160","65,138","65,182",75.19,74.87,75.51,"86,586","86,428","86,744"
CW,2021-02-11,"64,602","64,585","64,620",74.72,74.42,75.02,"86,391","86,244","86,538"
CW,2021-02-12,"64,168","64,154","64,183",74.26,74.00,74.52,"86,330","86,199","86,460"
CW,2021-02-13,"62,950","62,899","63,000",73.17,72.91,73.44,"85,952","85,836","86,068"
CW,2021-02-14,"61,193","61,004","61,382",71.19,70.53,71.85,"85,886","85,677","86,095"
CW,2021-02-15,"60,983","60,961","61,005",71.41,71.20,71.63,"85,323","85,216","85,430"
CW,2021-02-16,"62,298","62,290","62,306",72.65,72.39,72.90,"85,684","85,555","85,813"
CW,2021-02-17,"62,966","62,894","63,037",73.42,73.04,73.80,"85,698","85,534","85,863"
