state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-22,"532,286","532,131","532,441",75.18,75.13,75.24,"707,664","707,512","707,816"
CW,2021-01-23,"516,370","516,143","516,597",73.29,73.22,73.36,"704,246","704,098","704,393"
CW,2021-01-24,"504,572","504,403","504,741",71.91,71.88,71.94,"701,314","701,239","701,388"
CW,2021-01-25,"508,485","508,419","508,552",72.34,72.32,72.36,"702,586","702,532","702,641"
CW,2021-01-26,"527,731","527,661","527,802",74.70,74.68,74.72,"706,177","706,139","706,215"
CW,2021-01-27,"532,616","532,361","532,870",75.16,75.06,75.27,"708,340","708,070","708,610"
CW,2021-01-28,"529,824","529,718","529,931",74.90,74.86,74.94,"707,053","706,954","707,152"
CW,2021-01-29,"523,615","523,536","523,695",74.19,74.17,74.21,"705,492","705,463","705,522"
CW,2021-01-30,"504,145","503,980","504,311",71.70,71.63,71.76,"702,859","702,703","703,016"
CW,2021-01-31,"490,510","490,300","490,719",70.17,70.07,70.27,"698,733","698,436","699,030"
CW,2021-02-01,"493,814","493,696","493,932",70.60,70.55,70.64,"699,185","699,054","699,315"
CW,2021-02-02,"514,767","514,707","514,826",73.24,73.22,73.25,"702,573","702,554","702,593"
CW,2021-02-03,"521,688","521,540","521,837",73.98,73.81,74.14,"704,800","704,149","705,450"
CW,2021-02-04,"521,069","520,981","521,158",73.91,73.88,73.94,"704,602","704,548","704,655"
CW,2021-02-05,"517,355","517,220","517,490",73.51,73.47,73.56,"703,335","703,270","703,400"
CW,2021-02-06,"501,858","501,711","502,006",71.63,71.58,71.68,"700,171","700,110","700,232"
CW,2021-02-07,"487,594","487,145","488,043",70.00,69.81,70.19,"696,104","695,645","696,563"
CW,2021-02-08,"490,125","490,023","490,227",70.26,70.22,70.30,"697,180","697,084","697,276"
CW,2021-02-09,"512,356","512,266","512,446",72.99,72.95,73.02,"701,532","701,453","701,611"
CW,2021-02-10,"520,602","520,475","520,728",73.99,73.93,74.04,"703,168","703,032","703,303"
CW,2021-02-11,"518,170","517,981","518,358",73.71,73.64,73.78,"702,605","702,480","702,730"
CW,2021-02-12,"510,805","510,694","510,916",72.88,72.83,72.93,"700,489","700,345","700,633"
CW,2021-02-13,"492,237","491,759","492,715",70.60,70.39,70.81,"696,819","696,271","697,367"
CW,2021-02-14,"477,347","476,020","478,674",68.77,68.14,69.40,"693,678","691,876","695,479"
CW,2021-02-15,"478,155","477,939","478,372",68.96,68.86,69.05,"692,986","692,734","693,237"
CW,2021-02-16,"497,024","496,831","497,216",71.37,71.29,71.46,"695,950","695,742","696,158"
CW,2021-02-17,"507,495","507,156","507,833",72.57,72.42,72.72,"698,901","698,485","699,317"
CW,2021-02-18,"506,131","504,547","507,715",72.62,71.91,73.32,"696,543","694,661","698,425"
CW,2021-02-19,"504,848","502,834","506,862",72.46,71.55,73.36,"696,341","693,893","698,789"
CW,2021-02-20,"491,357","488,068","494,645",70.67,69.17,72.18,"694,816","690,651","698,981"
CW,2021-02-21,"480,735","476,640","484,830",69.43,67.53,71.33,"692,091","686,850","697,332"
AK,2021-01-22,779,779,779,53.65,53.65,53.65,"1,452","1,452","1,452"
AL,2021-01-22,"11,040","11,040","11,040",79.20,79.20,79.20,"13,939","13,939","13,939"
AR,2021-01-22,"5,612","5,600","5,624",73.13,72.65,73.61,"7,674","7,660","7,688"
AZ,2021-01-22,"11,479","11,479","11,479",77.46,77.46,77.46,"14,819","14,819","14,819"
CA,2021-01-22,"52,335","52,335","52,335",81.72,81.72,81.72,"64,039","64,039","64,039"
CT,2021-01-22,"6,330","6,330","6,330",81.46,81.46,81.46,"7,771","7,771","7,771"
DC,2021-01-22,"2,451","2,451","2,451",81.24,81.24,81.24,"3,017","3,017","3,017"
DE,2021-01-22,"1,947","1,947","1,947",75.06,75.06,75.06,"2,594","2,594","2,594"
FL,2021-01-22,"43,260","43,260","43,260",82.54,82.54,82.54,"52,409","52,409","52,409"
GA,2021-01-22,"16,488","16,471","16,505",84.97,84.68,85.26,"19,404","19,381","19,427"
HI,2021-01-22,"1,785","1,785","1,785",72.00,72.00,72.00,"2,479","2,479","2,479"
IA,2021-01-22,"4,934","4,934","4,934",64.12,64.12,64.12,"7,695","7,695","7,695"
ID,2021-01-22,"1,746","1,746","1,746",56.74,56.74,56.74,"3,077","3,077","3,077"
IN,2021-01-22,"10,763","10,763","10,763",65.54,65.54,65.54,"16,421","16,421","16,421"
KS,2021-01-22,"4,718","4,718","4,718",60.39,60.39,60.39,"7,812","7,812","7,812"
KY,2021-01-22,"7,776","7,776","7,776",63.34,63.34,63.34,"12,277","12,277","12,277"
LA,2021-01-22,"9,314","9,314","9,314",73.11,73.11,73.11,"12,740","12,740","12,740"
MA,2021-01-22,"12,334","12,334","12,334",81.15,81.15,81.15,"15,199","15,199","15,199"
MD,2021-01-22,"8,128","8,128","8,128",84.01,84.01,84.01,"9,675","9,675","9,675"
ME,2021-01-22,"1,976","1,976","1,976",68.66,68.66,68.66,"2,878","2,878","2,878"
MI,2021-01-22,"15,170","15,170","15,170",73.61,73.61,73.61,"20,608","20,608","20,608"
AK,2021-01-23,775,775,775,53.37,53.37,53.37,"1,452","1,452","1,452"
AL,2021-01-23,"10,568","10,568","10,568",75.89,75.89,75.89,"13,925","13,925","13,925"
AR,2021-01-23,"5,387","5,387","5,387",70.99,70.99,70.99,"7,588","7,588","7,588"
AZ,2021-01-23,"11,199","11,199","11,199",75.57,75.57,75.57,"14,819","14,819","14,819"
CA,2021-01-23,"51,453","51,388","51,517",80.83,80.52,81.14,"63,656","63,580","63,733"
CT,2021-01-23,"6,199","6,199","6,199",80.16,80.16,80.16,"7,733","7,733","7,733"
DC,2021-01-23,"2,439","2,439","2,439",81.03,81.03,81.03,"3,010","3,010","3,010"
DE,2021-01-23,"1,894","1,894","1,894",73.07,73.07,73.07,"2,592","2,592","2,592"
FL,2021-01-23,"42,205","42,205","42,205",80.69,80.69,80.69,"52,308","52,308","52,308"
GA,2021-01-23,"15,966","15,966","15,966",82.24,82.24,82.24,"19,414","19,414","19,414"
HI,2021-01-23,"1,748","1,748","1,748",70.26,70.26,70.26,"2,488","2,488","2,488"
IA,2021-01-23,"4,619","4,619","4,619",59.86,59.86,59.86,"7,716","7,716","7,716"
ID,2021-01-23,"1,669","1,669","1,669",54.76,54.76,54.76,"3,048","3,048","3,048"
IN,2021-01-23,"10,387","10,387","10,387",63.22,63.22,63.22,"16,431","16,431","16,431"
KS,2021-01-23,"4,374","4,374","4,374",57.08,57.08,57.08,"7,663","7,663","7,663"
KY,2021-01-23,"7,502","7,502","7,502",61.01,61.01,61.01,"12,297","12,297","12,297"
LA,2021-01-23,"8,962","8,962","8,962",71.29,71.29,71.29,"12,571","12,571","12,571"
MA,2021-01-23,"12,057","12,057","12,057",79.55,79.55,79.55,"15,157","15,157","15,157"
MD,2021-01-23,"7,957","7,957","7,957",81.43,81.43,81.43,"9,771","9,771","9,771"
ME,2021-01-23,"1,947","1,947","1,947",68.24,68.24,68.24,"2,853","2,853","2,853"
MI,2021-01-23,"15,128","15,128","15,128",74.03,74.03,74.03,"20,436","20,436","20,436"
AK,2021-01-24,776,775,777,53.44,53.44,53.44,"1,452","1,452","1,452"
AL,2021-01-24,"10,347","10,347","10,347",74.27,74.27,74.27,"13,932","13,932","13,932"
AR,2021-01-24,"5,184","5,184","5,184",69.02,69.02,69.02,"7,511","7,511","7,511"
AZ,2021-01-24,"10,901","10,889","10,914",74.43,74.43,74.43,"14,646","14,646","14,646"
CA,2021-01-24,"50,483","50,442","50,525",80.06,79.87,80.26,"63,053","63,006","63,100"
CT,2021-01-24,"6,107","6,107","6,107",79.02,79.02,79.02,"7,728","7,728","7,728"
DC,2021-01-24,"2,431","2,431","2,431",82.07,82.07,82.07,"2,962","2,962","2,962"
DE,2021-01-24,"1,820","1,820","1,820",70.84,70.84,70.84,"2,569","2,569","2,569"
FL,2021-01-24,"41,400","41,400","41,400",79.26,79.26,79.26,"52,232","52,232","52,232"
GA,2021-01-24,"15,854","15,844","15,864",81.68,81.68,81.68,"19,409","19,409","19,409"
HI,2021-01-24,"1,713","1,713","1,713",69.04,69.04,69.04,"2,481","2,481","2,481"
IA,2021-01-24,"4,387","4,386","4,388",56.82,56.67,56.96,"7,721","7,714","7,728"
ID,2021-01-24,"1,624","1,624","1,624",53.30,53.30,53.30,"3,047","3,047","3,047"
IN,2021-01-24,"10,133","10,133","10,133",61.72,61.72,61.72,"16,419","16,419","16,419"
KS,2021-01-24,"4,394","4,394","4,394",56.65,56.65,56.65,"7,757","7,757","7,757"
KY,2021-01-24,"7,370","7,350","7,391",59.94,59.94,59.94,"12,297","12,297","12,297"
LA,2021-01-24,"8,756","8,750","8,762",70.02,70.02,70.02,"12,505","12,505","12,505"
MA,2021-01-24,"11,840","11,840","11,840",78.32,78.32,78.32,"15,118","15,118","15,118"
MD,2021-01-24,"7,931","7,931","7,931",80.47,80.47,80.47,"9,856","9,856","9,856"
ME,2021-01-24,"1,933","1,933","1,933",67.75,67.75,67.75,"2,853","2,853","2,853"
MI,2021-01-24,"14,814","14,814","14,814",72.99,72.99,72.99,"20,297","20,297","20,297"
AK,2021-01-25,794,794,794,54.12,54.12,54.12,"1,467","1,467","1,467"
AL,2021-01-25,"10,587","10,587","10,587",76.06,76.06,76.06,"13,920","13,920","13,920"
AR,2021-01-25,"5,226","5,216","5,235",69.39,69.03,69.74,"7,531","7,523","7,539"
AZ,2021-01-25,"10,817","10,812","10,821",74.22,74.22,74.22,"14,574","14,574","14,574"
CA,2021-01-25,"50,320","50,320","50,320",79.66,79.66,79.66,"63,166","63,166","63,166"
CT,2021-01-25,"6,030","6,030","6,030",78.15,78.15,78.15,"7,716","7,716","7,716"
DC,2021-01-25,"2,387","2,387","2,387",80.02,80.02,80.02,"2,983","2,983","2,983"
DE,2021-01-25,"1,832","1,832","1,832",71.20,71.20,71.20,"2,573","2,573","2,573"
FL,2021-01-25,"42,196","42,193","42,199",80.64,80.55,80.74,"52,325","52,298","52,352"
GA,2021-01-25,"16,061","16,061","16,061",83.02,83.02,83.02,"19,346","19,346","19,346"
HI,2021-01-25,"1,698","1,698","1,698",68.44,68.44,68.44,"2,481","2,481","2,481"
IA,2021-01-25,"4,485","4,485","4,485",58.13,58.13,58.13,"7,716","7,710","7,722"
ID,2021-01-25,"1,760","1,760","1,760",57.61,57.61,57.61,"3,055","3,055","3,055"
