state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,10,53,6,11,52,6,12,68,9497,69,5026,69,569,68,32,69,40,68,1,68,10,68,468,69,86,68,80,69,546,68,465,69,23,68,2,68,704,69,0.529219753606402,69,5026,9497,0.1164790174002047,68,569,4885,0.06111707841031149,68,569,9310,0.1277860326894502,68,86,673,0.6647727272727273,69,468,704,2020-12-20
RI,4,10,1,4,10,1,22,14,2621,15,2355,15,481,14,31,15,0,14,0,14,0,14,148,15,52,14,54,15,476,14,436,15,5,14,4,14,171,15,0.8985120183136207,15,2355,2621,0.20831528800346472,14,481,2309,0.18811106765741104,14,481,2557,0.32298136645962733,14,52,161,0.8654970760233918,15,148,171,2020-12-20
SC,26,58,2,31,53,2,21,84,11219,86,8964,86,1744,84,252,86,95,84,0,84,0,84,1063,86,368,84,355,86,1736,84,1609,86,8,84,8,84,1308,86,0.7990016935555754,86,8964,11219,0.19657348963029755,84,1744,8872,0.1578423386731831,84,1744,11049,0.2902208201892745,84,368,1268,0.8126911314984709,86,1063,1308,2020-12-20
SD,9,53,3,13,49,3,55,62,2846,65,1637,65,312,62,23,65,10,62,0,62,1,62,159,65,68,62,65,65,310,62,272,65,2,62,0,62,250,65,0.5751932536893886,65,1637,2846,0.1947565543071161,62,312,1602,0.11304347826086956,62,312,2760,0.28451882845188287,62,68,239,0.636,65,159,250,2020-12-20
TN,0,4,140,0,4,140,0,4,20344,144,11999,123,12,4,0,4,0,4,0,4,0,4,1664,140,0,4,0,4,7,4,0,4,5,4,0,4,2459,144,0.6400149349263922,123,11999,18748,0.07692307692307693,4,12,156,0.06486486486486487,4,12,185,,4,0,0,0.7041895895048667,140,1664,2363,2020-12-20
TX,134,460,0,165,429,0,254,594,72337,594,53112,594,11492,594,1551,594,708,594,23,594,60,594,6411,594,2972,594,2849,594,11324,594,10611,594,168,594,108,594,7250,594,0.7342300620705863,594,53112,72337,0.21637294773309235,594,11492,53112,0.1588675228444641,594,11492,72337,0.40993103448275864,594,2972,7250,0.8842758620689655,594,6411,7250,2020-12-20
UT,6,51,1,7,50,1,2,57,5824,58,3362,58,598,57,75,58,22,57,6,57,0,57,428,58,170,57,169,58,576,57,531,58,22,57,3,57,635,58,0.5772664835164835,58,3362,5824,0.1807738814993954,57,598,3308,0.10432658757850663,57,598,5732,0.2755267423014587,57,170,617,0.6740157480314961,58,428,635,2020-12-20
VA,27,73,8,35,65,8,48,105,18312,108,13273,108,2460,105,254,108,265,105,7,105,16,105,1514,108,531,105,491,108,2416,105,2104,108,44,105,30,105,2028,108,0.724825251201398,108,13273,18312,0.187614399023795,105,2460,13112,0.13619000166085368,105,2460,18063,0.27036659877800406,105,531,1964,0.7465483234714004,108,1514,2028,2020-12-20
VI,1,1,0,2,0,0,0,2,168,2,102,2,4,2,0,2,0,2,0,2,0,2,10,2,2,2,2,2,4,2,4,2,0,2,0,2,20,2,0.6071428571428571,2,102,168,0.0392156862745098,2,4,102,0.023809523809523808,2,4,168,0.1,2,2,20,0.5,2,10,20,2020-12-20
VT,1,15,1,1,15,1,0,16,1312,17,802,17,35,16,5,17,5,16,0,16,0,16,70,17,7,16,7,17,35,16,33,17,0,16,0,16,111,17,0.6112804878048781,17,802,1312,0.04430379746835443,16,35,790,0.027450980392156862,16,35,1275,0.0673076923076923,16,7,104,0.6306306306306306,17,70,111,2020-12-20
WA,18,84,2,24,78,2,38,102,13788,104,9665,104,1148,102,112,104,98,102,0,102,16,102,977,104,238,102,231,104,1132,102,1030,104,16,102,13,102,1367,104,0.7009718595880475,104,9665,13788,0.11989556135770235,102,1148,9575,0.08410872591398637,102,1148,13649,0.17695167286245353,102,238,1345,0.7147037307973665,104,977,1367,2020-12-20
WI,38,107,3,49,96,3,58,145,13949,148,8903,148,1371,145,269,148,76,145,0,145,4,145,1010,148,293,145,293,148,1362,145,1335,148,9,144,6,144,1630,148,0.6382536382536382,148,8903,13949,0.1568649885583524,145,1371,8740,0.10023395233221231,145,1371,13678,0.18567807351077312,145,293,1578,0.6196319018404908,148,1010,1630,2020-12-20
WV,20,39,4,20,39,4,23,59,6241,63,4554,63,809,59,110,63,57,59,0,59,1,59,535,63,164,59,168,63,804,59,781,63,5,59,4,59,650,63,0.7296907546867489,63,4554,6241,0.1818794964028777,59,809,4448,0.13391822545936102,59,809,6041,0.27378964941569284,59,164,599,0.823076923076923,63,535,650,2020-12-20
AK,3,21,0,3,21,0,2,24,1628,24,951,24,95,24,13,24,2,24,0,24,0,24,91,24,20,24,19,24,91,24,88,24,4,24,4,24,126,24,0.5841523341523341,24,951,1628,0.09989484752891693,24,95,951,0.05835380835380835,24,95,1628,0.15873015873015872,24,20,126,0.7222222222222222,24,91,126,2020-12-20
AL,35,75,7,42,68,7,17,113,15710,117,11725,117,2774,113,511,115,92,113,2,113,6,113,1346,117,682,113,681,115,2749,113,2609,115,25,113,21,113,1503,117,0.7463399108847868,117,11725,15710,0.24419014084507043,113,2774,11360,0.1816514963001768,113,2774,15271,0.46552901023890786,113,682,1465,0.895542248835662,117,1346,1503,2020-12-20
AR,34,71,2,37,68,2,7,105,9130,107,6426,107,1160,105,148,107,269,105,4,105,13,105,764,107,317,105,302,107,1131,105,1037,107,29,105,9,105,1024,107,0.7038335158817086,107,6426,9130,0.1809672386895476,105,1160,6410,0.12762680162834195,105,1160,9089,0.31479642502482624,105,317,1007,0.74609375,107,764,1024,2020-12-20
AZ,39,81,3,44,76,3,74,120,16651,123,12861,123,4426,120,551,123,294,120,3,120,7,120,1681,123,979,120,907,123,4379,120,3849,123,47,120,30,120,2220,123,0.7723860428803075,123,12861,16651,0.35043547110055423,120,4426,12630,0.2707530433718725,120,4426,16347,0.4557728119180633,120,979,2148,0.7572072072072072,123,1681,2220,2020-12-20
CA,158,242,13,170,230,13,107,405,68121,413,53571,413,19890,404,2395,413,664,405,23,404,35,404,7084,412,4024,404,4006,412,19711,404,18972,412,179,404,140,404,8262,412,0.7864094772537104,413,53571,68121,0.3760137625952322,404,19890,52897,0.29612315388280136,404,19890,67168,0.5028114457078595,404,4024,8003,0.8574195110142823,412,7084,8262,2020-12-20
CO,9,67,13,13,63,13,15,87,9789,89,6617,89,1098,87,180,89,116,87,2,87,3,87,762,89,302,87,294,89,1074,87,975,89,24,87,20,87,1196,89,0.6759628154050464,89,6617,9789,0.16809552969993877,87,1098,6532,0.11368813418927314,87,1098,9658,0.2596732588134136,87,302,1163,0.637123745819398,89,762,1196,2020-12-20
