state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-30,"504,156","503,972","504,340",71.68,71.61,71.76,"702,901","702,525","703,277"
CW,2021-01-31,"490,530","490,334","490,726",70.16,70.06,70.25,"698,770","698,335","699,205"
CW,2021-02-01,"493,826","493,724","493,929",70.58,70.54,70.63,"699,212","698,861","699,562"
CW,2021-02-02,"514,773","514,738","514,807",73.22,73.21,73.23,"702,619","702,291","702,947"
CW,2021-02-03,"521,654","521,516","521,792",73.97,73.81,74.13,"704,840","704,132","705,548"
CW,2021-02-04,"521,042","520,968","521,116",73.90,73.88,73.93,"704,628","704,319","704,938"
CW,2021-02-05,"517,323","517,197","517,448",73.50,73.46,73.55,"703,379","703,080","703,678"
CW,2021-02-06,"501,834","501,698","501,970",71.62,71.58,71.67,"700,219","699,928","700,509"
CW,2021-02-07,"487,489","487,062","487,916",69.98,69.80,70.16,"696,147","695,626","696,668"
CW,2021-02-08,"490,003","489,913","490,093",70.24,70.20,70.27,"697,211","696,913","697,509"
CW,2021-02-09,"512,246","512,165","512,327",72.97,72.94,73.00,"701,561","701,265","701,857"
CW,2021-02-10,"520,527","520,412","520,641",73.98,73.93,74.03,"703,216","702,908","703,525"
CW,2021-02-11,"518,055","517,881","518,229",73.69,73.62,73.75,"702,645","702,351","702,939"
CW,2021-02-12,"510,704","510,600","510,808",72.86,72.81,72.90,"700,542","700,249","700,835"
CW,2021-02-13,"492,141","491,683","492,599",70.58,70.38,70.78,"696,854","696,266","697,443"
CW,2021-02-14,"477,380","476,114","478,646",68.76,68.16,69.37,"693,789","692,021","695,556"
CW,2021-02-15,"478,067","477,901","478,232",68.94,68.86,69.01,"693,045","692,726","693,363"
CW,2021-02-16,"496,989","496,858","497,120",71.35,71.30,71.41,"696,093","695,819","696,366"
CW,2021-02-17,"507,468","507,338","507,598",72.56,72.48,72.64,"699,335","699,060","699,611"
CW,2021-02-18,"507,224","507,079","507,369",72.46,72.37,72.54,"700,011","699,727","700,295"
CW,2021-02-19,"506,199","506,050","506,348",72.33,72.25,72.41,"699,803","699,545","700,061"
CW,2021-02-20,"488,946","488,661","489,231",70.15,70.01,70.29,"696,998","696,587","697,409"
CW,2021-02-21,"476,680","476,511","476,850",68.65,68.56,68.74,"694,314","694,030","694,598"
CW,2021-02-22,"484,181","484,083","484,280",69.39,69.34,69.45,"697,735","697,544","697,926"
CW,2021-02-23,"509,570","509,440","509,699",72.56,72.50,72.63,"702,240","702,029","702,452"
CW,2021-02-24,"517,987","517,208","518,766",73.68,73.34,74.03,"702,973","702,022","703,924"
CW,2021-02-25,"517,790","517,174","518,407",73.74,73.47,74.01,"702,190","701,464","702,915"
CW,2021-02-26,"512,013","510,910","513,116",73.00,72.51,73.50,"701,353","700,001","702,706"
CW,2021-02-27,"493,963","492,611","495,315",70.71,70.10,71.31,"698,601","696,956","700,246"
CW,2021-02-28,"479,650","478,071","481,229",69.00,68.28,69.71,"695,145","693,220","697,069"
CW,2021-03-01,"481,136","478,525","483,747",69.40,68.21,70.59,"693,234","690,018","696,450"
AK,2021-01-30,805,805,805,54.65,54.65,54.65,"1,473","1,473","1,473"
AL,2021-01-30,"10,245","10,245","10,245",73.77,73.77,73.77,"13,887","13,887","13,887"
AR,2021-01-30,"5,069","5,069","5,069",66.57,66.57,66.57,"7,615","7,615","7,615"
AZ,2021-01-30,"10,841","10,835","10,847",74.54,74.54,74.54,"14,544","14,544","14,544"
CA,2021-01-30,"49,751","49,575","49,927",78.81,78.00,79.62,"63,129","62,949","63,309"
CO,2021-01-30,"6,264","6,264","6,264",62.09,62.09,62.09,"10,088","10,088","10,088"
