state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
AK,1,23,0,2,22,0,0,24,1664,24,1037,24,20,24,3,24,1,24,0,24,0,24,92,24,8,24,7,24,20,24,19,24,0,24,0,24,135,24,0.623197115384615,24,1037,1664,0.019286403085824,24,20,1037,0.012019230769231,24,20,1664,0.059259259259259,24,8,135,0.681481481481482,24,92,135,2021/05/26,,0,24,0,24,0,24,1,24,0,24,0,24,2,24,0,24,0,24,0,24,0,24,0,24,0,24,1,24,0,24,0,24,0,24,0,24
AL,29,73,15,27,75,15,1,110,15403,117,10888,117,391,110,48,112,45,110,1,110,15,110,1308,117,100,110,91,112,357,110,273,112,34,110,4,110,1640,117,0.706875284035578,117,10888,15403,0.038499409216227,110,391,10156,0.027038240785561,110,391,14461,0.065573770491803,110,100,1525,0.797560975609756,117,1308,1640,2021/05/26,,0,112,1,112,3,112,11,112,10,112,10,112,8,112,5,112,0,112,0,110,3,110,7,110,4,110,3,110,15,110,6,110,7,110,0,110
AR,16,90,2,20,86,2,2,106,9203,108,6361,108,222,106,34,108,33,106,2,106,11,106,652,108,79,106,67,108,214,106,178,108,8,106,3,106,967,108,0.691187656199066,108,6361,9203,0.034955125177137,106,222,6351,0.024219943268601,106,222,9166,0.082722513089005,106,79,955,0.674250258531541,108,652,967,2021/05/26,,0,108,5,108,3,108,3,108,4,108,5,108,5,108,1,108,8,108,1,106,1,106,3,106,4,106,4,106,7,106,6,106,6,106,1,106
AZ,24,91,3,27,88,3,6,115,16855,118,11385,118,551,115,52,118,80,115,2,115,4,115,1035,118,138,115,85,118,544,115,371,118,7,115,5,115,2194,118,0.675467220409374,118,11385,16855,0.049275621534609,115,551,11182,0.033252866626433,115,551,16570,0.06484962406015,115,138,2128,0.471741112123974,118,1035,2194,2021/05/26,,2,118,1,118,8,117,8,117,7,118,17,118,5,118,4,118,0,118,0,115,4,115,5,115,8,115,19,115,14,115,19,115,11,115,0,115
CA,57,311,43,76,292,43,49,403,62547,411,45142,411,1356,403,144,411,269,403,4,403,8,403,4555,411,281,403,259,411,1318,403,1074,411,38,403,25,403,6894,411,0.721729259596783,411,45142,62547,0.030430879712747,403,1356,44560,0.021965917190436,403,1356,61732,0.041765755053508,403,281,6728,0.660719466202495,411,4555,6894,2021/05/26,,2,411,16,411,22,411,23,411,17,411,32,411,20,411,12,411,0,411,1,403,23,403,25,403,27,403,46,403,44,403,51,403,48,403,4,403
CO,7,77,13,8,76,13,5,95,10450,97,6956,97,447,95,44,97,21,95,0,95,10,95,768,97,158,95,156,97,434,95,381,97,13,95,2,95,1136,97,0.665645933014354,97,6956,10450,0.065084449621433,95,447,6868,0.043217635115537,95,447,10343,0.14324569356301,95,158,1103,0.676056338028169,97,768,1136,2021/05/26,,0,97,4,97,5,97,6,97,7,97,8,97,7,97,6,97,1,97,2,95,3,95,2,95,2,95,2,95,3,95,7,95,0,95,0,95
CT,4,33,1,4,33,1,2,37,8117,38,6340,38,137,37,14,38,43,37,1,37,0,37,445,38,25,37,20,38,132,37,93,38,5,37,5,37,1052,38,0.781076752494764,38,6340,8117,0.021704689480355,37,137,6312,0.017063146095404,37,137,8029,0.024271844660194,37,25,1030,0.423003802281369,38,445,1052,2021/05/26,,0,38,1,38,1,38,2,38,2,38,3,38,2,38,2,38,1,38,0,37,2,37,6,37,2,37,7,37,7,37,6,37,13,37,0,37
DC,0,12,2,0,12,2,1,12,3443,14,2546,14,116,13,3,14,58,13,0,13,15,13,245,14,12,12,11,13,96,13,66,14,20,13,2,13,341,14,0.73947139122858,14,2546,3443,0.046793061718435,13,116,2479,0.035034732709151,13,116,3311,0.037383177570093,12,12,321,0.718475073313783,14,245,341,2021/05/26,,0,14,1,14,0,14,1,14,1,14,0,14,0,14,0,14,0,14,0,13,8,13,14,13,3,13,10,13,10,13,8,13,5,13,0,13
DE,1,12,2,1,12,2,0,14,3295,15,2312,15,79,14,6,15,23,14,0,14,0,14,131,15,6,14,3,15,66,14,57,15,13,14,11,14,182,15,0.701669195751138,15,2312,3295,0.034347826086957,14,79,2300,0.024210848912044,14,79,3263,0.03448275862069,14,6,174,0.71978021978022,15,131,182,2021/05/26,,0,15,0,15,1,15,1,15,2,15,1,15,0,15,1,15,0,15,0,14,0,14,1,14,1,14,5,14,4,14,8,14,4,14,0,14
FL,6,245,15,24,227,15,73,260,57933,266,43128,266,2380,260,278,266,152,260,9,260,15,260,4723,266,631,260,563,266,2331,260,2070,266,49,260,37,260,6444,266,0.744446170576355,266,43128,57933,0.056,260,2380,42500,0.041780773822063,260,2380,56964,0.101138002885078,260,631,6239,0.732929857231533,266,4723,6444,2021/05/26,,3,266,16,265,28,266,44,266,51,266,54,266,38,266,32,266,12,266,0,260,14,259,16,260,15,260,25,260,24,260,35,260,23,260,0,260
GA,26,127,13,30,122,14,5,163,22197,166,17211,166,931,163,205,166,98,163,3,163,32,163,2019,166,225,163,172,166,898,163,603,166,33,163,3,163,2677,166,0.775375050682525,166,17211,22197,0.054665022605836,163,931,17031,0.042490073479074,163,931,21911,0.085649029311001,163,225,2627,0.754202465446395,166,2019,2677,2021/05/26,,1,166,27,166,14,166,14,166,23,166,24,166,12,166,10,166,5,166,0,163,7,163,10,163,8,163,8,163,22,163,19,163,11,163,13,163
HI,1,20,4,1,20,4,0,25,2625,25,1869,25,67,25,65,25,10,25,0,25,1,25,125,25,18,25,15,25,64,25,40,25,3,25,0,25,216,25,0.712,25,1869,2625,0.035848047084002,25,67,1869,0.02552380952381,25,67,2625,0.083333333333333,25,18,216,0.578703703703704,25,125,216,2021/05/26,,60,25,0,25,1,25,2,25,2,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,3,25,1,25,2,25,2,25,2,25,0,25
IA,0,39,87,0,39,87,0,124,8062,126,4762,126,209,124,13,126,39,124,3,124,0,124,415,126,27,124,25,126,204,124,100,126,5,124,3,124,674,126,0.590672289754403,126,4762,8062,0.044449170565717,124,209,4702,0.026239799121155,124,209,7965,0.041221374045802,124,27,655,0.615727002967359,126,415,674,2021/05/26,,0,126,2,126,1,126,4,126,2,126,2,126,0,126,1,126,1,126,0,124,3,124,9,124,8,124,4,124,4,124,8,124,3,124,0,124
PA,26,194,6,33,187,6,17,220,30092,226,22859,226,1419,220,91,226,284,220,4,213,19,213,2593,226,289,219,261,225,1378,220,976,226,41,217,32,217,3639,226,0.759637112853915,226,22859,30092,0.062624122865087,220,1419,22659,0.047764911808267,220,1419,29708,0.081823329558324,219,289,3532,0.712558395163506,226,2593,3639,2021/05/26,,0,223,7,223,6,222,16,223,13,220,23,222,13,222,8,223,5,206,5,216,19,216,27,216,27,216,38,215,57,215,56,215,53,215,2,200
PR,0,5,61,0,5,61,8,65,9223,66,5348,66,185,65,4,66,22,65,1,65,5,65,446,66,31,65,25,66,164,65,131,66,21,65,1,65,685,66,0.579854711048466,66,5348,9223,0.035271687321258,65,185,5245,0.020457812672786,65,185,9043,0.047400611620795,65,31,654,0.651094890510949,66,446,685,2021/05/26,,0,66,1,66,1,66,1,66,0,66,1,66,0,66,0,66,0,66,1,65,3,65,4,65,1,65,2,65,3,65,4,65,4,65,0,65
RI,4,10,1,4,10,1,5,14,2521,15,2209,15,102,14,1,15,0,14,0,14,0,14,127,15,12,14,11,15,101,14,63,15,1,14,1,14,169,15,0.876239587465292,15,2209,2521,0.047331786542923,14,102,2155,0.041649652919559,14,102,2449,0.08,14,12,150,0.751479289940828,15,127,169,2021/05/26,,0,15,0,15,0,15,0,15,0,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,64,2,19,64,2,1,83,10536,85,7873,85,221,83,29,85,22,83,1,83,2,83,741,85,61,83,50,85,213,83,187,85,8,83,2,83,1170,85,0.747247532270311,85,7873,10536,0.028409821313794,83,221,7779,0.021305311867348,83,221,10373,0.054030115146147,83,61,1129,0.633333333333333,85,741,1170,2021/05/26,,0,85,3,85,3,85,6,85,4,85,7,85,4,85,2,85,0,80,0,83,1,83,2,83,3,83,2,83,6,83,4,83,3,83,1,78
SD,1,61,3,1,61,3,4,62,2832,65,1529,65,48,62,3,65,9,62,0,62,2,62,118,65,15,62,11,65,46,62,36,65,2,62,1,62,236,65,0.539901129943503,65,1529,2832,0.031914893617021,62,48,1504,0.017359855334539,62,48,2765,0.066666666666667,62,15,225,0.5,65,118,236,2021/05/26,,0,65,1,65,0,65,0,65,0,65,2,65,0,65,0,65,0,65,1,62,1,62,0,62,1,62,0,62,3,62,2,62,1,62,0,62
TN,5,51,86,6,50,86,0,56,20140,142,12198,125,297,56,14,56,43,56,1,56,0,56,1647,138,114,56,107,56,295,56,248,56,2,56,2,56,2435,142,0.648967865503298,125,12198,18796,0.045454545454545,56,297,6534,0.028812572759022,56,297,10308,0.076767676767677,56,114,1485,0.693765796124684,138,1647,2374,2021/05/26,,0,56,0,56,0,56,4,56,1,56,6,56,3,56,0,56,0,56,1,56,5,56,3,56,9,56,5,56,5,56,11,56,4,56,0,56
TX,103,487,5,131,459,5,72,595,65963,595,45997,595,2018,595,174,595,321,595,9,595,39,595,4934,595,607,595,550,595,1950,595,1677,595,68,595,46,595,6115,595,0.697315161529949,595,45997,65963,0.043872426462595,595,2018,45997,0.030592908145475,595,2018,65963,0.09926410466067,595,607,6115,0.806868356500409,595,4934,6115,2021/05/26,,2,595,12,595,16,595,35,595,28,595,34,595,17,595,15,594,15,595,0,595,32,595,31,595,36,595,36,595,55,595,53,595,25,595,53,595
UT,1,56,1,4,53,1,0,57,5886,58,3431,58,147,57,23,58,2,57,4,57,0,57,374,58,46,57,47,58,142,57,136,58,5,57,0,57,636,58,0.582908596670065,58,3431,5886,0.043426883308715,57,147,3385,0.025305560337407,57,147,5809,0.074433656957929,57,46,618,0.588050314465409,58,374,636,2021/05/26,,0,58,2,58,4,58,1,58,6,58,3,58,3,58,4,58,0,58,0,57,0,57,1,57,1,57,0,57,0,57,0,57,0,57,0,57
