state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-11,"521,219","521,011","521,427",73.69,73.65,73.73,"706,927","706,621","707,233"
CW,2021-02-12,"514,064","513,848","514,280",72.89,72.84,72.94,"704,860","704,552","705,168"
CW,2021-02-13,"495,452","494,904","496,001",70.62,70.39,70.85,"701,170","700,515","701,825"
CW,2021-02-14,"480,651","479,205","482,097",68.81,68.13,69.49,"698,128","696,144","700,111"
CW,2021-02-15,"481,375","481,131","481,618",68.98,68.90,69.06,"697,397","697,060","697,733"
CW,2021-02-16,"500,396","500,180","500,613",71.41,71.35,71.47,"700,359","700,071","700,647"
CW,2021-02-17,"510,931","510,716","511,147",72.63,72.56,72.70,"703,510","703,219","703,801"
CW,2021-02-18,"510,694","510,467","510,922",72.52,72.44,72.60,"704,170","703,862","704,477"
CW,2021-02-19,"509,637","509,407","509,867",72.39,72.32,72.47,"703,990","703,709","704,271"
CW,2021-02-20,"492,274","491,923","492,625",70.22,70.08,70.37,"700,997","700,529","701,466"
CW,2021-02-21,"479,945","479,710","480,180",68.72,68.64,68.81,"698,375","698,059","698,691"
CW,2021-02-22,"487,594","487,421","487,766",69.46,69.38,69.54,"702,010","701,788","702,232"
CW,2021-02-23,"513,037","512,853","513,220",72.62,72.54,72.70,"706,480","706,246","706,715"
CW,2021-02-24,"521,415","520,513","522,317",73.73,73.33,74.13,"707,170","706,073","708,267"
CW,2021-02-25,"521,139","520,444","521,834",73.77,73.47,74.08,"706,388","705,565","707,210"
CW,2021-02-26,"515,176","514,405","515,948",73.01,72.66,73.36,"705,602","704,609","706,596"
CW,2021-02-27,"496,666","495,847","497,485",70.64,70.27,71.01,"703,037","702,012","704,062"
CW,2021-02-28,"481,594","480,716","482,471",68.84,68.45,69.24,"699,564","698,491","700,636"
CW,2021-03-01,"486,015","485,194","486,837",69.45,69.08,69.81,"699,844","698,842","700,846"
CW,2021-03-02,"507,387","506,614","508,159",72.18,71.84,72.52,"702,970","702,060","703,880"
CW,2021-03-03,"513,800","513,164","514,435",72.85,72.57,73.13,"705,252","704,497","706,006"
CW,2021-03-04,"512,807","512,730","512,883",72.70,72.66,72.74,"705,401","705,275","705,527"
CW,2021-03-05,"507,519","507,310","507,727",72.09,71.98,72.19,"704,056","703,755","704,357"
CW,2021-03-06,"488,239","487,912","488,566",69.71,69.57,69.84,"700,413","700,097","700,729"
CW,2021-03-07,"474,051","473,842","474,259",67.95,67.86,68.05,"697,586","697,310","697,862"
CW,2021-03-08,"479,020","478,866","479,175",68.62,68.55,68.68,"698,097","697,930","698,264"
CW,2021-03-09,"502,608","502,278","502,938",71.60,71.48,71.72,"701,932","701,759","702,104"
CW,2021-03-10,"510,954","510,671","511,236",72.55,72.41,72.69,"704,239","703,806","704,672"
CW,2021-03-11,"510,258","509,918","510,598",72.52,72.36,72.68,"703,589","703,119","704,059"
CW,2021-03-12,"506,907","505,088","508,726",72.37,71.55,73.18,"700,468","698,256","702,679"
CW,2021-03-13,"491,662","488,024","495,300",70.47,68.81,72.13,"697,749","693,173","702,325"
AL,2021-02-11,"10,884","10,884","10,884",78.16,78.16,78.16,"13,925","13,925","13,925"
AZ,2021-02-11,"10,303","10,303","10,303",71.43,71.43,71.43,"14,424","14,424","14,424"
CA,2021-02-11,"47,952","47,872","48,032",78.23,77.79,78.68,"61,293","61,178","61,408"
CT,2021-02-11,"6,238","6,238","6,238",80.23,80.23,80.23,"7,775","7,775","7,775"
DC,2021-02-11,"2,419","2,419","2,419",80.47,80.47,80.47,"3,006","3,006","3,006"
DE,2021-02-11,"1,968","1,968","1,968",75.66,75.66,75.66,"2,601","2,601","2,601"
GA,2021-02-11,"16,060","16,060","16,060",82.36,82.36,82.36,"19,500","19,500","19,500"
ID,2021-02-11,"1,829","1,825","1,833",56.66,56.09,57.23,"3,228","3,218","3,238"
IN,2021-02-11,"10,578","10,578","10,578",63.67,63.67,63.67,"16,615","16,615","16,615"
KS,2021-02-11,"4,480","4,480","4,480",57.24,57.24,57.24,"7,827","7,827","7,827"
LA,2021-02-11,"8,895","8,895","8,895",70.41,70.41,70.41,"12,633","12,633","12,633"
MD,2021-02-11,"7,972","7,785","8,159",82.15,82.15,82.15,"9,704","9,482","9,926"
MI,2021-02-11,"15,545","15,543","15,547",74.04,73.95,74.13,"20,996","20,985","21,007"
AL,2021-02-12,"10,695","10,695","10,695",77.23,77.23,77.23,"13,848","13,848","13,848"
AZ,2021-02-12,"10,122","10,122","10,122",70.64,70.64,70.64,"14,330","14,330","14,330"
CA,2021-02-12,"47,356","47,337","47,375",77.59,77.49,77.69,"61,034","61,010","61,058"
CT,2021-02-12,"6,197","6,197","6,197",79.70,79.70,79.70,"7,775","7,775","7,775"
DC,2021-02-12,"2,358","2,358","2,358",79.23,79.23,79.23,"2,976","2,976","2,976"
DE,2021-02-12,"1,864","1,864","1,864",71.72,71.72,71.72,"2,599","2,599","2,599"
GA,2021-02-12,"15,924","15,908","15,939",82.10,81.80,82.40,"19,396","19,370","19,422"
ID,2021-02-12,"1,756","1,756","1,756",54.60,54.60,54.60,"3,216","3,216","3,216"
IN,2021-02-12,"10,307","10,305","10,309",62.03,62.03,62.03,"16,615","16,615","16,615"
KS,2021-02-12,"4,384","4,384","4,384",56.09,56.09,56.09,"7,816","7,816","7,816"
LA,2021-02-12,"8,776","8,776","8,776",69.73,69.73,69.73,"12,585","12,585","12,585"
