state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/01,38275,38250,38300,5.53,5.48,5.58,694700,694143,695257,
CW,2021/05/02,38257,38229,38284,5.56,5.51,5.6,691565,691064,692066,
CW,2021/05/03,38894,38875,38913,5.64,5.61,5.68,692244,691844,692643,
CW,2021/05/04,39059,39018,39100,5.63,5.55,5.71,696880,695970,697789,
CW,2021/05/05,38194,38171,38217,5.47,5.42,5.51,701455,700906,702004,
CW,2021/05/06,37164,37137,37192,5.31,5.25,5.37,702380,701644,703117,
CW,2021/05/07,36385,36365,36405,5.24,5.18,5.29,697706,696923,698488,
CW,2021/05/08,34991,34968,35014,5.05,4.99,5.11,695689,694836,696542,
CW,2021/05/09,34447,34411,34483,5,4.92,5.07,692549,691555,693543,
CW,2021/05/10,34732,34708,34756,5.04,4.97,5.11,691841,690914,692767,
CW,2021/05/11,34660,34618,34703,5,4.92,5.08,696364,695452,697276,
CW,2021/05/12,33755,33729,33781,4.86,4.79,4.92,697812,696890,698734,
CW,2021/05/13,32876,32844,32908,4.73,4.68,4.79,697739,696835,698643,
CW,2021/05/14,31775,31745,31805,4.58,4.52,4.64,696503,695548,697458,
CW,2021/05/15,30650,30624,30676,4.44,4.39,4.49,693443,692546,694340,
CW,2021/05/16,30212,30189,30234,4.4,4.36,4.44,689494,688681,690307,
CW,2021/05/17,30419,30397,30442,4.43,4.4,4.46,688952,688232,689673,
CW,2021/05/18,30106,30089,30122,4.36,4.33,4.38,694030,693306,694753,
CW,2021/05/19,29823,29808,29838,4.3,4.27,4.32,696840,696079,697601,
CW,2021/05/20,28620,28575,28666,4.12,4.05,4.19,697510,696742,698277,
CW,2021/05/21,27996,27950,28042,4.03,3.96,4.1,697275,696398,698153,
CW,2021/05/22,27017,26993,27041,3.91,3.87,3.95,694241,693432,695050,
CW,2021/05/23,26675,26644,26705,3.88,3.83,3.93,690407,689516,691298,
CW,2021/05/24,27003,26960,27045,3.93,3.85,4.01,689550,688350,690749,
CW,2021/05/25,27093,27069,27117,3.92,3.87,3.96,694257,693287,695228,
CW,2021/05/26,26303,26280,26326,3.8,3.75,3.84,695961,694948,696973,
CW,2021/05/27,25637,25611,25664,3.7,3.64,3.75,696312,695199,697425,
CW,2021/05/28,25010,24970,25049,3.61,3.55,3.68,694821,693881,695761,
CW,2021/05/29,23915,23819,24010,3.47,3.31,3.64,691430,689867,692993,
CW,2021/05/30,23255,23133,23377,3.39,3.18,3.6,689480,687685,691276,
