state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/04,512052,511972,512132,72.68,72.63,72.73,704528,704369,704687,
CW,2021/03/05,506894,506621,507168,72.08,71.95,72.21,703222,702837,703606,
CW,2021/03/06,487590,487191,487989,69.7,69.54,69.86,699546,699183,699908,
CW,2021/03/07,473438,473206,473670,67.95,67.84,68.06,696722,696390,697055,
CW,2021/03/08,478519,478345,478693,68.63,68.56,68.7,697250,697085,697414,
CW,2021/03/09,501909,501506,502312,71.58,71.44,71.72,701167,701044,701290,
CW,2021/03/10,510254,509967,510541,72.54,72.4,72.68,703380,702965,703796,
CW,2021/03/11,509594,509529,509658,72.51,72.48,72.55,702723,702601,702845,
CW,2021/03/12,506194,506079,506309,72.12,72.06,72.18,701894,701710,702079,
CW,2021/03/13,487608,487122,488094,69.76,69.59,69.94,698927,698709,699146,
CW,2021/03/14,470655,469994,471316,67.69,67.45,67.94,695259,694891,695626,
CW,2021/03/15,475073,474587,475559,68.28,68.09,68.47,695718,695360,696077,
CW,2021/03/16,498741,498605,498876,71.23,71.17,71.29,700143,699985,700301,
CW,2021/03/17,508076,507912,508239,72.41,72.33,72.48,701680,701479,701882,
CW,2021/03/18,507138,507020,507256,72.23,72.17,72.28,702118,701959,702277,
CW,2021/03/19,503088,502712,503464,71.67,71.5,71.85,701905,701416,702394,
CW,2021/03/20,483872,483620,484124,69.34,69.24,69.44,697817,697569,698064,
CW,2021/03/21,469625,469334,469916,67.58,67.45,67.7,694947,694620,695274,
CW,2021/03/22,475817,475715,475920,68.4,68.36,68.44,695604,695532,695675,
CW,2021/03/23,501057,500817,501297,71.56,71.46,71.66,700212,699980,700443,
CW,2021/03/24,509872,509497,510246,72.62,72.45,72.79,702126,701649,702602,
CW,2021/03/25,509604,509420,509788,72.5,72.41,72.59,702898,702646,703151,
CW,2021/03/26,506001,505671,506330,72.13,72.02,72.25,701472,701300,701643,
CW,2021/03/27,487775,487437,488113,69.81,69.65,69.97,698702,698264,699140,
CW,2021/03/28,472836,472408,473265,68.02,67.82,68.21,695178,694657,695700,
CW,2021/03/29,479360,478834,479887,68.92,68.69,69.15,695555,694963,696146,
CW,2021/03/30,501230,500645,501814,71.59,71.33,71.85,700136,699454,700818,
CW,2021/03/31,508912,508255,509568,72.51,72.22,72.79,701876,701144,702609,
CW,2021/04/01,506667,505786,507549,72.22,71.81,72.62,701587,700437,702737,
CW,2021/04/02,498092,495661,500523,71.42,70.31,72.54,697373,694255,700492,
CW,2021/04/03,481939,475893,487985,69.41,66.62,72.21,694287,686536,702038,
CT,2021/03/04,6228,6228,6228,79.53,79.53,79.53,7831,7831,7831,POINT (-72.738288 41.575155)
DC,2021/03/04,2174,2174,2174,79.58,79.58,79.58,2732,2732,2732,POINT (-77.016275 38.904785)
ID,2021/03/04,1754,1754,1754,54.8,54.8,54.8,3201,3201,3201,POINT (-114.659366 44.389073)
MD,2021/03/04,8117,8117,8117,80.86,80.86,80.86,10038,10038,10038,POINT (-76.687282 38.946466)
CT,2021/03/05,6165,6165,6165,79.22,79.22,79.22,7782,7782,7782,POINT (-72.738288 41.575155)
DC,2021/03/05,2199,2199,2199,80.76,80.76,80.76,2723,2723,2723,POINT (-77.016275 38.904785)
ID,2021/03/05,1744,1742,1747,54.18,54.18,54.18,3220,3220,3220,POINT (-114.659366 44.389073)
MD,2021/03/05,8016,8016,8016,80.61,80.61,80.61,9944,9944,9944,POINT (-76.687282 38.946466)
CT,2021/03/06,5992,5992,5992,76.94,76.94,76.94,7788,7788,7788,POINT (-72.738288 41.575155)
DC,2021/03/06,2185,2185,2185,79.8,79.8,79.8,2738,2738,2738,POINT (-77.016275 38.904785)
ID,2021/03/06,1627,1627,1627,50.64,50.64,50.64,3213,3213,3213,POINT (-114.659366 44.389073)
MD,2021/03/06,7721,7721,7721,77.79,77.79,77.79,9925,9925,9925,POINT (-76.687282 38.946466)
CT,2021/03/07,5797,5797,5797,74.64,74.64,74.64,7767,7767,7767,POINT (-72.738288 41.575155)
DC,2021/03/07,2144,2144,2144,79.03,79.03,79.03,2713,2713,2713,POINT (-77.016275 38.904785)
ID,2021/03/07,1616,1610,1622,49.96,49.96,49.96,3235,3235,3235,POINT (-114.659366 44.389073)
MD,2021/03/07,7631,7631,7631,77.47,77.47,77.47,9850,9850,9850,POINT (-76.687282 38.946466)
CT,2021/03/08,5760,5760,5760,74.3,74.3,74.3,7752,7752,7752,POINT (-72.738288 41.575155)
DC,2021/03/08,2167,2167,2167,79.46,79.46,79.46,2727,2727,2727,POINT (-77.016275 38.904785)
ID,2021/03/08,1672,1666,1679,52.1,52.1,52.1,3210,3210,3210,POINT (-114.659366 44.389073)
MD,2021/03/08,7573,7573,7573,76.61,76.61,76.61,9885,9885,9885,POINT (-76.687282 38.946466)
CT,2021/03/09,6073,6073,6073,78.25,78.25,78.25,7761,7761,7761,POINT (-72.738288 41.575155)
DC,2021/03/09,2214,2214,2214,81.19,81.19,81.19,2727,2727,2727,POINT (-77.016275 38.904785)
ID,2021/03/09,1777,1777,1777,55.57,55.57,55.57,3198,3198,3198,POINT (-114.659366 44.389073)
MD,2021/03/09,7882,7882,7882,79.5,79.5,79.5,9914,9914,9914,POINT (-76.687282 38.946466)
