state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,0,68,0,0,68,1,67,9459,68,5662,68,152,67,12,68,26,67,0,67,11,67,485,68,16,67,12,68,136,67,80,68,16,67,0,67,693,68,0.5985833597631885,68,5662,9459,0.027481468088953173,67,152,5531,0.016389907267629934,67,152,9274,0.02416918429003021,67,16,662,0.6998556998556998,68,485,693,2021-03-14
RI,4,9,2,4,9,2,7,14,2410,15,2283,15,175,14,17,15,0,14,0,14,0,14,145,15,14,14,16,15,175,14,139,15,0,14,0,14,180,15,0.9473029045643153,15,2283,2410,0.07836990595611286,14,175,2233,0.07501071581654523,14,175,2333,0.08588957055214724,14,14,163,0.8055555555555556,15,145,180,2021-03-14
SC,23,62,2,26,59,2,3,85,11535,87,8844,87,565,85,66,87,37,85,0,85,3,85,915,87,137,85,133,87,558,85,513,87,7,85,4,85,1319,87,0.7667100130039012,87,8844,11535,0.064586191129401,85,565,8748,0.04968780230410694,85,565,11371,0.10711493354182955,85,137,1279,0.6937073540561031,87,915,1319,2021-03-14
SD,1,61,3,1,61,3,18,62,2844,65,1595,65,68,62,3,65,11,62,0,62,2,62,114,65,15,62,13,65,63,62,47,65,5,62,2,62,237,65,0.5608298171589311,65,1595,2844,0.04353393085787452,62,68,1562,0.02452217814641183,62,68,2773,0.06637168141592921,62,15,226,0.4810126582278481,65,114,237,2021-03-14
TN,12,79,52,32,59,52,3,91,20320,143,12909,128,613,91,98,91,52,91,2,91,5,91,1674,140,175,91,163,91,601,91,536,91,12,91,7,91,2411,143,0.6774244332493703,128,12909,19056,0.05895364493171764,91,613,10398,0.03989846394168185,91,613,15364,0.0880281690140845,91,175,1988,0.7111299915038233,140,1674,2354,2021-03-14
TX,104,484,5,135,453,5,81,588,70181,593,49802,593,4310,588,480,593,460,588,11,588,54,588,5770,593,1207,588,1134,593,4202,588,3700,593,108,588,69,588,7419,593,0.7096222624357019,593,49802,70181,0.08757670581541838,588,4310,49214,0.06209211530981228,588,4310,69413,0.16666666666666666,588,1207,7242,0.7777328480927349,593,5770,7419,2021-03-14
UT,0,58,1,0,58,1,0,58,6156,59,3708,59,197,58,25,59,4,58,0,58,0,58,369,59,57,58,58,59,189,58,170,59,8,58,0,58,624,59,0.6023391812865497,59,3708,6156,0.05378105378105378,58,197,3663,0.032369372329937564,58,197,6086,0.09405940594059406,58,57,606,0.5913461538461539,59,369,624,2021-03-14
VA,16,79,9,22,73,9,36,101,17627,104,12957,104,1081,101,113,104,191,101,7,101,12,101,1355,104,209,101,192,104,1061,101,845,104,20,101,13,101,1942,104,0.7350655244794917,104,12957,17627,0.08457867146545654,101,1081,12781,0.06225524072794287,101,1081,17364,0.11170497060395511,101,209,1871,0.6977342945417095,104,1355,1942,2021-03-14
VI,2,0,0,2,0,0,0,2,168,2,85,2,5,2,0,2,0,2,0,2,0,2,8,2,4,2,4,2,5,2,5,2,0,2,0,2,20,2,0.5059523809523809,2,85,168,0.058823529411764705,2,5,85,0.02976190476190476,2,5,168,0.2,2,4,20,0.4,2,8,20,2021-03-14
VT,1,15,1,1,15,1,0,16,1300,17,852,17,21,16,5,17,10,16,0,16,1,16,62,17,3,16,3,17,21,16,21,17,0,16,0,16,101,17,0.6553846153846153,17,852,1300,0.025423728813559324,16,21,826,0.0166270783847981,16,21,1263,0.031914893617021274,16,3,94,0.6138613861386139,17,62,101,2021-03-14
