state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
AK,1,21,0,1,21,0,0,22,1484,22,851,22,48,22,4,22,1,22,0,22,0,22,99,22,17,22,16,22,48,22,45,22,0,22,0,22,136,22,0.57345013477089,22,851,1484,0.056404230317274,22,48,851,0.032345013477089,22,48,1484,0.125,22,17,136,0.727941176470588,22,99,136,2021/04/09,POINT (-151.631889 63.631126)
AL,27,66,14,29,63,15,4,102,14950,107,11021,107,405,102,48,104,98,102,1,102,3,102,1328,107,127,102,116,104,397,102,331,104,8,102,7,102,1623,107,0.737190635451505,107,11021,14950,0.037981806245897,102,405,10663,0.027996681874741,102,405,14466,0.08002520478891,102,127,1587,0.818237831176833,107,1328,1623,2021/04/09,POINT (-86.844516 32.756889)
AR,15,72,2,20,67,2,1,87,7920,89,5455,89,195,87,30,89,55,87,0,87,8,87,690,89,57,87,38,89,193,87,132,89,2,87,1,87,998,89,0.688762626262626,89,5455,7920,0.035898379970545,87,195,5432,0.024749333671786,87,195,7879,0.058103975535168,87,57,981,0.691382765531062,89,690,998,2021/04/09,POINT (-92.439162 34.899825)
AZ,24,71,3,26,69,3,7,95,15145,98,10252,98,523,95,65,98,126,95,0,95,3,95,1109,98,119,95,94,98,514,95,340,98,9,95,6,95,2223,98,0.676923076923077,98,10252,15145,0.05199323988468,95,523,10059,0.035266351989211,95,523,14830,0.055452003727866,95,119,2146,0.498875393612236,98,1109,2223,2021/04/09,POINT (-111.664616 34.293239)
CA,65,277,38,82,261,37,28,372,60704,380,44525,380,2227,371,314,380,463,372,9,371,11,371,4823,379,490,371,456,379,2177,371,1853,379,50,371,37,371,7058,379,0.733477200843437,380,44525,60704,0.050623991270942,371,2227,43991,0.037199746099622,371,2227,59866,0.071200232490555,371,490,6882,0.683338056106546,379,4823,7058,2021/04/09,POINT (-119.662127 37.211164)
CO,5,77,13,6,76,13,6,93,11089,95,7390,95,531,93,79,95,38,93,2,93,14,93,858,95,158,93,158,95,508,93,457,95,23,93,8,93,1293,95,0.666426188114348,95,7390,11089,0.072670042425072,93,531,7307,0.04835184847933,93,531,10982,0.125396825396825,93,158,1260,0.663573085846868,95,858,1293,2021/04/09,POINT (-105.547832 38.998552)
CT,4,28,1,4,28,1,15,32,7905,33,6342,33,596,32,96,33,58,32,1,32,0,32,601,33,133,32,126,33,589,32,523,33,7,32,5,32,1057,33,0.802277039848197,33,6342,7905,0.094738515339374,32,596,6291,0.076244083407957,32,596,7817,0.128378378378378,32,133,1036,0.568590350047304,33,601,1057,2021/04/09,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,12,3452,14,2614,14,186,13,9,14,87,13,5,13,10,13,262,14,38,12,35,13,165,13,132,14,21,13,11,13,338,14,0.757242178447277,14,2614,3452,0.07311320754717,13,186,2544,0.055805580558056,13,186,3333,0.119496855345912,12,38,318,0.775147928994083,14,262,338,2021/04/09,POINT (-77.016275 38.904785)
DE,1,7,2,1,7,2,3,9,2657,10,1948,10,211,9,12,10,44,9,3,9,1,9,149,10,16,9,15,10,202,9,142,10,9,9,8,9,194,10,0.733157696650358,10,1948,2657,0.109781477627471,9,211,1922,0.080380952380952,9,211,2625,0.086021505376344,9,16,186,0.768041237113402,10,149,194,2021/04/09,POINT (-75.452394 38.994926)
FL,8,205,15,28,185,15,81,222,54197,228,42934,228,3738,222,558,228,227,222,13,222,5,222,5085,228,786,222,753,228,3674,222,3326,228,64,222,51,222,6499,228,0.792184069228924,228,42934,54197,0.088408505002247,222,3738,42281,0.070210368144252,222,3738,53240,0.125,222,786,6288,0.782428065856286,228,5085,6499,2021/04/09,POINT (-82.420978 28.260731)
GA,28,116,10,33,110,11,11,151,20677,154,16765,154,1464,151,284,154,135,151,10,151,37,151,2125,154,365,151,317,154,1415,151,1075,154,49,151,13,151,2762,154,0.810804275281714,154,16765,20677,0.088240612380206,151,1464,16591,0.071817512877116,151,1464,20385,0.134587020648968,151,365,2712,0.769370021723389,154,2125,2762,2021/04/09,POINT (-83.426574 32.638481)
HI,2,17,4,2,17,4,0,23,2473,23,1741,23,51,23,2,23,5,23,0,23,0,23,146,23,13,23,13,23,51,23,44,23,0,23,0,23,222,23,0.704003234937323,23,1741,2473,0.029293509477312,23,51,1741,0.020622725434695,23,51,2473,0.058558558558559,23,13,222,0.657657657657658,23,146,222,2021/04/09,POINT (-157.854309 21.361013)
IA,1,41,80,1,41,80,1,120,7884,122,5057,122,238,120,43,122,5,120,3,120,1,120,445,122,59,120,57,122,230,120,212,122,8,120,7,120,674,122,0.64142567224759,122,5057,7884,0.047695390781563,120,238,4990,0.030559835644581,120,238,7788,0.090076335877863,120,59,655,0.660237388724036,122,445,674,2021/04/09,POINT (-93.500061 42.074659)
MS,12,83,2,13,82,2,0,95,8068,97,5006,97,219,95,22,97,22,95,0,95,3,95,607,97,79,95,60,97,213,95,177,97,6,95,2,95,841,97,0.620475954387704,97,5006,8068,0.044091000603986,95,219,4967,0.027392120075047,95,219,7995,0.096224116930572,95,79,821,0.721759809750297,97,607,841,2021/04/09,POINT (-89.65344 32.713378)
MT,6,58,1,7,57,1,3,64,2950,65,1820,65,52,64,9,65,12,64,0,64,0,64,130,65,9,64,9,65,51,64,51,65,1,64,1,64,226,65,0.616949152542373,65,1820,2950,0.028840820854132,64,52,1803,0.017802122560767,64,52,2921,0.040909090909091,64,9,220,0.575221238938053,65,130,226,2021/04/09,POINT (-109.645127 47.033521)
NC,2,113,4,4,111,4,12,115,22550,119,16742,119,1057,115,126,119,86,115,3,115,6,115,1889,119,278,115,266,119,1026,115,962,119,31,115,18,115,2482,119,0.742439024390244,119,16742,22550,0.063840067645105,115,1057,16557,0.047462954647508,115,1057,22270,0.11473380107305,115,278,2423,0.761079774375504,119,1889,2482,2021/04/09,POINT (-79.130883 35.52603)
ND,11,35,2,11,35,2,30,46,2141,47,1540,47,99,47,14,47,9,46,0,47,1,47,112,47,13,47,11,48,94,47,66,48,5,47,0,47,199,47,0.719290051377861,47,1540,2141,0.065003282994091,46,99,1523,0.046808510638298,46,99,2115,0.066666666666667,46,13,195,0.562814070351759,47,112,199,2021/04/09,POINT (-100.46931 47.446305)
NE,9,90,1,16,83,1,2,99,4143,100,2752,100,187,99,22,100,13,99,1,99,0,99,370,100,52,99,51,100,185,99,162,100,2,99,1,99,568,100,0.664252956794593,100,2752,4143,0.068674256334925,99,187,2723,0.04602510460251,99,187,4063,0.094202898550725,99,52,552,0.651408450704225,100,370,568,2021/04/09,POINT (-99.810595 41.527099)
NH,4,23,1,6,21,1,2,28,2906,28,2133,28,132,28,21,28,11,28,0,28,1,28,177,28,32,28,27,28,132,28,115,28,0,28,0,28,282,28,0.733998623537509,28,2133,2906,0.061884669479606,28,132,2133,0.045423262216105,28,132,2906,0.113475177304965,28,32,282,0.627659574468085,28,177,282,2021/04/09,POINT (-71.57139 43.680429)
NJ,7,62,9,5,63,10,89,77,21634,78,15586,78,2354,77,262,78,176,77,6,77,3,77,1519,78,409,77,401,78,2315,77,2146,78,39,77,11,77,3076,78,0.720440048072478,78,15586,21634,0.151450813871196,77,2354,15543,0.109183673469388,77,2354,21560,0.133660130718954,77,409,3060,0.493823146944083,78,1519,3076,2021/04/09,POINT (-74.655514 40.110253)
NM,14,37,1,14,37,1,2,50,4237,52,2931,51,138,50,20,52,16,51,0,50,1,51,327,51,24,50,25,51,128,50,116,51,10,50,2,50,433,52,0.694879089615932,51,2931,4218,0.048201187565491,50,138,2863,0.033568474823644,50,138,4111,0.059259259259259,50,24,405,0.765807962529274,51,327,427,2021/04/09,POINT (-106.108388 34.421369)
NV,0,16,44,1,15,44,38,58,8547,60,6066,60,310,58,43,60,66,58,0,58,2,58,578,60,71,58,63,60,307,58,257,60,3,58,3,58,856,60,0.70972270972271,60,6066,8547,0.051961112973517,58,310,5966,0.036988426202124,58,310,8381,0.089084065244668,58,71,797,0.675233644859813,60,578,856,2021/04/09,POINT (-114.916992 39.283294)
NY,5,166,9,4,167,9,184,171,48983,180,36424,180,4837,171,461,180,218,171,9,171,31,171,3742,180,979,171,902,180,4748,171,4180,180,89,171,38,171,5537,180,0.743604924157361,180,36424,48983,0.13378509196515,171,4837,36155,0.100016541913072,171,4837,48362,0.180894308943089,171,979,5412,0.675817229546686,180,3742,5537,2021/04/09,POINT (-75.59655 42.921241)
OH,9,177,12,16,170,12,23,195,29826,198,21608,198,1875,195,223,198,164,195,5,195,85,195,2831,198,389,195,347,198,1777,195,1285,198,98,195,24,195,4110,198,0.724468584456514,198,21608,29826,0.087367783421089,195,1875,21461,0.063408860331417,195,1875,29570,0.095978287688132,195,389,4053,0.688807785888078,198,2831,4110,2021/04/09,POINT (-82.70936 40.415534)
OK,31,102,11,32,101,11,6,142,10168,144,7101,144,311,142,43,144,81,142,0,142,3,142,777,144,66,142,59,144,282,142,231,144,29,142,27,142,1028,144,0.698367427222659,144,7101,10168,0.044549491476866,142,311,6981,0.03108756497401,142,311,10004,0.066801619433198,142,66,988,0.755836575875486,144,777,1028,2021/04/09,POINT (-97.508297 35.583449)
OR,1,54,7,1,54,7,12,60,6895,62,5038,62,282,60,24,62,45,60,0,60,2,60,523,62,65,60,52,62,272,60,205,62,10,60,6,60,819,62,0.730674401740392,62,5038,6895,0.05715443858938,60,282,4934,0.04200804409355,60,282,6713,0.081351689612015,60,65,799,0.638583638583638,62,523,819,2021/04/09,POINT (-120.605279 43.940449)
ID,3,37,8,3,37,8,2,47,3406,48,1906,48,149,47,22,48,4,47,0,47,1,47,190,48,39,47,37,48,146,47,136,48,3,47,0,47,305,48,0.559600704638873,48,1906,3406,0.079424307036247,47,149,1876,0.044292508917955,47,149,3364,0.131756756756757,47,39,296,0.622950819672131,48,190,305,2021/04/09,POINT (-114.659366 44.389073)
IL,10,149,24,9,150,24,64,178,29134,183,20725,183,2061,178,268,183,295,178,7,178,35,178,2279,183,471,178,420,183,2012,178,1767,183,49,178,22,178,3471,183,0.71136816091165,183,20725,29134,0.100679009330272,178,2061,20471,0.071622185154295,178,2061,28776,0.138204225352113,178,471,3408,0.656583117257275,183,2279,3471,2021/04/09,POINT (-89.148632 40.124144)
IN,12,123,2,10,125,2,1,135,17518,137,11378,137,883,135,112,137,108,135,2,135,3,135,1597,137,203,135,187,137,866,135,636,137,17,135,6,135,2241,137,0.64950336796438,137,11378,17518,0.078280141843972,135,883,11280,0.050825994359063,135,883,17373,0.092609489051095,135,203,2192,0.712628290941544,137,1597,2241,2021/04/09,POINT (-86.2818 39.919991)
KS,12,125,4,13,124,4,0,138,8294,141,4769,140,172,138,16,141,25,138,1,138,2,138,586,141,46,138,45,141,169,138,150,141,3,138,2,138,839,141,0.577081316553727,140,4769,8264,0.036363636363636,137,172,4730,0.02095006090134,138,172,8210,0.056166056166056,138,46,819,0.698450536352801,141,586,839,2021/04/09,POINT (-98.38018 38.484729)
KY,1,10,93,4,98,2,1,102,13001,104,7706,104,431,102,128,104,68,102,0,102,2,102,1098,104,112,102,108,104,423,102,362,104,8,102,4,102,1834,104,0.592723636643335,104,7706,13001,0.056815185868706,102,431,7586,0.033619344773791,102,431,12820,0.062604807154835,102,112,1789,0.598691384950927,104,1098,1834,2021/04/09,POINT (-85.290484 37.526683)
LA,42,174,6,45,171,6,0,216,14224,222,9367,222,308,222,62,217,9,217,2,217,0,217,1152,222,88,222,81,222,304,222,361,222,4,222,2,222,1814,222,0.65853487064117,222,9367,14224,0.032881392121277,222,308,9367,0.021653543307087,222,308,14224,0.04851157662624,222,88,1814,0.635060639470783,222,1152,1814,2021/04/09,POINT (-91.840238 30.921314)
MA,8,70,1,7,71,1,4,78,17129,79,14159,79,664,78,93,79,105,78,0,78,3,78,1049,79,172,78,157,79,651,78,547,79,13,78,6,78,1409,79,0.82660984295639,79,14159,17129,0.047253060062625,78,664,14052,0.03907031479847,78,664,16995,0.124547429398986,78,172,1381,0.744499645138396,79,1049,1409,2021/04/09,POINT (-71.481104 42.151077)
MD,3,45,5,2,46,5,11,52,10456,53,8709,53,1533,52,188,53,332,52,2,52,9,52,1031,53,317,52,289,53,1513,52,1211,53,20,52,8,52,1378,53,0.832918898240245,53,8709,10456,0.17710258780037,52,1533,8656,0.148073022312373,52,1533,10353,0.236390753169277,52,317,1341,0.748185776487663,53,1031,1378,2021/04/09,POINT (-76.687282 38.946466)
ME,4,24,8,2,26,8,0,35,3051,36,2116,36,126,35,11,36,19,35,0,35,2,35,239,36,49,35,46,36,124,35,98,36,2,35,0,35,330,36,0.693543100622747,36,2116,3051,0.060606060606061,35,126,2079,0.041818785263857,35,126,3013,0.153125,35,49,320,0.724242424242424,36,239,330,2021/04/09,POINT (-69.06137 45.117911)
MI,17,138,3,13,142,3,11,155,22520,158,18550,158,4244,155,604,158,89,155,10,155,4,154,2217,158,841,155,824,158,4199,155,4025,158,45,155,35,155,2658,158,0.823712255772646,158,18550,22520,0.229827791617026,155,4244,18466,0.189523511811727,155,4244,22393,0.319771863117871,155,841,2630,0.834085778781038,158,2217,2658,2021/04/09,POINT (-85.730977 44.874798)
MN,15,91,25,15,91,25,11,130,9866,131,7612,131,771,130,97,131,39,130,2,130,2,130,701,131,174,130,165,131,764,130,678,131,7,130,6,130,959,131,0.771538617474154,131,7612,9866,0.102923508209852,130,771,7491,0.079599421845963,130,771,9686,0.18851570964247,130,174,923,0.73096976016684,131,701,959,2021/04/09,POINT (-94.198308 46.349153)
MO,20,82,19,23,79,19,5,117,15194,121,11788,121,817,117,66,121,158,117,2,117,20,117,1410,121,187,117,135,121,771,117,509,121,46,117,10,117,1765,121,0.775832565486376,121,11788,15194,0.070473561632019,117,817,11593,0.05478074292611,117,817,14914,0.11,117,187,1700,0.798866855524079,121,1410,1765,2021/04/09,POINT (-92.477244 38.3675)
WV,14,41,4,16,39,4,1,55,5922,59,4601,59,262,55,25,59,69,55,0,55,0,55,502,59,58,55,59,59,260,55,243,59,2,55,2,55,663,59,0.77693346842283,59,4601,5922,0.057964601769912,55,262,4520,0.045748210232233,55,262,5727,0.093699515347334,55,58,619,0.757164404223228,59,502,663,2021/04/09,POINT (-80.613729 38.642579)
WY,3,25,2,4,24,2,0,28,1629,30,677,30,24,28,7,30,6,28,0,28,0,28,37,30,6,28,6,30,24,28,21,30,0,28,0,28,137,30,0.415592387968079,30,677,1629,0.036036036036036,28,24,666,0.015132408575032,28,24,1586,0.047244094488189,28,6,127,0.27007299270073,30,37,137,2021/04/09,POINT (-107.55145 42.999627)
