state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,24,196,6,28,192,6,46,220,29891,226,25457,226,3108,220,348,226,416,220,13,219,34,219,2890,226,683,220,665,226,3013,220,2615,226,95,220,56,220,3561,226,0.851661035094176,226,25457,29891,0.123211100099108,220,3108,25225,0.105295253582681,220,3108,29517,0.197684515195369,220,683,3455,0.811569783768604,226,2890,3561,2021/09/20,,0,223,17,224,32,223,29,223,73,223,72,223,53,224,50,223,22,218,3,216,31,216,47,216,30,216,53,216,93,215,82,216,65,216,12,212,28,220,4458,4520,3466,1002,4,161,2,219,2,219,0,219,0,219,14,1,219,219
PR,0,11,54,0,11,54,11,64,9295,65,5844,65,228,64,10,65,16,64,0,64,6,64,481,65,72,64,57,65,214,64,191,65,14,64,1,64,662,65,0.628725121032813,65,5844,9295,0.039839245151144,64,228,5723,0.025038436195915,64,228,9106,0.113924050632911,64,72,632,0.726586102719033,65,481,662,2021/09/20,,0,65,1,65,0,65,2,65,2,65,1,65,3,65,1,65,0,65,0,64,2,64,1,64,0,64,2,64,6,64,2,64,3,64,0,64,2,64,0,32,18,0,0,0,0,64,6,64,0,64,0,64,24,1,64,64
RI,6,7,2,6,7,2,0,14,2428,15,2161,15,117,14,13,15,8,14,0,14,0,14,132,15,15,14,13,15,114,14,105,15,3,14,1,14,160,15,0.89003294892916,15,2161,2428,0.05550284629981,14,117,2108,0.049408783783784,14,117,2368,0.099337748344371,14,15,151,0.825,15,132,160,2021/09/20,,0,15,2,15,0,15,1,15,0,15,4,15,3,15,3,15,0,15,1,14,1,14,1,14,0,14,1,14,0,14,1,14,3,14,0,14,1,14,83,266,32,0,0,7,0,5,0,5,0,5,0,5,0,0,5,5
SC,29,53,5,29,53,5,12,85,11755,87,9853,87,2237,85,205,87,64,85,2,85,5,85,1212,87,549,85,544,87,2207,85,2138,87,30,85,24,85,1410,87,0.838196512122501,87,9853,11755,0.229813026505034,85,2237,9734,0.19304452882292,85,2237,11588,0.400729927007299,85,549,1370,0.859574468085106,87,1212,1410,2021/09/20,,1,87,10,87,13,87,27,87,43,87,47,87,35,87,29,87,0,82,0,85,2,85,2,85,3,85,18,85,10,85,17,85,10,85,2,80,43,85,2668,2659,779,1554,61,224,0,85,0,85,0,85,0,85,3,0,85,85
SD,1,61,3,1,61,3,27,62,2861,65,1853,65,187,62,28,65,12,62,1,62,5,62,168,65,59,62,63,65,183,62,177,65,4,62,3,62,246,65,0.64767563788885,65,1853,2861,0.103257868580895,62,187,1811,0.066929133858268,62,187,2794,0.251063829787234,62,59,235,0.682926829268293,65,168,246,2021/09/20,,0,65,4,65,4,65,5,65,0,65,4,65,6,65,3,65,2,65,0,62,1,62,1,62,0,62,2,62,2,62,3,62,1,62,2,62,6,62,751,163,500,263,0,132,0,62,0,62,0,62,0,62,0,0,62,62
TN,25,72,47,44,53,47,37,98,19894,144,13620,132,2787,98,219,98,61,98,7,98,2,98,1880,142,842,98,828,98,2752,98,2636,98,35,98,30,98,2445,144,0.720482437579348,132,13620,18904,0.228517546736635,98,2787,12196,0.167548394853914,98,2787,16634,0.370925110132159,98,842,2270,0.778790389395195,142,1880,2414,2021/09/20,,0,98,18,98,21,98,14,98,38,98,41,98,41,98,18,98,28,98,0,98,4,98,6,98,6,98,11,98,13,98,9,98,9,98,3,98,80,98,263,0,8,238,0,0,3,51,1,51,0,98,0,98,7,3,51,52
TX,21,99,476,20,100,476,72,591,69625,596,55972,596,11550,591,1141,596,529,591,33,591,108,591,7251,596,3301,591,3260,596,11250,591,10623,596,300,591,235,591,7774,596,0.803906642728905,596,55972,69625,0.20877015400188,591,11550,55324,0.167792547395947,591,11550,68835,0.43520105471325,591,3301,7585,0.932724466169282,596,7251,7774,2021/09/20,,10,596,63,596,119,596,149,596,229,596,205,596,160,596,121,596,85,596,3,591,47,591,54,591,60,591,75,591,98,591,76,591,78,591,38,591,182,591,1149,434,247,284,0,56,6,155,1,155,0,155,0,155,48,9,155,155
UT,1,49,9,1,49,9,50,58,6266,59,4216,59,594,58,78,59,5,58,1,58,0,58,440,59,205,58,206,59,584,58,558,59,10,58,0,58,617,59,0.672837535908075,59,4216,6266,0.14258281325012,58,594,4166,0.095837366892546,58,594,6198,0.337726523887974,58,205,607,0.713128038897893,59,440,617,2021/09/20,,0,59,3,59,6,59,17,59,8,59,13,59,17,59,14,59,0,59,0,58,0,58,3,58,0,58,1,58,0,58,0,58,1,58,0,58,3,58,196,244,109,50,0,18,0,57,0,57,0,57,0,57,3,1,57,57
VA,21,67,20,23,65,20,38,105,18333,108,13898,108,2032,105,213,108,179,105,10,105,21,105,1426,108,468,105,462,108,2000,105,1826,108,32,105,20,105,1937,108,0.75808651066383,108,13898,18333,0.147986308353361,105,2032,13731,0.11233346232517,105,2032,18089,0.248539564524695,105,468,1883,0.736189984512132,108,1426,1937,2021/09/20,,0,108,10,108,18,108,27,108,48,108,46,108,36,108,26,108,2,108,0,105,9,105,14,105,19,105,29,105,35,105,37,105,36,105,0,105,29,105,1054,4329,562,580,1,67,7,100,1,100,0,100,0,100,26,14,100,100
VI,2,0,0,2,0,0,0,2,168,2,111,2,6,2,1,2,0,2,0,2,0,2,13,2,3,2,3,2,6,2,6,2,0,2,0,2,20,2,0.660714285714286,2,111,168,0.054054054054054,2,6,111,0.035714285714286,2,6,168,0.15,2,3,20,0.65,2,13,20,2021/09/20,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,203,19,198,1,0,0,0,2,0,2,0,2,0,2,0,0,2,2
