state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/26,42500,42482,42518,6.17,6.14,6.19,692081,691404,692758,
CW,2021/04/27,42385,42372,42399,6.11,6.05,6.16,696859,696114,697604,
CW,2021/04/28,41580,41566,41593,5.96,5.92,6.01,700076,699439,700714,
CW,2021/04/29,40481,40462,40499,5.81,5.76,5.86,699967,699346,700587,
CW,2021/04/30,39682,39649,39716,5.7,5.64,5.76,699083,698388,699778,
CW,2021/05/01,38366,38327,38405,5.54,5.47,5.61,695551,694846,696255,
CW,2021/05/02,38306,38262,38350,5.56,5.5,5.63,691591,691053,692128,
CW,2021/05/03,38934,38895,38973,5.65,5.59,5.7,692244,691817,692670,
CW,2021/05/04,39100,39043,39158,5.63,5.54,5.73,696880,695910,697849,
CW,2021/05/05,38236,38192,38280,5.47,5.41,5.54,701455,700873,702037,
CW,2021/05/06,37207,37157,37257,5.32,5.24,5.4,702380,701602,703159,
CW,2021/05/07,36384,36339,36430,5.24,5.18,5.3,697706,696881,698530,
CW,2021/05/08,34991,34944,35038,5.05,4.98,5.12,695689,694792,696586,
CW,2021/05/09,34447,34389,34505,5,4.91,5.08,692549,691497,693602,
CW,2021/05/10,34732,34682,34782,5.04,4.97,5.11,691841,690861,692820,
CW,2021/05/11,34660,34602,34719,5,4.92,5.08,696364,695397,697332,
CW,2021/05/12,33755,33704,33805,4.86,4.79,4.93,697812,696839,698785,
CW,2021/05/13,32874,32821,32928,4.73,4.67,4.79,697744,696794,698694,
CW,2021/05/14,31775,31722,31828,4.58,4.52,4.64,696501,695482,697520,
CW,2021/05/15,30651,30599,30702,4.44,4.38,4.49,693450,692472,694427,
CW,2021/05/16,30212,30162,30263,4.4,4.35,4.45,689494,688596,690392,
CW,2021/05/17,30420,30371,30470,4.43,4.4,4.47,688958,688205,689710,
CW,2021/05/18,30108,30060,30155,4.36,4.33,4.39,694034,693278,694791,
CW,2021/05/19,29826,29779,29873,4.3,4.27,4.33,696845,696045,697645,
CW,2021/05/20,28622,28552,28691,4.12,4.05,4.2,697515,696691,698338,
CW,2021/05/21,27995,27926,28065,4.03,3.95,4.11,697282,696331,698233,
CW,2021/05/22,27013,26957,27069,3.91,3.86,3.96,694247,693351,695142,
CW,2021/05/23,26677,26618,26737,3.88,3.82,3.94,690395,689440,691351,
CW,2021/05/24,26995,26873,27117,3.93,3.75,4.12,689622,687960,691284,
CW,2021/05/25,27057,26915,27199,3.91,3.7,4.13,694230,692416,696043,
CW,2021/05/26,26365,26111,26619,3.82,3.4,4.24,693387,689679,697095,
AK,2021/04/26,45,45,45,3.01,3.01,3.01,1493,1493,1493,POINT (-151.631889 63.631126)
AL,2021/04/26,429,429,429,3.08,3.08,3.08,13939,13939,13939,POINT (-86.844516 32.756889)
AR,2021/04/26,211,211,211,2.78,2.78,2.78,7578,7578,7578,POINT (-92.439162 34.899825)
CA,2021/04/26,2076,2076,2076,3.56,3.56,3.56,58327,58327,58327,POINT (-119.662127 37.211164)
CT,2021/04/26,508,508,508,6.54,6.54,6.54,7769,7769,7769,POINT (-72.738288 41.575155)
DC,2021/04/26,176,176,176,6.44,6.44,6.44,2731,2731,2731,POINT (-77.016275 38.904785)
DE,2021/04/26,195,195,195,7.57,7.57,7.57,2577,2577,2577,POINT (-75.452394 38.994926)
GA,2021/04/26,1465,1465,1465,7.57,7.57,7.57,19341,19341,19341,POINT (-83.426574 32.638481)
ID,2021/04/26,137,137,137,4.22,4.22,4.22,3243,3243,3243,POINT (-114.659366 44.389073)
IN,2021/04/26,943,943,943,5.6,5.6,5.6,16826,16826,16826,POINT (-86.2818 39.919991)
KS,2021/04/26,208,208,208,2.68,2.68,2.68,7768,7768,7768,POINT (-98.38018 38.484729)
LA,2021/04/26,282,282,282,2.29,2.29,2.29,12538,12538,12538,POINT (-91.840238 30.921314)
MD,2021/04/26,1364,1364,1364,14,14,14,9745,9745,9745,POINT (-76.687282 38.946466)
MI,2021/04/26,3655,3655,3655,17.56,17.56,17.56,20820,20820,20820,POINT (-85.730977 44.874798)
AK,2021/04/27,53,53,53,3.55,3.55,3.55,1495,1495,1495,POINT (-151.631889 63.631126)
AL,2021/04/27,411,411,411,2.94,2.94,2.94,13956,13956,13956,POINT (-86.844516 32.756889)
AR,2021/04/27,213,213,213,2.8,2.8,2.8,7610,7610,7610,POINT (-92.439162 34.899825)
CA,2021/04/27,2073,2072,2074,3.51,3.28,3.74,59062,58697,59427,POINT (-119.662127 37.211164)
CT,2021/04/27,472,472,472,6.07,6.07,6.07,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/04/27,160,160,160,5.81,5.81,5.81,2753,2753,2753,POINT (-77.016275 38.904785)
DE,2021/04/27,185,185,185,7.09,7.09,7.09,2611,2611,2611,POINT (-75.452394 38.994926)
GA,2021/04/27,1475,1475,1475,7.63,7.63,7.63,19332,19332,19332,POINT (-83.426574 32.638481)
ID,2021/04/27,141,141,141,4.35,4.35,4.35,3241,3241,3241,POINT (-114.659366 44.389073)
IN,2021/04/27,909,909,909,5.38,5.38,5.38,16894,16894,16894,POINT (-86.2818 39.919991)
KS,2021/04/27,238,238,238,3.05,3.05,3.05,7801,7801,7801,POINT (-98.38018 38.484729)
