state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
CO,4,72,13,7,69,13,6,87,9876,89,6575,89,367,87,58,89,38,87,1,87,11,87,648,89,102,87,102,89,346,87,320,89,21,87,8,87,1002,89,0.66575536654516,89,6575,9876,0.056539824372208,87,367,6491,0.037567816562596,87,367,9769,0.105263157894737,87,102,969,0.646706586826347,89,648,1002,2021/04/07,POINT (-105.547832 38.998552)
CT,4,35,1,4,35,1,18,39,8465,40,6787,40,595,39,94,40,48,39,2,39,0,39,642,40,125,39,123,40,585,39,523,40,10,39,5,39,1057,40,0.80177200236267,40,6787,8465,0.088410104011887,39,595,6730,0.071027814253313,39,595,8377,0.120656370656371,39,125,1036,0.607379375591296,40,642,1057,2021/04/07,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,11,2998,13,2242,13,190,13,14,14,74,13,0,13,8,13,260,14,49,11,34,12,171,13,138,14,19,13,3,13,340,14,0.747831887925284,13,2242,2998,0.072450392247347,12,157,2167,0.054532823897187,12,157,2879,0.185606060606061,11,49,264,0.764705882352941,14,260,340,2021/04/07,POINT (-77.016275 38.904785)
DE,0,14,2,0,14,2,4,15,3308,16,2387,16,197,15,26,16,36,15,1,15,4,15,158,16,23,15,22,16,188,15,142,16,9,15,5,15,194,16,0.721584038694075,16,2387,3308,0.083298097251586,15,197,2365,0.06013431013431,15,197,3276,0.123655913978495,15,23,186,0.814432989690722,16,158,194,2021/04/07,POINT (-75.452394 38.994926)
FL,10,241,15,29,222,15,67,260,58596,266,44259,266,3561,260,505,266,220,260,15,260,6,260,4935,266,763,260,736,266,3492,260,3148,266,69,260,49,260,6446,266,0.755324595535531,266,44259,58596,0.081634992320213,260,3561,43621,0.06178644550092,260,3561,57634,0.122412963260067,260,763,6233,0.765591064225876,266,4935,6446,2021/04/07,POINT (-82.420978 28.260731)
GA,30,129,10,35,123,11,14,166,22743,169,17170,169,1374,166,257,169,118,166,10,166,26,166,2122,169,358,166,324,169,1342,166,1058,169,32,166,12,166,2791,169,0.754957569362002,169,17170,22743,0.080757023627601,166,1374,17014,0.061199946550265,166,1374,22451,0.130609266690989,166,358,2741,0.760300967395199,169,2122,2791,2021/04/07,POINT (-83.426574 32.638481)
HI,1,20,4,1,20,4,1,25,2631,25,1847,25,57,25,7,25,10,25,0,25,1,25,132,25,13,25,12,25,55,25,45,25,2,25,0,25,222,25,0.702014443177499,25,1847,2631,0.030860855441256,25,57,1847,0.021664766248575,25,57,2631,0.058558558558559,25,13,222,0.594594594594595,25,132,222,2021/04/07,POINT (-157.854309 21.361013)
IA,3,39,84,2,39,85,0,124,8073,126,4793,126,236,124,29,126,4,124,0,124,0,124,416,126,56,124,56,126,229,124,215,126,7,124,4,124,668,126,0.593707419794376,126,4793,8073,0.049852133502324,124,236,4734,0.029588766298897,124,236,7976,0.086286594761171,124,56,649,0.622754491017964,126,416,668,2021/04/07,POINT (-93.500061 42.074659)
ID,4,39,8,4,39,8,1,50,3709,51,2072,51,145,50,12,51,7,50,0,50,0,50,185,51,38,50,37,51,145,50,126,51,0,50,0,50,302,51,0.558641143165274,51,2072,3709,0.070939334637965,50,145,2044,0.039552645935625,50,145,3666,0.128378378378378,50,38,296,0.612582781456954,51,185,302,2021/04/07,POINT (-114.659366 44.389073)
IL,10,167,25,13,164,25,65,197,31658,202,21493,202,1986,197,270,202,276,197,4,197,29,197,2164,202,420,197,386,202,1946,197,1671,202,40,197,20,197,3483,202,0.678912123317961,202,21493,31658,0.0934280472315,197,1986,21257,0.063452506469855,197,1986,31299,0.122842936531149,197,420,3419,0.621303474016652,202,2164,3483,2021/04/07,POINT (-89.148632 40.124144)
IN,12,151,2,12,151,2,1,163,19104,165,11625,165,924,163,106,165,129,163,1,163,8,163,1503,165,215,163,176,165,904,163,657,165,20,163,4,163,2310,165,0.608511306532663,165,11625,19104,0.080159625227726,163,924,11527,0.048736747718762,163,924,18959,0.095090667846086,163,215,2261,0.650649350649351,165,1503,2310,2021/04/07,POINT (-86.2818 39.919991)
KS,10,128,4,14,124,4,0,139,8563,142,4825,142,168,139,15,142,24,139,0,139,4,139,548,142,45,139,44,142,165,139,144,142,3,139,2,139,827,142,0.563470746233797,142,4825,8563,0.035102381947346,139,168,4786,0.01981833195706,139,168,8477,0.055831265508685,139,45,806,0.662636033857316,142,548,827,2021/04/07,POINT (-98.38018 38.484729)
KY,0,25,93,3,113,2,0,116,14454,118,8323,118,408,116,110,118,62,116,0,116,4,116,1063,118,94,116,89,118,395,116,328,118,13,116,4,116,1833,118,0.575826760758268,118,8323,14454,0.049774307673539,116,408,8197,0.028585441042528,116,408,14273,0.052572706935123,116,94,1788,0.579923622476814,118,1063,1833,2021/04/07,POINT (-85.290484 37.526683)
LA,42,174,6,45,171,6,0,216,14140,222,8712,222,280,222,45,217,6,217,3,217,1,217,1116,222,98,222,94,222,272,222,344,222,8,222,6,222,1812,222,0.616124469589816,222,8712,14140,0.032139577594123,222,280,8712,0.01980198019802,222,280,14140,0.054083885209713,222,98,1812,0.615894039735099,222,1116,1812,2021/04/07,POINT (-91.840238 30.921314)
MA,11,89,1,10,90,1,12,100,18964,101,15497,101,675,100,86,101,89,100,7,100,2,100,999,101,165,100,159,101,655,100,546,101,20,100,13,100,1397,101,0.817179919848133,101,15497,18964,0.04385395010395,100,675,15392,0.035847052575677,100,675,18830,0.120525931336742,100,165,1369,0.715103793843951,101,999,1397,2021/04/07,POINT (-71.481104 42.151077)
MD,3,53,5,3,53,5,13,60,11853,61,9603,61,1512,60,163,61,252,60,5,60,8,60,1032,61,340,60,313,61,1496,60,1207,61,16,60,12,60,1359,61,0.810174639331815,61,9603,11853,0.158457346468246,60,1512,9542,0.12869180355775,60,1512,11749,0.257380772142316,60,340,1321,0.759381898454746,61,1032,1359,2021/04/07,POINT (-76.687282 38.946466)
ME,4,26,9,2,28,9,0,38,3314,39,2282,39,89,38,12,39,19,38,0,38,1,38,235,39,34,38,32,39,87,38,70,39,2,38,1,38,328,39,0.688593844296922,39,2282,3314,0.039573143619386,38,89,2249,0.027167277167277,38,89,3276,0.106918238993711,38,34,318,0.716463414634146,39,235,328,2021/04/07,POINT (-69.06137 45.117911)
MI,15,144,4,17,142,4,19,159,23850,163,19250,163,3993,159,605,163,83,159,9,159,10,159,2160,163,817,159,796,163,3932,159,3734,163,61,159,44,159,2541,163,0.807127882599581,163,19250,23850,0.208827990167878,159,3993,19121,0.168858629001565,159,3993,23647,0.326669332267093,159,817,2501,0.850059031877214,163,2160,2541,2021/04/07,POINT (-85.730977 44.874798)
MN,14,111,15,14,111,15,15,139,9990,140,7505,140,756,139,83,140,33,139,1,139,3,139,693,140,170,139,162,140,742,139,648,140,14,139,11,139,933,140,0.751251251251251,140,7505,9990,0.102355808285946,139,756,7386,0.077072076664288,139,756,9809,0.189520624303233,139,170,897,0.742765273311897,140,693,933,2021/04/07,POINT (-94.198308 46.349153)
MO,21,97,20,25,93,20,11,134,16898,138,13291,138,795,134,71,138,139,134,2,134,29,134,1394,138,147,134,110,138,747,134,495,138,48,134,11,134,1761,138,0.786542786128536,138,13291,16898,0.060636107085653,134,795,13111,0.047842570861166,134,795,16617,0.086674528301887,134,147,1696,0.791595684270301,138,1394,1761,2021/04/07,POINT (-92.477244 38.3675)
MS,9,96,2,12,93,2,0,105,8406,107,5144,107,236,105,16,107,26,105,0,105,5,105,540,107,71,105,54,107,227,105,178,107,9,105,4,105,797,107,0.611943849631216,107,5144,8406,0.046220133176655,105,236,5106,0.028321132845314,105,236,8333,0.091377091377091,105,71,777,0.67754077791719,107,540,797,2021/04/07,POINT (-89.65344 32.713378)
MT,6,60,1,7,59,1,4,66,3190,67,2007,67,49,66,13,67,6,66,0,66,1,66,129,67,10,66,11,67,49,66,50,67,0,66,0,66,226,67,0.629153605015674,67,2007,3190,0.024672708962739,66,49,1986,0.015501423600127,66,49,3161,0.045454545454545,66,10,220,0.570796460176991,67,129,226,2021/04/07,POINT (-109.645127 47.033521)
NC,1,126,5,3,124,5,26,128,24100,132,17678,132,1044,128,97,132,115,128,0,128,6,128,1818,132,285,128,266,132,1016,128,907,132,28,128,22,128,2474,132,0.733526970954357,132,17678,24100,0.059708321418359,128,1044,17485,0.043828715365239,128,1044,23820,0.118012422360248,128,285,2415,0.734842360549717,132,1818,2474,2021/04/07,POINT (-79.130883 35.52603)
ND,12,36,2,12,36,2,27,48,2395,49,1602,49,104,49,12,49,7,48,1,49,2,49,126,49,15,49,13,50,99,49,66,50,5,49,1,49,208,49,0.668893528183716,49,1602,2395,0.065781151170145,48,104,1581,0.043900379907134,48,104,2369,0.073529411764706,48,15,204,0.605769230769231,49,126,208,2021/04/07,POINT (-100.46931 47.446305)
NE,8,92,1,16,84,1,3,100,4344,101,2765,101,192,100,13,101,11,100,1,100,1,100,358,101,51,100,51,101,190,100,164,101,2,100,1,100,571,101,0.636510128913444,101,2765,4344,0.070149799050055,100,192,2737,0.045028142589118,100,192,4264,0.091891891891892,100,51,555,0.626970227670753,101,358,571,2021/04/07,POINT (-99.810595 41.527099)
NH,3,26,1,5,24,1,2,30,3131,30,2214,30,130,30,17,30,26,30,1,30,5,30,166,30,23,30,21,30,126,30,110,30,4,30,2,30,282,30,0.707122325135739,30,2214,3131,0.058717253839205,30,130,2214,0.041520281060364,30,130,3131,0.081560283687943,30,23,282,0.588652482269504,30,166,282,2021/04/07,POINT (-71.57139 43.680429)
NJ,9,77,10,10,76,10,73,95,24526,96,16182,96,2355,95,266,96,118,95,2,95,3,95,1362,96,400,95,384,96,2327,95,2179,96,28,95,5,95,3051,96,0.659789611025035,96,16182,24526,0.145838493931137,95,2355,16148,0.096311140193031,95,2355,24452,0.131795716639209,95,400,3035,0.446411012782694,96,1362,3051,2021/04/07,POINT (-74.655514 40.110253)
NM,15,38,1,15,38,1,2,52,4350,54,2779,51,123,52,12,54,13,53,0,52,1,53,332,53,31,52,31,53,118,52,110,53,5,52,0,52,427,54,0.668510945393312,51,2779,4157,0.040944300995942,50,111,2711,0.02906427221172,52,123,4232,0.076543209876543,52,31,405,0.77751756440281,53,332,427,2021/04/07,POINT (-106.108388 34.421369)
NV,1,17,44,2,16,44,26,60,8634,62,6135,62,298,60,46,62,59,60,1,60,2,60,566,62,54,60,49,62,295,60,259,62,3,60,2,60,864,62,0.710562890896456,62,6135,8634,0.049411374564749,60,298,6031,0.035191308455361,60,298,8468,0.067080745341615,60,54,805,0.655092592592593,62,566,864,2021/04/07,POINT (-114.916992 39.283294)
NY,4,189,13,4,189,13,167,197,52603,206,38588,206,4910,197,430,206,187,197,14,197,23,197,3616,206,966,197,902,206,4819,197,4318,206,91,197,50,197,5495,206,0.733570328688478,206,38588,52603,0.128094753593697,197,4910,38331,0.094455773152245,197,4910,51982,0.179888268156425,197,966,5370,0.658052775250227,206,3616,5495,2021/04/07,POINT (-75.59655 42.921241)
OH,12,204,12,17,199,12,22,224,32143,228,22083,228,1813,224,195,228,171,224,6,224,77,224,2656,228,337,224,288,228,1698,224,1157,228,115,224,20,224,4084,228,0.687023613228386,228,22083,32143,0.082777828508812,224,1813,21902,0.056966002639351,224,1813,31826,0.083935242839352,224,337,4015,0.650342801175318,228,2656,4084,2021/04/07,POINT (-82.70936 40.415534)
OK,28,108,12,31,105,12,7,146,10548,148,6844,148,293,146,43,148,78,146,1,146,5,146,735,148,62,146,59,148,266,146,210,148,27,146,26,146,1000,148,0.648843382631778,148,6844,10548,0.043568773234201,146,293,6725,0.028230079969169,146,293,10379,0.064921465968586,146,62,955,0.735,148,735,1000,2021/04/07,POINT (-97.508297 35.583449)
OR,3,54,7,3,54,7,12,62,6891,64,4952,64,249,62,27,64,50,62,0,62,4,62,508,64,57,62,42,64,236,62,172,64,13,62,6,62,806,64,0.718618487882746,64,4952,6891,0.051319043693322,62,249,4852,0.037114324042331,62,249,6709,0.072519083969466,62,57,786,0.630272952853598,64,508,806,2021/04/07,POINT (-120.605279 43.940449)
PA,18,202,7,23,197,7,22,221,31979,227,24793,227,2802,221,288,227,354,221,7,219,22,218,2742,227,592,221,557,227,2758,221,2480,227,44,219,27,219,3635,227,0.775290034084868,227,24793,31979,0.114069369809477,221,2802,24564,0.08867369220545,221,2802,31599,0.167610419026048,221,592,3532,0.754332874828061,227,2742,3635,2021/04/07,POINT (-77.838886 40.896694)
WY,3,26,2,4,25,2,0,29,1733,31,710,31,20,29,6,31,7,29,0,29,0,29,38,31,8,29,7,31,20,29,17,31,0,29,0,29,138,31,0.409694171956145,31,710,1733,0.028612303290415,29,20,699,0.011834319526627,29,20,1690,0.062992125984252,29,8,127,0.27536231884058,31,38,138,2021/04/07,POINT (-107.55145 42.999627)
