state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
PR,0,0,68,0,0,68,8,67,9130,68,5441,68,406,67,43,68,20,67,4,67,10,67,456,68,73,67,55,68,374,67,341,68,32,67,19,67,691,68,0.595947426067908,68,5441,9130,0.076244131455399,67,406,5325,0.04536312849162,67,406,8950,0.110606060606061,67,73,660,0.659913169319826,68,456,691,2021/04/07,POINT (-66.414655 18.215692)
RI,4,9,1,4,9,1,20,13,2203,14,1922,14,180,13,4,14,0,13,0,13,0,13,131,14,31,13,33,14,180,13,143,14,0,13,0,13,172,14,0.87244666364049,14,1922,2203,0.095744680851064,13,180,1880,0.084666039510818,13,180,2126,0.202614379084967,13,31,153,0.761627906976744,14,131,172,2021/04/07,POINT (-71.534637 41.572574)
SC,21,63,2,21,63,2,3,84,11440,86,8255,86,518,84,58,86,38,84,1,84,2,84,946,86,131,84,125,86,507,84,471,86,11,84,5,84,1345,86,0.721590909090909,86,8255,11440,0.063449289563939,84,518,8164,0.045942350332594,84,518,11275,0.100460122699386,84,131,1304,0.703345724907063,86,946,1345,2021/04/07,POINT (-80.864614 33.878572)
SD,0,62,3,0,62,3,33,62,2816,65,1576,65,101,62,9,65,20,62,0,62,1,62,106,65,21,62,20,65,98,62,79,65,3,62,1,62,238,65,0.559659090909091,65,1576,2816,0.065077319587629,62,101,1552,0.036740632957439,62,101,2749,0.092511013215859,62,21,227,0.445378151260504,65,106,238,2021/04/07,POINT (-100.230491 44.43614)
TN,5,59,79,16,48,79,3,64,20190,143,12502,127,532,64,57,64,35,64,0,64,4,64,1603,140,167,64,157,64,526,64,482,64,6,64,6,64,2371,143,0.664152146196345,127,12502,18824,0.063408820023838,64,532,8390,0.043069948186528,64,532,12352,0.103086419753086,64,167,1620,0.692739844425238,140,1603,2314,2021/04/07,POINT (-86.343226 35.842998)
TX,94,495,5,111,478,5,73,589,68199,594,48898,594,3342,589,364,594,533,589,12,589,51,589,5718,594,951,589,897,594,3245,589,2754,594,97,589,41,589,7424,594,0.716989985190399,594,48898,68199,0.069178223970192,589,3342,48310,0.049559569356704,589,3342,67434,0.131226714502553,589,951,7247,0.77020474137931,594,5718,7424,2021/04/07,POINT (-99.317341 31.447238)
UT,0,57,1,0,57,1,0,57,6119,58,3602,58,138,57,23,58,5,57,2,57,0,57,363,58,57,57,59,58,132,57,124,58,6,57,0,57,627,58,0.588658277496323,58,3602,6119,0.038720538720539,57,138,3564,0.022832561217737,57,138,6044,0.0935960591133,57,57,609,0.578947368421053,58,363,627,2021/04/07,POINT (-111.678222 39.323779)
VA,16,79,9,20,75,9,27,101,17959,104,12454,104,1025,101,107,104,171,101,4,101,11,101,1305,104,225,101,206,104,1009,101,839,104,16,101,11,101,1952,104,0.69346845592739,104,12454,17959,0.083292702746628,101,1025,12306,0.057952168259173,101,1025,17687,0.119553666312434,101,225,1882,0.668545081967213,104,1305,1952,2021/04/07,POINT (-78.666382 37.510861)
VI,1,1,0,1,1,0,0,2,168,2,81,2,4,2,0,2,0,2,0,2,0,2,7,2,4,2,4,2,4,2,4,2,0,2,0,2,20,2,0.482142857142857,2,81,168,0.049382716049383,2,4,81,0.023809523809524,2,4,168,0.2,2,4,20,0.35,2,7,20,2021/04/07,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1305,17,800,17,28,16,3,17,5,16,0,16,0,16,62,17,6,16,6,17,28,16,27,17,0,16,0,16,102,17,0.613026819923372,17,800,1305,0.036316472114137,16,28,771,0.022082018927445,16,28,1268,0.063157894736842,16,6,95,0.607843137254902,17,62,102,2021/04/07,POINT (-72.662695 44.075252)
WA,6,97,2,6,97,2,11,103,14584,105,9369,105,490,103,36,105,62,103,0,103,0,103,842,105,109,103,100,105,455,103,392,105,35,103,5,103,1411,105,0.642416346681294,105,9369,14584,0.052824493316085,103,490,9276,0.033900650339006,103,490,14454,0.078928312816799,103,109,1381,0.596739900779589,105,842,1411,2021/04/07,POINT (-120.592492 47.411715)
WI,9,117,22,12,114,22,0,145,13137,148,7876,147,352,144,67,148,46,145,1,145,16,145,828,147,90,144,92,147,335,144,318,147,17,144,3,144,1593,148,0.608420239474701,147,7876,12945,0.045654993514916,144,352,7710,0.027747122812549,144,352,12686,0.058403634003894,144,90,1541,0.519774011299435,147,828,1593,2021/04/07,POINT (-89.732969 44.639954)
WV,12,47,4,15,44,4,1,59,6137,63,4759,63,297,59,39,63,70,59,1,59,0,59,480,63,77,59,77,63,292,59,271,63,5,59,3,59,642,63,0.775460322633208,63,4759,6137,0.063393810032017,59,297,4685,0.049983170649613,59,297,5942,0.12876254180602,59,77,598,0.747663551401869,63,480,642,2021/04/07,POINT (-80.613729 38.642579)
AK,1,19,0,1,19,0,5,20,1569,20,910,20,46,20,7,20,2,20,0,20,0,20,97,20,15,20,14,20,41,20,38,20,5,20,0,20,129,20,0.579987253027406,20,910,1569,0.050549450549451,20,46,910,0.029318036966221,20,46,1569,0.116279069767442,20,15,129,0.751937984496124,20,97,129,2021/04/07,POINT (-151.631889 63.631126)
AL,27,76,14,28,75,14,4,112,15494,117,10682,117,458,112,44,114,65,112,3,112,8,112,1284,117,123,112,109,114,444,112,337,114,14,112,7,112,1623,117,0.689428165741577,117,10682,15494,0.044349762757819,112,458,10327,0.030506894025178,112,458,15013,0.077455919395466,112,123,1588,0.791127541589649,117,1284,1623,2021/04/07,POINT (-86.844516 32.756889)
AR,16,89,2,19,86,2,3,105,9146,107,6104,107,187,105,20,107,35,105,2,105,7,105,638,107,49,105,39,107,181,105,130,107,6,105,0,105,964,107,0.667395582768423,107,6104,9146,0.030736357659435,105,187,6084,0.020538165842943,105,187,9105,0.051742344244984,105,49,947,0.661825726141079,107,638,964,2021/04/07,POINT (-92.439162 34.899825)
AZ,24,96,3,25,95,3,5,120,17038,123,11456,123,582,120,71,123,128,120,2,120,6,120,1065,123,122,120,91,123,567,120,361,123,15,120,6,120,2222,123,0.672379387252025,123,11456,17038,0.05167820990943,120,582,11262,0.034814859125441,120,582,16717,0.056876456876457,120,122,2145,0.479297929792979,123,1065,2222,2021/04/07,POINT (-111.664616 34.293239)
CA,71,306,39,85,293,38,31,408,62646,416,45057,416,2123,406,253,416,378,408,4,406,5,406,4760,414,466,406,442,414,2071,406,1781,413,52,406,38,406,7013,414,0.719231874341538,416,45057,62646,0.047710009438626,406,2123,44498,0.034349415914313,406,2123,61806,0.068168519602106,406,466,6836,0.678739483815771,414,4760,7013,2021/04/07,POINT (-119.662127 37.211164)
