state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/24,509974,509803,510145,72.61,72.53,72.69,702371,702160,702582,
CW,2021/03/25,509613,509459,509766,72.5,72.43,72.58,702910,702673,703148,
CW,2021/03/26,506032,505756,506307,72.14,72.03,72.24,701516,701329,701702,
CW,2021/03/27,487746,487613,487879,69.78,69.73,69.84,698961,698798,699124,
CW,2021/03/28,472836,472649,473023,68.02,67.94,68.1,695181,694996,695366,
CW,2021/03/29,479324,479170,479478,68.92,68.86,68.99,695463,695292,695633,
CW,2021/03/30,501276,500884,501668,71.6,71.43,71.77,700106,699676,700537,
CW,2021/03/31,508885,508634,509136,72.51,72.41,72.6,701849,701672,702026,
CW,2021/04/01,506541,506228,506854,72.24,72.1,72.37,701228,700885,701570,
CW,2021/04/02,497377,497057,497697,71.17,71.03,71.3,698932,698567,699297,
CW,2021/04/03,474167,473880,474454,68.16,67.95,68.36,695729,694976,696482,
CW,2021/04/04,459857,459707,460006,66.43,66.32,66.55,692244,691812,692677,
CW,2021/04/05,467481,467261,467701,67.44,67.34,67.54,693195,692927,693463,
CW,2021/04/06,497526,497246,497805,71.22,71.09,71.35,698546,698176,698915,
CW,2021/04/07,511320,511018,511622,73,72.88,73.11,700462,700181,700742,
CW,2021/04/08,512857,512623,513091,73.27,73.18,73.36,699956,699711,700201,
CW,2021/04/09,509466,509202,509730,72.83,72.71,72.96,699485,699112,699858,
CW,2021/04/10,492489,492261,492717,70.56,70.47,70.65,697939,697690,698188,
CW,2021/04/11,480771,480127,481415,69.25,68.97,69.53,694271,693530,695011,
CW,2021/04/12,487084,486804,487363,70.16,70.04,70.27,694270,693954,694587,
CW,2021/04/13,512115,512039,512191,73.34,73.3,73.38,698278,698079,698477,
CW,2021/04/14,521204,521130,521279,74.41,74.37,74.45,700419,700215,700623,
CW,2021/04/15,520486,520258,520713,74.28,74.19,74.38,700678,700390,700967,
CW,2021/04/16,516360,516127,516594,73.65,73.55,73.75,701102,700790,701413,
CW,2021/04/17,497894,497505,498283,71.35,71.18,71.52,697850,697383,698317,
CW,2021/04/18,483010,482631,483390,69.61,69.44,69.78,693842,693346,694337,
CW,2021/04/19,488757,488612,488901,70.42,70.36,70.48,694042,693819,694264,
CW,2021/04/20,512345,512168,512523,73.42,73.34,73.49,697852,697558,698146,
CW,2021/04/21,520225,519972,520479,74.32,74.2,74.45,699912,699494,700330,
CW,2021/04/22,518994,517598,520390,74.23,73.58,74.88,699136,697285,700988,
CW,2021/04/23,515662,511240,520084,73.9,71.86,75.94,697740,692007,703473,
AK,2021/03/24,898,898,898,60.43,60.43,60.43,1486,1486,1486,POINT (-151.631889 63.631126)
AL,2021/03/24,9911,9911,9911,71.57,71.57,71.57,13848,13848,13848,POINT (-86.844516 32.756889)
AR,2021/03/24,5160,5160,5160,67.93,67.93,67.93,7596,7596,7596,POINT (-92.439162 34.899825)
AZ,2021/03/24,9628,9628,9628,68.21,68.21,68.21,14116,14116,14116,POINT (-111.664616 34.293239)
CA,2021/03/24,44478,44354,44602,74.91,74.25,75.56,59379,59230,59528,POINT (-119.662127 37.211164)
CT,2021/03/24,6328,6328,6328,80.95,80.95,80.95,7817,7817,7817,POINT (-72.738288 41.575155)
DC,2021/03/24,2173,2173,2173,79.42,79.42,79.42,2736,2736,2736,POINT (-77.016275 38.904785)
DE,2021/03/24,1861,1861,1861,71.66,71.66,71.66,2597,2597,2597,POINT (-75.452394 38.994926)
FL,2021/03/24,41892,41892,41892,79.7,79.7,79.7,52564,52564,52564,POINT (-82.420978 28.260731)
