state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-07,"481,773","478,989","484,557",69.07,68.33,69.81,"681,220","677,885","684,555"
CW,2020-08-08,"466,445","463,617","469,272",66.49,65.63,67.34,"685,485","681,801","689,170"
CW,2020-08-09,"453,762","450,920","456,604",64.94,64.04,65.83,"684,014","680,239","687,789"
CW,2020-08-10,"456,303","453,971","458,634",65.45,64.94,65.97,"682,453","679,206","685,701"
CW,2020-08-11,"479,552","477,292","481,811",68.30,67.86,68.75,"687,124","684,022","690,226"
CW,2020-08-12,"489,792","487,465","492,118",69.33,68.74,69.93,"691,603","688,422","694,784"
CW,2020-08-13,"491,267","488,862","493,672",69.26,68.59,69.94,"694,368","691,207","697,529"
CW,2020-08-14,"489,126","486,944","491,307",68.85,68.31,69.40,"695,615","692,711","698,518"
CW,2020-08-15,"474,354","471,437","477,272",66.84,65.79,67.89,"694,789","690,973","698,604"
CW,2020-08-16,"461,973","459,317","464,630",65.34,64.45,66.23,"692,184","688,708","695,660"
CW,2020-08-17,"465,217","462,916","467,517",65.80,65.22,66.39,"691,900","688,976","694,823"
CW,2020-08-18,"488,511","486,195","490,827",68.64,68.00,69.27,"695,259","692,343","698,175"
CW,2020-08-19,"498,197","496,032","500,362",69.83,69.27,70.40,"697,219","694,467","699,971"
CW,2020-08-20,"496,962","494,897","499,028",69.41,69.01,69.82,"699,411","696,784","702,038"
CW,2020-08-21,"493,370","490,596","496,144",68.77,67.82,69.73,"700,505","697,039","703,970"
CW,2020-08-22,"476,396","474,068","478,725",66.70,65.99,67.41,"697,677","694,686","700,668"
CW,2020-08-23,"463,658","461,287","466,029",65.12,64.36,65.88,"695,641","692,612","698,671"
CW,2020-08-24,"468,827","466,823","470,830",65.32,64.68,65.95,"701,468","698,767","704,169"
CW,2020-08-25,"490,166","488,390","491,941",68.10,67.57,68.63,"703,725","701,269","706,182"
CW,2020-08-26,"501,338","499,479","503,198",69.07,68.31,69.82,"709,180","706,660","711,699"
CW,2020-08-27,"502,810","500,982","504,638",69.08,68.28,69.88,"711,775","709,234","714,315"
CW,2020-08-28,"493,424","491,738","495,110",68.19,67.46,68.91,"708,135","705,827","710,444"
CW,2020-08-29,"476,058","474,159","477,957",66.01,65.22,66.80,"705,612","703,059","708,165"
CW,2020-08-30,"462,330","460,410","464,251",64.21,63.41,65.01,"704,195","701,571","706,819"
CW,2020-08-31,"465,126","463,575","466,677",64.69,64.08,65.30,"703,213","701,079","705,348"
CW,2020-09-01,"477,628","476,121","479,135",66.02,65.45,66.60,"707,102","705,045","709,159"
CW,2020-09-02,"486,752","485,558","487,946",67.01,66.63,67.39,"710,026","708,355","711,696"
CW,2020-09-03,"484,258","483,112","485,403",67.05,66.72,67.39,"705,945","704,360","707,531"
CW,2020-09-04,"479,333","477,945","480,721",66.47,65.98,66.96,"704,601","702,724","706,479"
CW,2020-09-05,"462,413","459,838","464,988",64.13,63.01,65.25,"704,240","700,804","707,675"
CW,2020-09-06,"455,343","452,215","458,472",63.47,62.07,64.87,"701,103","696,896","705,310"
CW,2020-09-07,"455,306","451,267","459,345",63.49,61.59,65.39,"701,213","695,443","706,983"
AL,2020-08-07,"10,171","10,076","10,266",72.32,70.21,74.43,"14,064","13,950","14,178"
DC,2020-08-07,"2,045","2,045","2,045",79.70,79.70,79.70,"2,566","2,566","2,566"
AL,2020-08-08,"9,675","9,644","9,706",68.74,67.93,69.56,"14,074","14,022","14,126"
DC,2020-08-08,"1,997","1,997","1,997",74.82,74.82,74.82,"2,669","2,669","2,669"
AL,2020-08-09,"9,550","9,528","9,572",68.02,67.49,68.56,"14,039","14,008","14,070"
DC,2020-08-09,"1,921","1,921","1,921",75.42,75.42,75.42,"2,547","2,547","2,547"
AL,2020-08-10,"9,908","9,877","9,939",70.35,69.53,71.17,"14,084","14,031","14,137"
DC,2020-08-10,"2,176","2,176","2,176",75.79,75.79,75.79,"2,871","2,871","2,871"
AL,2020-08-11,"10,369","10,369","10,369",73.61,73.61,73.61,"14,087","14,075","14,099"
DC,2020-08-11,"2,234","2,065","2,402",81.57,62.89,100.26,"2,738","2,545","2,931"
AL,2020-08-12,"10,514","10,294","10,735",74.52,69.63,79.42,"14,109","13,839","14,379"
DC,2020-08-12,"2,319","2,319","2,319",82.56,82.56,82.56,"2,809","2,809","2,809"
AL,2020-08-13,"10,506","10,492","10,519",74.31,74.01,74.60,"14,138","14,122","14,154"
DC,2020-08-13,"2,353","2,353","2,353",86.06,86.06,86.06,"2,734","2,734","2,734"
AL,2020-08-14,"10,270","10,215","10,325",72.57,71.16,73.98,"14,152","14,062","14,242"
DC,2020-08-14,"2,314","2,201","2,426",85.34,72.30,98.38,"2,711","2,573","2,849"
AL,2020-08-15,"9,845","9,810","9,879",69.64,68.70,70.58,"14,136","14,073","14,199"
DC,2020-08-15,"2,212","2,118","2,306",78.30,68.13,88.47,"2,825","2,716","2,934"
AL,2020-08-16,"9,752","9,721","9,784",69.04,68.21,69.86,"14,126","14,073","14,179"
DC,2020-08-16,"2,182","2,182","2,182",83.22,83.22,83.22,"2,622","2,622","2,622"
AL,2020-08-17,"9,789","9,736","9,842",69.20,67.82,70.59,"14,145","14,056","14,234"
DC,2020-08-17,"2,162","2,162","2,162",82.61,82.61,82.61,"2,617","2,617","2,617"
AL,2020-08-18,"10,381","10,350","10,412",73.43,72.62,74.24,"14,137","14,085","14,189"
DC,2020-08-18,"2,202","2,032","2,373",82.35,62.99,101.72,"2,674","2,479","2,870"
AL,2020-08-19,"10,446","10,339","10,553",74.11,71.99,76.23,"14,095","13,999","14,191"
DC,2020-08-19,"2,236","2,236","2,236",82.78,82.78,82.78,"2,701","2,701","2,701"
AL,2020-08-20,"10,464","10,445","10,482",74.07,73.64,74.50,"14,127","14,102","14,152"
DC,2020-08-20,"2,278","2,278","2,278",82.87,82.87,82.87,"2,749","2,749","2,749"
AL,2020-08-21,"10,135","10,122","10,147",72.03,71.74,72.32,"14,071","14,054","14,087"
DC,2020-08-21,"2,249","2,155","2,343",83.33,72.70,93.95,"2,699","2,590","2,808"
AL,2020-08-22,"9,615","9,590","9,640",68.45,67.86,69.04,"14,046","14,012","14,080"
DC,2020-08-22,"1,953","1,859","2,047",79.58,67.88,91.29,"2,454","2,345","2,563"
AL,2020-08-23,"9,545","9,518","9,571",67.93,67.31,68.56,"14,050","14,014","14,086"
