state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/03/14,56400,56330,56470,66.81,66.61,67.01,84419,84396,84442,
CW,2021/03/15,56508,56409,56607,67.47,67.14,67.79,83758,83674,83841,
CW,2021/03/16,58738,58690,58787,69.93,69.79,70.07,83994,83971,84018,
CW,2021/03/17,59386,59360,59413,70.67,70.59,70.76,84031,84009,84053,
CW,2021/03/18,59234,59215,59254,70.53,70.46,70.59,83986,83970,84002,
CW,2021/03/19,59208,59185,59230,70.4,70.28,70.51,84106,84060,84153,
CW,2021/03/20,57907,57887,57926,69.12,69.04,69.19,83781,83754,83808,
CW,2021/03/21,56137,56115,56160,67.29,67.21,67.38,83424,83396,83452,
CW,2021/03/22,56175,56130,56221,67.28,67.12,67.44,83494,83448,83540,
CW,2021/03/23,58774,58738,58811,70.12,70.01,70.24,83815,83791,83839,
CW,2021/03/24,59386,59315,59456,70.62,70.37,70.87,84090,84016,84165,
CW,2021/03/25,59339,59302,59376,70.64,70.52,70.76,84006,83978,84034,
CW,2021/03/26,59172,59162,59182,70.51,70.47,70.56,83917,83901,83933,
CW,2021/03/27,57816,57795,57837,69.05,68.98,69.12,83727,83710,83744,
CW,2021/03/28,56176,56157,56194,67.24,67.17,67.3,83550,83535,83566,
CW,2021/03/29,56440,56425,56456,67.74,67.67,67.81,83319,83294,83344,
CW,2021/03/30,58619,58559,58679,69.98,69.76,70.19,83768,83703,83833,
CW,2021/03/31,59364,59340,59388,70.7,70.62,70.79,83962,83936,83988,
CW,2021/04/01,58710,58638,58782,70.04,69.79,70.29,83825,83752,83897,
CW,2021/04/02,58188,58118,58257,69.48,69.26,69.69,83749,83708,83789,
CW,2021/04/03,56632,56602,56663,67.9,67.77,68.04,83400,83351,83449,
CW,2021/04/04,55308,55283,55333,66.5,66.33,66.67,83167,83089,83244,
CW,2021/04/05,55952,55911,55993,67.18,67.03,67.33,83287,83240,83334,
