state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,20,183,6,24,179,6,35,203,30710,209,23603,209,2519,203,267,209,352,203,6,201,26,201,2740,209,586,203,525,209,2482,203,2199,209,37,202,27,202,3485,209,0.768577010745685,209,23603,30710,0.107576016399043,203,2519,23416,0.083055821161265,203,2519,30329,0.173372781065089,203,586,3380,0.78622668579627,209,2740,3485,2021/04/29,POINT (-77.838886 40.896694),0,206,21,206,23,207,28,206,55,206,58,206,43,206,30,207,9,193,3,199,26,199,30,199,28,200,50,199,70,200,63,200,75,199,7,186
PR,0,0,74,0,0,74,1,73,9666,74,5742,74,417,73,17,74,16,73,2,73,8,73,491,74,98,73,57,74,388,73,362,74,29,73,14,73,704,74,0.594040968342644,74,5742,9666,0.073923063286651,73,417,5641,0.043940990516333,73,417,9490,0.145616641901932,73,98,673,0.697443181818182,74,491,704,2021/04/29,POINT (-66.414655 18.215692),0,74,3,74,2,74,3,74,2,74,2,74,1,74,1,74,3,74,0,73,2,73,1,73,0,73,2,73,3,73,2,73,2,73,4,73
RI,4,9,1,4,9,1,8,13,2513,14,2228,14,169,13,3,14,0,13,0,13,0,13,131,14,23,13,25,14,168,13,132,14,1,13,1,13,169,14,0.886589733386391,14,2228,2513,0.077239488117002,13,169,2188,0.069290692906929,13,169,2439,0.153333333333333,13,23,150,0.775147928994083,14,131,169,2021/04/29,POINT (-71.534637 41.572574),0,14,0,14,0,14,0,14,0,14,1,14,1,14,1,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,18,49,2,18,49,2,0,67,9254,69,6715,69,353,67,35,69,28,67,0,67,1,67,770,69,97,67,83,69,348,67,320,69,5,67,4,67,1188,69,0.72563215906635,69,6715,9254,0.053339377455425,67,353,6618,0.038842429577465,67,353,9088,0.084568439407149,67,97,1147,0.648148148148148,69,770,1188,2021/04/29,POINT (-80.864614 33.878572),0,69,3,69,3,69,9,69,4,69,4,69,8,69,4,69,0,64,0,67,2,67,2,67,4,67,6,67,7,67,4,67,1,67,2,62
SD,1,59,3,1,59,3,18,60,2585,63,1450,63,98,60,12,63,13,60,0,60,0,60,135,63,24,60,22,63,96,60,79,63,2,60,2,60,238,63,0.560928433268859,63,1450,2585,0.068820224719101,60,98,1424,0.038919777601271,60,98,2518,0.105726872246696,60,24,227,0.567226890756302,63,135,238,2021/04/29,POINT (-100.230491 44.43614),0,63,2,63,0,63,1,63,3,63,2,63,2,63,2,63,0,63,0,60,1,60,1,60,1,60,1,60,1,60,4,60,4,60,0,60
TN,11,89,41,30,70,41,17,100,20259,141,12836,127,754,100,67,100,41,100,1,100,0,100,1639,137,254,100,230,100,749,100,680,100,5,100,3,100,2395,141,0.67081264698197,127,12836,19135,0.068520537986187,100,754,11004,0.045953193564115,100,754,16408,0.119360902255639,100,254,2128,0.705249569707401,137,1639,2324,2021/04/29,POINT (-86.343226 35.842998),0,100,2,100,4,100,7,100,11,100,13,100,13,100,7,100,10,100,0,100,5,100,5,100,4,100,7,100,3,100,5,100,2,100,10,100
TX,101,475,13,127,449,13,56,584,67374,589,46310,589,3066,584,295,589,381,584,10,584,38,584,5301,589,918,584,847,589,2994,584,2526,589,72,584,42,584,7064,589,0.687357140736783,589,46310,67374,0.067010534598068,584,3066,45754,0.046031889019007,584,3066,66606,0.133294613039059,584,918,6887,0.750424688561721,589,5301,7064,2021/04/29,POINT (-99.317341 31.447238),2,589,18,589,41,589,50,589,68,589,43,589,33,589,20,589,20,589,3,583,26,582,37,583,36,582,64,583,80,583,59,583,40,583,36,584
UT,1,51,1,1,51,1,2,52,5487,53,2880,53,146,52,25,53,1,52,0,52,0,52,364,53,56,52,56,53,141,52,135,53,5,52,0,52,632,53,0.524876981957354,53,2880,5487,0.051408450704225,52,146,2840,0.026972104193608,52,146,5413,0.091205211726384,52,56,614,0.575949367088608,53,364,632,2021/04/29,POINT (-111.678222 39.323779),0,53,2,53,4,53,5,53,8,53,4,53,1,53,1,53,0,53,0,52,0,52,1,52,0,52,0,52,0,52,0,52,0,52,0,52
VA,14,71,9,20,65,9,22,91,17044,94,11966,94,809,91,68,94,172,91,1,91,13,91,1290,94,208,91,188,94,791,91,652,94,18,91,5,91,1949,94,0.702065242900728,94,11966,17044,0.06844331641286,91,809,11820,0.048194924341713,91,809,16786,0.109878499735869,91,208,1893,0.661877886095434,94,1290,1949,2021/04/29,POINT (-78.666382 37.510861),1,94,4,94,6,94,14,94,11,94,12,94,11,94,7,94,2,94,2,91,10,91,22,91,13,91,26,91,41,91,22,91,35,91,1,91
VI,2,0,0,2,0,0,0,2,168,2,80,2,3,2,0,2,0,2,0,2,0,2,10,2,2,2,2,2,3,2,3,2,0,2,0,2,20,2,0.476190476190476,2,80,168,0.0375,2,3,80,0.017857142857143,2,3,168,0.1,2,2,20,0.5,2,10,20,2021/04/29,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
VT,1,15,1,1,15,1,0,16,1295,17,814,17,16,16,2,17,2,16,0,16,0,16,58,17,4,16,4,17,16,16,15,17,0,16,0,16,102,17,0.628571428571429,17,814,1295,0.020253164556962,16,16,790,0.012728719172633,16,16,1257,0.042553191489362,16,4,94,0.568627450980392,17,58,102,2021/04/29,POINT (-72.662695 44.075252),0,17,1,17,0,17,0,17,0,17,0,17,1,17,0,17,0,17,0,16,0,16,0,16,1,16,0,16,0,16,1,16,0,16,0,16
WA,6,86,2,9,83,2,12,92,12174,94,8506,94,798,92,50,94,128,92,0,92,8,92,866,94,194,92,169,94,784,92,595,94,14,92,2,92,1266,94,0.698702152127485,94,8506,12174,0.094763092269327,92,798,8421,0.066306605733278,92,798,12035,0.156957928802589,92,194,1236,0.684044233807267,94,866,1266,2021/04/29,POINT (-120.592492 47.411715),0,94,1,93,12,93,4,93,11,93,9,93,8,93,4,93,1,94,1,92,17,91,11,91,11,91,16,91,13,91,20,91,19,91,20,92
WI,11,109,22,12,108,22,1,139,12617,142,7851,139,371,137,68,142,43,139,2,139,6,139,875,140,129,137,108,140,361,137,338,140,10,136,4,136,1606,142,0.625577689243028,139,7851,12550,0.048175561615375,136,371,7701,0.030108748579776,137,371,12322,0.083011583011583,137,129,1554,0.544831880448319,140,875,1606,2021/04/29,POINT (-89.732969 44.639954),0,142,1,142,4,142,5,142,9,142,6,142,9,142,7,142,27,142,0,139,3,139,4,139,5,139,7,139,3,139,11,139,10,139,0,139
AK,1,21,0,1,21,0,4,22,1488,22,908,22,62,22,5,22,2,22,0,22,0,22,91,22,18,22,16,22,61,22,53,22,1,22,1,22,136,22,0.610215053763441,22,908,1488,0.068281938325991,22,62,908,0.041666666666667,22,62,1488,0.132352941176471,22,18,136,0.669117647058824,22,91,136,2021/04/29,POINT (-151.631889 63.631126),0,22,0,22,0,22,2,22,0,22,0,22,2,22,1,22,0,22,0,22,0,22,0,22,0,22,0,22,1,22,0,22,1,22,0,22
AL,28,65,14,29,63,15,1,102,14916,107,10643,107,452,102,91,104,78,102,1,102,10,102,1315,107,158,102,139,104,441,102,357,104,11,102,6,102,1631,107,0.713529096272459,107,10643,14916,0.044080358884338,102,452,10254,0.031317120487771,102,452,14433,0.099183929692404,102,158,1593,0.806253832004905,107,1315,1631,2021/04/29,POINT (-86.844516 32.756889),1,104,4,104,7,104,8,104,45,104,14,104,8,104,4,104,0,104,0,102,6,102,9,102,20,102,6,102,16,102,13,102,8,102,0,102
AR,16,73,2,18,71,2,1,89,7825,91,5108,91,198,89,25,91,47,89,0,89,5,89,679,91,76,89,55,91,194,89,136,91,4,89,2,89,1001,91,0.652779552715655,91,5108,7825,0.038876889848812,89,198,5093,0.025423728813559,89,198,7788,0.076845298281092,89,76,989,0.678321678321678,91,679,1001,2021/04/29,POINT (-92.439162 34.899825),1,91,3,91,1,91,6,91,1,91,7,91,2,91,4,91,0,91,1,89,3,89,3,89,6,89,8,89,9,89,11,89,6,89,0,89
AZ,23,75,3,26,72,3,3,98,15001,101,9738,101,578,98,67,101,109,98,0,98,1,98,1060,101,178,98,134,101,570,98,389,101,8,98,5,98,2251,101,0.649156722885141,101,9738,15001,0.060599706437408,98,578,9538,0.039292997960571,98,578,14710,0.081464530892449,98,178,2185,0.470901821412706,101,1060,2251,2021/04/29,POINT (-111.664616 34.293239),0,101,8,101,6,101,14,101,10,101,12,101,4,101,12,101,1,101,1,98,8,98,14,98,14,98,10,98,22,98,23,98,17,98,0,98
CA,65,280,37,84,261,37,21,374,60141,382,43197,382,1946,373,193,382,318,374,3,373,5,373,4602,381,446,373,393,381,1894,373,1602,381,52,373,37,373,6976,381,0.71826208410236,382,43197,60141,0.045605812045934,373,1946,42670,0.032819509562519,373,1946,59294,0.065597882041477,373,446,6799,0.659690366972477,381,4602,6976,2021/04/29,POINT (-119.662127 37.211164),2,381,24,381,23,381,21,381,33,381,36,381,36,381,18,381,0,381,2,373,26,373,41,373,36,373,44,373,56,373,61,373,51,373,1,373
CO,7,76,13,6,77,13,14,94,11093,96,7206,96,732,94,114,96,48,94,0,94,15,94,880,96,228,94,233,96,691,94,643,96,41,94,20,94,1299,96,0.649598846119174,96,7206,11093,0.102679197643428,94,732,7129,0.066630256690333,94,732,10986,0.180094786729858,94,228,1266,0.677444187836798,96,880,1299,2021/04/29,POINT (-105.547832 38.998552),1,96,9,96,18,96,22,96,17,96,20,96,16,96,11,96,0,96,2,94,7,94,3,94,5,94,12,94,10,94,4,94,5,94,0,94
