state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-17,"63,439","63,421","63,457",73.72,73.67,73.76,"86,057","86,031","86,083"
CW,2021-02-18,"62,978","62,957","62,999",73.55,73.47,73.62,"85,632","85,598","85,665"
CW,2021-02-19,"62,757","62,723","62,791",73.35,73.24,73.45,"85,561","85,527","85,596"
CW,2021-02-20,"61,474","61,423","61,524",72.04,71.87,72.21,"85,337","85,282","85,393"
CW,2021-02-21,"60,094","60,072","60,116",70.56,70.49,70.63,"85,170","85,141","85,200"
CW,2021-02-22,"60,483","60,467","60,499",70.63,70.57,70.68,"85,639","85,620","85,658"
CW,2021-02-23,"62,813","62,792","62,835",72.96,72.89,73.04,"86,088","86,062","86,114"
CW,2021-02-24,"63,127","63,002","63,252",73.30,72.87,73.73,"86,120","85,989","86,250"
CW,2021-02-25,"62,795","62,677","62,913",73.17,72.75,73.59,"85,818","85,680","85,956"
CW,2021-02-26,"62,169","62,038","62,301",72.61,72.12,73.09,"85,626","85,467","85,786"
CW,2021-02-27,"60,710","60,567","60,853",71.05,70.52,71.58,"85,450","85,270","85,629"
CW,2021-02-28,"59,085","58,931","59,238",69.29,68.73,69.85,"85,272","85,087","85,456"
CW,2021-03-01,"58,820","58,678","58,961",69.15,68.63,69.67,"85,064","84,893","85,236"
CW,2021-03-02,"61,004","60,873","61,136",71.59,71.11,72.07,"85,209","85,051","85,367"
CW,2021-03-03,"61,294","61,182","61,407",71.81,71.40,72.22,"85,357","85,222","85,492"
CW,2021-03-04,"60,975","60,964","60,987",71.67,71.63,71.71,"85,082","85,069","85,095"
CW,2021-03-05,"60,909","60,866","60,952",71.47,71.24,71.70,"85,221","85,122","85,320"
CW,2021-03-06,"59,538","59,481","59,596",70.15,69.93,70.38,"84,870","84,788","84,951"
CW,2021-03-07,"57,925","57,830","58,020",68.58,68.23,68.94,"84,460","84,342","84,577"
CW,2021-03-08,"57,664","57,641","57,688",68.36,68.29,68.43,"84,354","84,343","84,364"
CW,2021-03-09,"59,815","59,737","59,894",70.67,70.45,70.89,"84,640","84,627","84,652"
CW,2021-03-10,"60,152","60,107","60,197",71.05,70.86,71.24,"84,661","84,592","84,730"
CW,2021-03-11,"60,192","60,166","60,218",71.10,71.01,71.20,"84,653","84,621","84,685"
CW,2021-03-12,"59,735","59,720","59,750",70.61,70.56,70.67,"84,593","84,576","84,610"
CW,2021-03-13,"58,411","58,296","58,526",69.30,68.93,69.68,"84,286","84,192","84,379"
CW,2021-03-14,"56,564","56,464","56,664",67.19,66.89,67.49,"84,189","84,146","84,232"
CW,2021-03-15,"56,559","56,468","56,651",67.43,67.12,67.74,"83,878","83,792","83,965"
CW,2021-03-16,"58,785","58,735","58,835",69.89,69.71,70.06,"84,116","84,061","84,170"
CW,2021-03-17,"59,390","59,337","59,444",70.59,70.36,70.83,"84,129","84,039","84,219"
CW,2021-03-18,"59,223","59,150","59,296",70.46,70.15,70.77,"84,054","83,938","84,169"
CW,2021-03-19,"59,272","58,927","59,617",69.86,68.58,71.14,"84,845","84,420","85,270"
AL,2021-02-17,"1,399","1,399","1,399",88.43,88.43,88.43,"1,582","1,582","1,582"
AZ,2021-02-17,"1,341","1,341","1,341",61.60,61.60,61.60,"2,177","2,177","2,177"
CA,2021-02-17,"6,235","6,235","6,235",81.30,81.30,81.30,"7,669","7,669","7,669"
CT,2021-02-17,642,642,642,61.38,61.38,61.38,"1,046","1,046","1,046"
DC,2021-02-17,275,275,275,85.14,85.14,85.14,323,323,323
GA,2021-02-17,"2,394","2,394","2,394",86.83,86.83,86.83,"2,757","2,757","2,757"
ID,2021-02-17,177,177,177,59.00,59.00,59.00,300,300,300
IN,2021-02-17,"1,331","1,331","1,331",61.73,61.73,61.73,"2,156","2,156","2,156"
KS,2021-02-17,580,580,580,72.68,72.68,72.68,798,798,798
LA,2021-02-17,"1,206","1,206","1,206",68.95,68.95,68.95,"1,749","1,749","1,749"
MD,2021-02-17,"1,007",995,"1,019",76.87,76.87,76.87,"1,310","1,289","1,331"
MI,2021-02-17,"1,974","1,961","1,987",74.55,73.18,75.91,"2,648","2,635","2,661"
AL,2021-02-18,"1,349","1,349","1,349",85.16,85.16,85.16,"1,584","1,584","1,584"
