state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
CO,9062,78,5273,73,368,96,512,64,93,76,940,57,0.6054718933210714,71,5267,8699,0.059548644035653325,73,314,5273,0.03553299492385787,78,322,9062,0.07311827956989247,54,68,930,0.566815144766147,56,509,898,2020-08-12
CT,8080,30,5787,29,136,31,510,28,20,29,1039,29,0.7328099278206914,29,5787,7897,0.02332814930015552,29,135,5787,0.016831683168316833,30,136,8080,0.019249278152069296,28,20,1039,0.49085659287776706,28,510,1039,2020-08-12
DC,3394,12,2598,13,139,13,234,11,28,10,327,11,0.765468473777254,12,2598,3394,0.05350269438029253,13,139,2598,0.04095462581025339,12,139,3394,0.0856269113149847,10,28,327,0.7155963302752294,11,234,327,2020-08-12
DE,2205,10,1227,7,60,12,68,6,11,7,113,5,0.6430995475113123,6,1137,1768,0.03015484922575387,7,37,1227,0.019501133786848073,10,43,2205,0.035398230088495575,5,4,113,0.6017699115044248,5,68,113,2020-08-12
FL,75450,259,40541,246,7384,261,4686,245,1739,257,5778,245,0.5739180905731961,246,40541,70639,0.16627611553735724,246,6741,40541,0.09772034459907224,259,7373,75450,0.27970813064628214,243,1610,5756,0.8110072689511942,245,4686,5778,2020-08-12
GA,14280,117,7750,96,3565,144,1096,86,611,93,1190,78,0.7546986074593437,96,7750,10269,0.22632258064516128,96,1754,7750,0.18123249299719887,117,2588,14280,0.3983050847457627,71,470,1180,0.8672268907563025,77,1032,1190,2020-08-12
HI,1591,16,1713,25,195,22,99,15,37,15,82,13,0.6991150442477876,15,1106,1582,0.12366912366912367,17,151,1221,0.08296668761785041,16,132,1591,0.23170731707317074,13,19,82,0.6463414634146342,13,53,82,2020-08-12
IA,8348,119,5025,119,329,119,41473,119,94,118,709,118,0.6019405845711547,119,5025,8348,0.0654726368159204,119,329,5025,0.03941063727839003,119,329,8348,0.1325811001410437,117,94,709,58.4950634696756,118,41473,709,2020-08-12
MS,7609,92,4221,88,1381,97,548,63,407,68,570,60,0.631578947368421,85,4164,6593,0.20184790334044064,88,852,4221,0.18031278748850046,92,1372,7609,0.6684210526315789,60,381,570,0.9438596491228071,60,538,570,2020-08-12
MT,3036,66,1822,50,73,40,102,23,28,50,213,46,0.7538270583367811,50,1822,2417,0.05275779376498801,30,66,1251,0.0408505875769446,38,73,1787,0.13861386138613863,42,28,202,0.6802721088435374,21,100,147,2020-08-12
NC,18592,110,13177,104,1390,121,1300,102,352,112,1745,98,0.7308343682962628,103,12946,17714,0.08142976398269712,104,1073,13177,0.06525487660308223,109,1211,18558,0.1650429799426934,98,288,1745,0.7289398280802293,98,1272,1745,2020-08-12
ND,2509,47,1640,48,81,48,64,44,23,48,103,43,0.6520526106018334,47,1636,2509,0.04939024390243903,48,81,1640,0.03228377839776803,47,81,2509,0.0970873786407767,43,10,103,0.4174757281553398,43,43,103,2020-08-12
NE,4631,84,2050,73,180,83,314,61,43,54,623,61,0.5869003160011491,72,2043,3481,0.06728880157170923,69,137,2036,0.03488372093023256,80,159,4558,0.06957928802588997,51,43,618,0.5322033898305085,58,314,590,2020-08-12
NH,3342,30,2141,30,32,30,152,29,9,28,275,27,0.6406343506882106,30,2141,3342,0.014946286781877626,30,32,2141,0.009575104727707959,30,32,3342,0.03272727272727273,27,9,275,0.5345454545454545,27,147,275,2020-08-12
NJ,7209,32,4845,31,406,35,318,28,32,30,686,28,0.7152209492635024,30,4807,6721,0.07223942208462332,31,350,4845,0.04924400055486198,32,355,7209,0.043731778425655975,28,30,686,0.46355685131195334,28,318,686,2020-08-12
NM,3176,46,1963,42,112,45,269,39,39,42,350,40,0.6538974017321786,42,1963,3002,0.05916534601162177,41,112,1893,0.03663722603859994,45,112,3057,0.11142857142857143,40,39,350,0.7696969696969697,36,254,330,2020-08-12
NV,8370,61,6038,60,1091,62,658,58,265,57,849,58,0.7225945428434658,60,6038,8356,0.1734017886717456,60,1047,6038,0.12508960573476702,61,1047,8370,0.3121319199057715,57,265,849,0.7750294464075382,58,658,849,2020-08-12
NY,42377,145,26797,126,1939,160,2757,119,254,126,4817,113,0.6775050445710199,124,26525,39151,0.04955778631936411,126,1328,26797,0.03799230714774524,145,1610,42377,0.04574166848181224,105,210,4591,0.5532136894824707,108,2651,4792,2020-08-12
OH,29757,200,19254,191,1571,208,2531,185,451,190,4006,163,0.6671748847846426,191,19254,28859,0.07826945050379142,191,1507,19254,0.05136766838679213,199,1523,29649,0.11041562343515272,160,441,3994,0.6318022965551673,163,2531,4006,2020-08-12
OK,8819,113,5362,111,548,140,670,111,199,113,1092,112,0.6118909049412302,111,5362,8763,0.07795598657217456,111,418,5362,0.04762444721623767,113,420,8819,0.17582417582417584,111,192,1092,0.643611911623439,110,670,1041,2020-08-12
OR,4321,50,3615,45,241,59,368,44,51,48,489,33,0.6818877551020408,37,2673,3920,0.05255878284923928,45,190,3615,0.04373987502892849,50,189,4321,0.0625,32,30,480,0.5807770961145194,33,284,489,2020-08-12
ID,3847,45,1868,41,187,47,162,40,43,46,284,40,0.4899620184481823,40,1806,3686,0.09903640256959315,41,185,1868,0.04860930595269041,45,187,3847,0.1443661971830986,40,41,284,0.5591397849462365,36,156,279,2020-08-12
IL,28606,176,16078,151,1782,183,1801,135,364,141,3071,120,0.6300506561365722,148,15796,25071,0.09584525438487373,151,1541,16078,0.060197161434664054,176,1722,28606,0.10636215334420882,117,326,3065,0.5401122482667547,116,1636,3029,2020-08-12
IN,16862,133,9902,130,949,134,1439,125,183,125,2263,126,0.6027514000486973,130,9902,16428,0.09109270854372854,130,902,9902,0.05479777013402918,133,924,16862,0.08093763821318001,125,183,2261,0.6444245409762651,125,1439,2233,2020-08-12
KS,7469,120,3867,104,310,129,490,73,79,84,659,67,0.5791969649067341,101,3664,6326,0.055192257389484696,103,211,3823,0.03205387205387206,119,238,7425,0.10631741140215717,62,69,649,0.7870967741935484,64,488,620,2020-08-12
KY,12833,107,8429,109,615,109,1043,99,591,101,1517,103,0.6516013402945531,107,8362,12833,0.07296239174279275,109,615,8429,0.04792332268370607,107,615,12833,0.3937375083277815,101,591,1501,0.6875411997363217,99,1043,1517,2020-08-12
LA,14034,175,8975,173,1085,206,1361,89,419,203,1761,84,0.6488892105072726,172,8967,13819,0.11860917305272789,167,1037,8743,0.0763325290633911,169,1044,13677,0.22515795519816198,80,392,1741,0.740488358886996,84,1304,1761,2020-08-12
MA,17006,80,11364,79,338,80,943,76,61,75,1865,76,0.6706798866855525,79,11364,16944,0.02974304822245688,79,338,11364,0.01987533811595907,80,338,17006,0.032707774798927614,75,61,1865,0.5056300268096515,76,943,1865,2020-08-12
MD,10168,51,7057,45,896,51,735,44,160,49,1042,41,0.7901690740118688,45,7057,8931,0.11831789023521026,43,830,7015,0.08708975879794385,49,881,10116,0.14299424184261036,41,149,1042,0.6765834932821497,41,705,1042,2020-08-12
ME,2862,29,1754,29,32,30,205,27,8,27,293,27,0.65503003003003,28,1745,2664,0.01710376282782212,29,30,1754,0.011180992313067784,29,32,2862,0.027586206896551724,25,8,290,0.6851211072664359,26,198,289,2020-08-12
MI,22467,142,13865,122,673,147,1565,121,162,141,2148,119,0.7326557903182669,121,13697,18695,0.04010097367472052,122,556,13865,0.029821516001246273,142,670,22467,0.0609640831758034,118,129,2116,0.728584729981378,119,1565,2148,2020-08-12
MN,11325,127,6987,121,458,129,590,120,109,121,877,110,0.6748816081956123,120,6983,10347,0.058394160583941604,121,408,6987,0.04044150110375276,127,458,11325,0.12270642201834862,109,107,872,0.6794425087108014,109,585,861,2020-08-12
MO,18856,122,9592,104,904,135,983,97,270,113,1838,101,0.5919832876354616,100,9068,15318,0.05984153461217681,104,574,9592,0.04205557912600764,122,793,18856,0.10964408725602756,92,191,1742,0.6107594936708861,90,965,1580,2020-08-12
WV,6440,60,4557,60,188,60,470,60,59,60,614,60,0.7076086956521739,60,4557,6440,0.041255211762124204,60,188,4557,0.029192546583850933,60,188,6440,0.09609120521172639,60,59,614,0.7654723127035831,60,470,614,2020-08-12
WY,1881,30,528,28,45,30,49,30,9,30,127,30,0.32254123396456935,28,528,1637,0.07386363636363637,28,39,528,0.023923444976076555,30,45,1881,0.07086614173228346,30,9,127,0.3858267716535433,30,49,127,2020-08-12
