state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,7,51,7,7,51,7,29,63,7097,65,5655,65,736,63,74,65,83,63,6,63,13,63,594,65,125,63,110,65,708,63,626,65,28,63,12,63,775,65,0.796815555868677,65,5655,7097,0.132636511083078,63,736,5549,0.105853588379117,63,736,6953,0.1657824933687,63,125,754,0.766451612903226,65,594,775,2022/01/04,,0,65,0,65,9,65,5,65,12,65,18,65,15,65,14,65,1,65,0,63,2,63,9,63,4,63,7,63,19,63,22,63,20,63,0,63,9,63,771,112,588,225,1,152,1,57,0,57,0,57,0,57,1,0,57,57
PA,39,182,6,43,178,6,133,220,29283,227,25022,227,7148,221,890,227,371,221,52,217,30,217,2894,227,1053,219,1051,225,6914,221,6517,227,234,220,181,220,3511,227,0.854488952634634,227,25022,29283,0.288621497213922,221,7148,24766,0.247215881579858,221,7148,28914,0.311354228267298,219,1053,3382,0.824266590714896,227,2894,3511,2022/01/04,,11,226,53,224,74,224,68,224,131,224,163,224,178,224,147,224,65,218,5,218,27,218,27,217,26,217,48,217,78,217,84,217,66,217,10,212,69,221,4236,3007,2554,383,3,255,5,217,16,218,0,218,0,218,77,11,218,218
PR,1,10,55,1,10,55,7,65,9233,66,4995,66,739,65,106,66,58,65,7,65,11,65,442,66,74,65,47,66,663,65,548,66,76,65,66,65,655,66,0.540994259720568,66,4995,9233,0.151372388365424,65,739,4882,0.081576332928579,65,739,9059,0.1184,65,74,625,0.674809160305344,66,442,655,2022/01/04,,0,66,14,66,11,66,13,66,13,66,12,66,18,66,19,66,6,66,0,65,1,65,3,65,4,65,11,65,11,65,8,65,17,65,3,65,10,65,0,32,798,0,0,24,3,65,5,65,0,65,0,65,25,4,65,65
RI,7,6,2,8,5,2,22,14,2360,15,1992,15,468,14,54,15,18,14,1,14,1,14,123,15,54,14,53,15,436,14,418,15,32,14,9,14,142,15,0.84406779661017,15,1992,2360,0.234939759036145,14,468,1992,0.198305084745763,14,468,2360,0.380281690140845,14,54,142,0.866197183098592,15,123,142,2022/01/04,,0,15,6,15,5,15,5,15,6,15,10,15,6,15,16,15,0,15,0,14,0,14,1,14,3,14,2,14,2,14,4,14,6,14,0,14,6,14,7,0,0,0,0,0,0,6,0,6,0,6,0,6,1,1,6,6
SC,26,57,5,25,58,5,20,86,11720,88,9252,88,1723,86,320,88,61,86,13,86,5,86,1040,88,302,86,299,88,1670,86,1623,88,53,86,51,86,1314,88,0.789419795221843,88,9252,11720,0.18828543328598,86,1723,9151,0.149138751839349,86,1723,11553,0.237234878240377,86,302,1273,0.791476407914764,88,1040,1314,2022/01/04,,4,88,25,88,14,88,29,88,46,88,70,88,77,88,52,88,3,83,2,86,6,86,2,86,3,86,10,86,14,86,15,86,8,86,1,81,23,86,1210,2397,1253,668,0,361,2,86,2,86,0,86,0,86,34,4,86,86
SD,2,59,3,2,59,3,73,61,2717,64,1661,64,308,61,35,64,13,61,3,61,1,61,165,64,64,61,66,64,294,61,266,64,14,61,10,61,249,64,0.611336032388664,64,1661,2717,0.190006169031462,61,308,1621,0.116007532956686,61,308,2655,0.26890756302521,61,64,238,0.662650602409639,64,165,249,2022/01/04,,0,64,6,64,2,64,3,64,6,64,8,64,2,64,8,64,0,64,1,61,0,61,2,61,1,61,2,61,4,61,1,61,2,61,0,61,3,61,441,98,1427,160,0,490,0,61,2,61,0,61,0,61,11,1,61,61
TN,29,104,9,48,85,9,130,139,19756,142,14224,142,2629,139,300,142,66,139,16,139,1,139,1751,141,554,139,557,142,2544,139,2433,142,85,139,78,139,2296,142,0.719983802389148,142,14224,19756,0.18810818546079,139,2629,13976,0.135257498585173,139,2629,19437,0.250792213671344,139,554,2209,0.763961605584642,141,1751,2292,2022/01/04,,1,142,19,142,21,142,32,142,51,142,69,142,47,142,42,142,18,142,1,139,3,139,4,139,8,139,11,139,8,139,18,139,12,139,1,139,36,139,30,2,52,143,0,253,6,85,7,86,0,138,1,138,71,12,85,86
TX,20,98,474,20,98,474,234,587,66333,592,51063,592,10562,587,1832,592,605,587,98,587,193,587,6076,592,1869,587,1835,592,10064,587,9482,592,498,587,364,587,6842,592,0.769797838180091,592,51063,66333,0.209347498612543,587,10562,50452,0.161028189843119,587,10562,65591,0.279622980251346,587,1869,6684,0.888044431452792,592,6076,6842,2022/01/04,,11,592,164,591,179,590,188,591,249,591,331,591,337,591,275,591,98,592,7,587,53,587,58,587,69,587,83,587,119,587,94,587,90,587,32,587,95,587,818,1711,599,207,12,21,0,154,29,154,0,154,0,154,132,16,154,154
UT,2,47,9,3,46,9,2,57,6173,58,3945,58,581,57,115,58,6,57,8,57,1,57,450,58,180,57,182,58,563,57,540,58,18,57,2,57,547,58,0.639073384092014,58,3945,6173,0.149472600977618,57,581,3887,0.095308398950131,57,581,6096,0.335195530726257,57,180,537,0.822669104204753,58,450,547,2022/01/04,,4,58,25,58,18,58,13,58,10,58,14,58,17,58,14,58,0,58,0,57,1,57,1,57,2,57,1,57,1,57,0,57,0,57,0,57,4,57,516,256,133,48,0,17,0,56,1,56,0,56,0,56,39,1,56,56
VA,21,65,20,22,64,20,107,103,17806,106,13585,106,3624,103,491,106,309,103,26,103,18,103,1501,106,552,103,540,106,3519,103,3245,106,105,103,75,103,1921,106,0.762945074693923,106,13585,17806,0.269843633655994,103,3624,13430,0.206061295274919,103,3624,17587,0.295187165775401,103,552,1870,0.781363872982821,106,1501,1921,2022/01/04,,4,106,42,106,47,106,34,106,56,106,91,106,108,106,96,106,13,106,1,103,17,103,31,103,24,103,30,103,58,102,75,103,73,103,0,103,44,103,746,2666,814,444,10,62,7,97,8,97,0,97,0,97,68,13,97,97
