state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,12,68,8959,67,5167,68,630,68,466,67,76,65,53,65,597,67,227,66,32,67,4,66,681,67,0.5596606764147785,67,5014,8959,0.1219276175730598,68,630,5167,0.06920415224913495,67,620,8959,0.1092814371257485,64,73,668,0.6849112426035503,66,463,676,2020-09-09
RI,2,14,1931,14,2079,14,80,14,137,14,7,14,7,14,79,14,79,14,1,14,1,14,168,14,1.0766442257897462,14,2079,1931,0.03848003848003848,14,80,2079,0.041429311237700675,14,80,1931,0.041666666666666664,14,7,168,0.8154761904761905,14,137,168,2020-09-09
SC,14,76,10198,82,8073,82,759,82,943,77,202,77,177,77,748,80,576,79,4,80,2,79,1311,76,0.7916258089821534,82,8073,10198,0.09401709401709402,82,759,8073,0.07442635810943322,82,759,10198,0.15666406858924395,75,201,1283,0.7170099160945843,76,940,1311,2020-09-09
SD,1,55,2317,55,1412,58,105,58,75,40,21,37,21,35,77,49,67,47,28,49,28,47,94,32,0.5999136814846785,55,1390,2317,0.07436260623229461,58,105,1412,0.045317220543806644,55,105,2317,0.1595744680851064,28,15,94,0.5357142857142857,30,45,84,2020-09-09
TN,8,109,17931,117,12413,117,924,111,1660,119,251,106,229,106,915,109,771,109,7,109,3,109,2084,121,0.7096328691448959,114,12332,17378,0.0784313725490196,102,848,10812,0.055767460213073786,99,848,15206,0.13967723984418476,103,251,1797,0.8189442525900346,118,1660,2027,2020-09-09
TX,120,549,64161,553,46323,560,4348,563,5267,513,1266,515,1124,513,4217,546,3318,540,74,546,42,540,6805,502,0.7100873212106037,551,45376,63902,0.09336821847903648,559,4318,46247,0.06667706951704767,552,4273,64085,0.18372781065088759,493,1242,6760,0.7727740986019132,501,5251,6795,2020-09-09
UT,3,53,5645,52,3463,53,189,53,366,46,46,44,46,44,165,50,123,49,6,50,3,49,549,42,0.5987599645704162,52,3380,5645,0.05457695639618828,53,189,3463,0.033480956598759964,52,189,5645,0.08014571948998178,41,44,549,0.6357012750455373,41,349,549,2020-09-09
VA,16,94,16638,90,11138,91,1019,98,752,79,181,84,144,79,793,81,538,81,3,81,0,81,1235,77,0.666185839644188,90,11084,16638,0.08862362090793996,90,980,11058,0.05669167473378509,89,937,16528,0.13765182186234817,76,170,1235,0.6040485829959514,77,746,1235,2020-09-09
VI,0,2,188,2,83,2,1,2,8,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.44148936170212766,2,83,188,0.012048192771084338,2,1,83,0.005319148936170213,2,1,188,0.0,2,0,20,0.4,2,8,20,2020-09-09
VT,1,17,735,16,361,16,3,17,34,15,1,16,0,16,3,17,1,17,0,17,0,17,63,14,0.49115646258503404,16,361,735,0.002770083102493075,16,1,361,0.0013605442176870747,16,1,735,0.0,14,0,63,0.5396825396825397,14,34,63,2020-09-09
