state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,3,21,0,3,21,0,1,24,1645,24,856,24,74,24,10,24,1,24,0,24,1,24,74,24,16,24,16,24,70,24,67,24,4,24,2,24,134,24,0.5203647416413374,24,856,1645,0.08644859813084112,24,74,856,0.044984802431610946,24,74,1645,0.11940298507462686,24,16,134,0.5522388059701493,24,74,134,2020-12-23
AL,42,71,2,44,68,3,18,114,15402,115,10442,115,2786,114,350,114,98,114,2,114,6,114,1250,115,731,114,712,114,2763,114,2597,114,23,114,17,114,1438,115,0.6779639007921049,115,10442,15402,0.2733516483516483,114,2786,10192,0.18408880666049954,114,2786,15134,0.5083449235048678,114,731,1438,0.8692628650904033,115,1250,1438,2020-12-23
AR,36,70,0,39,67,0,8,106,8790,106,5504,106,1127,106,151,106,226,106,3,106,10,106,771,106,327,106,288,106,1099,106,990,106,28,106,13,106,1004,106,0.6261660978384528,106,5504,8790,0.20476017441860464,106,1127,5504,0.12821387940841866,106,1127,8790,0.3256972111553785,106,327,1004,0.7679282868525896,106,771,1004,2020-12-23
AZ,41,76,0,46,71,0,81,117,16041,117,11479,117,4350,117,461,117,233,117,8,117,3,117,1573,117,984,117,898,117,4314,117,3783,117,36,117,29,117,2124,117,0.7156037653512873,117,11479,16041,0.3789528704590992,117,4350,11479,0.27118010099121004,117,4350,16041,0.4632768361581921,117,984,2124,0.7405838041431262,117,1573,2124,2020-12-23
CA,166,234,7,179,221,7,114,407,66903,407,50391,407,20252,406,2117,407,533,407,18,406,15,406,6953,406,4209,406,4124,406,20093,406,19300,406,159,406,125,406,8253,406,0.7531949239944397,407,50391,66903,0.4018971641761426,406,20252,50391,0.30270690402523054,406,20252,66903,0.509996364958197,406,4209,8253,0.8424815218708348,406,6953,8253,2020-12-23
CO,12,72,11,14,70,11,22,95,10255,95,5850,95,1088,95,128,95,47,95,3,95,3,95,720,95,299,95,281,95,1072,95,917,95,16,95,11,95,1203,95,0.5704534373476353,95,5850,10255,0.18598290598290598,95,1088,5850,0.10609458800585081,95,1088,10255,0.2485453034081463,95,299,1203,0.5985037406483791,95,720,1203,2020-12-23
CT,5,32,1,6,31,1,31,38,8144,38,6092,38,1350,38,120,38,65,38,5,38,1,38,665,38,240,38,229,38,1342,38,1190,38,8,38,6,38,1073,38,0.7480353634577603,38,6092,8144,0.221602101116218,38,1350,6092,0.16576620825147348,38,1350,8144,0.22367194780987884,38,240,1073,0.6197576887232059,38,665,1073,2020-12-23
DC,0,12,1,0,12,1,6,12,3382,13,2459,13,306,13,13,13,83,13,0,13,12,13,229,13,69,12,60,12,277,13,235,13,29,13,11,13,319,13,0.7270845653459491,13,2459,3382,0.1244408296055307,13,306,2459,0.0904790065050266,13,306,3382,0.21630094043887146,12,69,319,0.7178683385579937,13,229,319,2020-12-23
DE,1,14,0,3,12,0,9,15,3209,15,2096,15,490,15,31,15,26,15,0,15,0,15,151,15,64,15,63,15,483,15,450,15,7,15,6,15,190,15,0.6531629791212216,15,2096,3209,0.23377862595419846,15,490,2096,0.15269554378311,15,490,3209,0.3368421052631579,15,64,190,0.7947368421052632,15,151,190,2020-12-23
FL,9,237,5,25,221,5,71,251,55229,251,38478,251,6169,251,849,251,239,251,11,251,16,251,4763,251,1257,251,1187,251,6127,251,5640,251,42,251,23,251,6061,251,0.696699197885169,251,38478,55229,0.16032538073704455,251,6169,38478,0.11169856416013327,251,6169,55229,0.20739151955122917,251,1257,6061,0.7858439201451906,251,4763,6061,2020-12-23
