state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,7,58,4,8,60,1,3,68,9512,69,5215,69,344,68,14,69,34,68,0,68,12,68,453,69,47,68,50,69,310,68,269,69,34,68,6,68,673,69,0.5482548359966358,69,5215,9512,0.06770320802991538,68,344,5081,0.036890080428954426,68,344,9325,0.07320872274143302,68,47,642,0.6731054977711739,69,453,673,2021-01-16
RI,6,8,2,6,8,2,9,14,2367,15,2372,15,422,14,29,15,0,14,0,14,0,14,152,15,54,14,57,15,420,14,382,15,2,14,2,14,176,15,1.002112378538234,15,2372,2367,0.18119364534134821,14,422,2329,0.18347826086956523,14,422,2300,0.3253012048192771,14,54,166,0.8636363636363636,15,152,176,2021-01-16
SC,26,54,4,21,59,4,18,80,11026,82,9183,82,2380,80,257,82,147,80,0,80,3,80,1162,82,482,80,466,82,2369,80,2231,82,11,80,9,80,1401,82,0.8328496281516415,82,9183,11026,0.2628382109331861,80,2380,9055,0.21925380009212345,80,2380,10855,0.35389133627019087,80,482,1362,0.8294075660242684,82,1162,1401,2021-01-16
SD,2,60,3,2,60,3,34,62,2853,65,1699,65,193,62,19,65,10,62,0,62,0,62,148,65,42,62,38,65,192,62,177,65,1,62,1,62,253,65,0.5955134945671223,65,1699,2853,0.11584633853541416,62,193,1666,0.0693994965839626,62,193,2781,0.17355371900826447,62,42,242,0.5849802371541502,65,148,253,2021-01-16
TN,18,77,52,35,60,52,33,95,20166,144,14041,135,2015,95,192,95,69,95,4,95,2,95,1830,141,527,95,513,95,1972,95,1852,95,43,95,36,95,2237,144,0.733288071861291,135,14041,19148,0.18510012860554842,95,2015,10886,0.13649911936052025,95,2015,14762,0.30114285714285716,95,527,1750,0.8444854637748038,141,1830,2167,2021-01-16
TX,135,408,60,174,369,60,226,590,72333,595,53995,595,14677,590,1664,595,670,590,24,590,64,590,7400,595,3725,590,3677,595,14503,590,13805,595,174,590,128,590,8247,595,0.7464780943690985,595,53995,72333,0.27510262225637755,590,14677,53351,0.20525837354031187,590,14677,71505,0.46233089239170905,590,3725,8057,0.897295986419304,595,7400,8247,2021-01-16
UT,1,56,1,1,56,1,9,57,6153,58,3629,58,613,57,75,58,19,57,5,57,1,57,434,58,203,57,193,58,597,57,537,58,16,57,0,57,645,58,0.5897935966195352,58,3629,6153,0.17127689298686785,57,613,3579,0.10113842600230985,57,613,6061,0.3237639553429027,57,203,627,0.6728682170542636,58,434,645,2021-01-16
VA,24,70,10,32,62,10,70,99,17717,102,13127,102,2951,99,299,102,303,99,5,99,20,99,1536,102,512,99,503,102,2925,99,2586,102,26,99,14,99,1998,102,0.7409267934751933,102,13127,17717,0.22764792100593997,99,2951,12963,0.16911174785100286,99,2951,17450,0.26556016597510373,99,512,1928,0.7687687687687688,102,1536,1998,2021-01-16
VI,1,1,0,2,0,0,0,2,168,2,91,2,1,2,0,2,0,2,0,2,0,2,6,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.5416666666666666,2,91,168,0.01098901098901099,2,1,91,0.005952380952380952,2,1,168,0.05,2,1,20,0.3,2,6,20,2021-01-16
VT,1,15,1,1,15,1,0,16,1302,17,881,17,45,16,12,17,6,16,0,16,0,16,77,17,8,16,7,17,45,16,43,17,0,16,0,16,104,17,0.6766513056835638,17,881,1302,0.05238649592549476,16,45,859,0.03557312252964427,16,45,1265,0.08247422680412371,16,8,97,0.7403846153846154,17,77,104,2021-01-16
WA,7,92,2,10,89,2,35,99,13149,101,9274,101,956,99,86,101,80,99,0,99,15,98,988,101,219,99,212,101,942,99,853,101,14,99,9,99,1339,101,0.7053007833295307,101,9274,13149,0.10395824271422358,99,956,9196,0.07342549923195084,99,956,13020,0.1662870159453303,99,219,1317,0.7378640776699029,101,988,1339,2021-01-16
WI,24,117,5,30,111,5,5,143,13659,146,8633,145,1014,142,198,146,87,143,0,143,2,143,979,145,224,142,227,145,1011,142,951,145,3,142,2,142,1623,146,0.6325468933177022,145,8633,13648,0.11977321048901489,142,1014,8466,0.07580174927113703,142,1014,13377,0.14258434118395927,142,224,1571,0.6032039433148491,145,979,1623,2021-01-16
WV,22,37,5,24,35,5,8,59,6136,63,4710,63,741,59,64,63,75,59,0,59,1,59,533,63,160,59,170,63,733,59,715,63,8,59,1,59,659,63,0.7676010430247718,63,4710,6136,0.1609819682815555,59,741,4603,0.12481051035876706,59,741,5937,0.2631578947368421,59,160,608,0.8088012139605463,63,533,659,2021-01-16
AK,1,21,0,1,21,0,0,22,1446,22,743,22,54,22,4,22,0,22,1,22,0,22,79,22,11,22,11,22,52,22,50,22,2,22,2,22,126,22,0.5138312586445366,22,743,1446,0.07267833109017496,22,54,743,0.03734439834024896,22,54,1446,0.0873015873015873,22,11,126,0.626984126984127,22,79,126,2021-01-16
AL,37,75,5,42,69,6,29,114,15064,116,12091,116,2917,114,359,116,115,114,0,114,9,114,1527,116,811,114,796,116,2893,114,2690,116,24,114,20,114,1619,116,0.8026420605416887,116,12091,15064,0.23658516231327714,113,2835,11983,0.19051139036355083,113,2835,14881,0.49335863377609107,113,780,1581,0.9431747992588018,116,1527,1619,2021-01-16
AR,16,84,2,15,85,2,13,100,8670,102,6231,102,1247,100,148,102,254,100,2,100,10,100,811,102,365,100,332,102,1231,100,1117,102,16,100,6,100,1052,102,0.7186851211072665,102,6231,8670,0.20057905742319446,100,1247,6217,0.14447920287336347,100,1247,8631,0.3526570048309179,100,365,1035,0.7709125475285171,102,811,1052,2021-01-16
AZ,29,85,3,35,79,3,83,114,17389,117,13199,117,4848,114,571,117,282,114,9,114,12,114,1755,117,1036,114,979,117,4807,114,4373,117,41,114,30,114,2407,117,0.7590430732072,117,13199,17389,0.3754065355428217,114,4848,12914,0.28485809977084436,114,4848,17019,0.4455913978494624,114,1036,2325,0.7291233901121729,117,1755,2407,2021-01-16
CA,169,206,13,189,186,13,123,379,66903,387,54194,387,20837,378,1952,387,511,379,30,378,17,378,8001,386,4733,378,4747,386,20644,378,20065,386,193,378,159,378,8950,386,0.8100384138229975,387,54194,66903,0.3893238168195661,378,20837,53521,0.3161768053047661,378,20837,65903,0.5442732290708372,378,4733,8696,0.8939664804469274,386,8001,8950,2021-01-16
CO,6,80,15,6,80,15,17,97,11379,99,7527,99,911,97,115,99,77,97,3,97,14,97,861,99,264,97,249,99,874,97,767,99,37,97,14,97,1373,99,0.6614816767730028,99,7527,11379,0.12198714515265131,97,911,7468,0.08084842030528931,97,911,11268,0.19701492537313434,97,264,1340,0.6270939548434086,99,861,1373,2021-01-16
CT,4,30,1,4,30,1,25,34,8043,35,6293,35,1277,34,151,35,80,34,4,34,0,34,654,35,223,34,219,35,1264,34,1134,35,13,34,8,34,1076,35,0.7824194952132288,35,6293,8043,0.20461464508892804,34,1277,6241,0.16068956839058765,34,1277,7947,0.21157495256166983,34,223,1054,0.6078066914498141,35,654,1076,2021-01-16
DC,0,12,2,0,12,2,2,12,3589,14,2820,14,367,13,23,14,69,13,2,13,6,13,255,14,74,12,68,13,334,13,303,14,33,13,10,13,315,14,0.7857341877960434,14,2820,3589,0.13438300988648846,13,367,2731,0.10594688221709007,13,367,3464,0.24915824915824916,12,74,297,0.8095238095238095,14,255,315,2021-01-16
DE,1,13,1,2,12,1,7,14,3084,15,2257,15,466,14,42,15,23,14,3,14,0,14,163,15,55,14,56,15,463,14,445,15,3,14,3,14,197,15,0.7318417639429312,15,2257,3084,0.20906235980260207,14,466,2229,0.1526867627785059,14,466,3052,0.2894736842105263,14,55,190,0.8274111675126904,15,163,197,2021-01-16
FL,6,243,15,34,215,15,112,258,57338,264,45670,264,7815,258,1052,264,314,258,17,258,13,258,5268,264,1479,258,1432,264,7758,258,7317,264,57,258,42,258,6368,264,0.7965049356447731,264,45670,57338,0.17375547502056607,258,7815,44977,0.13868924027045731,258,7815,56349,0.24025341130604289,258,1479,6156,0.8272613065326633,264,5268,6368,2021-01-16
GA,40,113,13,44,108,14,76,163,21749,166,18824,166,5951,163,787,166,149,163,23,163,50,163,2623,166,1334,163,1307,166,5886,163,5631,166,65,163,28,163,2762,166,0.8655110579796772,166,18824,21749,0.31979149873717017,163,5951,18609,0.27759119320832165,163,5951,21438,0.49297856614929786,163,1334,2706,0.9496741491672701,166,2623,2762,2021-01-16
HI,3,20,1,3,20,1,1,23,2460,23,1687,23,132,23,6,23,25,23,0,23,0,23,143,23,26,23,22,23,131,23,109,23,1,23,1,23,216,23,0.6857723577235773,23,1687,2460,0.07824540604623592,23,132,1687,0.05365853658536585,23,132,2460,0.12037037037037036,23,26,216,0.6620370370370371,23,143,216,2021-01-16
IA,4,62,56,4,61,57,4,120,7184,122,4245,122,495,120,80,122,36,120,2,120,2,120,347,122,81,120,78,122,489,120,456,122,6,120,4,120,542,122,0.5908964365256125,122,4245,7184,0.1190189949507093,120,495,4159,0.06991525423728813,120,495,7080,0.15487571701720843,120,81,523,0.6402214022140221,122,347,542,2021-01-16
ID,3,38,8,3,38,8,1,48,3436,49,2063,49,269,48,20,49,8,48,0,48,0,48,220,49,62,48,64,49,267,48,258,49,2,48,2,48,308,49,0.6004074505238649,49,2063,3436,0.13244707040866568,48,269,2031,0.07928087238432066,48,269,3393,0.2052980132450331,48,62,302,0.7142857142857143,49,220,308,2021-01-16
IL,17,160,16,17,160,16,76,188,30298,193,20627,193,3391,188,370,193,460,188,3,188,28,188,2298,193,698,188,613,193,3339,188,2810,193,52,188,20,188,3567,193,0.6808040134662354,193,20627,30298,0.16627439442973424,188,3391,20394,0.11332041170966449,188,3391,29924,0.19954259576901087,188,698,3498,0.6442388561816653,193,2298,3567,2021-01-16
IN,19,134,3,23,130,3,17,153,18242,155,11887,155,2335,153,269,155,164,153,41,153,12,153,1590,155,567,153,528,155,2319,153,1978,155,16,153,7,153,2192,155,0.6516281109527464,155,11887,18242,0.19831832852046882,153,2335,11774,0.12901978119129184,153,2335,18098,0.2645823611759216,153,567,2143,0.7253649635036497,155,1590,2192,2021-01-16
KS,12,127,8,19,120,8,26,140,8574,143,5178,143,789,140,114,143,66,140,2,140,4,140,643,143,194,140,185,143,785,140,711,143,4,140,3,140,848,143,0.6039188243526942,143,5178,8574,0.15383115617079351,140,789,5129,0.0929657122658183,140,789,8487,0.23486682808716708,140,194,826,0.7582547169811321,143,643,848,2021-01-16
KY,1,107,2,6,102,2,17,108,13673,110,8875,110,1698,108,390,110,93,108,2,108,11,108,1287,110,392,108,397,110,1678,108,1580,110,20,108,4,108,1839,110,0.6490894463541286,110,8875,13673,0.19459087783635112,108,1698,8726,0.12588034694936615,108,1698,13489,0.21887213847012843,108,392,1791,0.6998368678629691,110,1287,1839,2021-01-16
LA,39,175,7,42,172,7,14,214,14258,221,10222,221,1609,221,219,215,16,215,2,215,2,215,1469,221,459,221,448,221,1594,221,1749,221,15,221,9,221,1914,221,0.7169308458409314,221,10222,14258,0.15740559577382118,221,1609,10222,0.11284892691822135,221,1609,14258,0.23981191222570533,221,459,1914,0.7675026123301986,221,1469,1914,2021-01-16
