state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
PA,22,200,6,25,197,6,27,222,30732,228,24959,228,3642,222,318,228,384,222,7,220,32,219,2713,228,650,222,588,228,3585,222,2664,228,57,221,34,221,3505,228,0.81215020174411,228,24959,30732,0.147294346032516,222,3642,24726,0.12,222,3642,30350,0.19123271550456,222,650,3399,0.774037089871612,228,2713,3505,2021/04/20,POINT (-77.838886 40.896694)
PR,1,19,48,1,19,48,5,67,9062,68,5718,68,569,67,282,68,821,67,1,67,9,67,499,68,85,67,67,68,529,67,466,68,40,67,16,67,681,68,0.630986537188259,68,5718,9062,0.10137181542847,67,569,5613,0.064083793219957,67,569,8879,0.130769230769231,67,85,650,0.732745961820852,68,499,681,2021/04/20,POINT (-66.414655 18.215692)
RI,4,9,2,4,9,2,7,14,2566,15,2363,15,187,14,7,15,0,14,2,14,0,14,140,15,28,14,29,15,186,14,148,15,1,14,1,14,163,15,0.920888542478566,15,2363,2566,0.08084738434933,14,187,2313,0.075130574527923,14,187,2489,0.193103448275862,14,28,145,0.858895705521472,15,140,163,2021/04/20,POINT (-71.534637 41.572574)
SC,20,65,2,20,65,2,0,85,11508,87,8794,87,511,85,58,87,37,85,1,85,0,85,934,87,133,85,123,87,506,85,470,87,5,85,5,85,1335,87,0.764164059784498,87,8794,11508,0.058932072425326,85,511,8671,0.045053782401693,85,511,11342,0.102782071097372,85,133,1294,0.699625468164794,87,934,1335,2021/04/20,POINT (-80.864614 33.878572)
SD,0,62,3,0,62,3,18,62,2816,65,1636,65,97,62,5,65,15,62,0,62,2,62,125,65,29,62,24,65,96,62,74,65,1,62,0,62,239,65,0.580965909090909,65,1636,2816,0.060360920970753,62,97,1607,0.035285558384867,62,97,2749,0.12719298245614,62,29,228,0.523012552301255,65,125,239,2021/04/20,POINT (-100.230491 44.43614)
TN,6,59,78,7,58,78,2,65,20158,143,12576,127,519,65,53,65,46,65,2,65,5,65,1636,140,181,65,164,65,511,65,453,65,8,65,4,65,2384,143,0.666031140768986,127,12576,18882,0.075755364180412,65,519,6851,0.049171009000474,65,519,10555,0.120026525198939,65,181,1508,0.703051138805329,140,1636,2327,2021/04/20,POINT (-86.343226 35.842998)
TX,97,484,13,115,466,13,61,589,67406,594,48703,594,3337,589,362,594,461,589,14,589,60,589,5533,594,908,589,842,594,3250,589,2763,594,87,589,53,589,7319,594,0.72253211880248,594,48703,67406,0.069353229694904,589,3337,48116,0.050078787424026,589,3337,66635,0.127135256230748,589,908,7142,0.755977592567291,594,5533,7319,2021/04/20,POINT (-99.317341 31.447238)
UT,0,57,1,0,57,1,1,57,6188,58,3631,58,163,57,28,58,3,57,1,57,0,57,368,58,71,57,69,58,158,57,153,58,5,57,0,57,630,58,0.586780866192631,58,3631,6188,0.045378619153675,57,163,3592,0.026660124304874,57,163,6114,0.116013071895425,57,71,612,0.584126984126984,58,368,630,2021/04/20,POINT (-111.678222 39.323779)
VA,16,79,9,23,72,9,22,101,18041,104,13024,104,1014,101,100,104,225,101,1,101,14,101,1355,104,252,101,237,104,1003,101,854,104,11,101,9,101,1963,104,0.721911202261515,104,13024,18041,0.078830754878333,101,1014,12863,0.057020750154642,101,1014,17783,0.132144729942318,101,252,1907,0.690269994905756,104,1355,1963,2021/04/20,POINT (-78.666382 37.510861)
VI,2,0,0,2,0,0,0,2,168,2,83,2,2,2,1,2,0,2,0,2,0,2,5,2,1,2,1,2,2,2,2,2,0,2,0,2,11,2,0.494047619047619,2,83,168,0.024096385542169,2,2,83,0.011904761904762,2,2,168,0.090909090909091,2,1,11,0.454545454545455,2,5,11,2021/04/20,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1297,17,838,17,19,16,6,17,5,16,0,16,1,16,71,17,6,16,5,17,19,16,24,17,0,16,0,16,103,17,0.646106399383192,17,838,1297,0.02328431372549,16,19,816,0.015079365079365,16,19,1260,0.0625,16,6,96,0.689320388349515,17,71,103,2021/04/20,POINT (-72.662695 44.075252)
WA,8,93,2,7,94,2,11,101,13312,103,9773,103,790,101,84,103,168,101,0,101,11,101,960,103,175,101,152,103,776,101,563,103,14,101,0,101,1280,103,0.734149639423077,103,9773,13312,0.081814415907208,101,790,9656,0.059943850064497,101,790,13179,0.139553429027113,101,175,1254,0.75,103,960,1280,2021/04/20,POINT (-120.592492 47.411715)
WI,6,123,21,11,118,21,2,147,13436,150,8546,149,411,146,93,150,51,147,3,147,16,147,907,149,133,146,123,149,401,146,378,149,10,146,3,146,1592,150,0.645078502415459,149,8546,13248,0.049162679425837,146,411,8360,0.031642158749711,146,411,12989,0.086363636363636,146,133,1540,0.569723618090452,149,907,1592,2021/04/20,POINT (-89.732969 44.639954)
AK,2,22,0,2,22,0,1,24,1673,24,1023,24,41,24,5,24,0,24,1,24,0,24,89,24,9,24,9,24,40,24,38,24,1,24,1,24,139,24,0.611476389719068,24,1023,1673,0.040078201368524,24,41,1023,0.024506873879259,24,41,1673,0.064748201438849,24,9,139,0.640287769784173,24,89,139,2021/04/20,POINT (-151.631889 63.631126)
AL,25,77,14,29,72,15,3,110,15350,115,10838,115,382,110,53,112,83,110,3,110,10,110,1268,115,132,110,117,112,374,110,306,112,8,110,3,110,1620,115,0.706058631921824,115,10838,15350,0.039841054062533,109,381,9563,0.0277818287881,109,381,13714,0.099099099099099,109,132,1332,0.782716049382716,115,1268,1620,2021/04/20,POINT (-86.844516 32.756889)
AR,13,95,2,17,91,2,0,108,9361,110,6545,110,182,108,19,110,51,108,0,108,13,108,672,110,61,108,42,110,176,108,118,110,6,108,1,108,1016,110,0.699177438307873,110,6545,9361,0.027867095391211,108,182,6531,0.019527896995708,108,182,9320,0.061061061061061,108,61,999,0.661417322834646,110,672,1016,2021/04/20,POINT (-92.439162 34.899825)
AZ,24,96,3,26,94,3,5,120,17118,123,11831,123,595,120,68,123,119,120,0,120,7,120,1146,123,191,120,141,123,585,120,397,123,10,120,7,120,2249,123,0.691143825213226,123,11831,17118,0.051182795698925,120,595,11625,0.035404022372962,120,595,16806,0.087937384898711,120,191,2172,0.509559804357492,123,1146,2249,2021/04/20,POINT (-111.664616 34.293239)
CA,68,313,33,83,298,33,31,406,62909,414,46762,414,2084,406,232,414,417,406,9,406,11,406,4793,414,436,406,395,414,2034,406,1709,414,50,406,38,406,6925,414,0.7433276637683,414,46762,62909,0.045136557579433,406,2084,46171,0.033577159797635,406,2084,62066,0.064611736810907,406,436,6748,0.692129963898917,414,4793,6925,2021/04/20,POINT (-119.662127 37.211164)
CO,6,86,13,7,85,13,12,103,11912,105,8535,105,673,103,93,105,64,103,7,103,10,103,909,105,200,103,203,105,655,103,603,105,18,103,8,103,1302,105,0.71650436534587,105,8535,11912,0.079692125518058,103,673,8445,0.0570097416349,103,673,11805,0.157604412923562,103,200,1269,0.69815668202765,105,909,1302,2021/04/20,POINT (-105.547832 38.998552)
CT,4,33,1,4,33,1,16,37,8136,38,6855,38,520,37,67,38,45,37,0,37,0,37,628,38,117,37,111,38,511,37,463,38,9,37,6,37,1052,38,0.842551622418879,38,6855,8136,0.07643686608849,37,520,6803,0.064612326043738,37,520,8048,0.113592233009709,37,117,1030,0.596958174904943,38,628,1052,2021/04/20,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,12,3453,14,2644,14,180,13,13,14,75,13,1,13,11,13,261,14,42,12,39,13,155,13,124,14,25,13,5,13,331,14,0.765710975962931,14,2644,3453,0.069984447900467,13,180,2572,0.053989202159568,13,180,3334,0.135048231511254,12,42,311,0.788519637462236,14,261,331,2021/04/20,POINT (-77.016275 38.904785)
DE,2,12,2,2,12,2,3,15,3317,16,2456,16,183,15,16,16,40,15,1,15,1,15,155,16,27,15,22,16,180,15,151,16,3,15,2,15,194,16,0.740428097678625,16,2456,3317,0.075092326631104,15,183,2437,0.055707762557078,15,183,3285,0.145161290322581,15,27,186,0.798969072164948,16,155,194,2021/04/20,POINT (-75.452394 38.994926)
FL,9,241,15,24,226,15,76,259,58489,265,45537,265,3795,259,532,265,196,259,14,259,9,259,5014,265,850,259,777,265,3752,259,3411,265,43,259,30,259,6388,265,0.778556651678093,265,45537,58489,0.084628593091452,259,3795,44843,0.065967876512307,259,3795,57528,0.137562712413012,259,850,6179,0.784909204758923,265,5014,6388,2021/04/20,POINT (-82.420978 28.260731)
GA,26,133,10,30,128,11,4,166,22534,169,17524,169,1406,166,309,169,105,166,12,166,29,166,2052,169,352,166,298,169,1369,166,1070,169,37,166,12,166,2637,169,0.77766929972486,169,17524,22534,0.081042134993371,166,1406,17349,0.063213739771603,166,1406,22242,0.136064940085041,166,352,2587,0.778156996587031,169,2052,2637,2021/04/20,POINT (-83.426574 32.638481)
HI,1,20,4,3,18,4,1,25,2630,25,1932,25,58,25,2,25,17,25,0,25,3,25,145,25,7,25,4,25,56,25,46,25,2,25,0,25,219,25,0.734600760456274,25,1932,2630,0.030020703933747,25,58,1932,0.022053231939163,25,58,2630,0.031963470319635,25,7,219,0.662100456621005,25,145,219,2021/04/20,POINT (-157.854309 21.361013)
