state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-07-29,"67,155","66,611","67,699",9.92,9.32,10.51,"677,181","673,833","680,529"
CW,2020-07-30,"66,638","66,122","67,154",9.78,9.22,10.33,"681,548","678,575","684,522"
CW,2020-07-31,"65,607","65,101","66,112",9.64,9.09,10.19,"680,587","677,620","683,554"
CW,2020-08-01,"64,562","64,028","65,096",9.52,8.92,10.12,"678,213","674,755","681,671"
CW,2020-08-02,"64,428","63,946","64,911",9.54,8.99,10.08,"675,695","672,531","678,860"
CW,2020-08-03,"64,554","64,128","64,980",9.54,9.08,10.01,"676,369","673,912","678,825"
CW,2020-08-04,"64,953","64,555","65,352",9.57,9.13,10.01,"678,643","676,210","681,076"
CW,2020-08-05,"64,531","64,198","64,864",9.46,9.08,9.83,"682,356","680,172","684,540"
CW,2020-08-06,"63,217","62,835","63,599",9.23,8.80,9.66,"684,915","682,495","687,334"
CW,2020-08-07,"62,140","61,752","62,529",9.05,8.62,9.48,"686,381","684,009","688,754"
CW,2020-08-08,"60,291","59,903","60,679",8.75,8.30,9.20,"688,852","686,095","691,609"
CW,2020-08-09,"59,591","59,207","59,975",8.68,8.22,9.13,"686,664","683,711","689,618"
CW,2020-08-10,"59,901","59,578","60,225",8.73,8.33,9.13,"686,322","683,491","689,153"
CW,2020-08-11,"60,222","59,878","60,566",8.74,8.36,9.12,"688,920","686,861","690,978"
CW,2020-08-12,"58,823","58,664","58,982",8.51,8.26,8.75,"691,352","689,153","693,551"
CW,2020-08-13,"58,100","57,796","58,403",8.38,8.01,8.74,"693,692","691,319","696,064"
CW,2020-08-14,"56,038","55,672","56,404",8.07,7.66,8.48,"694,273","692,178","696,368"
CW,2020-08-15,"54,465","54,040","54,890",7.86,7.35,8.37,"693,023","689,794","696,253"
CW,2020-08-16,"53,946","53,550","54,341",7.81,7.34,8.29,"690,410","687,506","693,314"
CW,2020-08-17,"54,474","54,153","54,796",7.91,7.53,8.28,"688,719","686,590","690,848"
