state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
ID,3,40,8,3,40,8,1,50,3609,51,2075,51,143,50,13,51,5,50,0,50,0,50,178,51,40,50,39,51,141,50,131,51,2,50,2,50,309,51,0.5749515101136049,51,2075,3609,0.07009803921568628,50,143,2040,0.04007847533632287,50,143,3568,0.132013201320132,50,40,303,0.5760517799352751,51,178,309,2021-02-13
IL,11,166,22,11,166,22,65,194,31218,199,20973,199,1740,194,170,199,390,194,0,194,22,194,2152,199,389,194,338,199,1708,194,1382,199,32,194,11,194,3543,199,0.6718239477224678,199,20973,31218,0.08392013118549242,194,1740,20734,0.056389149949768284,194,1740,30857,0.11181373958033917,194,389,3479,0.6073948631103585,199,2152,3543,2021-02-13
IN,13,147,2,18,142,2,1,160,18591,162,11482,162,975,160,120,162,119,160,5,160,3,160,1357,162,213,160,177,162,953,160,707,162,22,160,14,160,2205,162,0.6176106718304556,162,11482,18591,0.08553381875603124,160,975,11399,0.052856987964870435,160,975,18446,0.09879406307977737,160,213,2156,0.6154195011337869,162,1357,2205,2021-02-13
KS,12,129,4,16,125,4,3,142,8718,145,4931,145,439,142,60,145,54,142,1,142,0,142,596,145,100,142,96,145,435,142,376,145,4,142,3,142,848,145,0.5656113787565955,145,4931,8718,0.08964672248315295,142,439,4897,0.05086316765148882,142,439,8631,0.12106537530266344,142,100,826,0.7028301886792453,145,596,848,2021-02-13
KY,0,115,2,5,110,2,14,115,13886,117,8543,117,973,115,174,117,69,115,1,115,2,115,1141,117,242,115,248,117,962,115,877,117,11,115,1,115,1734,117,0.6152239665850497,117,8543,13886,0.1155307527903111,115,973,8422,0.07101153116333382,115,973,13702,0.1435349940688019,115,242,1686,0.6580161476355249,117,1141,1734,2021-02-13
LA,42,175,7,45,172,7,0,217,13991,224,9010,224,747,223,74,218,6,218,22,218,0,218,1250,224,234,223,222,223,743,223,825,223,4,223,4,223,1828,224,0.6439854191980559,224,9010,13991,0.08290788013318535,223,747,9010,0.05339146594239154,223,747,13991,0.12800875273522977,223,234,1828,0.6838074398249453,224,1250,1828,2021-02-13
MA,10,91,1,10,91,1,65,101,19551,102,15819,102,977,101,112,102,106,101,0,101,3,101,1114,102,276,101,266,102,970,101,842,102,7,101,5,101,1474,102,0.8091146232929262,102,15819,19551,0.06213036565977743,101,977,15725,0.05030895983522142,101,977,19420,0.19060773480662985,101,276,1448,0.7557666214382632,102,1114,1474,2021-02-13
MD,2,55,1,1,56,1,15,57,11465,58,8965,58,1340,57,119,58,260,57,0,57,4,57,1030,58,316,57,268,58,1330,57,1042,58,10,57,8,57,1355,58,0.7819450501526385,58,8965,11465,0.15047725996631106,57,1340,8905,0.11806167400881057,57,1340,11350,0.24012158054711247,57,316,1316,0.7601476014760148,58,1030,1355,2021-02-13
ME,3,28,8,2,29,8,1,38,3325,39,2322,39,113,38,10,39,18,38,0,38,1,38,240,39,30,38,28,39,112,38,97,39,1,38,0,38,341,39,0.6983458646616542,39,2322,3325,0.04930191972076789,38,113,2292,0.0343778521448129,38,113,3287,0.09063444108761329,38,30,331,0.7038123167155426,39,240,341,2021-02-13
MI,5,155,3,5,155,3,5,160,23006,163,17136,163,928,160,93,163,50,160,2,160,4,159,1971,163,235,160,218,163,915,160,806,163,13,160,11,160,2655,163,0.744849169781796,163,17136,23006,0.054380310577204806,160,928,17065,0.04055057898186585,160,928,22885,0.08915022761760243,160,235,2636,0.7423728813559322,163,1971,2655,2021-02-13
