state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
NE,4426,80,2087,69,359,105,361,58,116,71,623,59,0.6207102357505222,67,2080,3351,0.08624820316243412,69,180,2087,0.04699502937189336,80,208,4426,0.11774193548387096,53,73,620,0.5803858520900321,55,361,622,2020-08-07
NH,3344,30,2130,30,46,30,141,29,12,28,275,27,0.6369617224880383,30,2130,3344,0.0215962441314554,30,46,2130,0.01375598086124402,30,46,3344,0.04363636363636364,27,12,275,0.5018181818181818,27,138,275,2020-08-07
NJ,9671,42,6323,40,456,46,382,37,35,40,867,36,0.6612244897959184,38,5832,8820,0.06579155464178396,40,416,6323,0.03939613276806948,42,381,9671,0.03460207612456748,36,30,867,0.42560553633217996,36,369,867,2020-08-07
NM,3307,45,1949,41,153,44,225,38,50,41,387,39,0.6232811000959386,41,1949,3127,0.07502679528403002,40,140,1866,0.04799247176913425,44,153,3188,0.12403100775193798,39,48,387,0.6328358208955224,36,212,335,2020-08-07
NV,8165,61,5745,59,1123,61,628,58,261,57,842,58,0.7055139383519587,59,5745,8143,0.19512619669277634,59,1121,5745,0.13753827311696265,61,1123,8165,0.30997624703087884,57,261,842,0.7458432304038005,58,628,842,2020-08-07
NY,42312,146,29249,126,1878,160,2701,117,249,124,4829,110,0.676313571227873,124,26477,39149,0.04748880303600123,126,1389,29249,0.037247116657213086,146,1576,42312,0.041811846689895474,103,192,4592,0.5437538973186448,107,2616,4811,2020-08-07
OH,29461,203,18076,191,1760,211,2340,186,430,191,3911,163,0.63829937497793,191,18076,28319,0.09448993140075237,191,1708,18076,0.05880148536776479,202,1726,29353,0.10951526032315978,160,427,3899,0.5983124520582971,163,2340,3911,2020-08-07
OK,8771,110,5082,108,698,142,697,106,221,108,1278,138,0.5868360277136259,108,5082,8660,0.09956709956709957,108,506,5082,0.05803215140804925,110,509,8771,0.20219579139981703,107,221,1093,0.6689059500959693,105,697,1042,2020-08-07
OR,4083,49,3451,45,249,59,352,44,45,48,477,33,0.6963606735469854,37,2564,3682,0.05186902347145755,45,179,3451,0.04800391868723977,49,196,4083,0.046908315565031986,32,22,469,0.5828092243186582,33,278,477,2020-08-07
ID,3684,45,1638,37,216,46,171,35,38,44,285,40,0.4664009111617312,37,1638,3512,0.13003663003663005,37,213,1638,0.05863192182410423,45,216,3684,0.11929824561403508,40,34,285,0.5821428571428572,32,163,280,2020-08-07
IL,28362,176,15497,150,1782,184,1709,133,361,144,3018,117,0.6038688658114437,145,14828,24555,0.09853520036136026,150,1527,15497,0.06011564769762358,176,1705,28362,0.10624169986719788,114,320,3012,0.5147849462365591,113,1532,2976,2020-08-07
IN,16863,138,9474,134,942,138,1420,130,339,125,2311,130,0.5707228915662651,134,9474,16600,0.09466327827191867,133,894,9444,0.05411988356205073,137,911,16833,0.1470715835140998,125,339,2305,0.6144526179143228,130,1420,2311,2020-08-07
KS,7143,120,3595,101,304,127,438,73,74,82,639,67,0.5657873177126004,100,3453,6103,0.05902192242833052,100,210,3558,0.03518153672952434,119,250,7106,0.10416666666666667,61,65,624,0.7281879194630873,63,434,596,2020-08-07
KY,10347,90,6569,92,695,105,861,86,491,85,1147,80,0.6240188383045526,87,6360,10192,0.09149033338407672,92,601,6569,0.05895428626655069,90,610,10347,0.42038216560509556,78,462,1099,0.6959641255605381,78,776,1115,2020-08-07
LA,13608,175,8633,171,612,56,1273,87,450,197,1607,77,0.6489881892725494,170,8627,13293,0.1536703798914596,48,538,3501,0.10279514527399779,52,559,5438,0.24259609325771897,73,385,1587,0.7268201617921594,76,1168,1607,2020-08-07
MA,16810,80,11154,79,347,80,874,75,66,74,1861,75,0.6658706942869083,79,11154,16751,0.03110991572530034,79,347,11154,0.020642474717430102,80,347,16810,0.035464803868887694,74,66,1861,0.4696399785061795,75,874,1861,2020-08-07
MD,10320,50,6991,44,969,49,727,45,168,49,1075,43,0.7673142355394578,44,6991,9111,0.12588116817724068,42,875,6951,0.0932021815348656,48,957,10268,0.13674418604651162,43,147,1075,0.666046511627907,43,716,1075,2020-08-07
ME,2693,30,1556,30,39,31,170,29,6,27,254,27,0.6204408817635271,29,1548,2495,0.01992287917737789,30,31,1556,0.014481990345339769,30,39,2693,0.0199203187250996,25,5,251,0.6377952755905512,27,162,254,2020-08-07
MI,22430,141,13497,120,712,147,1447,117,147,140,2084,116,0.7246558197747184,119,13317,18377,0.04215751648514485,120,569,13497,0.03134195274186358,141,703,22430,0.05758157389635317,116,120,2084,0.6950048030739674,115,1447,2082,2020-08-07
MN,11321,126,6526,119,495,129,561,119,102,119,858,108,0.6572292191435768,118,6523,9925,0.07064051486362244,119,461,6526,0.043724052645526014,126,495,11321,0.11538461538461539,108,99,858,0.6433566433566433,108,552,858,2020-08-07
MO,18729,119,9175,101,883,134,998,95,267,110,1828,97,0.5716455361859483,97,8657,15144,0.06103542234332425,101,560,9175,0.041112712905120405,119,770,18729,0.1153184165232358,88,201,1743,0.6140350877192983,87,980,1596,2020-08-07
WV,6431,60,4393,60,199,60,450,60,59,60,610,60,0.6830974965013217,60,4393,6431,0.04529933985886638,60,199,4393,0.03094386565075416,60,199,6431,0.09672131147540984,60,59,610,0.7377049180327869,60,450,610,2020-08-07
WY,1805,30,611,30,40,30,48,30,11,30,125,30,0.33850415512465376,30,611,1805,0.06546644844517185,30,40,611,0.0221606648199446,30,40,1805,0.088,30,11,125,0.384,30,48,125,2020-08-07
