state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-26,"110,676","110,669","110,683",15.74,15.74,15.75,"706,165","705,871","706,459"
CW,2021-01-27,"107,414","107,389","107,440",15.23,15.20,15.27,"708,348","707,944","708,752"
CW,2021-01-28,"104,284","104,271","104,296",14.82,14.80,14.83,"707,061","706,751","707,371"
CW,2021-01-29,"100,872","100,853","100,891",14.36,14.35,14.38,"705,500","705,208","705,793"
CW,2021-01-30,"97,316","97,266","97,366",13.91,13.87,13.95,"702,867","702,533","703,201"
CW,2021-01-31,"95,991","95,940","96,043",13.80,13.75,13.85,"698,744","698,316","699,172"
CW,2021-02-01,"95,904","95,887","95,920",13.78,13.76,13.80,"699,189","698,868","699,510"
CW,2021-02-02,"95,187","95,181","95,193",13.61,13.61,13.62,"702,592","702,301","702,883"
CW,2021-02-03,"92,483","92,434","92,532",13.18,13.10,13.26,"704,809","704,065","705,553"
CW,2021-02-04,"89,866","89,841","89,891",12.81,12.79,12.83,"704,602","704,306","704,897"
CW,2021-02-05,"87,211","87,177","87,245",12.46,12.43,12.48,"703,352","703,060","703,644"
CW,2021-02-06,"83,999","83,966","84,031",12.05,12.02,12.08,"700,188","699,897","700,478"
CW,2021-02-07,"82,645","82,613","82,676",11.93,11.87,11.98,"696,124","695,568","696,679"
CW,2021-02-08,"82,131","82,100","82,162",11.83,11.81,11.86,"697,184","696,885","697,482"
CW,2021-02-09,"80,952","80,919","80,986",11.59,11.56,11.62,"701,535","701,240","701,830"
CW,2021-02-10,"78,022","77,974","78,070",11.15,11.12,11.18,"703,190","702,873","703,506"
CW,2021-02-11,"74,848","74,809","74,886",10.71,10.69,10.73,"702,610","702,299","702,921"
CW,2021-02-12,"72,024","71,984","72,065",10.33,10.31,10.36,"700,511","700,209","700,813"
CW,2021-02-13,"69,655","69,566","69,744",10.05,9.96,10.14,"696,823","696,190","697,456"
CW,2021-02-14,"67,981","67,682","68,280",9.85,9.53,10.17,"693,779","691,859","695,699"
CW,2021-02-15,"67,426","67,364","67,488",9.78,9.73,9.83,"693,010","692,684","693,335"
CW,2021-02-16,"66,957","66,908","67,007",9.67,9.64,9.70,"696,058","695,778","696,337"
CW,2021-02-17,"65,759","65,714","65,805",9.45,9.41,9.49,"699,300","699,022","699,578"
CW,2021-02-18,"63,406","63,364","63,447",9.10,9.07,9.14,"699,976","699,687","700,265"
CW,2021-02-19,"61,677","61,627","61,727",8.86,8.81,8.90,"699,768","699,510","700,026"
CW,2021-02-20,"59,238","59,189","59,288",8.54,8.49,8.59,"696,957","696,519","697,396"
CW,2021-02-21,"58,475","58,423","58,526",8.46,8.42,8.51,"694,273","693,954","694,593"
CW,2021-02-22,"58,740","58,697","58,783",8.46,8.43,8.50,"697,700","697,448","697,953"
CW,2021-02-23,"58,169","58,073","58,265",8.32,8.21,8.43,"702,188","701,411","702,965"
CW,2021-02-24,"56,405","56,328","56,482",8.04,7.94,8.14,"704,664","703,785","705,542"
CW,2021-02-25,"54,808","54,367","55,249",7.86,7.34,8.38,"700,875","697,657","704,093"
AK,2021-01-26,44,44,44,2.98,2.98,2.98,"1,475","1,475","1,475"
AL,2021-01-26,"2,324","2,324","2,324",16.70,16.57,16.82,"13,920","13,898","13,942"
AR,2021-01-26,"1,062","1,055","1,069",13.85,13.85,13.85,"7,670","7,670","7,670"
AZ,2021-01-26,"4,211","4,211","4,211",28.81,28.81,28.81,"14,642","14,642","14,642"
CA,2021-01-26,"17,549","17,549","17,549",27.69,27.69,27.69,"63,375","63,375","63,375"
CO,2021-01-26,750,750,750,7.43,7.43,7.43,"10,097","10,097","10,097"
CT,2021-01-26,"1,184","1,184","1,184",15.30,15.30,15.30,"7,737","7,737","7,737"
DC,2021-01-26,354,354,354,11.83,11.83,11.83,"2,992","2,992","2,992"
DE,2021-01-26,368,368,368,14.24,14.24,14.24,"2,585","2,585","2,585"
FL,2021-01-26,"7,316","7,316","7,316",14.13,14.13,14.13,"52,789","52,789","52,789"
GA,2021-01-26,"5,148","5,148","5,148",26.50,26.39,26.61,"19,425","19,404","19,446"
HI,2021-01-26,99,99,99,3.99,3.99,3.99,"2,481","2,481","2,481"
IA,2021-01-26,414,414,414,5.47,5.47,5.47,"7,672","7,672","7,672"
ID,2021-01-26,222,222,222,7.23,7.23,7.23,"3,070","3,070","3,070"
IL,2021-01-26,"3,038","3,038","3,038",10.48,10.48,10.48,"28,980","28,980","28,980"
IN,2021-01-26,"1,875","1,875","1,875",11.42,11.42,11.42,"16,417","16,417","16,417"
KS,2021-01-26,733,733,733,9.37,9.37,9.37,"7,826","7,826","7,826"
KY,2021-01-26,"1,621","1,621","1,621",13.18,13.18,13.18,"12,299","12,299","12,299"
LA,2021-01-26,"1,423","1,423","1,423",11.49,11.49,11.49,"12,618","12,618","12,618"
MA,2021-01-26,"1,657","1,657","1,657",10.90,10.90,10.90,"15,202","15,202","15,202"
MD,2021-01-26,"1,865","1,865","1,865",19.24,19.24,19.24,"9,695","9,695","9,695"
ME,2021-01-26,221,221,221,7.72,7.72,7.72,"2,864","2,864","2,864"
MI,2021-01-26,"1,603","1,603","1,603",7.81,7.81,7.81,"20,532","20,532","20,532"
MN,2021-01-26,590,590,590,6.08,6.08,6.08,"9,701","9,701","9,701"
AK,2021-01-27,44,42,45,2.93,2.93,2.93,"1,485","1,485","1,485"
AL,2021-01-27,"2,207","2,207","2,207",15.87,15.87,15.87,"13,906","13,906","13,906"
AR,2021-01-27,991,985,997,12.85,12.85,12.85,"7,710","7,710","7,710"
AZ,2021-01-27,"4,008","4,005","4,012",27.26,27.26,27.26,"14,728","14,728","14,728"
CA,2021-01-27,"16,959","16,938","16,980",26.60,26.45,26.75,"63,758","63,709","63,807"
CO,2021-01-27,737,737,737,7.30,7.30,7.30,"10,100","10,100","10,100"
