state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/21,44815,44802,44828,6.43,6.42,6.45,699860,699141,700579,
CW,2021/04/22,43805,43788,43822,6.29,6.27,6.32,699314,698607,700020,
CW,2021/04/23,43128,43111,43144,6.2,6.18,6.22,698653,697986,699320,
CW,2021/04/24,41797,41782,41813,6.02,5.97,6.06,697620,696734,698507,
CW,2021/04/25,41479,41428,41531,6,5.94,6.07,693927,693271,694584,
CW,2021/04/26,42563,42547,42578,6.17,6.14,6.2,692651,691947,693355,
CW,2021/04/27,42383,42376,42390,6.11,6.06,6.16,696862,696167,697558,
CW,2021/04/28,41578,41570,41585,5.96,5.92,6.01,700076,699476,700676,
CW,2021/04/29,40478,40465,40491,5.81,5.76,5.85,699967,699370,700563,
CW,2021/04/30,39680,39649,39710,5.7,5.64,5.76,699083,698413,699753,
CW,2021/05/01,38363,38326,38400,5.54,5.47,5.6,695551,694873,696229,
CW,2021/05/02,38305,38262,38347,5.56,5.5,5.63,691591,691056,692126,
CW,2021/05/03,38931,38895,38968,5.65,5.59,5.7,692244,691828,692659,
CW,2021/05/04,39099,39043,39154,5.63,5.54,5.73,696880,695930,697829,
CW,2021/05/05,38234,38194,38275,5.47,5.41,5.54,701455,700881,702029,
CW,2021/05/06,37206,37157,37254,5.32,5.24,5.4,702380,701629,703132,
CW,2021/05/07,36383,36341,36425,5.24,5.18,5.3,697697,696896,698498,
CW,2021/05/08,34990,34946,35034,5.05,4.99,5.12,695682,694821,696543,
CW,2021/05/09,34445,34391,34499,5,4.91,5.08,692549,691543,693555,
CW,2021/05/10,34730,34685,34775,5.04,4.97,5.11,691832,690913,692750,
CW,2021/05/11,34658,34605,34712,5,4.92,5.07,696357,695446,697269,
CW,2021/05/12,33748,33698,33797,4.86,4.79,4.92,697805,696889,698720,
CW,2021/05/13,32864,32810,32917,4.73,4.67,4.79,697714,696825,698602,
CW,2021/05/14,31771,31711,31830,4.58,4.51,4.66,696445,695444,697445,
CW,2021/05/15,30659,30598,30719,4.44,4.36,4.52,693412,692326,694498,
CW,2021/05/16,30260,30196,30323,4.41,4.33,4.49,689448,688435,690462,
CW,2021/05/17,30456,30380,30531,4.44,4.34,4.54,688934,687883,689985,
CW,2021/05/18,30144,30077,30210,4.36,4.29,4.44,693909,692962,694856,
