state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,5,7,57,6,6,57,7,67,9058,69,4631,69,634,67,33,66,42,66,0,65,7,66,443,69,100,67,97,66,600,67,456,66,34,67,2,65,671,69,0.5112607639655553,69,4631,9058,0.14139161462979483,67,634,4484,0.0721602549510585,67,634,8786,0.16129032258064516,67,100,620,0.6602086438152012,69,443,671,2020-11-25
RI,2,12,1,3,11,1,6,14,2135,15,1904,14,436,14,31,15,4,14,1,14,0,14,133,15,45,14,46,15,431,14,400,15,5,14,5,14,165,15,0.8918032786885246,14,1904,2135,0.23478729133010232,13,436,1857,0.21083172147001933,14,436,2068,0.2980132450331126,14,45,151,0.806060606060606,15,133,165,2020-11-25
SC,24,60,2,29,55,2,10,84,11227,86,8115,86,937,84,95,86,89,84,1,84,0,84,941,86,236,84,221,86,932,84,805,86,5,84,5,84,1307,86,0.7228110804311035,86,8115,11227,0.11651330514797315,84,937,8042,0.08475802804161013,84,937,11055,0.187450357426529,84,236,1259,0.7199693955623565,86,941,1307,2020-11-25
SD,10,50,3,14,46,3,96,60,2900,63,1745,63,546,60,42,63,18,60,1,60,2,60,177,63,100,60,104,63,541,60,518,63,5,60,2,60,225,63,0.6017241379310345,63,1745,2900,0.3263598326359833,60,546,1673,0.1958393113342898,60,546,2788,0.4784688995215311,60,100,209,0.7866666666666666,63,177,225,2020-11-25
TN,23,74,48,36,61,48,26,97,19784,145,12546,126,2038,97,224,97,106,97,2,97,9,97,1724,141,499,97,461,97,2020,97,1835,97,18,97,16,97,2294,145,0.685498852584417,126,12546,18302,0.19882926829268294,97,2038,10250,0.13714670255720054,97,2038,14860,0.2594903796151846,97,499,1923,0.7727476467951592,141,1724,2231,2020-11-25
TX,134,449,5,159,424,5,157,583,71010,586,49411,588,9071,583,1095,588,596,583,14,583,50,583,6213,588,2430,583,2362,588,8942,583,8420,588,129,583,73,583,7805,586,0.6958315730178848,586,49411,71010,0.18559970536481565,583,9071,48874,0.1293916268454461,581,9071,70105,0.3197789182787209,581,2430,7599,0.7960281870595772,586,6213,7805,2020-11-25
UT,8,50,1,7,51,1,11,58,6205,59,3268,59,565,58,86,59,9,58,4,58,0,58,449,59,193,58,191,59,556,58,537,59,9,58,0,58,641,59,0.5266720386784851,59,3268,6205,0.17546583850931677,58,565,3220,0.09230517889233786,58,565,6121,0.3058637083993661,58,193,631,0.7004680187207488,59,449,641,2020-11-25
VA,27,77,3,36,68,3,82,104,18747,107,11950,107,1656,104,161,107,239,104,1,104,9,103,1331,107,388,104,362,107,1641,104,1319,107,15,104,8,104,2064,107,0.6374353229850109,107,11950,18747,0.13999492772001015,104,1656,11829,0.08962978999783502,104,1656,18476,0.1941941941941942,104,388,1998,0.6448643410852714,107,1331,2064,2020-11-25
VI,1,1,0,2,0,0,0,2,168,2,68,2,1,2,0,2,0,2,0,2,0,2,5,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.40476190476190477,2,68,168,0.014705882352941176,2,1,68,0.005952380952380952,2,1,168,0.05,2,1,20,0.25,2,5,20,2020-11-25
VT,1,15,1,1,15,1,0,16,1281,17,645,17,21,16,3,17,8,16,0,16,0,16,64,17,4,16,5,17,21,16,17,17,0,16,0,16,111,17,0.5035128805620609,17,645,1281,0.03343949044585987,16,21,628,0.016881028938906754,16,21,1244,0.038461538461538464,16,4,104,0.5765765765765766,17,64,111,2020-11-25
