state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/05/17,55795,55768,55822,67.58,67.52,67.65,82560,82514,82606,
CW,2021/05/18,58260,58236,58284,70.11,70.03,70.2,83098,83044,83151,
CW,2021/05/19,59084,59012,59157,71.01,70.78,71.23,83212,83160,83265,
CW,2021/05/20,58867,58790,58943,70.9,70.65,71.14,83037,82978,83096,
CW,2021/05/21,58372,58326,58418,70.14,69.93,70.35,83226,83143,83308,
CW,2021/05/22,57219,57167,57270,69.18,68.98,69.38,82710,82645,82776,
CW,2021/05/23,55265,55197,55332,67.1,66.83,67.36,82367,82281,82454,
CW,2021/05/24,55585,55526,55645,67.63,67.37,67.9,82189,82090,82289,
CW,2021/05/25,57950,57901,57999,70.05,69.85,70.25,82731,82661,82802,
CW,2021/05/26,58565,58523,58608,70.66,70.48,70.84,82888,82824,82951,
CW,2021/05/27,58587,58548,58626,70.63,70.46,70.79,82955,82895,83014,
CW,2021/05/28,57784,57678,57890,69.97,69.66,70.29,82582,82553,82612,
CW,2021/05/29,55961,55923,55999,68.1,67.96,68.25,82175,82128,82222,
CW,2021/05/30,54232,54170,54294,65.94,65.71,66.18,82245,82172,82318,
CW,2021/05/31,53540,53485,53596,65.07,64.88,65.26,82284,82241,82327,
CW,2021/06/01,54306,54287,54326,66.08,66.02,66.14,82186,82172,82201,
CW,2021/06/02,56917,56877,56957,68.97,68.78,69.17,82524,82446,82603,
CW,2021/06/03,57945,57872,58018,70.2,69.92,70.49,82542,82451,82634,
CW,2021/06/04,57672,57632,57712,69.86,69.67,70.05,82560,82486,82633,
CW,2021/06/05,56245,56189,56302,68.44,68.22,68.65,82190,82120,82259,
CW,2021/06/06,54626,54577,54675,66.68,66.46,66.91,81923,81839,82007,
CW,2021/06/07,54982,54972,54993,67.21,67.16,67.25,81817,81798,81836,
CW,2021/06/08,57606,57588,57624,69.9,69.82,69.97,82422,82389,82454,
CW,2021/06/09,58292,58237,58346,70.46,70.3,70.62,82738,82711,82765,
CW,2021/06/10,58100,58024,58177,70.33,70.07,70.6,82610,82536,82685,
CW,2021/06/11,57403,57353,57452,69.67,69.49,69.84,82399,82347,82451,
CW,2021/06/12,56309,56243,56375,68.37,68.11,68.62,82368,82281,82456,
CW,2021/06/13,54201,54121,54282,66.18,65.87,66.48,81910,81812,82007,
CW,2021/06/14,54494,54439,54548,66.43,66.21,66.64,82040,81964,82116,
CW,2021/06/15,56962,56827,57096,69.3,68.78,69.83,82194,82021,82367,
CW,2021/06/16,57238,56869,57607,69.2,67.78,70.62,82723,82258,83188,
AK,2021/05/17,100,100,100,74.07,74.07,74.07,135,135,135,POINT (-151.631889 63.631126)
AL,2021/05/17,1309,1306,1312,82.64,82.64,82.64,1584,1584,1584,POINT (-86.844516 32.756889)
AR,2021/05/17,644,644,644,65.45,65.45,65.45,984,984,984,POINT (-92.439162 34.899825)
AZ,2021/05/17,1024,1024,1024,46.89,46.89,46.89,2184,2184,2184,POINT (-111.664616 34.293239)
CA,2021/05/17,4493,4490,4496,66.56,66.56,66.56,6750,6750,6750,POINT (-119.662127 37.211164)
CO,2021/05/17,875,875,875,69.83,69.83,69.83,1253,1253,1253,POINT (-105.547832 38.998552)
CT,2021/05/17,498,498,498,48.35,48.35,48.35,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/17,246,246,246,77.12,77.12,77.12,319,319,319,POINT (-77.016275 38.904785)
DE,2021/05/17,140,140,140,80.46,80.46,80.46,174,174,174,POINT (-75.452394 38.994926)
FL,2021/05/17,4750,4750,4750,74.22,74.22,74.22,6400,6400,6400,POINT (-82.420978 28.260731)
GA,2021/05/17,2075,2075,2075,76.23,76.23,76.23,2722,2722,2722,POINT (-83.426574 32.638481)
HI,2021/05/17,127,127,127,58.8,58.8,58.8,216,216,216,POINT (-157.854309 21.361013)
IA,2021/05/17,457,457,457,68.41,68.41,68.41,668,668,668,POINT (-93.500061 42.074659)
ID,2021/05/17,206,206,206,69.83,69.83,69.83,295,295,295,POINT (-114.659366 44.389073)
IL,2021/05/17,2053,2053,2053,60.13,60.13,60.13,3414,3414,3414,POINT (-89.148632 40.124144)
IN,2021/05/17,1464,1464,1464,65.44,65.44,65.44,2237,2237,2237,POINT (-86.2818 39.919991)
KS,2021/05/17,523,523,523,65.54,65.54,65.54,798,798,798,POINT (-98.38018 38.484729)
KY,2021/05/17,1025,1025,1025,58.24,58.24,58.24,1760,1760,1760,POINT (-85.290484 37.526683)
LA,2021/05/17,980,980,980,56.39,56.39,56.39,1738,1738,1738,POINT (-91.840238 30.921314)
MA,2021/05/17,915,915,915,67.48,67.48,67.48,1356,1356,1356,POINT (-71.481104 42.151077)
MD,2021/05/17,872,872,872,69.93,69.93,69.93,1247,1247,1247,POINT (-76.687282 38.946466)
ME,2021/05/17,224,224,224,70.22,70.22,70.22,319,319,319,POINT (-69.06137 45.117911)
MI,2021/05/17,2033,2029,2037,80.13,79.56,80.71,2537,2531,2543,POINT (-85.730977 44.874798)
MN,2021/05/17,667,667,667,74.86,74.86,74.86,891,891,891,POINT (-94.198308 46.349153)
MS,2021/05/17,572,572,572,69.42,69.42,69.42,824,824,824,POINT (-89.65344 32.713378)
MT,2021/05/17,141,141,141,64.68,64.68,64.68,218,218,218,POINT (-109.645127 47.033521)
NJ,2021/05/17,1212,1212,1212,41.08,41.08,41.08,2950,2950,2950,POINT (-74.655514 40.110253)
NV,2021/05/17,561,561,561,65.31,65.31,65.31,859,859,859,POINT (-114.916992 39.283294)
AK,2021/05/18,91,91,91,68.42,68.42,68.42,133,133,133,POINT (-151.631889 63.631126)
AL,2021/05/18,1345,1345,1345,84.7,84.7,84.7,1588,1588,1588,POINT (-86.844516 32.756889)
AR,2021/05/18,700,700,700,69.44,69.44,69.44,1008,1008,1008,POINT (-92.439162 34.899825)
AZ,2021/05/18,1054,1045,1062,48,45.7,50.29,2195,2164,2226,POINT (-111.664616 34.293239)
CA,2021/05/18,4678,4676,4679,68.67,68.67,68.67,6812,6812,6812,POINT (-119.662127 37.211164)
CO,2021/05/18,882,881,883,70.22,70.22,70.22,1256,1256,1256,POINT (-105.547832 38.998552)
CT,2021/05/18,519,519,519,50.39,50.39,50.39,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/18,253,253,253,78.33,78.33,78.33,323,323,323,POINT (-77.016275 38.904785)
DE,2021/05/18,160,160,160,55.56,55.56,55.56,288,288,288,POINT (-75.452394 38.994926)
FL,2021/05/18,4945,4945,4945,76.93,76.93,76.93,6428,6428,6428,POINT (-82.420978 28.260731)
GA,2021/05/18,2118,2116,2119,77.56,77.56,77.56,2730,2730,2730,POINT (-83.426574 32.638481)
HI,2021/05/18,135,135,135,62.21,62.21,62.21,217,217,217,POINT (-157.854309 21.361013)
IA,2021/05/18,481,481,481,72.66,72.66,72.66,662,662,662,POINT (-93.500061 42.074659)
ID,2021/05/18,212,212,212,71.86,71.86,71.86,295,295,295,POINT (-114.659366 44.389073)
IL,2021/05/18,2198,2196,2199,64.46,64.46,64.46,3409,3409,3409,POINT (-89.148632 40.124144)
IN,2021/05/18,1588,1588,1588,70.61,70.61,70.61,2249,2249,2249,POINT (-86.2818 39.919991)
KS,2021/05/18,577,577,577,72.03,72.03,72.03,801,801,801,POINT (-98.38018 38.484729)
KY,2021/05/18,1061,1061,1061,60.25,60.25,60.25,1761,1761,1761,POINT (-85.290484 37.526683)
LA,2021/05/18,1036,1036,1036,59.44,59.44,59.44,1743,1743,1743,POINT (-91.840238 30.921314)
MA,2021/05/18,981,981,981,72.51,72.51,72.51,1353,1353,1353,POINT (-71.481104 42.151077)
MD,2021/05/18,910,910,910,72.16,72.16,72.16,1261,1261,1261,POINT (-76.687282 38.946466)
ME,2021/05/18,221,221,221,69.28,69.28,69.28,319,319,319,POINT (-69.06137 45.117911)
MI,2021/05/18,2055,2055,2055,81.55,81.55,81.55,2520,2520,2520,POINT (-85.730977 44.874798)
MN,2021/05/18,714,713,716,77.16,77.16,77.16,926,926,926,POINT (-94.198308 46.349153)
MS,2021/05/18,604,603,606,72.14,72.14,72.14,838,838,838,POINT (-89.65344 32.713378)
MT,2021/05/18,144,144,144,66.06,66.06,66.06,218,218,218,POINT (-109.645127 47.033521)
NJ,2021/05/18,1256,1256,1256,42.45,42.45,42.45,2959,2959,2959,POINT (-74.655514 40.110253)
NV,2021/05/18,575,575,575,67.17,67.17,67.17,856,856,856,POINT (-114.916992 39.283294)
AK,2021/05/19,92,92,92,70.23,70.23,70.23,131,131,131,POINT (-151.631889 63.631126)
AL,2021/05/19,1343,1343,1343,83.99,83.99,83.99,1599,1599,1599,POINT (-86.844516 32.756889)
AR,2021/05/19,690,690,690,68.59,68.59,68.59,1006,1006,1006,POINT (-92.439162 34.899825)
AZ,2021/05/19,1077,1075,1079,48.89,48.89,48.89,2203,2203,2203,POINT (-111.664616 34.293239)
CA,2021/05/19,4772,4761,4782,69.8,69.8,69.8,6836,6836,6836,POINT (-119.662127 37.211164)
CO,2021/05/19,914,914,915,72.87,72.87,72.87,1255,1255,1255,POINT (-105.547832 38.998552)
CT,2021/05/19,553,553,553,53.69,53.69,53.69,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/19,272,272,272,81.93,81.93,81.93,332,332,332,POINT (-77.016275 38.904785)
DE,2021/05/19,159,159,159,55.59,55.59,55.59,286,286,286,POINT (-75.452394 38.994926)
FL,2021/05/19,4969,4962,4976,77.13,76.77,77.49,6442,6433,6451,POINT (-82.420978 28.260731)
GA,2021/05/19,2150,2150,2150,78.5,78.5,78.5,2739,2739,2739,POINT (-83.426574 32.638481)
HI,2021/05/19,126,126,126,58.88,58.88,58.88,214,214,214,POINT (-157.854309 21.361013)
IA,2021/05/19,462,458,465,69.71,69.71,69.71,662,662,662,POINT (-93.500061 42.074659)
ID,2021/05/19,206,205,207,69.83,69.83,69.83,295,295,295,POINT (-114.659366 44.389073)
IL,2021/05/19,2259,2251,2267,66.42,66.42,66.42,3401,3401,3401,POINT (-89.148632 40.124144)
IN,2021/05/19,1570,1570,1570,69.81,69.81,69.81,2249,2249,2249,POINT (-86.2818 39.919991)
KS,2021/05/19,592,592,592,73.72,73.72,73.72,803,803,803,POINT (-98.38018 38.484729)
KY,2021/05/19,1055,1055,1055,59.88,59.88,59.88,1762,1762,1762,POINT (-85.290484 37.526683)
