state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
DE,0,8,2,0,8,2,1,9,2642,10,1830,10,177,9,15,10,33,9,0,9,0,9,158,10,18,9,17,10,174,9,133,10,3,9,3,9,192,10,0.692657077971234,10,1830,2642,0.097628240485383,9,177,1813,0.067790118728457,9,177,2611,0.097297297297297,9,18,185,0.822916666666667,10,158,192,2021/04/01,POINT (-75.452394 38.994926)
FL,10,199,15,30,179,15,56,218,53709,224,39627,224,3310,218,435,224,160,218,11,218,11,218,4708,224,727,218,700,224,3268,218,2981,224,42,218,36,218,6420,224,0.737809305702955,224,39627,53709,0.084856564206424,218,3310,39007,0.062760712931361,218,3310,52740,0.117125825680683,218,727,6207,0.733333333333333,224,4708,6420,2021/04/01,POINT (-82.420978 28.260731)
GA,28,113,14,33,107,15,13,152,20860,155,15278,155,1296,152,176,155,78,152,7,152,22,152,2123,155,359,152,322,155,1264,152,1058,155,32,152,12,152,2853,155,0.732406519654842,155,15278,20860,0.085640652877817,152,1296,15133,0.062992125984252,152,1296,20574,0.128031383737518,152,359,2804,0.744128987031195,155,2123,2853,2021/04/01,POINT (-83.426574 32.638481)
HI,1,19,4,1,19,4,0,24,2492,24,1713,24,50,24,4,24,5,24,0,24,2,24,126,24,8,24,7,24,49,24,43,24,1,24,0,24,211,24,0.687399678972713,24,1713,2492,0.029188558085231,24,50,1713,0.020064205457464,24,50,2492,0.037914691943128,24,8,211,0.597156398104265,24,126,211,2021/04/01,POINT (-157.854309 21.361013)
IA,2,44,76,1,45,76,0,120,7907,122,4641,122,223,120,27,122,5,120,0,120,0,120,453,122,54,120,52,122,221,120,215,122,2,120,1,120,670,122,0.586948273681548,122,4641,7907,0.048689956331878,120,223,4580,0.028553137003841,120,223,7810,0.08294930875576,120,54,651,0.676119402985075,122,453,670,2021/04/01,POINT (-93.500061 42.074659)
MS,10,87,2,12,85,2,1,97,8029,99,4530,99,222,97,15,99,19,97,0,97,6,97,569,99,79,97,61,99,213,97,168,99,9,97,4,97,824,99,0.564204757753145,99,4530,8029,0.049399198931909,97,222,4494,0.02790346907994,97,222,7956,0.098258706467662,97,79,804,0.690533980582524,99,569,824,2021/04/01,POINT (-89.65344 32.713378)
MT,6,58,1,6,58,1,3,64,2947,65,1675,65,38,64,7,65,6,64,0,64,4,64,113,65,8,64,8,65,36,64,36,65,2,64,0,64,210,65,0.568374618255853,65,1675,2947,0.022864019253911,64,38,1662,0.013022618231666,64,38,2918,0.03921568627451,64,8,204,0.538095238095238,65,113,210,2021/04/01,POINT (-109.645127 47.033521)
NC,3,111,4,5,109,4,11,114,22501,118,15496,118,968,114,94,118,62,114,20,114,7,114,1703,118,239,114,239,118,944,114,884,118,24,114,16,114,2455,118,0.688680503088752,118,15496,22501,0.063123573524617,114,968,15335,0.043562395931776,114,968,22221,0.099791231732777,114,239,2395,0.693686354378819,118,1703,2455,2021/04/01,POINT (-79.130883 35.52603)
ND,9,37,1,9,37,1,18,46,2026,47,1275,47,95,46,7,47,13,46,2,46,5,46,112,47,9,46,4,47,86,46,50,47,9,46,2,46,191,47,0.629318854886476,47,1275,2026,0.075217735550277,46,95,1263,0.0475,46,95,2000,0.048128342245989,46,9,187,0.586387434554974,47,112,191,2021/04/01,POINT (-100.46931 47.446305)
NE,8,91,1,16,83,1,1,99,4132,100,2394,100,163,99,15,100,18,99,3,99,0,99,336,100,53,99,50,100,161,99,143,100,2,99,1,99,569,100,0.579380445304937,100,2394,4132,0.068805403123681,99,163,2369,0.040227048371175,99,163,4052,0.095840867992767,99,53,553,0.590509666080844,100,336,569,2021/04/01,POINT (-99.810595 41.527099)
NH,4,23,1,5,22,1,0,28,2906,28,1872,28,100,28,15,28,16,28,0,28,2,28,144,28,18,28,17,28,97,28,87,28,3,28,1,28,282,28,0.644184445973847,28,1872,2906,0.053418803418803,28,100,1872,0.034411562284928,28,100,2906,0.063829787234043,28,18,282,0.51063829787234,28,144,282,2021/04/01,POINT (-71.57139 43.680429)
NJ,6,63,9,7,62,9,58,76,21436,77,14275,78,2331,77,272,78,102,77,3,76,5,76,1315,77,387,76,377,77,2305,77,2185,78,26,76,10,76,2933,77,0.663370031722336,77,14220,21436,0.163693820224719,77,2331,14240,0.108182754423743,76,2311,21362,0.132670551936921,76,387,2917,0.448346403000341,77,1315,2933,2021/04/01,POINT (-74.655514 40.110253)
NM,15,35,1,16,34,1,2,49,4235,51,2729,50,95,49,8,51,9,50,0,49,1,50,317,50,35,49,25,50,88,49,83,50,7,49,0,49,424,51,0.646376125059214,50,2729,4222,0.035580524344569,49,95,2670,0.02310873266845,49,95,4111,0.087281795511222,49,35,401,0.751184834123223,50,317,422,2021/04/01,POINT (-106.108388 34.421369)
NV,0,0,60,0,0,60,26,60,8666,60,5958,60,324,60,43,60,52,60,1,60,2,60,582,60,82,60,66,60,321,60,255,60,3,60,4,60,858,60,0.687514424186476,60,5958,8666,0.054380664652568,60,324,5958,0.037387491345488,60,324,8666,0.095571095571096,60,82,858,0.678321678321678,60,582,858,2021/04/01,POINT (-114.916992 39.283294)
NY,4,163,13,5,162,13,173,171,49379,180,34430,180,5335,171,495,180,182,171,7,171,29,171,3626,180,1077,171,975,180,5242,171,4652,180,93,171,45,171,5602,180,0.697259968812653,180,34430,49379,0.156213398922464,171,5335,34152,0.109411209778306,171,5335,48761,0.196640496622238,171,1077,5477,0.6472688325598,180,3626,5602,2021/04/01,POINT (-75.59655 42.921241)
OH,11,178,10,17,172,10,20,196,29576,199,18960,199,1518,196,193,199,159,196,9,196,77,196,2507,199,296,196,248,199,1404,196,1080,199,114,196,23,196,4087,199,0.641060319177712,199,18960,29576,0.080607476635514,196,1518,18832,0.05178059762587,196,1518,29316,0.073430910444059,196,296,4031,0.613408367996085,199,2507,4087,2021/04/01,POINT (-82.70936 40.415534)
OK,31,95,12,34,92,12,6,136,9885,138,6155,138,322,136,48,138,62,136,0,136,1,136,726,138,79,136,73,138,290,136,240,138,32,136,26,136,1014,138,0.622660596863935,138,6155,9885,0.05339081412701,136,322,6031,0.033257591406734,136,322,9682,0.081611570247934,136,79,968,0.715976331360947,138,726,1014,2021/04/01,POINT (-97.508297 35.583449)
OR,2,54,7,2,54,7,10,61,6821,63,4715,63,240,61,21,63,44,61,2,61,3,61,471,63,53,61,39,63,230,61,169,63,10,61,5,61,791,63,0.691247617651371,63,4715,6821,0.052026880554953,61,240,4613,0.036041447664815,61,240,6659,0.068741893644617,61,53,771,0.595448798988622,63,471,791,2021/04/01,POINT (-120.605279 43.940449)
ID,3,37,8,3,37,8,1,47,3373,48,1854,48,160,47,21,48,2,47,0,47,0,47,196,48,43,47,41,48,159,47,153,48,1,47,0,47,306,48,0.549659057219093,48,1854,3373,0.087575259989053,47,160,1827,0.047976011994003,47,160,3335,0.1438127090301,47,43,299,0.640522875816993,48,196,306,2021/04/01,POINT (-114.659366 44.389073)
IL,9,153,22,11,151,22,5,179,28935,184,18315,184,1639,179,193,184,231,179,1,179,36,179,2032,184,347,179,319,184,1601,179,1424,184,38,179,16,179,3478,184,0.632970451010886,184,18315,28935,0.090567497375256,179,1639,18097,0.057347795661302,179,1639,28580,0.101580796252927,179,347,3416,0.584243818286372,184,2032,3478,2021/04/01,POINT (-89.148632 40.124144)
IN,9,122,2,9,122,2,1,131,17301,133,9907,133,716,131,68,133,89,131,0,131,7,131,1340,133,145,131,120,133,706,131,482,133,10,131,0,131,2211,133,0.572625859776892,133,9907,17301,0.072971871178149,131,716,9812,0.041732237570671,131,716,17157,0.067036523347203,131,145,2163,0.606060606060606,133,1340,2211,2021/04/01,POINT (-86.2818 39.919991)
KS,11,125,4,12,124,4,0,137,8232,140,4382,140,163,137,11,140,37,137,1,137,1,137,547,140,32,137,28,140,161,137,137,140,2,137,1,137,833,140,0.532312925170068,140,4382,8232,0.03760092272203,137,163,4335,0.02000245428887,137,163,8149,0.039360393603936,137,32,813,0.656662665066026,140,547,833,2021/04/01,POINT (-98.38018 38.484729)
KY,0,11,93,4,98,2,3,102,13000,104,6982,104,398,102,112,104,75,102,0,102,4,102,1023,104,112,102,107,104,381,102,327,104,17,102,4,102,1833,104,0.537076923076923,104,6982,13000,0.057739735964021,102,398,6893,0.031047663624308,102,398,12819,0.062639821029083,102,112,1788,0.55810147299509,104,1023,1833,2021/04/01,POINT (-85.290484 37.526683)
LA,43,173,6,46,170,6,0,216,14015,222,8292,222,287,222,39,217,8,217,2,217,0,217,1069,222,110,222,101,222,281,222,342,222,6,222,1,222,1808,222,0.591651801641099,222,8292,14015,0.034611673902557,222,287,8292,0.020478059222262,222,287,14015,0.060840707964602,222,110,1808,0.591261061946903,222,1069,1808,2021/04/01,POINT (-91.840238 30.921314)
MA,7,71,1,6,72,1,6,78,17015,79,13266,79,676,78,96,79,84,78,2,78,4,78,1014,79,179,78,164,79,636,78,550,79,40,78,10,78,1410,79,0.779665001469292,79,13266,17015,0.051356073843349,78,676,13163,0.04004502102956,78,676,16881,0.129522431259045,78,179,1382,0.719148936170213,79,1014,1410,2021/04/01,POINT (-71.481104 42.151077)
MD,2,45,5,2,45,5,8,51,10258,52,8177,52,1417,51,127,52,229,51,3,51,13,51,996,52,304,51,274,52,1402,51,1165,52,15,51,5,51,1326,52,0.797133944238643,52,8177,10258,0.174485900751139,51,1417,8121,0.139550915895214,51,1417,10154,0.236024844720497,51,304,1288,0.751131221719457,52,996,1326,2021/04/01,POINT (-76.687282 38.946466)
ME,3,24,8,3,24,8,1,34,2950,35,1948,35,101,34,10,35,19,34,0,34,1,34,231,35,38,34,36,35,100,34,84,35,1,34,1,34,329,35,0.660338983050848,35,1948,2950,0.052769070010449,34,101,1914,0.034684065934066,34,101,2912,0.119122257053292,34,38,319,0.702127659574468,35,231,329,2021/04/01,POINT (-69.06137 45.117911)
MI,3,152,3,3,152,3,11,155,22461,158,16948,158,3326,155,489,158,82,155,6,155,4,154,2025,158,653,155,631,158,3283,155,3100,158,43,155,30,155,2580,158,0.75455233515872,158,16948,22461,0.197107976768994,155,3326,16874,0.148934264732223,155,3326,22332,0.255777516647082,155,653,2553,0.784883720930232,158,2025,2580,2021/04/01,POINT (-85.730977 44.874798)
MN,16,101,14,15,102,14,10,130,9438,131,6641,131,596,130,91,131,33,130,1,130,0,130,637,131,124,130,114,131,587,130,498,131,9,130,6,130,931,131,0.703644840008476,131,6641,9438,0.091313007507277,130,596,6527,0.064383709625149,130,596,9257,0.13854748603352,130,124,895,0.68421052631579,131,637,931,2021/04/01,POINT (-94.198308 46.349153)
MO,20,83,20,24,79,20,4,119,14496,123,10430,123,723,119,44,123,146,119,2,119,22,119,1286,123,166,119,120,123,682,119,459,123,41,119,10,119,1715,123,0.719508830022075,123,10430,14496,0.070550351288056,119,723,10248,0.05088324301499,119,723,14209,0.100606060606061,119,166,1650,0.749854227405248,123,1286,1715,2021/04/01,POINT (-92.477244 38.3675)
WV,12,43,4,14,41,4,1,55,5847,59,4031,59,272,55,31,59,33,55,0,55,0,55,448,59,80,55,79,59,270,55,260,59,2,55,1,55,657,59,0.689413374380024,59,4031,5847,0.06860025220681,55,272,3965,0.04808202227329,55,272,5657,0.129659643435981,55,80,617,0.681887366818874,59,448,657,2021/04/01,POINT (-80.613729 38.642579)
WY,4,24,2,4,24,2,0,28,1629,30,588,30,21,28,5,30,5,28,0,28,0,28,34,30,6,28,6,30,21,28,17,30,0,28,0,28,137,30,0.360957642725599,30,588,1629,0.036458333333333,28,21,576,0.013240857503153,28,21,1586,0.047244094488189,28,6,127,0.248175182481752,30,34,137,2021/04/01,POINT (-107.55145 42.999627)
