state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,10,191,30011,197,25311,212,1276,207,2833,190,232,187,194,186,1244,196,780,195,31,196,15,189,3386,179,0.7778148012395455,197,23343,30011,0.05085286146979117,206,1276,25092,0.03861329376454321,191,1145,29653,0.06707317073170732,166,220,3280,0.805744743855493,175,2721,3377,2020-10-06
PR,1,68,9728,69,5617,69,374,68,449,69,54,67,50,68,339,67,210,68,35,67,6,67,676,69,0.577405427631579,69,5617,9728,0.06838544523678917,68,374,5469,0.03919513728778034,68,374,9542,0.08372093023255814,67,54,645,0.6642011834319527,69,449,676,2020-10-06
RI,3,14,2318,15,2065,14,116,14,138,15,10,14,11,15,115,14,115,15,1,14,1,14,171,15,0.8908541846419327,14,2065,2318,0.05722742969906265,13,116,2027,0.05194805194805195,14,116,2233,0.0641025641025641,14,10,156,0.8070175438596491,15,138,171,2020-10-06
SC,7,78,10323,85,8550,85,721,83,990,82,175,80,159,82,716,81,565,83,5,81,4,81,1401,81,0.8282476024411508,85,8550,10323,0.08533554266777134,83,721,8449,0.0709366391184573,83,721,10164,0.12915129151291513,78,175,1355,0.7044967880085653,81,987,1401,2020-10-06
SD,1,59,2252,60,1676,64,266,61,115,57,63,53,67,55,240,57,241,60,7,57,5,57,169,58,0.6385435168738899,60,1438,2252,0.16299019607843138,61,266,1632,0.0956561922365989,57,207,2164,0.27741935483870966,51,43,155,0.7232704402515723,56,115,159,2020-10-06
TN,11,121,19864,134,14124,132,1254,124,1599,122,315,118,296,118,1178,121,1027,120,76,121,72,120,2064,125,0.7308269897985604,131,14113,19311,0.08975925260510241,123,1249,13915,0.0662669779286927,122,1249,18848,0.1550426492724536,113,309,1993,0.8051359516616314,121,1599,1986,2020-10-06
TX,89,561,69639,579,51305,581,4295,578,5348,548,1183,551,1093,556,4199,568,3530,570,96,568,47,565,6508,522,0.739036477842448,578,51298,69412,0.08397958376196882,575,4245,50548,0.062408105629394556,573,4287,68693,0.16615975668320793,513,1038,6247,0.7910264290104487,521,5148,6508,2020-10-06
UT,5,54,5603,54,3588,57,257,56,380,46,83,44,80,45,250,52,234,52,7,52,7,51,565,43,0.6271640192753882,54,3514,5603,0.0724760293288212,56,257,3546,0.04671028716830244,53,257,5502,0.1425959780621572,41,78,547,0.6548672566371682,42,370,565,2020-10-06
VA,24,101,17947,99,12060,99,953,100,1387,100,214,96,163,99,944,97,603,99,9,97,4,96,1919,100,0.6719786036663509,99,12060,17947,0.07948977867883088,95,941,11838,0.053541963015647225,95,941,17575,0.11580086580086581,96,214,1848,0.7227722772277227,100,1387,1919,2020-10-06
VI,0,2,188,2,88,2,1,2,8,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.46808510638297873,2,88,188,0.011363636363636364,2,1,88,0.005319148936170213,2,1,188,0.05,2,1,20,0.4,2,8,20,2020-10-06
