state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,8,186,28444,186,23145,208,934,208,2634,175,188,181,123,173,847,191,452,184,68,191,50,184,3252,163,0.7163900998453101,186,20377,28444,0.040354288183192914,208,934,23145,0.027984812262691606,186,796,28444,0.053198031980319804,155,173,3252,0.7728960396039604,156,2498,3232,2020-09-18
PR,4,68,9574,68,5248,68,405,68,473,68,62,67,50,67,374,67,271,67,31,67,5,67,710,68,0.5481512429496553,68,5248,9574,0.07717225609756098,68,405,5248,0.04230206810110716,68,405,9574,0.08732394366197183,67,62,710,0.6661971830985915,68,473,710,2020-09-18
RI,1,14,2183,14,2112,14,87,14,131,14,11,14,10,14,83,14,76,14,4,14,4,14,157,14,0.967475950526798,14,2112,2183,0.041193181818181816,14,87,2112,0.03985341273476867,14,87,2183,0.07006369426751592,14,11,157,0.8343949044585988,14,131,157,2020-09-18
SC,3,76,10210,82,7826,82,773,82,884,77,184,78,171,78,759,80,638,80,14,80,10,80,1313,77,0.7665034280117532,82,7826,10210,0.09877331970355226,82,773,7826,0.07571008814887366,82,773,10210,0.13937547600913938,76,183,1313,0.6848249027237354,76,880,1285,2020-09-18
SD,1,55,2287,55,1438,58,170,58,84,40,29,37,28,35,128,49,112,47,34,49,33,47,94,33,0.6160909488412768,55,1409,2287,0.11821974965229486,58,170,1438,0.07389593353738522,55,169,2287,0.19148936170212766,29,18,94,0.5833333333333334,30,49,84,2020-09-18
TN,6,116,17824,116,12120,116,1070,120,1498,116,286,115,259,115,981,118,815,118,87,118,82,118,2025,117,0.6970065427595391,113,12038,17271,0.08358308358308358,111,1004,12012,0.05905210479835148,108,1003,16985,0.14089521871820956,109,277,1966,0.7566056910569106,114,1489,1968,2020-09-18
TX,90,545,65731,560,44822,564,4066,566,4878,515,1214,522,1078,521,4000,551,3252,547,57,551,39,547,6310,487,0.6841076690535445,559,44807,65497,0.09045012844856473,563,4049,44765,0.06165301336906538,559,4049,65674,0.16541473549624422,477,1035,6257,0.7417460317460317,486,4673,6300,2020-09-18
UT,4,53,5296,52,2935,53,187,53,319,45,57,44,56,44,169,51,149,50,5,51,4,50,548,42,0.543429003021148,52,2878,5296,0.0637137989778535,53,187,2935,0.03530966767371601,52,187,5296,0.09671532846715329,41,53,548,0.5547445255474452,41,304,548,2020-09-18
VA,19,93,16957,89,10682,90,1015,96,991,87,191,87,135,87,901,88,578,88,4,88,4,88,1435,84,0.6267618092823023,89,10628,16957,0.09130352763629504,89,968,10602,0.054846560218436514,88,924,16847,0.1254355400696864,84,180,1435,0.6766550522648084,84,971,1435,2020-09-18
VI,0,2,188,2,100,2,5,2,11,2,0,2,0,2,5,2,5,2,0,2,0,2,20,2,0.5319148936170213,2,100,188,0.05,2,5,100,0.026595744680851064,2,5,188,0.0,2,0,20,0.55,2,11,20,2020-09-18
