state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,25787,180,18637,174,1294,209,2323,159,279,174,2873,147,0.7388454751701538,163,17586,23802,0.0573590170091753,174,1069,18637,0.04304494512738977,180,1110,25787,0.07883672039243167,136,225,2854,0.7655485674353599,141,2191,2862,2020-08-04
PR,8101,60,4590,59,535,60,453,59,74,58,668,58,0.5665967164547586,59,4590,8101,0.11655773420479303,59,535,4590,0.06604122947784224,60,535,8101,0.10993975903614457,57,73,664,0.6631736526946108,58,443,668,2020-08-04
RI,1741,13,1932,13,84,13,123,13,9,13,150,13,1.109707064905227,13,1932,1741,0.043478260869565216,13,84,1932,0.048248133256748996,13,84,1741,0.06,13,9,150,0.82,13,123,150,2020-08-04
SC,10492,81,8049,74,1433,80,918,70,348,75,1215,67,0.8324542351846106,74,8049,9669,0.16670838548185232,73,1332,7990,0.13735263107447523,80,1433,10433,0.25679012345679014,67,312,1215,0.7308641975308642,67,888,1215,2020-08-04
SD,2264,51,858,44,68,54,83,37,10,32,95,29,0.530188679245283,43,843,1590,0.04195804195804196,44,36,858,0.030035335689045935,51,68,2264,0.053763440860215055,25,5,93,0.5730337078651685,28,51,89,2020-08-04
TN,17944,113,11682,114,1440,118,1496,86,446,114,1989,92,0.6794354838709677,103,10784,15872,0.11123742894621776,110,1272,11435,0.079346351247714,106,1345,16951,0.22,87,418,1900,0.8196359624931053,85,1486,1813,2020-08-04
TX,60095,541,40746,519,8805,559,5179,483,2580,485,5978,450,0.7140481539795143,512,40363,56527,0.1939799331103679,518,7888,40664,0.14042836903075256,540,8425,59995,0.3621940928270042,437,2146,5925,0.8016085790884718,447,4784,5968,2020-08-04
UT,5329,52,3177,47,257,53,352,44,79,43,549,40,0.6086206896551725,47,3177,5220,0.07554296506137866,47,240,3177,0.04728842184274723,52,252,5329,0.1384335154826958,39,76,549,0.6193078324225865,39,340,549,2020-08-04
VA,17499,85,10108,81,1390,93,790,75,187,75,1375,73,0.6335218247665035,75,9971,15739,0.10714285714285714,81,1083,10108,0.07566146636950682,85,1324,17499,0.1289308176100629,69,164,1272,0.6040372670807453,70,778,1288,2020-08-04
VI,188,2,106,2,5,2,9,2,4,2,20,2,0.5638297872340425,2,106,188,0.04716981132075472,2,5,106,0.026595744680851064,2,5,188,0.2,2,4,20,0.45,2,9,20,2020-08-04
VT,572,12,177,9,9,15,35,7,4,9,48,6,0.5412844036697247,7,177,327,0.04519774011299435,9,8,177,0.01048951048951049,12,6,572,0.020833333333333332,6,1,48,0.7291666666666666,6,35,48,2020-08-04
WA,9435,81,8273,85,567,95,839,79,109,80,907,64,0.6126035370494739,71,5473,8934,0.062469556746225036,84,513,8212,0.039044164710902496,80,366,9374,0.0732519422863485,58,66,901,0.6604189636163176,61,599,907,2020-08-04
WI,11811,133,7280,130,607,139,837,123,149,132,1585,129,0.6138959931798806,129,7201,11730,0.0820054945054945,130,597,7280,0.04995343324019982,133,590,11811,0.09400630914826498,129,149,1585,0.5442132639791938,123,837,1538,2020-08-04
MS,7594,91,4410,87,1167,96,545,64,431,66,569,62,0.664239113943256,85,4378,6591,0.22494331065759637,87,992,4410,0.15314722149065052,91,1163,7594,0.7345454545454545,60,404,550,0.9437609841827768,62,537,569,2020-08-04
MT,2744,64,1670,49,89,45,103,25,20,48,182,40,0.7462469733656174,47,1541,2065,0.05870020964360587,34,84,1431,0.045283018867924525,41,84,1855,0.1005586592178771,37,18,179,0.6397058823529411,19,87,136,2020-08-04
NC,18390,110,13758,102,1626,121,1268,99,365,108,1757,95,0.7804470561124554,101,13547,17358,0.09427242331734263,102,1297,13758,0.07827650070813814,109,1437,18358,0.17188389299943085,95,302,1757,0.7080250426863973,95,1244,1757,2020-08-04
ND,2315,49,1634,49,128,50,104,39,22,40,98,33,0.7262594739188587,48,1629,2243,0.0771586037966932,48,126,1633,0.05488331892826275,48,127,2314,0.08333333333333333,30,8,96,0.6145833333333334,32,59,96,2020-08-04
NE,3929,63,1787,46,173,66,335,37,47,33,585,34,0.6695488721804511,45,1781,2660,0.07498601007274762,46,134,1787,0.03970475948078391,63,156,3929,0.08089500860585198,30,47,581,0.5736301369863014,32,335,584,2020-08-04
NH,3345,30,2208,29,46,30,152,29,14,26,275,27,0.6650602409638554,29,2208,3320,0.020833333333333332,29,46,2208,0.013751868460388639,30,46,3345,0.05090909090909091,25,14,275,0.5381818181818182,27,148,275,2020-08-04
NJ,11658,52,8204,50,628,57,576,48,57,51,1215,47,0.7131883387320684,48,7706,10805,0.0704534373476353,50,578,8204,0.04674901355292503,52,545,11658,0.04279835390946502,47,52,1215,0.4683127572016461,47,569,1215,2020-08-04
NM,3256,45,2323,43,170,44,271,40,52,41,394,39,0.7194177764013626,43,2323,3229,0.07609668755595345,42,170,2234,0.05419190309212624,44,170,3137,0.12944162436548223,39,51,394,0.655440414507772,38,253,386,2020-08-04
NV,8384,62,6077,60,1128,62,627,58,279,57,821,58,0.7260454002389486,60,6077,8370,0.17837748889254568,60,1084,6077,0.13454198473282442,62,1128,8384,0.3398294762484775,57,279,821,0.7637028014616322,58,627,821,2020-08-04
NY,42490,147,31586,127,2088,161,2790,117,295,122,4824,111,0.6979087162265303,125,27432,39306,0.05135186475020579,127,1622,31586,0.042104024476347375,147,1789,42490,0.05084374315143546,102,232,4563,0.56125,107,2694,4800,2020-08-04
OH,30345,207,19510,194,1761,215,2385,186,422,191,3939,163,0.6674998288023009,193,19495,29206,0.08728856996412096,194,1703,19510,0.05701623838343751,206,1724,30237,0.10695187165775401,160,420,3927,0.6054836252856055,163,2385,3939,2020-08-04
OK,9365,115,5913,112,726,142,696,104,207,109,1204,130,0.6400043294728867,111,5913,9239,0.09403010316252325,112,556,5913,0.05605979711692472,115,525,9365,0.17684021543985637,106,197,1114,0.6572237960339944,103,696,1059,2020-08-04
OR,4170,51,3611,46,247,61,353,44,83,48,443,34,0.7092217484008528,38,2661,3752,0.04984768762115757,46,180,3611,0.04724220623501199,51,197,4170,0.11697247706422019,33,51,436,0.6094808126410836,34,270,443,2020-08-04
AK,1280,19,801,23,47,24,57,14,12,21,45,9,0.35591689250225833,18,394,1107,0.05368289637952559,23,43,801,0.021875,19,28,1280,0.18604651162790697,7,8,43,0.4,9,18,45,2020-08-04
AL,12265,105,7790,92,1931,111,1127,87,493,91,1204,75,0.7596353908649559,91,7667,10093,0.20023148148148148,91,1557,7776,0.13639702881397436,104,1671,12251,0.33056478405315615,69,398,1204,0.9019933554817275,75,1086,1204,2020-08-04
AR,7895,85,4945,82,1591,89,686,76,373,71,926,70,0.6901526824485222,79,4927,7139,0.11991911021233569,82,593,4945,0.20151994933502215,85,1591,7895,0.33225108225108224,65,307,924,0.7181425485961123,70,665,926,2020-08-04
AZ,9877,80,7576,68,1713,91,990,63,523,70,1000,54,0.862569687540516,62,6653,7713,0.1824181626187962,68,1382,7576,0.14943808848840742,80,1476,9877,0.377,52,377,1000,0.808,53,808,1000,2020-08-04
CA,61839,384,44211,376,7328,399,5433,366,2089,367,7226,364,0.7183524250548379,376,44211,61545,0.15957567121304653,376,7055,44211,0.1142644609388897,384,7066,61839,0.2877717767622213,361,2078,7221,0.7518682535289233,364,5433,7226,2020-08-04
CO,9267,80,5557,74,415,98,554,66,101,76,945,58,0.6317594603864182,71,5526,8747,0.06622278207666007,74,368,5557,0.04025035070680911,80,373,9267,0.0877005347593583,54,82,935,0.6057585825027686,57,547,903,2020-08-04
CT,8161,30,6090,30,183,31,512,29,24,28,1045,29,0.7462320794020341,30,6090,8161,0.030049261083743842,30,183,6090,0.022423722583016788,30,183,8161,0.022966507177033493,28,24,1045,0.48995215311004786,29,512,1045,2020-08-04
DC,3110,12,2435,13,141,13,226,11,15,10,377,11,0.7829581993569131,12,2435,3110,0.05790554414784394,13,141,2435,0.04533762057877813,12,141,3110,0.03978779840848806,10,15,377,0.5994694960212201,11,226,377,2020-08-04
DE,2481,11,559,7,66,12,39,6,10,7,47,5,0.8405017921146953,6,469,558,0.03398926654740608,7,19,559,0.026602176541717048,11,66,2481,0.0851063829787234,5,4,47,0.8297872340425532,5,39,47,2020-08-04
FL,74085,258,41016,244,8982,261,4799,243,2009,254,5786,242,0.5921605428427056,244,41016,69265,0.19675248683440608,244,8070,41016,0.12111763514881554,258,8973,74085,0.32059742966307747,239,1846,5758,0.8263048738333909,242,4781,5786,2020-08-04
GA,13971,115,8109,94,3982,144,1070,83,660,92,1142,75,0.7992755810443707,93,7944,9939,0.23961030953261808,94,1943,8109,0.20163195190036504,115,2817,13971,0.4416961130742049,69,500,1132,0.9019784172661871,73,1003,1112,2020-08-04
HI,1691,14,1205,22,151,21,45,11,30,13,96,11,0.6577868852459017,11,642,976,0.07052186177715092,13,50,709,0.05381431105854524,14,91,1691,0.14583333333333334,11,14,96,0.46875,11,45,96,2020-08-04
IA,8458,122,5025,122,306,122,452,122,74,122,722,122,0.5941120832348072,122,5025,8458,0.0608955223880597,122,306,5025,0.036178765665641995,122,306,8458,0.10249307479224377,122,74,722,0.6260387811634349,122,452,722,2020-08-04
