state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-18,"510,911","510,666","511,156",72.61,72.51,72.70,"703,682","703,481","703,883"
CW,2021-01-19,"527,518","527,321","527,716",74.63,74.55,74.71,"706,844","706,659","707,029"
CW,2021-01-20,"536,077","535,709","536,444",75.58,75.44,75.72,"709,273","708,957","709,588"
CW,2021-01-21,"533,926","533,713","534,139",75.38,75.29,75.47,"708,305","708,082","708,529"
CW,2021-01-22,"532,312","532,165","532,458",75.22,75.16,75.28,"707,713","707,563","707,862"
CW,2021-01-23,"516,430","516,204","516,657",73.33,73.24,73.41,"704,292","704,141","704,442"
CW,2021-01-24,"504,621","504,456","504,787",71.95,71.89,72.01,"701,346","701,265","701,426"
CW,2021-01-25,"508,537","508,495","508,579",72.38,72.36,72.40,"702,618","702,558","702,679"
CW,2021-01-26,"527,772","527,717","527,827",74.73,74.71,74.75,"706,198","706,153","706,243"
CW,2021-01-27,"532,616","532,357","532,874",75.20,75.09,75.31,"708,372","708,098","708,646"
CW,2021-01-28,"529,824","529,723","529,926",74.94,74.90,74.98,"707,085","706,979","707,191"
CW,2021-01-29,"523,615","523,545","523,685",74.23,74.20,74.25,"705,524","705,487","705,562"
CW,2021-01-30,"504,145","503,980","504,310",71.74,71.67,71.80,"702,891","702,730","703,053"
CW,2021-01-31,"490,439","490,220","490,657",70.20,70.10,70.31,"698,696","698,387","699,005"
CW,2021-02-01,"493,826","493,712","493,941",70.64,70.59,70.69,"699,217","699,081","699,352"
CW,2021-02-02,"514,771","514,723","514,819",73.28,73.26,73.29,"702,605","702,578","702,632"
CW,2021-02-03,"521,691","521,542","521,840",74.02,73.85,74.19,"704,835","704,166","705,503"
CW,2021-02-04,"521,084","521,003","521,165",73.95,73.92,73.98,"704,606","704,551","704,662"
CW,2021-02-05,"517,366","517,232","517,499",73.55,73.51,73.60,"703,373","703,303","703,443"
CW,2021-02-06,"501,867","501,719","502,015",71.67,71.62,71.73,"700,219","700,150","700,288"
CW,2021-02-07,"487,534","487,072","487,996",70.03,69.84,70.23,"696,152","695,677","696,627"
CW,2021-02-08,"490,077","489,977","490,176",70.29,70.25,70.33,"697,228","697,124","697,332"
CW,2021-02-09,"512,300","512,212","512,389",73.02,72.98,73.06,"701,584","701,494","701,674"
CW,2021-02-10,"520,541","520,410","520,671",74.02,73.97,74.08,"703,218","703,072","703,363"
CW,2021-02-11,"518,102","517,907","518,296",73.74,73.66,73.81,"702,653","702,520","702,786"
CW,2021-02-12,"510,739","510,626","510,852",72.91,72.86,72.96,"700,505","700,349","700,661"
CW,2021-02-13,"492,174","491,675","492,674",70.63,70.41,70.85,"696,809","696,231","697,387"
CW,2021-02-14,"477,381","476,009","478,754",68.81,68.16,69.47,"693,718","691,828","695,607"
CW,2021-02-15,"477,951","477,634","478,268",68.98,68.83,69.12,"692,891","692,496","693,286"
CW,2021-02-16,"496,514","495,291","497,737",71.36,70.80,71.92,"695,745","694,201","697,289"
CW,2021-02-17,"504,546","502,073","507,019",72.58,71.45,73.71,"695,113","692,011","698,215"
AK,2021-01-18,725,725,725,50.14,50.14,50.14,"1,446","1,446","1,446"
AL,2021-01-18,"10,672","10,612","10,732",76.50,75.11,77.88,"13,951","13,873","14,029"
AR,2021-01-18,"5,254","5,254","5,254",69.30,69.30,69.30,"7,582","7,582","7,582"
AZ,2021-01-18,"11,139","11,132","11,146",75.58,75.43,75.73,"14,738","14,729","14,747"
CA,2021-01-18,"51,896","51,896","51,896",81.07,81.07,81.07,"64,010","64,010","64,010"
CT,2021-01-18,"6,017","6,017","6,017",77.75,77.75,77.75,"7,739","7,739","7,739"
DC,2021-01-18,"2,364","2,364","2,364",79.92,79.92,79.92,"2,958","2,958","2,958"
DE,2021-01-18,"1,852","1,852","1,852",72.15,72.15,72.15,"2,567","2,567","2,567"
FL,2021-01-18,"41,182","41,182","41,182",78.93,78.93,78.93,"52,176","52,176","52,176"
GA,2021-01-18,"16,187","16,187","16,187",83.90,83.90,83.90,"19,293","19,293","19,293"
ID,2021-01-18,"1,750","1,750","1,750",57.26,57.26,57.26,"3,056","3,056","3,056"
IN,2021-01-18,"10,209","10,209","10,209",62.39,62.39,62.39,"16,362","16,362","16,362"
KS,2021-01-18,"4,387","4,384","4,390",56.33,56.33,56.33,"7,788","7,788","7,788"
LA,2021-01-18,"8,954","8,954","8,954",70.55,70.55,70.55,"12,692","12,692","12,692"
MA,2021-01-18,"11,959","11,959","11,959",78.77,78.77,78.77,"15,183","15,183","15,183"
MD,2021-01-18,"7,900","7,900","7,900",81.27,81.27,81.27,"9,721","9,721","9,721"
ME,2021-01-18,"1,958","1,958","1,958",68.56,68.56,68.56,"2,856","2,856","2,856"
MI,2021-01-18,"14,555","14,555","14,555",71.03,71.03,71.03,"20,491","20,491","20,491"
AK,2021-01-19,771,771,771,52.81,52.81,52.81,"1,460","1,460","1,460"
AL,2021-01-19,"11,027","11,027","11,027",78.89,78.89,78.89,"13,977","13,977","13,977"
AR,2021-01-19,"5,551","5,551","5,551",72.14,72.14,72.14,"7,695","7,695","7,695"
AZ,2021-01-19,"11,402","11,402","11,402",76.81,76.81,76.81,"14,845","14,845","14,845"
CA,2021-01-19,"52,202","52,121","52,283",81.42,81.14,81.70,"64,113","64,107","64,119"
CT,2021-01-19,"6,113","6,113","6,113",78.69,78.69,78.69,"7,768","7,768","7,768"
DC,2021-01-19,"2,385","2,385","2,385",79.87,79.87,79.87,"2,986","2,986","2,986"
DE,2021-01-19,"1,910","1,910","1,910",73.72,73.72,73.72,"2,591","2,591","2,591"
FL,2021-01-19,"42,818","42,818","42,818",81.58,81.58,81.58,"52,483","52,483","52,483"
GA,2021-01-19,"16,422","16,408","16,435",85.05,84.70,85.41,"19,307","19,273","19,341"
ID,2021-01-19,"1,834","1,833","1,836",59.85,59.85,59.85,"3,065","3,065","3,065"
IN,2021-01-19,"10,630","10,595","10,666",64.95,64.95,64.95,"16,368","16,368","16,368"
KS,2021-01-19,"4,601","4,600","4,602",59.06,59.06,59.06,"7,791","7,791","7,791"
LA,2021-01-19,"9,149","9,148","9,150",72.03,72.03,72.03,"12,701","12,701","12,701"
MA,2021-01-19,"12,010","12,010","12,010",78.98,78.98,78.98,"15,207","15,207","15,207"
