state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/05/28,57549,57531,57567,69.65,69.57,69.72,82634,82608,82660,
CW,2021/05/29,55962,55925,56000,68.08,67.93,68.22,82206,82159,82253,
CW,2021/05/30,54232,54170,54294,65.93,65.7,66.17,82258,82186,82331,
CW,2021/05/31,53540,53487,53593,65.08,64.9,65.25,82277,82236,82318,
CW,2021/06/01,54306,54288,54325,66.09,66.03,66.14,82179,82167,82190,
CW,2021/06/02,56917,56877,56956,68.98,68.79,69.18,82516,82438,82594,
CW,2021/06/03,57945,57873,58017,70.21,69.94,70.48,82533,82449,82618,
CW,2021/06/04,57672,57634,57710,69.86,69.69,70.03,82556,82492,82621,
CW,2021/06/05,56245,56189,56301,68.44,68.23,68.65,82186,82118,82253,
CW,2021/06/06,54626,54577,54675,66.69,66.48,66.9,81918,81842,81995,
CW,2021/06/07,54982,54972,54993,67.21,67.17,67.25,81812,81797,81826,
CW,2021/06/08,57606,57589,57623,69.9,69.82,69.97,82422,82392,82451,
CW,2021/06/09,58289,58237,58342,70.45,70.3,70.61,82738,82715,82761,
CW,2021/06/10,58099,58021,58176,70.33,70.06,70.6,82612,82537,82686,
CW,2021/06/11,57409,57372,57446,69.67,69.56,69.79,82402,82380,82425,
CW,2021/06/12,56331,56269,56394,68.38,68.14,68.62,82379,82301,82458,
CW,2021/06/13,54201,54135,54267,66.17,65.93,66.42,81914,81839,81988,
CW,2021/06/14,54501,54454,54548,66.41,66.23,66.59,82068,82014,82123,
CW,2021/06/15,57028,56987,57068,69.33,69.16,69.49,82261,82203,82318,
CW,2021/06/16,57396,57364,57428,69.86,69.74,69.97,82168,82131,82205,
CW,2021/06/17,57088,57029,57148,69.63,69.43,69.83,81994,81942,82046,
CW,2021/06/18,56768,56725,56811,69.23,69.05,69.4,82009,81950,82068,
CW,2021/06/19,55151,55059,55244,67.49,67.15,67.83,81723,81621,81824,
CW,2021/06/20,53303,53226,53380,65.58,65.29,65.87,81283,81195,81371,
CW,2021/06/21,53719,53606,53832,65.81,65.37,66.25,81632,81493,81772,
CW,2021/06/22,56363,56310,56415,68.75,68.55,68.95,81984,81918,82050,
CW,2021/06/23,57216,57147,57284,69.6,69.34,69.86,82213,82129,82297,
CW,2021/06/24,56883,56765,57001,69.37,68.95,69.79,82002,81882,82123,
CW,2021/06/25,56169,55875,56464,68.28,67.15,69.42,82262,81897,82628,
CW,2021/06/26,55046,54529,55562,67.2,65.16,69.24,81914,81245,82584,
CW,2021/06/27,53837,53180,54494,65.89,63.28,68.49,81715,80861,82569,
AL,2021/05/28,1225,1225,1225,76.95,76.95,76.95,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/05/28,681,681,681,67.76,67.76,67.76,1005,1005,1005,POINT (-92.439162 34.899825)
CT,2021/05/28,438,438,438,42.52,42.52,42.52,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/28,268,268,268,83.49,83.49,83.49,321,321,321,POINT (-77.016275 38.904785)
FL,2021/05/28,4936,4936,4936,76.73,76.73,76.73,6433,6433,6433,POINT (-82.420978 28.260731)
HI,2021/05/28,129,129,129,59.72,59.72,59.72,216,216,216,POINT (-157.854309 21.361013)
IA,2021/05/28,429,429,429,64.8,64.8,64.8,662,662,662,POINT (-93.500061 42.074659)
KY,2021/05/28,1044,1044,1044,59.28,59.28,59.28,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/05/28,1000,1000,1000,74.07,74.07,74.07,1350,1350,1350,POINT (-71.481104 42.151077)
ME,2021/05/28,235,235,235,74.37,74.37,74.37,316,316,316,POINT (-69.06137 45.117911)
AL,2021/05/29,1292,1292,1292,80.9,80.9,80.9,1597,1597,1597,POINT (-86.844516 32.756889)
AR,2021/05/29,682,682,682,68.61,68.61,68.61,994,994,994,POINT (-92.439162 34.899825)
CT,2021/05/29,512,512,512,49.71,49.71,49.71,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/29,256,256,256,78.29,78.29,78.29,327,327,327,POINT (-77.016275 38.904785)
FL,2021/05/29,4768,4768,4768,74.28,74.28,74.28,6419,6419,6419,POINT (-82.420978 28.260731)
HI,2021/05/29,128,127,129,59.26,59.26,59.26,216,216,216,POINT (-157.854309 21.361013)
IA,2021/05/29,409,409,409,61.6,61.6,61.6,664,664,664,POINT (-93.500061 42.074659)
KY,2021/05/29,1047,1046,1048,59.45,59.45,59.45,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/05/29,966,966,966,71.4,71.4,71.4,1353,1353,1353,POINT (-71.481104 42.151077)
ME,2021/05/29,232,231,232,73.03,72.29,73.77,317,316,318,POINT (-69.06137 45.117911)
AL,2021/05/30,1252,1252,1252,79.14,79.14,79.14,1582,1582,1582,POINT (-86.844516 32.756889)
AR,2021/05/30,648,648,648,66.12,66.12,66.12,980,980,980,POINT (-92.439162 34.899825)
CT,2021/05/30,499,499,499,48.45,48.45,48.45,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/30,237,237,237,73.83,73.83,73.83,321,321,321,POINT (-77.016275 38.904785)
FL,2021/05/30,4647,4638,4656,72.5,72.5,72.5,6410,6410,6410,POINT (-82.420978 28.260731)
HI,2021/05/30,118,118,118,54.63,54.63,54.63,216,216,216,POINT (-157.854309 21.361013)
IA,2021/05/30,392,392,392,59.13,59.13,59.13,663,663,663,POINT (-93.500061 42.074659)
KY,2021/05/30,1014,1010,1017,57.55,57.55,57.55,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/05/30,927,927,927,68.36,68.36,68.36,1356,1356,1356,POINT (-71.481104 42.151077)
ME,2021/05/30,220,220,220,69.4,69.4,69.4,317,317,317,POINT (-69.06137 45.117911)
AL,2021/05/31,1212,1212,1212,76.27,76.27,76.27,1589,1589,1589,POINT (-86.844516 32.756889)
AR,2021/05/31,656,655,658,67.2,67.2,67.2,977,977,977,POINT (-92.439162 34.899825)
CT,2021/05/31,461,461,461,44.76,44.76,44.76,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/05/31,249,249,249,77.81,77.81,77.81,320,320,320,POINT (-77.016275 38.904785)
FL,2021/05/31,4682,4682,4682,73.09,73.09,73.09,6406,6406,6406,POINT (-82.420978 28.260731)
HI,2021/05/31,122,122,122,55.96,55.96,55.96,218,218,218,POINT (-157.854309 21.361013)
IA,2021/05/31,398,398,398,60.03,60.03,60.03,663,663,663,POINT (-93.500061 42.074659)
KY,2021/05/31,1034,1032,1035,58.62,58.62,58.62,1763,1763,1763,POINT (-85.290484 37.526683)
MA,2021/05/31,926,924,928,68.34,67.99,68.69,1355,1353,1357,POINT (-71.481104 42.151077)
ME,2021/05/31,217,217,217,68.24,68.24,68.24,318,318,318,POINT (-69.06137 45.117911)
AL,2021/06/01,1120,1120,1120,70.35,70.35,70.35,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/06/01,640,640,640,64.97,64.97,64.97,985,985,985,POINT (-92.439162 34.899825)
CT,2021/06/01,476,474,477,46.17,46.17,46.17,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/01,258,258,258,79.63,79.63,79.63,324,324,324,POINT (-77.016275 38.904785)
FL,2021/06/01,4670,4670,4670,72.78,72.78,72.78,6417,6417,6417,POINT (-82.420978 28.260731)
HI,2021/06/01,127,127,127,58.8,58.8,58.8,216,216,216,POINT (-157.854309 21.361013)
IA,2021/06/01,403,402,404,60.92,60.52,61.33,662,661,662,POINT (-93.500061 42.074659)
KY,2021/06/01,1010,1008,1013,57.38,57.38,57.38,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/01,957,957,957,70.99,70.99,70.99,1348,1348,1348,POINT (-71.481104 42.151077)
ME,2021/06/01,223,222,224,69.47,69.47,69.47,321,321,321,POINT (-69.06137 45.117911)
AL,2021/06/02,1298,1297,1300,81.46,81.46,81.46,1594,1594,1594,POINT (-86.844516 32.756889)
AR,2021/06/02,653,641,665,65.63,65.63,65.63,995,995,995,POINT (-92.439162 34.899825)
