state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
AK,1,20,1,1,20,1,0,22,1471,22,1009,22,70,22,8,22,0,22,0,22,0,22,96,22,18,22,18,22,69,22,69,22,1,22,1,22,132,22,0.68592794017675,22,1009,1471,0.069375619425173,22,70,1009,0.047586675730795,22,70,1471,0.136363636363636,22,18,132,0.727272727272727,22,96,132,2021/07/16,,0,22,0,22,1,22,1,22,1,22,1,22,4,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,1,22
AL,22,68,16,28,62,16,15,103,14541,106,11038,106,634,103,155,105,92,103,3,103,8,103,1388,106,187,103,182,105,603,103,537,105,31,103,22,103,1639,106,0.759094972835431,106,11038,14541,0.058058608058608,103,634,10920,0.044101279910963,103,634,14376,0.116801998750781,103,187,1601,0.846857840146431,106,1388,1639,2021/07/16,,1,105,4,105,10,105,13,105,35,105,33,105,39,105,20,105,0,105,0,103,4,103,7,103,9,103,17,103,17,103,22,103,16,103,0,103,7,103
AR,15,70,2,15,70,2,4,85,7776,87,5705,87,750,85,114,87,78,85,1,85,13,85,735,87,263,85,257,87,737,85,692,87,13,85,10,85,987,87,0.733667695473251,87,5705,7776,0.131833362629636,85,750,5689,0.09693679720822,85,750,7737,0.26974358974359,85,263,975,0.74468085106383,87,735,987,2021/07/16,,1,87,4,87,7,87,14,87,26,86,20,87,31,87,9,87,2,87,0,85,3,85,2,85,4,85,21,85,17,85,15,85,16,85,0,85,8,85
AZ,26,64,3,26,64,3,9,90,15014,93,10349,93,808,90,88,93,122,90,1,90,4,90,1121,93,234,90,173,93,799,90,577,93,9,90,5,90,2215,93,0.68928999600373,93,10349,15014,0.079574551900729,90,808,10154,0.054887575572312,90,808,14721,0.108887854816194,90,234,2149,0.506094808126411,93,1121,2215,2021/07/16,,0,93,6,93,4,93,14,93,18,93,18,93,17,93,11,93,0,93,2,90,13,90,10,90,20,90,12,90,31,90,18,90,16,90,0,90,4,90
CA,68,269,35,73,263,36,15,364,60323,372,45114,372,2482,363,350,372,319,364,13,363,6,363,4772,371,576,363,544,371,2442,363,2164,371,40,363,33,363,6820,371,0.747873945261343,372,45114,60323,0.055726441994656,363,2482,44539,0.041707976944664,363,2482,59509,0.086590499098016,363,576,6652,0.699706744868035,371,4772,6820,2021/07/16,,2,371,41,370,61,370,49,370,59,370,60,370,49,370,29,370,0,371,5,363,23,362,39,362,36,362,52,362,70,362,52,362,42,362,0,363,21,363
CO,6,68,20,6,68,20,4,92,10776,94,7383,94,431,92,60,94,50,92,1,92,20,92,882,94,99,92,96,94,339,92,286,94,92,92,5,92,1342,94,0.685133630289532,94,7383,10776,0.059033009176825,92,431,7301,0.040382273025391,92,431,10673,0.075399847677075,92,99,1313,0.657228017883756,94,882,1342,2021/07/16,,0,94,4,94,10,94,9,94,6,94,13,94,9,94,9,94,0,94,2,92,7,92,6,92,3,92,7,92,10,92,8,92,7,92,0,92,6,92
CT,0,29,4,0,29,4,2,32,7873,33,6312,33,98,32,17,33,19,32,1,32,0,32,581,33,18,32,16,33,96,32,60,33,2,32,1,32,1052,33,0.801727422837546,33,6312,7873,0.01568,32,98,6250,0.012588310854207,32,98,7785,0.01747572815534,32,18,1030,0.552281368821293,33,581,1052,2021/07/16,,0,33,3,33,3,33,2,33,4,33,1,33,2,33,2,33,0,33,0,32,2,32,3,32,2,32,4,32,4,32,2,32,2,32,0,32,0,32
DC,0,13,1,0,13,1,0,11,3474,14,2698,14,59,13,3,14,38,13,1,13,2,13,254,14,9,11,4,12,56,13,23,14,3,13,1,13,340,14,0.776626367299942,14,2698,3474,0.02247619047619,13,59,2625,0.017575215966637,13,59,3357,0.033333333333333,11,9,270,0.747058823529412,14,254,340,2021/07/16,,0,14,0,14,1,14,0,14,0,14,1,14,1,14,0,14,0,14,0,13,4,13,11,13,3,13,7,13,7,13,5,13,1,13,0,13,0,11
DE,2,6,2,2,6,2,1,9,2804,10,2146,10,35,9,2,10,38,9,0,9,0,9,149,10,5,9,5,10,34,9,28,10,1,9,1,9,187,10,0.765335235378031,10,2146,2804,0.016462841015992,9,35,2126,0.012612612612613,9,35,2775,0.027472527472527,9,5,182,0.796791443850267,10,149,187,2021/07/16,,0,10,0,10,0,10,0,10,0,10,1,10,0,10,1,10,0,10,0,9,1,9,2,9,4,9,3,9,9,9,11,9,8,9,0,9,0,9
FL,6,158,59,7,157,59,83,217,53359,223,43873,223,5359,217,980,223,211,217,24,217,21,217,5303,223,1124,217,1120,223,5304,217,5050,223,55,217,50,217,6461,223,0.822223055154707,223,43873,53359,0.124050925925926,217,5359,43200,0.102284656347222,217,5359,52393,0.179237761122628,217,1124,6271,0.820770778517257,223,5303,6461,2021/07/16,,6,223,54,222,110,222,143,222,222,223,157,222,152,223,103,223,33,223,0,217,10,217,30,217,22,217,43,217,34,217,37,217,35,217,0,217,31,217
