state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,11,67,8921,66,5073,67,595,68,455,67,71,65,53,65,553,67,244,67,42,67,8,67,673,65,0.5510592982849456,66,4916,8921,0.1172876010250345,67,595,5073,0.0657997982288981,66,587,8921,0.1037593984962406,63,69,665,0.662704309063893,65,446,673,2020-09-07
RI,3,13,1968,13,1875,13,78,13,133,13,5,13,5,13,78,13,77,13,0,13,0,13,156,13,0.9527439024390244,13,1875,1968,0.0416,13,78,1875,0.039634146341463415,13,78,1968,0.03205128205128205,13,5,156,0.8525641025641025,13,133,156,2020-09-07
SC,7,74,10259,81,8442,81,854,81,946,75,215,77,185,76,847,78,652,78,7,78,4,78,1321,75,0.8228872209767034,81,8442,10259,0.1011608623548922,81,854,8442,0.08324398089482406,81,854,10259,0.161998485995458,75,214,1321,0.7293116782675947,74,943,1293,2020-09-07
SD,2,55,2307,55,1454,58,98,58,84,40,21,37,21,35,69,49,63,47,29,49,29,47,94,32,0.6176853055916776,55,1425,2307,0.06740027510316368,58,98,1454,0.04247941048981361,55,98,2307,0.1595744680851064,28,15,94,0.5952380952380952,30,50,84,2020-09-07
TN,3,49,19269,124,13278,123,311,51,1653,116,102,45,95,45,307,48,243,48,2,48,2,48,2237,118,0.7011647787988886,121,13123,18716,0.05651287752455068,50,305,5397,0.04457760888629056,48,305,6842,0.13728129205921938,42,102,743,0.7582568807339449,115,1653,2180,2020-09-07
TX,86,534,64390,548,45736,557,4687,561,5026,487,1489,498,1240,496,4548,539,3669,532,73,539,55,532,6267,457,0.6980555425613199,546,44767,64131,0.10222144328090084,556,4666,45646,0.07172188520765282,547,4611,64290,0.20695764213238846,446,1285,6209,0.7629854562889564,456,4774,6257,2020-09-07
UT,3,55,5680,54,3466,55,174,55,340,47,58,45,44,45,148,51,114,50,8,51,7,50,551,43,0.5955985915492957,54,3383,5680,0.05020196191575303,55,174,3466,0.03063380281690141,54,174,5680,0.10344827586206896,42,57,551,0.6079854809437386,42,335,551,2020-09-07
VA,14,87,16554,88,11187,89,1168,96,943,78,207,80,148,79,909,79,593,76,7,79,1,76,1291,76,0.6725262776368249,88,11133,16554,0.10090917274282113,88,1121,11109,0.06549501337873996,87,1077,16444,0.15259488768396592,76,197,1291,0.7257939581719597,76,937,1291,2020-09-07
VI,0,2,188,2,87,2,4,2,8,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.4627659574468085,2,87,188,0.04597701149425287,2,4,87,0.02127659574468085,2,4,188,0.05,2,1,20,0.4,2,8,20,2020-09-07
VT,0,16,680,14,375,14,3,17,40,13,1,14,0,14,3,14,1,13,0,14,0,13,63,13,0.5514705882352942,14,375,680,0.0026666666666666666,14,1,375,0.0014705882352941176,14,1,680,0.0,12,0,63,0.6349206349206349,13,40,63,2020-09-07
