state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,1,55,7,5,51,7,17,61,6981,63,5354,63,659,61,53,63,52,61,0,61,8,61,568,63,133,61,126,63,648,61,577,63,11,61,3,61,788,63,0.76693883397794,63,5354,6981,0.125452122596611,61,659,5253,0.096288720046756,61,659,6844,0.172727272727273,61,133,770,0.720812182741117,63,568,788,2021/10/14,,0,63,1,63,7,63,4,63,6,63,19,63,12,63,4,63,0,63,0,61,4,61,9,61,2,61,5,61,11,61,12,61,9,61,0,61,8,61,1549,135,250,177,0,0,0,54,0,54,0,54,0,54,1,1,54,54
PA,25,178,6,31,172,6,37,203,27437,209,23235,209,3378,203,331,209,332,203,7,202,24,202,2702,209,706,203,690,209,3320,203,2938,209,58,203,23,203,3289,209,0.846849145314721,209,23235,27437,0.146927058414162,203,3378,22991,0.124819864760004,203,3378,27063,0.221733668341709,203,706,3184,0.821526299787169,209,2702,3289,2021/10/14,,3,205,14,206,19,205,24,207,54,207,76,207,64,207,62,207,18,201,4,198,27,199,28,198,27,199,57,199,59,198,60,200,60,199,10,195,44,203,5220,4204,3122,852,17,255,0,201,1,201,0,201,0,201,14,2,201,201
PR,0,8,57,0,8,57,1,64,9243,65,5578,65,106,64,2,65,7,64,1,64,2,64,449,65,28,64,20,65,90,64,85,65,16,64,1,64,651,65,0.603483717407768,65,5578,9243,0.019413919413919,64,106,5460,0.011697197086736,64,106,9062,0.045088566827697,64,28,621,0.689708141321044,65,449,651,2021/10/14,,0,65,0,65,0,65,0,65,0,65,0,65,2,65,0,65,0,65,0,64,0,64,0,64,1,64,4,64,1,64,0,64,1,64,0,64,1,64,0,32,18,0,0,0,2,64,1,64,0,64,0,64,26,2,64,64
RI,6,6,2,7,5,2,1,13,2409,14,2065,14,107,13,13,14,4,13,0,13,0,13,128,14,20,13,20,14,105,13,97,14,2,13,0,13,153,14,0.857202158572022,14,2065,2409,0.052970297029703,13,107,2020,0.045454545454545,13,107,2354,0.137931034482759,13,20,145,0.836601307189542,14,128,153,2021/10/14,,0,14,0,14,1,14,1,14,4,14,2,14,3,14,2,14,0,14,0,13,0,13,1,13,0,13,0,13,1,13,2,13,0,13,0,13,2,13,10,0,0,1,0,3,0,5,0,5,0,5,0,5,1,0,5,5
SC,29,41,5,29,41,5,9,73,10526,75,8128,75,959,73,68,75,40,73,4,73,1,73,1039,75,296,73,295,75,945,73,900,75,14,73,13,73,1384,75,0.772183165494965,75,8128,10526,0.119189659458116,73,959,8046,0.092549700829956,73,959,10362,0.220238095238095,73,296,1344,0.750722543352601,75,1039,1384,2021/10/14,,0,75,6,75,8,75,6,75,13,75,7,75,18,75,9,75,1,70,0,73,0,73,2,73,2,73,7,73,8,73,13,73,7,73,1,68,22,73,4002,2579,2895,773,0,155,1,73,0,73,0,73,0,73,7,1,73,73
SD,0,61,3,0,61,3,40,61,2627,64,1593,64,195,61,27,64,16,61,0,61,5,61,155,64,52,61,54,64,190,61,180,64,5,61,2,61,243,64,0.606395127521888,64,1593,2627,0.124600638977636,61,195,1565,0.076171875,61,195,2560,0.224137931034483,61,52,232,0.637860082304527,64,155,243,2021/10/14,,0,64,0,64,2,64,5,64,7,64,3,64,3,64,7,64,0,64,0,61,1,61,0,61,1,61,2,61,5,61,5,61,2,61,0,61,2,61,707,73,617,291,0,114,0,61,0,61,0,61,0,61,1,0,61,61
TN,28,84,9,43,69,9,32,118,16654,121,11951,121,2059,118,108,121,45,118,0,118,0,118,1557,121,440,118,432,121,2045,118,1959,121,14,118,14,118,2065,121,0.717605380088868,121,11951,16654,0.176088257932096,118,2059,11693,0.126249310196824,118,2059,16309,0.223350253807107,118,440,1970,0.753995157384988,121,1557,2065,2021/10/14,,2,121,3,121,7,121,7,121,15,121,24,121,23,121,8,121,19,121,0,118,7,118,4,118,1,118,8,118,5,118,9,118,8,118,3,118,23,118,382,36,19,255,0,0,0,61,1,62,0,118,0,118,18,4,62,62
TX,12,82,414,13,81,414,61,508,63970,508,47639,508,5644,508,427,508,407,508,19,508,66,508,6045,508,1776,508,1730,508,5495,508,4936,508,149,508,108,508,6958,508,0.744708457089261,508,47639,63970,0.118474359243477,508,5644,47639,0.088228857276849,508,5644,63970,0.255245760275941,508,1776,6958,0.868784133371658,508,6045,6958,2021/10/14,,2,508,32,507,33,507,46,507,76,507,94,507,65,507,45,507,34,508,5,508,32,507,40,507,44,507,46,507,63,507,56,507,39,507,82,508,93,508,1083,346,466,114,40,136,3,130,1,130,1,130,1,130,56,4,130,130
UT,1,43,9,1,43,9,51,52,5571,53,3377,53,532,52,65,53,4,52,3,52,0,52,420,53,180,52,183,53,519,52,495,53,13,52,1,52,616,53,0.606174833961587,53,3377,5571,0.159807750075098,52,532,3329,0.096832908627594,52,532,5494,0.297029702970297,52,180,606,0.681818181818182,53,420,616,2021/10/14,,0,53,5,53,6,53,11,53,14,53,13,53,11,53,5,53,0,53,0,52,1,52,1,52,0,52,1,52,0,52,1,52,0,52,0,52,2,52,457,268,137,129,0,3,0,51,1,51,0,51,0,51,4,0,51,51
VA,19,62,20,21,60,20,45,98,17475,101,12743,101,1434,98,117,101,124,98,10,98,15,98,1388,101,333,98,327,101,1411,98,1279,101,23,98,13,98,1902,101,0.729213161659514,101,12743,17475,0.113845665290568,98,1434,12596,0.083183479320146,98,1434,17239,0.180097349918875,98,333,1849,0.729758149316509,101,1388,1902,2021/10/14,,1,101,4,101,8,101,19,101,22,101,24,101,20,101,15,101,4,101,2,98,7,98,10,98,12,98,16,98,20,98,27,98,29,98,1,98,20,98,2523,3556,1030,617,0,22,4,93,1,93,0,93,0,93,23,10,93,93
