state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,26,192,6,33,185,6,5,218,29755,224,24669,224,699,218,50,224,277,218,3,217,24,217,2572,224,137,218,114,224,677,218,431,224,22,218,9,218,3542,224,0.829070744412704,224,24669,29755,0.02860767782598,218,699,24434,0.023797364926974,218,699,29373,0.039883551673945,218,137,3435,0.726143421795596,224,2572,3542,2021/06/12,,2,223,2,222,4,223,3,222,14,222,5,222,6,222,6,223,10,215,5,215,19,215,31,214,20,215,46,214,55,215,56,215,41,214,4,209
PR,6,59,1,7,58,1,2,65,9345,66,5800,66,101,65,1,66,13,65,0,65,10,65,467,66,10,65,10,66,69,65,48,66,32,65,1,65,654,66,0.620652755484216,66,5800,9345,0.017803631235678,65,101,5673,0.011017781171594,65,101,9167,0.016025641025641,65,10,624,0.714067278287462,66,467,654,2021/06/12,,0,66,0,66,1,66,0,66,0,66,0,66,0,66,0,66,0,66,0,65,2,65,1,65,1,65,2,65,2,65,2,65,3,65,0,65
RI,5,8,2,4,9,2,6,14,2558,15,2374,15,77,14,3,15,0,14,0,14,0,14,127,15,8,14,8,15,77,14,40,15,0,14,0,14,160,15,0.928068803752932,15,2374,2558,0.033118279569892,14,77,2325,0.030874097834804,14,77,2494,0.056338028169014,14,8,142,0.79375,15,127,160,2021/06/12,,0,15,0,15,0,15,0,15,0,15,1,15,0,15,2,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,61,5,19,61,5,0,83,10649,85,8441,85,133,83,15,85,22,83,1,83,0,83,831,85,39,83,38,85,131,83,108,85,2,83,2,83,1175,85,0.792656587473002,85,8441,10649,0.015966386554622,83,133,8330,0.012683578104139,83,133,10486,0.034391534391534,83,39,1134,0.707234042553191,85,831,1175,2021/06/12,,0,85,3,85,3,85,1,85,3,85,3,85,2,85,0,85,0,85,0,83,1,83,1,83,0,83,3,83,3,83,6,83,5,83,3,83
SD,1,61,3,1,61,3,1,62,2832,65,1687,65,28,62,1,65,7,62,0,62,1,62,139,65,8,62,7,65,25,62,18,65,3,62,0,62,238,65,0.59569209039548,65,1687,2832,0.016796640671866,62,28,1667,0.010133912414043,62,28,2763,0.035242290748899,62,8,227,0.584033613445378,65,139,238,2021/06/12,,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,62,1,62,0,62,1,62,3,62,1,62,0,62,1,62,0,62
TN,9,69,64,17,61,64,2,79,20428,142,13569,129,256,79,14,79,25,79,0,79,1,79,1662,139,78,79,70,79,250,79,202,79,6,79,5,79,2378,142,0.698424953675108,129,13569,19428,0.026498292102267,79,256,9661,0.018210271731398,79,256,14058,0.043478260869565,79,78,1794,0.709346991037132,139,1662,2343,2021/06/12,,0,79,1,79,1,79,0,79,4,79,2,79,2,79,3,79,1,79,0,79,2,79,3,79,3,79,4,79,5,79,3,79,5,79,0,79
TX,89,465,41,100,454,41,57,590,69251,595,50833,595,2000,590,171,595,400,590,7,590,49,590,5333,595,527,590,484,595,1947,590,1438,595,53,590,38,590,6872,594,0.734039941661492,595,50833,69251,0.039823185058341,590,2000,50222,0.029192818566633,590,2000,68510,0.078445966061328,589,527,6718,0.77604772991851,594,5333,6872,2021/06/12,,4,595,15,595,21,595,27,595,29,595,31,595,20,595,14,595,10,595,7,589,28,589,43,589,34,589,63,590,76,589,71,589,57,590,21,590
UT,1,49,9,1,49,9,0,58,6168,59,3795,59,173,58,34,59,1,58,2,58,0,58,409,59,59,58,61,59,170,58,163,59,3,58,0,58,635,59,0.615272373540856,59,3795,6168,0.046256684491979,58,173,3740,0.028421225562675,58,173,6087,0.095623987034036,58,59,617,0.644094488188976,59,409,635,2021/06/12,,0,59,2,59,9,59,7,59,5,59,5,59,3,59,2,59,1,59,0,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58
VA,14,71,20,17,68,20,23,102,17804,105,13330,105,323,102,17,105,113,102,5,102,11,102,1291,105,65,102,51,105,306,102,202,105,17,102,14,102,1886,105,0.748708155470681,105,13330,17804,0.024516129032258,102,323,13175,0.018404558404558,102,323,17550,0.035422343324251,102,65,1835,0.684517497348887,105,1291,1886,2021/06/12,,1,105,0,105,3,105,2,105,5,105,4,105,1,105,1,105,0,105,2,102,6,102,7,102,12,102,16,102,24,102,23,102,23,102,0,102
VI,2,0,0,2,0,0,0,2,168,2,82,2,6,2,0,2,0,2,0,2,0,2,6,2,1,2,1,2,6,2,6,2,0,2,0,2,20,2,0.488095238095238,2,82,168,0.073170731707317,2,6,82,0.035714285714286,2,6,168,0.05,2,1,20,0.3,2,6,20,2021/06/12,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
