state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,29,188,6,35,182,6,16,217,29670,223,25129,223,2422,217,246,223,345,217,9,215,10,215,2894,223,514,217,505,223,2377,217,2035,223,45,217,32,217,3646,223,0.846949780923492,223,25129,29670,0.097257358551179,217,2422,24903,0.082670580605523,217,2422,29297,0.145156735385484,217,514,3541,0.793746571585299,223,2894,3646,2021/09/04,,0,221,11,221,22,222,26,221,48,222,46,221,48,221,35,221,13,214,3,214,19,214,25,214,20,214,59,214,66,213,75,214,72,214,6,209,27,217
PR,5,59,1,6,58,1,10,64,9142,65,5491,65,458,64,16,65,17,64,0,64,17,64,462,65,117,64,81,65,416,64,365,65,42,64,13,64,655,65,0.600634434478232,65,5491,9142,0.08539996270744,64,458,5363,0.051116071428571,64,458,8960,0.1872,64,117,625,0.705343511450382,65,462,655,2021/09/04,,0,65,0,65,2,65,4,65,4,65,1,65,2,65,3,65,0,65,0,64,2,64,1,64,0,64,2,64,3,64,4,64,5,64,0,64,14,64
RI,6,7,2,6,7,2,4,14,2443,15,2086,15,153,14,9,15,4,14,0,14,0,14,134,15,12,14,11,15,135,14,125,15,18,14,4,14,161,15,0.853868194842407,15,2086,2443,0.075147347740668,14,153,2036,0.063963210702341,14,153,2392,0.07843137254902,14,12,153,0.832298136645963,15,134,161,2021/09/04,,0,13,0,13,0,13,0,13,1,13,3,13,1,13,4,13,0,13,0,12,0,12,0,12,0,12,0,12,0,12,2,12,2,12,0,12,2,14
SC,26,53,5,25,54,5,8,82,11434,84,9596,84,2600,82,363,84,50,82,5,82,1,82,1158,84,563,82,574,84,2563,82,2520,84,37,82,33,82,1353,84,0.839251355606087,84,9596,11434,0.274435296601224,82,2600,9474,0.231049497911668,82,2600,11253,0.429115853658537,82,563,1312,0.855875831485588,84,1158,1353,2021/09/04,,3,84,13,84,38,83,48,84,71,84,78,84,65,84,43,84,4,84,0,82,3,82,5,82,7,81,5,82,14,82,5,82,10,82,1,82,44,82
SD,1,61,3,1,61,3,33,62,2875,65,1813,65,207,62,27,65,14,62,0,62,1,62,164,65,57,62,61,65,203,62,198,65,4,62,3,62,251,65,0.630608695652174,65,1813,2875,0.116751269035533,62,207,1773,0.073691705233179,62,207,2809,0.2375,62,57,240,0.653386454183267,65,164,251,2021/09/04,,0,65,1,65,0,65,4,65,8,65,8,65,2,65,4,65,0,65,1,62,0,62,2,62,0,62,2,62,2,62,2,62,5,62,0,62,3,62
TN,27,69,46,39,57,46,36,97,19970,142,13960,130,3317,97,354,97,58,97,10,97,2,97,1962,140,884,97,866,97,3269,97,3105,97,48,97,45,97,2439,142,0.735511064278188,130,13960,18980,0.295054260807686,97,3317,11242,0.212805543080772,97,3317,15587,0.419553868058851,97,884,2107,0.814784053156146,140,1962,2408,2021/09/04,,1,97,20,97,38,97,44,97,84,97,81,97,59,97,27,97,0,97,0,97,3,97,11,97,8,97,11,97,8,97,9,97,8,97,0,97,52,97
TX,25,115,395,25,115,395,89,530,63990,535,51976,535,14278,530,1426,535,634,530,58,530,180,530,7264,535,3806,530,3781,535,13908,530,13368,535,370,530,299,530,7792,535,0.812251914361619,535,51976,63990,0.278009268273687,530,14278,51358,0.225946322319281,530,14278,63192,0.501515351166162,530,3806,7589,0.93223819301848,535,7264,7792,2021/09/04,,12,535,84,535,194,535,209,535,256,535,270,535,187,535,126,535,88,535,6,530,54,530,62,530,79,530,102,530,75,530,87,530,82,530,87,530,224,530
UT,1,47,9,2,46,9,0,56,5817,57,3674,57,520,56,85,57,6,56,5,56,0,56,439,57,180,56,184,57,513,56,496,57,7,56,2,56,614,57,0.63159704314939,57,3674,5817,0.144004430905566,56,520,3611,0.090434782608696,56,520,5750,0.298013245033113,56,180,604,0.714983713355049,57,439,614,2021/09/04,,0,57,9,57,9,57,18,57,15,57,19,57,9,57,6,57,0,57,0,56,0,56,1,56,0,56,2,56,1,56,2,56,0,56,0,56,4,56
VA,21,65,20,22,64,20,47,103,18382,106,13977,106,2071,103,214,106,225,103,15,103,34,103,1493,106,461,103,447,106,2014,103,1828,106,57,103,37,103,1968,106,0.76036339897726,106,13977,18382,0.14977941708252,103,2071,13827,0.11419276576974,103,2071,18136,0.240731070496084,103,461,1915,0.758638211382114,106,1493,1968,2021/09/04,,1,106,11,106,20,106,28,106,39,106,48,106,36,106,26,106,5,106,3,103,13,103,24,103,16,103,45,103,38,103,41,103,45,103,0,103,21,103
VI,2,0,0,2,0,0,0,2,168,2,107,2,6,2,0,2,0,2,0,2,0,2,10,2,1,2,1,2,6,2,6,2,0,2,0,2,20,2,0.636904761904762,2,107,168,0.05607476635514,2,6,107,0.035714285714286,2,6,168,0.05,2,1,20,0.5,2,10,20,2021/09/04,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
VT,2,14,1,2,14,1,1,16,1266,17,893,17,35,16,7,17,4,16,0,16,0,16,64,17,8,16,7,17,35,16,32,17,0,16,0,16,99,17,0.705371248025276,17,893,1266,0.040603248259861,16,35,862,0.028455284552846,16,35,1230,0.086021505376344,16,8,93,0.646464646464646,17,64,99,2021/09/04,,1,17,0,17,1,17,0,17,2,17,0,17,3,17,0,17,0,17,0,16,0,16,0,16,1,16,0,16,1,16,1,16,1,16,0,16,0,16
WA,20,79,2,19,80,2,21,99,12973,101,9877,101,1910,99,161,101,172,99,1,99,20,99,1044,101,452,99,438,101,1871,99,1664,101,39,99,18,99,1296,101,0.761350497186464,101,9877,12973,0.195576489862789,99,1910,9766,0.148951103485924,99,1910,12823,0.355905511811024,99,452,1270,0.805555555555556,101,1044,1296,2021/09/04,,1,101,11,100,17,100,21,100,21,100,33,100,32,100,21,100,4,101,0,99,17,98,27,98,9,98,29,98,32,98,20,98,16,98,22,99,24,99
WI,31,92,23,35,88,23,7,143,13290,146,9423,146,1147,143,216,146,58,143,5,143,10,143,1005,146,337,143,336,146,1125,143,1095,146,22,143,11,143,1543,146,0.70902934537246,146,9423,13290,0.124147635025436,143,1147,9239,0.088007365917287,143,1147,13033,0.226022803487592,143,337,1491,0.651328580686973,146,1005,1543,2021/09/04,,0,146,11,146,12,146,24,146,32,146,36,146,15,146,34,146,52,146,0,143,2,143,1,143,1,143,12,143,10,143,12,143,10,143,10,143,7,143
IA,4,58,64,6,55,65,0,124,7899,126,5337,126,579,124,80,126,42,124,3,124,3,124,497,126,159,124,159,126,558,124,547,126,21,124,13,124,630,126,0.675655146221041,126,5337,7899,0.10997150997151,124,579,5265,0.074211740579339,124,579,7802,0.260229132569558,124,159,611,0.788888888888889,126,497,630,2021/09/04,,1,126,7,126,13,126,11,126,13,126,10,126,12,126,13,126,0,126,1,124,9,124,5,124,7,124,5,124,2,124,10,124,3,124,0,124,6,124
ID,5,37,10,5,37,10,6,51,3630,52,2398,52,596,51,82,52,5,51,0,51,0,51,286,51,168,51,168,52,591,51,584,52,5,51,2,51,317,51,0.660606060606061,52,2398,3630,0.253293667658308,51,596,2353,0.166713286713287,51,596,3575,0.547231270358306,50,168,307,0.902208201892744,51,286,317,2021/09/04,,0,52,3,51,7,51,9,51,14,51,18,50,18,51,13,51,0,52,0,51,1,50,2,50,0,50,0,50,0,50,1,50,1,50,0,51,7,51
IL,12,154,26,13,153,26,11,187,29437,192,22446,192,2344,187,299,192,312,187,6,187,36,187,2273,192,566,187,549,192,2285,187,2084,192,59,187,31,187,3251,192,0.76250976662024,192,22446,29437,0.1055713191911,187,2344,22203,0.080599683653119,187,2344,29082,0.178267716535433,187,566,3175,0.699169486311904,192,2273,3251,2021/09/04,,1,191,18,191,26,192,45,191,46,191,69,191,54,191,38,191,2,192,0,187,31,186,30,186,27,186,47,186,66,186,66,186,43,186,2,187,23,187
IN,23,138,4,25,137,3,12,163,18626,165,12864,165,2506,163,342,165,141,163,13,163,8,163,1752,165,714,163,701,165,2452,163,2270,165,54,163,33,163,2123,164,0.690647482014388,165,12864,18626,0.196595277320154,163,2506,12747,0.1355840502083,163,2506,18483,0.344096385542169,162,714,2075,0.825247291568535,164,1752,2123,2021/09/04,,3,165,17,165,33,165,35,165,72,165,89,165,48,165,45,165,0,165,1,163,11,163,7,163,15,163,19,163,27,163,26,163,23,163,12,163,25,163
KS,21,118,8,26,113,8,3,144,8564,147,5431,147,765,144,117,147,92,144,1,144,5,144,646,147,228,144,224,147,749,144,697,147,16,144,8,144,808,147,0.634166277440448,147,5431,8564,0.142352065500558,144,765,5374,0.09011662151019,144,765,8489,0.289707750952986,144,228,787,0.79950495049505,147,646,808,2021/09/04,,0,147,8,144,10,144,18,144,15,144,16,144,26,144,22,144,2,147,2,144,4,141,10,141,10,140,9,141,25,141,16,141,16,141,0,144,16,144
