state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/12,33786,33755,33817,4.87,4.81,4.93,696410,695726,697094,
CW,2021/05/13,32924,32888,32960,4.74,4.68,4.8,697577,696889,698266,
CW,2021/05/14,31815,31781,31849,4.59,4.53,4.65,696466,695770,697162,
CW,2021/05/15,30672,30640,30704,4.44,4.38,4.5,693508,692809,694207,
CW,2021/05/16,30200,30181,30220,4.4,4.36,4.44,689598,689046,690149,
CW,2021/05/17,30412,30392,30432,4.43,4.41,4.46,689026,688807,689245,
CW,2021/05/18,30104,30094,30115,4.36,4.34,4.37,694022,693790,694253,
CW,2021/05/19,29821,29807,29835,4.3,4.27,4.32,696847,696506,697189,
CW,2021/05/20,28613,28564,28661,4.12,4.05,4.19,697499,697167,697831,
CW,2021/05/21,27997,27949,28046,4.03,3.95,4.1,697922,697363,698481,
CW,2021/05/22,27032,27013,27050,3.91,3.87,3.94,695096,694761,695431,
CW,2021/05/23,26692,26666,26717,3.88,3.83,3.92,691255,690798,691713,
CW,2021/05/24,26994,26962,27025,3.93,3.86,4,689782,688931,690633,
CW,2021/05/25,27069,27050,27088,3.92,3.87,3.96,694283,693675,694891,
CW,2021/05/26,26275,26257,26293,3.79,3.75,3.83,695984,695394,696573,
CW,2021/05/27,25616,25595,25637,3.69,3.65,3.74,696358,695860,696857,
CW,2021/05/28,24990,24956,25025,3.61,3.56,3.67,694866,694524,695208,
CW,2021/05/29,23825,23800,23849,3.46,3.41,3.51,691534,691087,691980,
CW,2021/05/30,23154,23108,23200,3.38,3.3,3.45,688942,688475,689410,
CW,2021/05/31,23267,23236,23299,3.4,3.35,3.44,688300,688166,688435,
CW,2021/06/01,23487,23461,23513,3.42,3.39,3.46,689276,689100,689452,
CW,2021/06/02,23040,23013,23068,3.33,3.29,3.37,694513,694376,694650,
CW,2021/06/03,22572,22539,22604,3.26,3.22,3.3,695688,695278,696098,
CW,2021/06/04,21661,21632,21690,3.13,3.09,3.17,695049,694436,695662,
CW,2021/06/05,20811,20774,20849,3.02,2.96,3.08,692519,691890,693148,
CW,2021/06/06,20487,20429,20545,2.99,2.89,3.08,689277,688917,689637,
CW,2021/06/07,20529,20466,20592,2.99,2.89,3.09,689760,689410,690109,
CW,2021/06/08,20444,20402,20486,2.96,2.89,3.02,694206,693538,694875,
CW,2021/06/09,19967,19903,20032,2.88,2.77,2.98,696578,695973,697182,
CW,2021/06/10,19294,19197,19391,2.79,2.61,2.96,695206,693748,696663,
CW,2021/06/11,18932,18737,19127,2.74,2.36,3.13,693487,689726,697248,
AK,2021/05/12,35,35,35,2.35,2.35,2.35,1491,1491,1491,POINT (-151.631889 63.631126)
AL,2021/05/12,448,448,448,3.21,3.21,3.21,13953,13953,13953,POINT (-86.844516 32.756889)
AR,2021/05/12,187,187,187,2.41,2.41,2.41,7752,7752,7752,POINT (-92.439162 34.899825)
AZ,2021/05/12,562,559,565,4,3.81,4.19,14059,14042,14076,POINT (-111.664616 34.293239)
CA,2021/05/12,1803,1791,1815,3.03,2.59,3.48,59441,58792,60090,POINT (-119.662127 37.211164)
CO,2021/05/12,691,682,700,6.81,6.81,6.81,10142,10142,10142,POINT (-105.547832 38.998552)
CT,2021/05/12,286,286,286,3.67,3.67,3.67,7803,7803,7803,POINT (-72.738288 41.575155)
DC,2021/05/12,153,153,153,5.55,5.55,5.55,2755,2755,2755,POINT (-77.016275 38.904785)
DE,2021/05/12,105,105,105,3.92,3.92,3.92,2676,2676,2676,POINT (-75.452394 38.994926)
FL,2021/05/12,3407,3407,3407,6.59,6.59,6.59,52633,52633,52633,POINT (-82.420978 28.260731)
GA,2021/05/12,1270,1270,1270,6.55,6.55,6.55,19399,19399,19399,POINT (-83.426574 32.638481)
HI,2021/05/12,59,59,59,2.37,2.37,2.37,2485,2478,2492,POINT (-157.854309 21.361013)
IA,2021/05/12,170,170,170,2.23,2.23,2.23,7711,7711,7711,POINT (-93.500061 42.074659)
ID,2021/05/12,112,112,112,3.41,3.41,3.41,3283,3283,3283,POINT (-114.659366 44.389073)
IL,2021/05/12,1804,1804,1804,6.29,6.29,6.29,28676,28676,28676,POINT (-89.148632 40.124144)
IN,2021/05/12,864,864,864,5.16,5.16,5.16,16756,16756,16756,POINT (-86.2818 39.919991)
KS,2021/05/12,195,169,221,2.48,2.48,2.48,7854,7854,7854,POINT (-98.38018 38.484729)
KY,2021/05/12,425,425,425,3.39,3.39,3.39,12542,12542,12542,POINT (-85.290484 37.526683)
LA,2021/05/12,295,295,295,2.37,2.37,2.37,12676,12676,12676,POINT (-91.840238 30.921314)
MA,2021/05/12,343,343,343,2.05,2.05,2.05,16768,16768,16768,POINT (-71.481104 42.151077)
MD,2021/05/12,964,964,964,9.9,9.9,9.9,9733,9733,9733,POINT (-76.687282 38.946466)
ME,2021/05/12,139,139,139,4.86,4.86,4.86,2860,2860,2860,POINT (-69.06137 45.117911)
MI,2021/05/12,2222,2222,2222,10.67,10.67,10.67,20833,20833,20833,POINT (-85.730977 44.874798)
MN,2021/05/12,544,544,544,5.61,5.61,5.61,9689,9689,9689,POINT (-94.198308 46.349153)
MS,2021/05/12,236,236,236,2.99,2.99,2.99,7901,7901,7901,POINT (-89.65344 32.713378)
MT,2021/05/12,69,69,69,2.42,2.42,2.42,2853,2853,2853,POINT (-109.645127 47.033521)
ND,2021/05/12,105,105,105,5.15,5.15,5.15,2038,2038,2038,POINT (-100.46931 47.446305)
NJ,2021/05/12,977,977,977,4.79,4.79,4.79,20394,20394,20394,POINT (-74.655514 40.110253)
NV,2021/05/12,335,335,335,4.53,4.53,4.53,7558,7558,7558,POINT (-114.916992 39.283294)
NY,2021/05/12,2392,2392,2392,4.98,4.98,4.98,48039,48039,48039,POINT (-75.59655 42.921241)
AK,2021/05/13,35,35,35,2.35,2.35,2.35,1488,1488,1488,POINT (-151.631889 63.631126)
AL,2021/05/13,425,425,425,3.04,3.04,3.04,13977,13977,13977,POINT (-86.844516 32.756889)
AR,2021/05/13,199,199,199,2.57,2.57,2.57,7757,7757,7757,POINT (-92.439162 34.899825)
AZ,2021/05/13,578,577,580,4.11,3.98,4.24,14077,14054,14100,POINT (-111.664616 34.293239)
CA,2021/05/13,1738,1727,1749,2.93,2.5,3.36,59346,58707,59986,POINT (-119.662127 37.211164)
CO,2021/05/13,663,656,670,6.54,6.54,6.54,10140,10140,10140,POINT (-105.547832 38.998552)
CT,2021/05/13,239,234,245,3.07,3.07,3.07,7806,7806,7806,POINT (-72.738288 41.575155)
DC,2021/05/13,150,150,150,5.47,5.47,5.47,2744,2744,2744,POINT (-77.016275 38.904785)
