state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/13,44885,44864,44906,6.47,6.45,6.5,696281,695553,697009,
CW,2021/04/14,44779,44759,44799,6.41,6.39,6.44,701043,700311,701775,
CW,2021/04/15,44189,44174,44205,6.34,6.32,6.37,699828,699066,700589,
CW,2021/04/16,44369,44351,44388,6.36,6.33,6.39,700302,699533,701070,
CW,2021/04/17,43809,43773,43846,6.32,6.28,6.37,696063,695296,696830,
CW,2021/04/18,44224,44202,44247,6.42,6.38,6.45,692236,691475,692996,
CW,2021/04/19,45467,45447,45487,6.59,6.56,6.61,693398,692672,694125,
CW,2021/04/20,45564,45545,45582,6.56,6.54,6.59,697272,696556,697988,
CW,2021/04/21,44845,44830,44859,6.44,6.42,6.46,699683,698963,700403,
CW,2021/04/22,43805,43787,43822,6.29,6.27,6.32,699218,698478,699959,
CW,2021/04/23,43126,43109,43142,6.2,6.18,6.22,698558,697837,699279,
CW,2021/04/24,41793,41776,41809,6.02,5.97,6.07,697525,696553,698498,
CW,2021/04/25,41473,41417,41530,6,5.93,6.07,693819,693105,694534,
CW,2021/04/26,42557,42540,42573,6.17,6.14,6.2,692543,691792,693294,
CW,2021/04/27,42378,42371,42386,6.11,6.06,6.16,696754,696030,697479,
CW,2021/04/28,41572,41564,41579,5.96,5.92,6.01,699981,699370,700592,
CW,2021/04/29,40472,40459,40484,5.81,5.76,5.85,699859,699255,700462,
CW,2021/04/30,39674,39644,39705,5.7,5.64,5.76,698984,698309,699659,
CW,2021/05/01,38352,38314,38390,5.54,5.47,5.6,695437,694740,696133,
CW,2021/05/02,38288,38244,38333,5.56,5.5,5.63,691498,690957,692039,
CW,2021/05/03,38923,38886,38960,5.65,5.59,5.7,692158,691722,692593,
CW,2021/05/04,39095,39040,39150,5.63,5.54,5.73,696792,695803,697780,
CW,2021/05/05,38236,38158,38315,5.47,5.37,5.58,701415,700767,702063,
CW,2021/05/06,37212,37114,37309,5.32,5.19,5.45,702337,701490,703184,
CW,2021/05/07,36394,36295,36493,5.24,5.11,5.37,697651,696758,698545,
CW,2021/05/08,35004,34903,35105,5.05,4.92,5.19,695674,694647,696701,
CW,2021/05/09,34458,34356,34559,5,4.85,5.14,692647,691466,693828,
CW,2021/05/10,34754,34669,34838,5.05,4.92,5.17,691751,690510,692992,
CW,2021/05/11,34631,34570,34692,5.01,4.93,5.08,694852,693730,695973,
CW,2021/05/12,33770,33677,33863,4.87,4.73,5.01,696188,694594,697782,
CW,2021/05/13,32941,32679,33203,4.76,4.35,5.17,694471,690728,698214,
AK,2021/04/13,47,47,47,3.16,3.16,3.16,1486,1486,1486,POINT (-151.631889 63.631126)
AL,2021/04/13,402,402,402,2.88,2.88,2.88,13938,13938,13938,POINT (-86.844516 32.756889)
AR,2021/04/13,198,198,198,2.56,2.56,2.56,7732,7732,7732,POINT (-92.439162 34.899825)
CA,2021/04/13,2217,2199,2235,3.78,3.45,4.1,58657,58547,58767,POINT (-119.662127 37.211164)
CO,2021/04/13,534,534,534,5.25,5.25,5.25,10173,10173,10173,POINT (-105.547832 38.998552)
CT,2021/04/13,596,596,596,7.62,7.62,7.62,7817,7817,7817,POINT (-72.738288 41.575155)
DC,2021/04/13,184,184,184,6.74,6.74,6.74,2728,2728,2728,POINT (-77.016275 38.904785)
DE,2021/04/13,206,206,206,7.86,7.86,7.86,2622,2622,2622,POINT (-75.452394 38.994926)
FL,2021/04/13,3715,3715,3715,7.2,7.2,7.2,52548,52536,52560,POINT (-82.420978 28.260731)
GA,2021/04/13,1447,1447,1447,7.52,7.52,7.52,19233,19233,19233,POINT (-83.426574 32.638481)
HI,2021/04/13,56,56,56,2.24,2.24,2.24,2498,2498,2498,POINT (-157.854309 21.361013)
IA,2021/04/13,231,231,231,3.05,3.05,3.05,7662,7649,7675,POINT (-93.500061 42.074659)
ID,2021/04/13,153,153,153,4.72,4.72,4.72,3239,3239,3239,POINT (-114.659366 44.389073)
IN,2021/04/13,872,872,872,5.16,5.16,5.16,16884,16884,16884,POINT (-86.2818 39.919991)
