state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
IA,8244,122,4642,122,316,122,421,122,86,121,689,120,0.5630761766132946,122,4642,8244,0.06807410598879793,122,316,4642,0.038330907326540514,122,316,8244,0.12481857764876633,119,86,689,0.6110304789550073,120,421,689,2020-08-28
MT,2645,65,1723,62,120,52,120,31,30,31,200,41,0.7065217391304348,58,1560,2208,0.08016032064128256,52,120,1497,0.06357758620689655,48,118,1856,0.1728395061728395,21,28,162,0.6111111111111112,25,99,162,2020-08-28
NC,19916,119,14440,120,1329,121,1498,108,322,111,2026,105,0.7130447881100622,119,14201,19916,0.09087125416204217,119,1310,14416,0.0658556203498894,118,1310,19892,0.15350444225074036,105,311,2026,0.7276785714285714,104,1467,2016,2020-08-28
ND,2463,46,1658,47,102,47,76,43,25,47,101,42,0.6711327649208283,46,1653,2463,0.061519903498190594,47,102,1658,0.04141291108404385,46,102,2463,0.13861386138613863,42,14,101,0.5445544554455446,42,55,101,2020-08-28
NE,4636,81,2731,81,191,81,328,61,54,57,608,60,0.5890854184641933,81,2731,4636,0.06639313688922044,79,178,2681,0.03903508771929825,79,178,4560,0.08925619834710743,54,54,605,0.5394736842105263,58,328,608,2020-08-28
NH,3275,30,2049,30,33,30,127,27,5,28,275,26,0.6256488549618321,30,2049,3275,0.016105417276720352,30,33,2049,0.010076335877862596,30,33,3275,0.01818181818181818,26,5,275,0.45454545454545453,26,125,275,2020-08-28
NJ,24038,90,17018,94,911,95,1279,87,100,90,2235,86,0.6659871869539895,90,16009,24038,0.05265013515101657,94,896,17018,0.030950994259089773,90,744,24038,0.04384787472035794,86,98,2235,0.570917225950783,86,1276,2235,2020-08-28
NM,3228,44,1994,42,83,43,218,39,28,40,346,40,0.637468030690537,42,1994,3128,0.04206098843322818,41,80,1902,0.02669668703763268,43,83,3109,0.08259587020648967,39,28,339,0.6396396396396397,38,213,333,2020-08-28
NV,8427,61,5745,61,737,61,592,58,187,57,840,58,0.6817372730509078,61,5745,8427,0.12828546562228024,61,737,5745,0.08745698350539931,61,737,8427,0.2226190476190476,57,187,840,0.7047619047619048,58,592,840,2020-08-28
NY,42015,144,32657,146,1459,159,2732,120,191,129,4717,113,0.6827217125382263,143,28576,41856,0.03959334905227057,146,1293,32657,0.028370819945257645,144,1192,42015,0.03234381922906513,107,146,4514,0.5683916684560876,110,2647,4657,2020-08-28
OH,30460,209,20843,209,1358,209,2497,194,341,191,3833,194,0.684274458305975,209,20843,30460,0.06539850710329882,208,1358,20765,0.04474169741697417,208,1358,30352,0.08924365349384977,191,341,3821,0.6514479519958257,194,2497,3833,2020-08-28
OK,9166,122,5332,122,546,125,730,120,203,122,1117,119,0.5817150338206415,122,5332,9166,0.08645911477869467,122,461,5332,0.050294566877591096,122,461,9166,0.17547000895255147,119,196,1117,0.6535362578334826,119,730,1117,2020-08-28
OR,4843,50,4104,58,160,59,383,49,52,50,561,39,0.6694197811274004,50,3242,4843,0.03898635477582846,58,160,4104,0.027462316745818706,50,133,4843,0.07308377896613191,39,41,561,0.5278276481149012,38,294,557,2020-08-28
PA,28087,185,22108,206,1148,209,2342,167,249,183,3294,162,0.7064122191761313,185,19841,28087,0.04989144201194138,206,1103,22108,0.036920995478335175,185,1037,28087,0.06648451730418943,155,219,3294,0.7305290831416366,150,2223,3043,2020-08-28
WY,1098,23,441,23,10,23,35,23,5,23,84,23,0.4016393442622951,23,441,1098,0.022675736961451247,23,10,441,0.009107468123861567,23,10,1098,0.05952380952380952,23,5,84,0.4166666666666667,23,35,84,2020-08-28
